question,answer,wrong1,wrong2,wrong3
"Paramecium sometimes becomes unhealthy, sluggish and is likely to die. It is due to:",Repeated binary fission,Repeated conjugation,Repeated endomixis,Repeated autogamy
"Cytopyge/cytoproct, in Paramecium is actually:",A temporary opening of plasma membrane,A permanent opening of plasma membrane,A special organ for egestion,None
Total number of Paramecium after conjugation:,8,2,4,16
Each ex-conjugant in Paramecium during conjugation give rise to:,Four daughter paramecia,Eight daughter paramecia,Two daughter paramecia,Only one daughter paramecia
Autogamy in Paramecium aurelia gives rise to how many daughter Paramecium?,Two,Four,One,Eight
Feeding in Paramecium is helped by:,Dorsal quadrulus and ventral penniculus,Dorsal penniculus and ventral quadrulus,Only by penniculus,None
Feeding in Paramecium is helped mostly by:,Penniculus,Quadrulus,Both equally,None
Kidney shaped nucleus in Paramecium is:,Macronucleus,Micronucleus,Both are of same shape,None
Beating of cilia is co-ordinated by:,Neuro-motor system,Micronucleus,Macronucleus,All
In Paramecium which process serves a function similar to the circulation of blood in humans?,Cyclosis,Movement of cilia,Intracellular synthesis,Hydrolysis
Kappa particles called plasmagenes carry characters from parents to offspring. This is:,Cytoplasmic inheritance,Heredity,Nuclear inheritance,None
The main function of contractile vacuole in paramecium is,osmoregulation,Water storage,Locomotion,circulation
Which rganisms exhiits nuclear dimorphism?,Paramecium,Amoeba,Euglena,Plasmodium
Defensive organ of paramecium is,Trichocyst,Nematocyst,Cytopyge,cilia
Pellicle is covering of,Paramecium,Diatoms,Dinoflageelates,Amoeba
Theprocess of reconstituion of macronucleus in paramecium without any change of micronucleus is called,Hemixis,Cytogamy,Endomixis,Autogamy
Which of the following is true about conjugation in Paramecium?,Micronucleus gives rise to male and female,Macronucleus forms micronucleus,Crossing of micronuclei takes place,Macronucleus breaks and gets transferred
Pellicle is the covering of,Paramecium,Diatoms,Dinoflagellates,Amoeba
In Paramecium cyclosis is associated with?,Circulation,Digestion,Locomotion,Excretion
"Which of the following ""Glossina palpalis"" is a vector of:",Filariasis,Plague,Dengue,Gambian fever
Entamoeba gingivalis found in the buccal cavity of man causes:,Pyorrhea,No disease 😊,Bronchitis,Amoebic dysentry
"""Trypanosomiasis"" is transmitted by or carrier of Trypanosoma in man is:",Tse tse fly,Fruitfly,Housefly,Mayfly
Amoebiasis or amoebic dysentery is caused by:,Entamoeba histolytica,Trypanosoma histolytica,Entamoeba gingivalis,Plasmodium vivax
Which of the following parasite is responsible for the cause of  African sleeping sickness or Gambiense fever?,Trypanosoma,Leishmania,Entamoeba,Trichomonas
Tse Tse is a vector for sleeping sickness. Which of the following parasite transmits the infective stage?,Trypanosoma gambiense,Wuchererai bancrofti,Leishmania donovani,Plasmodium falciparum
During conjugation macronucleus:,Degenerates,Divides mitotically,Divides amititocally,None
Pellicle is the covering of:,Paramecium,Diatoms,Dinoflagellates,Ameoba
The process of reconstitution of macronucleus in paramecium without any change of micronucleus is called:,Hemixis,Cytogamy,Endomixis,Autogamy
Which of the following is true about conjugation in Paramecium?,Crossing of micronuclei take place,Macronucleus forms micronucleus,Macronucleus breaks and get transferred,Micronucleus gives rise to male and female
Defensive organ of Paramecium is:,Trichocyst,Nematocyst,Cytopyge,Cilia
Defensive organ of Paramecium is:,Trichocyst,Nematocyst,Cytopyge,Cilia
The main function of contractile vacuole in Paramecium is:,Osmoregulation,Water storage,Locomotion,Circulation
Which organism exhibits nuclear dimorphism?,Paramecium,Amoeba,Euglena,Plasmodium
