question,answer,wrong1,wrong2,wrong3
Which one of the following begins erthyrocytic schizogony ?,Merozoites,Cryptomerozoites,Metacryptomerozoites,Sporozoites
Resultant cells of schizogony cycle are,Merozoites,Cryptomerozoites,Metacryptomerozoites,Sporozoites
Which stage of malarial parasite escapes digestion inside stomach of mosquito?,Gametocytes,Trophozoites,Merozoites,Sporozoites
Schunffers granules are found in malarial patient in the cells of,RBC,Liver,Sigent ring trophozoite,Gametocytes of plasmodium
Malarial fever is characterized by release of,Merozoites,Cryptomerozoites,Schizont,Trophozoite
Incubation period of plasmodium vivax is,14 days,12 days,17 days,10 days
Longest incubation period is found in which species of plasmodium?,Malariae,Vivax,Falciparum,Ovale
Benign quartan malaria is caused by,P vivax,p.malariae,P.falciparum,P ovale
Malarial parasite can be best obtained from the patient,When temperature rises with vigour,5 hours after temperature become normal,1 hour before temperature rises,Anytime
The motile zygote after fertilization in plasmodium is called,Ookinete,Oocyte,Gamont,Trophozoite
Diagnostic period of plasmodium is,Schizogony in RBC,Gametogony in mosquito,Sporogony in mosquito,Schizogony  in liver
Sporozoites of malarial parasite enters,Liver cell of human,RBC of humans,Stomach of mosquito,Salivary gland of mosquito
The correct sequence of events of spirogony is,"Zygote, ookinete, oocyte,sporozoites","Zygote, oocyte, ookinete, sporozoites","Zygote, sporozoites, ookinete, oocyte","Ookinete, sporozoites, oocyte, zygote"
Sporozoids of plasmodium vivax are formed in,Oocyte,Spores,Sporoblasts,Gametocyte
Is Gametocyte are not shocked by mosquito they,Degenerate and die out,Remain permanently inactive till death of the host,Transform into active schizont,None of above
Gamatocyte of malarial parasite are formed in,RBC or blood of man,Salivery gland of anopheles,Stomach of female anopheles,None
Which one of the following pierces the stomach wall and become encysted on the pretrophic membrane of stomach in plasmodium life cycle,Ookinete,Zygote,Oocyte,Merozoites
Paroxysm in tertian Malaria occurs after,48 hrs,72 hrs,24 hrs,12 hrs
Vegetative phase of plasmodium in RBC of man is,Trophozoite,Merozoites,Cryptozoite,Sporozoite
Hemozoin a toxic pigment formed by digestion of haemoglobin by plasmodium inside RBC is at which stage,Fe+3,Fe+2,Fe,None
All species of plasmodium causes benign Malaria except,P. malaria,P. vivex,P. falciparum,P. ovale
Relapsing fever is absent in,P. falciparum,P. malaria,P. vivex,P. ovale
Rarest species of plasmodium is,P. ovale,P. malaria,P. falciparum,P. vivex
Mild tertian Malaria is caused by,P. ovale,P. vivex,P. falciparum,P. malaria
Which species of malarial parasite causes malignate tertian malaria in human,P. falciparum,P. vivex,P. ovale,P. malaria
Spray of kerosene oil on stagnant water controls Malaria because,Blocking of respiratory tract of anopheles larva,Water becomes impure for mosquito,Oil destroys malarial parasite in the body of mosquito,Prevention of spiracle to come out of the water
Which of the following is responsible for the clinical fever in malaria,Erythrocytics schizogony,Pre erythrocytic schizogamy,Eye defect,Ear defect
After how many days could a patient commonly feel Malaria from the time of biting a mosquito,8-10 days,2-8 days,10-20 days,20-30 days
Who discovered that Malaria is transmitted by mosquito,Ronald Ross,Laveron,Laneici,Grassi
A person suffering from Malaria runs fever when,All of the above,Exoerythrocytic cycle is complete,Signet ring stage is formed,RBC is rupture and haemozoin granules are release
Which species of plasmodium not found in Nepal,P. ovale,P. vivex,P. falciparum,P. malaria
During the life cycle of plasmodium trophozoite represents,Feeding stage,Reproductive stage,Quiescent stage,Spore
Asexual reproduction by schizogony in malarial parasite involves,Multiple fission,Binary fission,Budding,Fragmentation
Fish that feeds open mosquito larva in ponds is,Gambusia,Ultricularia,Rohu,Scolidon
At which stage plasmodium infect the liver of man,Pre erythrocytic cycle,Sporogony,Erythrocytic cycle,Gamogony
Which of the following undergoes multiple fission to give sporozoites,Sporoblasts,Trophozoite,Zygote,Ookinete
Exflagellation takes place in,Micro gametocyte,Macro gametocyte,Sporozoites,Merozoites
Incubation period in P. vivex is,240 hrs,48 hrs,72 hrs,120 hrs
The best drug used against malaria is,Quinine,Gambusia,Chloroquine,AZT
"Quinine, used in malarial disease is extracted from",Bark of cinchona,Bark of cinnamon,Leave of ocimum,Steam of heves
Chloroquine in is used against,Malaria,Cancer,AIDS,Amoebiasis
Mepacrine and palludrine drug are used for,Malaria,Cancer,AIDS,Amoebiasis
Storehouse of malarial parasite in human body is,Spleen,Liver,Blood,Brain
In malarial infection one of the following gets enlarged and secret lysolecithin which destroy RBC,Spleen,Lymphocytes of blood,Liver,Plasmodium
