question,answer,wrong1,wrong2,wrong3
Cystitis is inflammation of:,Urinary bladder,Epididymis,Fallopian tube,Seminal vesicle
On prolonged fasting which is released from one's urine ?,Ketone,Fat,Amino acid,Aldehyde
When the blood leaving fro liver and heading toward heart which of the following is maximum,Urea,Ammonia,Nitrogen waste,Calcium
Diuresis is a condition characterized by,increase in urine volume,increased glucose excretion,decrease in urine volume,decrease in electrolyte balance
A single structural and functional unit in the kidney of mammal is called,Nephron,Bowman's Capsule,Glomerulus,Malphigian corpscule
Animal in which nitrogen is predominatly excreted in the form of urea are,Ureotelic,Ammonotelic,Uricotelic,None of these
Which one of following is the simplest excretory organ?,epidermis,alveoli,lung,tubule
Blood vessel supplying Bowman's capsule is,Afferent arteriole,Efferent atreiole,Renal artery,Renal vein
Which of the following is the retro peritoneal organ?,Kidney,Spleen,Testes,Heart
Muscle controlling the passage of the urine from the bladder to the urthera in vertebartes,Spinchter muscle,Cardiac muscle,Skeletal muscle,Smooth muscle
"The converison of protein waste,the ammonia into urea occurs mainly in",Liver,Kidnet,Lungs,Intenstine
Most common nitrogenous waste in blood is,Urea,Nitric waste,Ammonia,Nitric acid
Most common nitrogenous waste in blood is,Urea,Ammonia,Nitric Acid,Uric acid
Aldosterone is secreted by,Z.glomerulosa,Z.reticularis,Z.fasiculata,Z.pellucida
Tetany is caused due to,Hypoparathyroidism,Hyperthyroidism,Hypothyroidism,Hyperparathyroidism
Which of the hormone is antagonistic to insulin ?,Cortisol,Aldosterone,Calcitonin,Oxytocin
Cushing syndrome is caused by the hyper secretion of,Adrenal cortex,Adrenal medulla,Thyroid,Pituitary
Which endocrine gland stores its secretion before discharging,Thyroid,Parathyroid,Ovary,Thymus
FSH is secretd by,Anterior pituitary,Thymus,Posterior pituitary,Gonads
Pancreatic juice is secretd by,Secretin,Oxytocin,Enterokinase,Succus Entericus
Addison's disease is caused due to deficiency of,Glucocorticoids,Adrenaline,Progestrone,Estrogen
Which of the following is both exocrine and endocrine gland ?,Pancreas,Liver,Pineal gland,Thymus gland
Posterior pituitary releases,Vasopressin & Oxytocin,Estradiol & Aldosterone,Adrenaline & Nor andrenaline,Cortisol & corticosterone
FSH is secretd by,Anterior pituitary,Posterior pituitary,Hypothalamus,Parathyroid gland
Master of gland is,Pituitary gland,Thyroid gland,Pancreas,Liver
Which of the following is not a secondary messenger,Na,CAMP,CGMP,Ca
Which of the following is not secretd by the anterior lobe of pituitary gland ?,Oxytocin,TSH,Prolactin,GH
Which of the following is a mixed gland?,Pancreas,Adrenal gland,Thyorid gland,All
The gland mainly resposnible for calcium homeostasis is,Parathyroid,Thymus,Thyroid,Adrenal
Ossteoporosis is due to,Deposition of Ca++ and Na+ in bones,Deposition of uric acid crytals in joints,"Autoimmune disorder,were synovial membrane get swolen up & inflammed``",Excess secretion of calcitonin
The hormone which contains iodine is,Thyroxine,Insulin,Parathromone,Glucagon
BMR is controlled by,Thyroid,Pancreas,Adrenal cortex,Hypothalamus
Oxytocin is synthesized by,Hypothalamus,Anterior pituitary,Posterior pituitary,Breast
Thyorid hormone deficiency in child causes,Retarded mental and  physical growth,Acromegaly,Protuding eyes,Myxodema
Acromegaly results due to the excess production of the following,Growth hormone,Insuiln,Thyroxine,Adrenaline
Ageing is associated with the disaapearance of,Thymus,Thyroid,Parathyroid,Pituitary
During ovulation which hormone secretion increases,L.H and F.S.H both,L.H,F.S.H,high L.H and low F.S.H
Which of the following is secretd by adrenal medulla ?,Norepinephrine,Glucagon,Cortisol,Insuiln
Secretion of which of these gland is NOT under control of pituitary gland ?,Adrenal medulla,Thyroid,Testis,Pancreas
The fubction of pituitary gland is controlled by,Hypothalamus,Pineal gland,Crebrum,Cerebellum
Whuch is endocribe part of pancreas?,Isletes of Langerhans,crypts of Liberkuhn,Acini,duct of bellini
The enodcrine part oof the pancreas is known as,Islets of Langerhans,Crypts of liberkuhn,Payer's Patches,Acini
Glucagon is a hormone screted from,Pancreas,Pineal body,Liver,Pituitary body
Gigantism is caused due to hyper secretion of,Pituitary gland,Thyroid gland,Adrenal gland,Thymus gland
Hormonw which regulates metamorphosis of tadpole is,Thyroxin,Pituturin,ACTH,TSH
Melatonin is produced by,Pineal gland,MSH,TSH,Hypothalamus
Regulator of BMR in body cells is,Thyroid,Pituitary,Heart,Parathyroid
Immunity theory of aging is associated with disappearance of,thymus gland,thyroid gland,parathyroid gland,adrenal gland
Contraction of uterus in female is due to the secretion,oxytocin,prolactin,vasopressin,TSH
Ovulation is caused by,LH & FSH,LH & GH,LH & Prolactin,FSH & TSH
Sex hormone are,Steroids,LIpids,Protein,Lipoproteins
Which of the folowing regulates water absoprtion ?,ADH,ACTH,FSH,Oxytocin
Pituitary body is found in,brain,Stomach,Liver,Lung
Which of the following is endocrine gland ?,gatric gland,Salivary,gall bladder,enzyme secreting part of pancreas
The mafunction of which of the following causes Hyperglycemia in blood ?,Insulin,Parathrombone,Adrenalin,Thyroxin
Diabetes is due to the lack of,insulin,pepsin,trypsin,renin
Hormone responsible foe the releas of pancreatic juice to digest the food is,secretin,gastrin,cholecystokinin,enterocrinin
What is the name of diseases caused by the deficiency of throxin ?,Goitre,diabets,Night blindness,Addisons disease
"Ath the time of interview,the heart beat increases due to",release of adrenalin,hypersecretion of renin,release of ADH,release of corticotropin
Cushing's disease is due to excessive stimulation of,adrenal cortex,pituitary gland,thyroid,adrenal medulla
Corpus albicans in menstural cycle represent which phae,secretary phase,Proliferative phase,ovulatory phase,destructive phase
Adrenaline is,Vasoxonstrictor,vasodilator,Motor,Depression
Hypersecretion of GH causes,Acromegaly,Dwarfism,Simmond's disease,Myxodema
Which of the following is not sex hormone ?,Cholecystokinin,Andosterone,Progestrone,Testosterone
Hormone responsible for milk secretion in mammals is,Luteotrpoic,Vasopressin,Thyroxine,Adrenaline
Pituitary gland in mammals is under the control of,hypothalamus,spinal cord,mid brain,adrenal gland
Cretinism or dwarfism is caused due to hyposecretion of,Thyroid gland,Pituitary gland,Adrenal gland,Thymus gland
Progstron hormone in females is produced by,corpus luteum,Germinal layer,Pituitary gland,leydig cells
DIabetes insipidus is due to,Dilution of urine,Increase sugarlevel in the blood,Regulation of sugar metabolism,Decrease sugar level in the blood
Insulin is secretd by,Beta cells,Alpha cells,Delta cells,Hepatic cells
Parathyroid gland produces,Parathormone,Thyroxin,Parathyroxin,Parathrombin
The hormone responsible for the attachement of embryo to the wall of uterus is,Progestrone,Estrogen,Epinephrine,Relaxin
The pituitary gland in human body is attached to the,Infundibulum of Diencephalon,Pineal stalk of Diencephalon,Optic lobe,Olfactory lobe
The disease in which water amount is high but glusocse is not found in urine is,Diabetes mellitus,Diabets insipidus,Addison's disease,Grave's disease
In every minute how much amount of blood is filtered by kidney ?,0.12 lit,5 lit,0.8 lit,8 lit
Condition in which blood present in the urine is,Hameaturia,Alkaptonuria,Anuria,Ketonuria
Podocytes cells are fond in,Glomerulus of Kidney,Wall of capillaries,Arterioles,Hypothalamus of brain
The process in which NH3 is converted to urea in liver by combining with Co2 is called,Demanination,Desalination,Osmoregulation,Pollination
Malhigian body is located in,renal cortex,renal pelvis,renal pyramid,renal medulla
What is common in earthworm and man ?,Ureotelic,Ammonotelic,Uricotelic,Nephrotelic
"In kidney of mammals,malphigian capsule is situated in",cortex,Pyramid,pelvis,medulla
In rabbit,right kidney lies above the left kidney,left kidney lies above right kidney,both lie at the same level,both lie on the left side
Kidney of adult rabbit is,metanephrous,opisthonephrous,mesonephrous,pronephrous
The renal tubules collect to form,ureter,urethra,urinary bladder,none
"Aming excretory maaterial,least toxic is",Uric aid,Urea,Ammonia,Guanine
Urea is transported by,Plasma,Blod,RBC,WBC
Sweat gland in mammal are primarily concerned with,Regulation of body heat,Regulation of water content,Removal of excess of salt,Killing of skin bacteria
Ascending limb of loop of henle is permeable to,Na,Glucose,Ammonia,H2O
Histologival structure of mammalian and amphibian kidneys differ in the,Distribution of MB,Distribution of blood vessels,Structure of MB,Structure of the potential cover
Malphigian body is present in,Renal cortex,Renal medulla,Adrenal cortex,Adrenal medulla
Which is found in kidney ?,Duct of bertini,Eustachian tube,Duct of rivinus,Duct of wirsung
Urea is mainly excreted by,kidney,Liver,skin,lungs
Malphigian body comprises of,Glomerulus and Bowman's Capsule,Glomerulus,Bowman;s capsule,Glomerulus and Nephron
The ability of organism to maintain constant internal environment despite the external changes is called,Homeostasis,Hemopoeisis,Adaptaion,hemostasis
Kidney of Human embryo is,Metanephric,Mesonephric,Pronephric,Opisthonephric
pH of huamn urine is,7.4,9.8,1.2,3.3
Which of the following is the measure of GFR?,Inulin,Insulin,Fats,Protein
Which of these help in concentration of Urine ?,Vasopressin,ACTH,Pitocin,Parathormone
On prolonged fasting which is released from one's urine ?,Ketone,Fat,Amino acid,Aldehyde
Chemical responsible for increas in blood pressure due to renin action s,Angiotension I,Aldosterone,Angiotensinogen,Angiotensin II
Which part of spperm produces Hyalurodinase ?,Acrosome,Mitochondria,Tail,Head
What is function of acrosome of sperm ?,Penetration,Dissolving,Killing,Reproduction
What is function of acrosome of sperm ?,Penetration,Dissolving,Killing,Reproduction
Which is not related with penis ?,Corpus callosum,Corpus cavernosa,Penile urethra,Epididymis
The condition in which testes donot descend down in scrotum :,Cryptorchdism,Impotency,Virilism,Hirucitism
Leydig cells are found in,Connective tissue of Testes,Ventricles of heart,Ventricles of Brain,Bartholin's Gland
Number of spermatozoa foremd from single primary spermatocytes,2,4,6,8
ICSH is secretd by,Pituitary gland,Testis,Ovary,Thymus
Secondary spermatocytes are formed by divison of,Primary spermatocyte,Spermatogonia,Oogonia,Sperms
Graffian follicle is found in,Ovary of mammal,Ovary of frog,Thyroid,Pituitary
Time taken by spermatogonia to mature into spermatozoa is,64 days,30 days,40 days,24 days
Progestrone which causes further thickening of endometrium for implantation is,Corpus luteum,Graffian follicle,Pituitary gland,Bartholin's Gland
Corpus luteum is formed by,ruptured graffian follicle,Lueinizing cell,germinal cells,non keratinized cell
What is the female counter part of prostate gland in the male ?,Bartholin's Gland,Uterus,Clitoris,Graffian follicle
In rabbit fertilization of ova takes place inside,Fallopian tubes,Uterus,Vaginal,Oviducts
Graffian follicles are found in,Ovary,Testis,Stomach,Spleen
Rete testis in man is part of,Seminiferous tubules,Vasa efferentia,Epididymis,Vas deferences
BGestation period of rabbiot is,1 month,6  month,9 month,12 month
Batholin's gland in female rabbit correspond to which gland of male,Coper's Gland,Prostate Gland,Coagulating glands,Inguinal glands
Which of the following helps in nourishment in sperm ?,Sertoli cells,Leydig cells,Rette cells,Coconut oil
Name the hormone that has no role in mensuration,GH,LH,FSH,TSH
From secondary spermatocyte the resulting formation of spermatids,2,4,6,1
Name the hormone that has no role in mensuration,GH,LH,FSH,TSH
Corpus leuteum is formed in,ovary,Fallopian tubve,Uterus,Urethra
Hormone mainly responsible for ovulation is,Leutinizing hormone ( LH ),FSH,Oxytocin,Mineralocarticoids
Progestrone hormone in Graffian follicle of mammals is produced by the,Zona pellucida,Discus proligens,Membrana,Zona radiata
Corpus albicans in menstural cyclle represent which phase,Secretary Phase,Proliferative phase,Ovulatory phase,Destructive phase
Movement of sperm is done by,Tail,Head,Middle piece,Acrosome
Follicuar phase in human menstural cycle is the stage of,repair and proliferation,Menopause,Lactation,Puberty
Cowper's gland is,Male sex gland,Female sex gland,A kind of endocrine gland,A kind of digestive gland
Bartholin's gland is present in human beings on,Either side near the vaginal opening,At the base of male copulatory organ,Antherior margin of vaginal orifice,Prostatic region of urethra in males
Fertilization of ovum in mammals takes,Fallopian tube,Ovary,Uterus,Vagina
Rete testis in man is a part of,Seminiferous tubules,Vasa efferentia,Epididymis,Vas deferens
The number of foetal membrane in man is,4,5,3,6
Which of the following doesn't involve in secretion ?,Epididymis,Prostate,Seminal vesciles,Copwer's glands
"Th the testis of rabbit ,the hormone secreting cells are",cells of leydig,Spermatogonia,Spermatocyte,germinal epithelial cells
Abdominal testis is found in,Elephant,Bat,Rabbit,Monkey
Which hormone influences the formation of corpus luteum ?,LH,Progestrone,Estrogen,FSG
Which hormone induces spermatogensis ?,FSH,LH,ACTH,Thyroxine
Ovulation takes place at,14th day,2nd day,8th day,1st day
Middle piece of sperm contain,Mitochondria,Centriole,Golgi bodies,Nucleus
Acrosome of sperm is trigeered by,Capacitaiton,Lysin,Fertilizins,Na+gate
Normal sperm of human is,375 million per ejaculation,20 million per ejaculation,80 million per ejaculation,100 million per ejaculation
The immediate cause of induction of ovulation in human female is large plasma surge of,LH,FSH,Progestrone,Estradiol
The estrous cycle is a characterisctics of,human females only,mammalian feamle other than primates,human males,mammalian male other then primates
Sperm moves by,flagellar  movement,Ciliary movement,Pseudopodia movement,cyclosis
Prostate gland is present in,around urethra,on urter,on kidney,on testis
