question,answer,wrong1,wrong2,wrong3
"A simple telescope consisting an objective of focal length 60cm and eye lens of focal length 5cm in such a way that the parallel ray emerges out from the eye lens .If the angular width of the object for objective is 2°, then the angular width of image for eye lens is",24°,6°,12°,36°
A Galilean telescope has lenses of focal length 100cm and 5cm respectively .The length of telescope for normal vision is,95cm,105 cm,between 95 cm and 100cm,less than 95cm
A Galilean telescope has lenses of focal length 100cm and 5cm respectively .The length of telescope for distinct vision is,less than 95cm,105cm,95cm,between 95 and 100cm
"The objective of a terrestrial telescope has a focal length of 80cm and its magnifying power is 20 when adjusted for parallel rays.If the erecting lens has a focal length 20cm , the total length of such a telescope msut be",164cm,84cm,100cm,124cm
The magnifying power of an astronomical telescope is 5.The power of its eye piece is +10D.What is the power of its objective?,+2D,+1D,-2D,+4D
The  magnifying power of a Galilean telescope is 5. The power of its objective is +2D . What is the power of its eye lens?,-10D,+1D,+10D,-20D
"When the length of a compound microscope tube increases , its magnifying power",increases,decreases,does not change,may increase or decrease depending on th observer and place of observation
In a Huygen's eye-piece the eye lens has a fecel length 'f'. The equivalent focal length of the eye length of the eye-piece is :,(3/2)f,(3/4)f,4f,2f
"The dispersive power of the materials of the two lenses forming an achromatic combination is 4:3. If the focal length of combination is +60cm, the focal lengths of components lenses must be","-20cm,15cm","-20cm,25cm","20cm,-25cm","-15cm,20cm"
The average distance between the earth and moon is 38.6*10^4 km. The minimum seperation between two points on the surface of moon that can be resolved by a telescope whose objective lens has a diameter of 5m with light of wavelength 600nm is,56.51m,5.65m,28.25m,11.3m
A long sighted person has a minimum distance of distinct vision of 50cm .He wants to reduce it to 25cm .He should use a,convex lens of focal length 50cm,concave lens of focal length 50cm,convex lens of focal length 25cm,concave lens of focal length 25cm
A person cannot see objects clearly beyond 50cm.The power of the lens to correct the vision is,-2D,+5D,-0.5D,+2D
A presbyopic patient has near point at 30cm and far point at 40cm .The dioptric power for the corrective lens for seeing the near object is,2/3D,+40D,+30D,+12.5D
A person near point is 50cm and his far point is 3m .Power of the lenses he requires for (i) reading and (ii) seeing distant stars are,2D and -0.33D,-2D and 0.33D,-2D and 3D,2D and -3D
Reflecting telescope uses,concave mirror,convex mirror,plano-convex lens,prism
A person can see different objects lying on different distance .Which of following is true?,image distance is constant,object distance is constant,focal length of lens is constant,radius of curvature is not changed
A man can clearly see upto 40cm.Then the power of lens that should be prescribed for him is:,-2.5D,+2.5D,+1.25D,-1.25D
The resolving power of a telescope depends on:,diameter of the objective lens,refractive index of the objective lens,the focal length of the objective lens,the magnification of the eye-piece
