question,answer,wrong1,wrong2,wrong3
"Light from vacuum enters to a medium of µ=1.5 . If it crosses it within a nanosecond , the thickness of the medium is",20cm,10cm,40cm,70cm
A diver inside a pond looks at an object whose natural colour is green . He sees the object as,blue,green,yellow,red
What happens when a monochromatic light travels from air to glass,frequency remains unchanged but wavelength decreases,frequency and wavelength both decreases,frequency increases and wavelength decreases,frequency and wavelength both remain unchanged
Critical angle of light passing from glass to air is minimum for,violet,red,green,yellow
"A,B and C are three opticals media of respective critical angles C1,C2, and C3 . Total internal reflection can occur from A to B and also from B to C but not from C and A . The correct relation for the critical angle will be",C1<C2<C3,C1>C2>C3,C1=C2=C3,C3>C1>C2
A ray of light from denser medium strikes a rarer medium at an angle of incidence i. The reflected and refracted rays makes an angle 90° with each other . The angles of reflection and refraction are r and r'.The critical angle is,sin^-1(tan i),sin^-1(cot r),sin^-1(tan r'),tan^-1(sin i)
A plane glass slab is placed on the letter of different colours. The letters of which colour are raised by least amount?,red,yellow,blue,equally raised for all colours
"When a ray of light is refracted from one medium to another medium , the wavelength changes from 6000Å to 4000Å . The critical angle for a ray from second medium to first medium will be:",sin^-1(2/3),cos^-1(2/3),tan^-1(3/2),sin^-1(2 / (13)^1/2)
Two media are seperated by a plane surface having speeds of light 2*10^8 m/s and 2.4*10^8 m/s respectively. What is the critical angle for a ray going from I medium to medium to II,sin^-1(5/6),sin^-1(1/2),sin^-1(5/12),sin^-1 (1/ (2)^1/2)
If the refractive index of water is 4/3 and that of given slab of glass immersed in it is 5/3.What is the critical angle for a ray of light tending to go from glass to water?,sin^-1(4/5),sin^-1(3/4),sin^-1(3/5),none
"A ray of light pases from vacuum into a medium of refractive index µ, the angle of incidence is found to be twice the angle of refraction . The angle of incidence is:",2cos^-1(µ/2),cos^-1(µ/2),2sin^-1(µ),2sin^-1(µ/2)
A ray of light travelling inside a rectangular glass block of refractive index (2)^1/2 is incident on the glass - air surface at an angle of incidence of 45° . The refractive index of air is 1 .Under these conditions the ray:,will emerge into the air with an angle of refraction equal to 90°,will emerge into the air without any deviation,will be reflected back into the glass,will be absorbed
A miscroscope is focused on a mark. Then a glass slab of refractive index 1.5 and thickness 6cm is placed on the mark. TO get the mark again in focus the miscroscope should be moved:,2cm upward,2cm downward,4cm upward,9cm upward
A mark at the bottom of the tank 1m deep appears to be raised by 0.1m . The value of refracted index of liquid tank is,10/9,10,4/3,1/10
Two identical buckets A and B are filled with different liquid. The refractive index of liquid in A is 1.3 and in B is 1.6 The ratio of apparent depth of the two bottom of bucket when viewed from above :,1.6/1.3,1.3/1.6,1.3*1.6,none
A layer of water of refractive index 1.3 and thickness 4cm floats on benzene of refractive index 1.5 and thickness 6cm .Then the apparent depth of the bottom of the breaker from free surface of water is :,7cm,6cm,5cm,8cm
"A half of the beaker is filled with liquid of refractive index 1.5µ and the other half filled with refractive indexµ.The total apparent depth is equal to 50% of the total real depth , then µ is equal to",5/3,4/3,1,1.5
A fish sees an observer of height 24cm.The height of an object w.r.t fish when fish is in water of refractive index 4/3 is,32cm,28cm,36cm,48cm
An air bubble in a glass slab of refractive index 3/2 appears 6cm when viewed from one side and 4cm when viewed from opposite side .Then thickness of the glass slab is,15cm,12c,13cm,14cm
A diver at a depth of 12 cm in water (µ=4/3) sees the sky in a cone of semi vertex angle,sin^-1(3/4),sin^-1(4/3),tan^-1(4/3),90°
A transparent cube of 12 cm edge contains a small air bubble. Its apparent depth when viewd through one face of the cube is 6cm and when viewed through opposite face is 2cm .What is the actual distance of the bubble from the first face?,9cm,6cm,2cm,8cm
A pond of water is 5m deep . A flame is held 2m above the surface of water.A fish is at depth 4m from water surface. Refractive index of water is 4/3 . The apparent height of the flame from the eyes of fish is,20/3m,8/3m,6m,5.5m
A point source is located 275cm below the surface of a lake. The area of the surface of a lake.The area of the surface that transmits all the light that emerges from the surface is,30.4m²,3.04m²,304m²,0.304m²
Monochromatic light is refracted from air into glass of refractive index µ.The ratio of the wavelength of incident and refractive waves is,µ:1,1:µ,1:µ²,1:1
"A fish rising vertically at speed 3m/s to the surface of water sees a bird diving vertically itself at speed 9m/s . If the refractive index of water is 4/3, the actual velocity of diving bird is",4.5m/s,4m/s,6m/s,8.4m/s
A vessel of depth 2d is half filled with a liquid of refractive index µ1 and upper half with a liquid of refractive index µ2 . The apparent depth of the vessel seen perpendicularly is,d(1/µ1 + 1/µ2),d(µ1µ2/µ1+µ2),2d(1/µ1 +1/µ2),2d(1/µ1µ2)
"A bird in air looks a fish vertically below it inside water. x is the height of the bird above the surface of water and y is the depth of fish below the surface of water. If refractive index of water with respect to air is µ , the distance of fish as observed by bird is",x+(y/µ),x+y,µx+y,µ(x+y)
"Light from a luminous point source on the lower face of a rectangular glass slab, 2.0cm thick , strikes the upper face and the totally reflected rays outline a circle of radius 3.2 cm on the lower face. Then refractive index of the glass will be",1.6,1.5,1.8,2
The refractive index of air with respect tp glass is 2/3. The refractive index of diamond with respect to air is 12/5 Then the refractive index of glass wit respect to diamond will be,5/8,8/9,5/18,18/5
"The optical path of a monochromatic light is same when it goes through a transparent glass slab of thickness 4cm and 4..5 cm thickness of water. The RI for glass is 1.53, then RI for water is",1.36,1.5,1.4,1.32
A transparent glass slab of thickness 4cm contains same number of waves as 5cm of water when both are traversed by a monochromatic light. If µ for water is 4/3 then µ for glass is,5/3,5/4,3/2,4/3
What is the time taken by a ray of light to emerge from a glass slab of thickness 2cm and refractive index 1.5?,10^-10 s,10^-8 s,10^-9 s,10^-12 s
A point source of light is placed at depth of 4m below the surface of a transparent liquid whose refractive index is 5/3.What will be the minimum radius of the disc which is to be placed on the liquid surface just above the point source to stop the emergence of any light from the liquid surface,3m,3cm,4m,6m
Total internal reflection occur when the light passes from,denser to rarer,rarer to denser,The µ is same,None
"When the light passes from air to glass , which of the following changes?",velocity and wavelength,velocity and frequency,frequency and wavelength,color and wavelength
"When the light passes from air to glass , which of the following changes?",velocity and wavelength,velocity and frequency,frequency and wavelength,color and wavelength
The total internal reflection is possible when light rays travel,glass to water,air to water,air to glass,water to glass
