question,answer,wrong1,wrong2,wrong3
The gas that is heated up during Joule-Thomson effect at ordinary temperature is,H2,O2,CO2,SO2
"For easily liquefiable gases like SO2, NH3 etc., the critical temperature is generally",high,low,not certain,none of these
Positive deviation from ideal behaviour takes place because of,molecular interaction between atoms and PV/nRT>1,molecular interaction between atoms and PV/nRT <1,finite size of atoms and PV/nRT>1,fintie size of atoms and PV/nRT <1
The van der Waal's equation reduces itself to the ideal gas equation at,low pressure and high temperature,high pressure and low temperature,low pressure and low temperature,high pressure and high temperature
Air at sea level is dense. This is a practical application of,Boyle's law,Charle's law,Avogadro's law,Dalton's law
Pressure cooker reduces cooking time because,the boiling point of the water inside is elevated,the heat is more easily distributed,the higher pressure tenderizes the food,a larger flame is used
"A closed flask contains water in all its three states; solid, liquid and vapour at 0°C. In this situation the average kinetic energy of water molecules will be",greatest in the vapour state,same in all the three states,greatest in the solid state,greater in the liquid than in the vapour state
Vibrational energy is,partially potential and partially kinetic,only potential,only kinetic,none of the above
The ratio between the root mean square speed of H2 at 50 K and that of O2 at 800 K is,1,4,2,1/4
Which of the following expressions correctly represents the relationship between the average molar kinetic energy of CO and N2 molecules at the same temperature?,KE(CO) = KE(N2),KE(CO) > KE(N2),KE(CO) < KE(N2),can't be predicted unless volume of the gases are given
Gas equation PV = nRT is obeyed by,both (a) and (b),only isothermal process,Only adiabatic process,none of the above
"With increase of temperature, coefficient of viscosity of a liquid",decreases,increases,remains unchanged,none of these
Steam distillation is based on,Dalton's law of partial pressure,Boyle's law,Charle's law,Avogadro's law
"For easily liquefiable gases like SO3 , NH3 , etc. The critical temperature is generally",High,Low,Not certain,None
