question,answer,wrong1,wrong2,wrong3
"Consider the following reaction occurring in an automobile ; the sign of ∆H , ∆S , ∆G respectively would be \(2C_8H_{18}(g)+2SO_2(g)→16CO_2(g)+18H_2O(g)\)","-, + ,-","+ , - , +","-, + , +","+ , + , -"
For the spontaneity of a reaction which statement is true ?,"∆H = -ve , ∆S = +ve","∆G = +ve , ∆H = +ve","∆H = +ve , ∆S = -ve","∆G = +ve , ∆S = -ve"
A spontaneous reaction is impossible if,∆H is positive and ∆S is negative,both ∆H and ∆S are negative,both ∆H and ∆S are positive,∆H is negative and ∆S is positive
The enthalpy change (- ∆H) for the neutralisation of 1M HCl by caustic potash in dilute solution at 298 K is,57.3 kJ,68 kJ,65 kJ,50 kJ
"Given reaction at 1240 K and 1 atm.

\(CaCO_3(s)⇔CaO(s)+CO_2(g)\)

 ∆H = 176 kJ/mol, the ∆E equals",165.6 kJ.,160.0 kJ,186.4 kJ,180.0 kJ
"For the reaction ; at constant temperature, ∆H - ∆E is

\(C_3H_8(g)+ 5O_2(g)→3CO_2(g)+4H_2O(l)\)",-3RT,+3RT,-RT,+RT
"For which one of the following equations , \(∆H°_{react}\) is equal to \(∆H_f°\) for the product?",\(Xe(g)+2F_ 2 (g) →XeF_{4}(g)\),\(CH _4 (g)+2Cl_ 2 (g) → CH_{2}Cl_{2}(l) + 2HCl(g)\),\(2CO(g) + O_{2}(g) →2CO_{2}(g)\),\(N _2 (g)+O_ 3 (g) → N_{2}O_{3}(g)\)
"The reaction is spontaneous, if the cell potential is",positive,negative,zero,infinite
"Gibb's free energy G, enthalpy H and entropy S are related to one another by",G = H - TS,G = H + TS,G - TS = H,S = H - G
Which of the following describes the criterion of spontaneity?,\(∆S_{total}>0\),"\(∆H_{T,P}>0\)","\(∆G_{T,P}>0\)",All of these
"For the reaction \(CO(g) + 1/2 O_{2}(g) →CO_{2}(g)\) 

Which one of the statements is correct at constant T and P?",∆H < ∆E,∆H = ∆E,∆H > ∆E,∆H is independent of physical state of the reagents
∆E⁰ of combustion of isobutylene is-X kJ \(mol^{-1}\). The value of ∆H⁰ is,< ∆E⁰,= ∆E⁰,> ∆E⁰,= zero
"""If a system A is in thermal equilibrium with B and B is in thermal equilibrium with C, then A and C are in equilibrium with each other."" This is a statement of",zeroth law of thermodynamics,cyclic rule,first law of thermodynamics,second law of thermodynamics
When enthalpy and entropy change for a chemical reaction are - 2.5 × 10³ cal and 7.4cal \(deg^{-1}\) respectively. The reaction at 298 K will be,spontaneous,reversible,irreversible,non-spontaneous
"The standard Gibb's free energy change, ∆G⁰ is related to equilibrium constant, \(K_p\) as",\(K p = e ^{ (- ∆G° / R  T)}\),\(K_{p} = -RT In ∆G°\),\(K_{p} = [e/(RT)] ^ {(∆G°)}\),\(K_{p} = - (∆G)/(RT)\)
What will be correct relationship between free energy and equilibrium constant K of a reaction?,\(∆G° = - R T  ln(K)\),\(- ∆G° = - R T ln K\),\(∆G°=-RT^{-1} ln K\),\(∆G^ = - R  T ^ {- 2} ln K\)
Identify the correct statement regarding entropy,"at absolute zero of temperature, entropy of a perfectly crystalline substance is taken to be zero","at absolute zero of temperature, the entropy of a perfectly crystalline substance is positive","at absolute zero of temperature, the entropy of all crystalline substances is to be zero",at 0 ⁰C the entropy of a perfectly crystalline substance is taken to be zero
"In a closed insulated container, a liquid is stirred with a paddle to increase the temperature . Which of the following is true?","\(∆E =W ≠ 0 , q = 0\)",\(∆E = W =q ≠ 0\),"\(∆E = 0 , W =q ≠ 0\)","\(W = 0 , ∆E =q ≠0\)"
"\(S + 3/2 O_{2} → SO_{3}; ∆H = 2x\) \(SO_{2} + 1/2 O_{2} →SO_{3}; ∆H = y\) 

then heat of formation of \(SO_2\) is",2x - y,2x + y,x + y,(2x - y)/2
Internal energy is sum of,all types of energy of the system,kinetic energy and potential energy,energy of internal system,none of the above
"The work done during the expansion of a gas from a volume of 4 dm³ to 6 dm³ against a constant external pressure of 3 atm, is",-608 J,-6 J,+304 J,-304 J
Entropy of the universe is,continuously increasing,zero,constant,continuously decreasing
Identify the correct statement for change of Gibbs energy for a system ( \(∆G_{system}\) ) at constant temperature and pressure,"If \(∆G_{system}= 0\) , the system has attained equilibrium","If \(∆G_{system}= 0\) , the system is still moving in a particular direction","If \(∆G_{system}< 0\) , the process is not spontaneous","If \(∆G_{system}> 0\) , the process is spontaneous"
"The enthalpy change (AH) for the reaction,

\(N _2 (g)+3H_ 2 (g) → 2NH_{3}(g)\)

is -92.38 kJ at 298 K. The internal energy change ∆U at 298 K is",- 87.42kJ,- 92.38kJ,-97.34 kJ,-89.9 kJ
"Considering entropy (S) as a thermodynamic parameter, the criterion for the spontaneity of any process is",\(∆S _{system }+ ∆S_{ surroundings} >0\),\(∆S _{system} - ∆S_{ surroundings }>0\),\(∆ S_{ surroundings} >0\),\(∆S_{ system }>0 \) only
Which of the following is true in respect of adsorption ?,∆G < 0; ∆S < 0; ∆H < 0,∆G <0; ∆S > 0; ∆H<0,∆G >0: ∆S > 0 ; ∆H > 0,∆G > 0 ∆S > 0 ; ∆H < 0
"In which of the following process, a maximum increase in entropy is observed?",Melting of ice,Sublimation of naphthalene,Dissolution of salt in water,Condensation of water
In irreversible process,Equilibrium state at initial and final state,System and surrounding never in equilibrium,Always at equilibrium,All
Molar enthalpy is,Both (b) and (c),Extrinsic property,Intrinsic property,Thermodynamical property
Low heat of fusion is found in,Ionic solid,Covalent solid,Molecular solid,Both (a) and (c)
Bomb caloriemeter is used to find,Change in internal energy,Internal energy,Kinetic energy,Thermal energy
Thermostat is,Constant temperature bath,Constant heat bath,Device to measure workdone,Device to measure heat
,40.5kJ,6.02 kJ,62.3kJ,21.25kJ
