question,answer,wrong1,wrong2,wrong3
How many millilitres of 6.0 M HCI should be used to prepare 150 mL of a solution which is 0.30 M in hydrogen ion?,7.5,3.0,9.3,30
"When pH of a solution is increased from 3 to 6, its \(H^+\) ion concentration will be",reduced by 1000 times,reduced to half,doubled,increased by 1000 times
What will be the pH of a \(10^{-8}\) M HCl solution?,6.98,8.0,7.0,14.0
"The solubility product of CuS, \(Ag_2S\) and HgS are \(10^{-37}\) , \(10^{-44}\) and \(10^{-54}\) respectively. The solubilities of these sulphides are in the order",\(Ag_{2}S > CuS > HgS\),\(Ag_{2}S > HgS > CuS\),\(HgS > Ag_{2}S > CuS\),\(CuS > Ag_{2}S > HgS\)
When an acid or alkali is mixed with buffer solution then pH of buffer solution,does not change,changes slightly,increases,decreases
The solubility product of AgCl is 4.0 × \(10^{-10}\) at 298 K. The solubility of AgCl in 0.04 m \(CaCl_2\) will be,5.0 × \(10^{-9}\) m,2.0 × \(10^{-5}\) m,1.0 × \(10^{-4}\) m,2.2 × \(10^{-4}\) m
"In a mixture of a weak acid and its salt, the ratio of concentration of acid to salt is increased by ten-fold. The pH of the solution",decreases by 1,increases by 1,decreases by 1/10,increases by 1/10
"When rain is accompanied by a thunderstorm, the collected rain water will have a pH value",slightly lower than that of rain water without thunderstorm,which depends on the amount of dust in air,slightly higher than that when the thunderstorm is not there,uninfluenced by occurrence of thunderstorm
The conjugate base of \(H_{2}P O _4 ^ -\),\(HPO_4^{2-}\),\(PO_4^{3-}\),\(H_3PO_4\),\(P_2O_5\)
Which is an amphoteric oxide?,ZnO,CaO,BaO,SrO
If 0.1 M of a weak monobasic acid is taken and its percentage degree of ionization is 1.34%. then calculate its ionization constant,\(1.79 ×10 ^ {- 5}\),\(0.8 × 10 ^{ - 5}\),\(0.182 ×10 ^{ - 5}\),None of these
Hydrogen ion concentration in mol/L in solution of pH 5.4 will be,\(3.98 × 10 ^{ - 6}\),\(3.98 ×10 ^ 8\),\(3.88 ×10 ^ 6\),\(3.68 ×10 ^ {- 6}\)
The solubility product of a sparingly soluble salt \(AX_2\) is 3.2 × \(10^{-11}\) . Its solubility (in mol/L) is,\(2 × 10 ^{ - 14}\),\(5.6 × 10 ^ {- 6}\),\(3.1 ×10 ^ {- 4}\),\(4 ×10 ^{- 4}\)
Which one of the following electrolytes would dissolve in water to give a 0.1 M solution with pH about 9?,\(CH_{3}COONa\),\(CH_{3}COOH\),\(NH_{4}Cl\),KOH
Hydrolysis of sodium acetate will give,basic solution,acidic solution,neutral solution,normal solution
"By adding 20 mL 0.1 N HCl to 20 mL 0.001 N KOH, the pH of the obtained solution will be",1.3,2,0,7
Solublity of AgCl at 20 ⁰C is 1.435 × \(10^{-3}\) gm per litre. The solubility product of AgCl is:,\(1 × 10 ^ {- 10}\),\(1 × 10 ^{ - 5}\),\(1.435 × 10 ^ {- 5}\),\(108 ×10 ^{ - 3}\)
A precipitate is formed when,The ionic product exceeds the solubility product,The solution becomes saturated,The ionic product is less than the solubility product,The ionic product is nearly equal to the solubility product
