question,answer,wrong1,wrong2,wrong3
Identify the indicator that is used to titrate Na2CO3 solution with HCI,methyl orange,phenolphthalein,both,none of these
The pH indicators are,either weak acids or weak bases,salts of strong acids and strong bases,salts of weak acids and weak bases,either strong acids or strong bases
Which of the following cannot give iodometric titrations?,\(Pb^{2+}\),\(Fe^{3+}\),\(Cu^{2+}\),\(Ag^{+}\)
The indicator used in titration of iodine against sodium thiosulphate is:,Starch,KI,K2CrO4,K3[Fe(CN)6]
Phenolphthalein is not a good indicator for titrating:,Ferrous sulphate against KMnO4,NaOH against oxalic acid,NaOH against HCI,NaOH against H2SO4
Mohr's salt is dissolved in dil. H2SO4 instead of distilled water to,Prevent cationic hydrolysis,Enhance the rate of dissolution,Increase the degree of ionization,Increase its reducing strength
Acidified potassium permanganate solution is decolourised by,Mohr's salt,Bleaching powder,White vitriol,Microcosmic salt
One mole of potassium dichromate completely oxidizes the following numbers of moles of ferrous sulphate in acidic medium,6,1,3,5
,Molecular wt.,1/2 of the molecular wt.,1/4 of the molecular wt.,Twice the molecular wt.
"1 gm of Mg (at wt. 24) is added to AICI3 solution (At wt. of Al = 27), the amount of Al precipitated is",0.75 g,0.45 g,0.90 g,1.50 g.
The equivalent mass of H3PO4 can be,All,M,M/2,M/3
"The ratio of equivalent mass of KMnO4 in acidic, basic and neutral medium is",3:15:5,1:5:3,3:5:1,5:1:3
The equivalent weight of FeSO4 is,M/2,M,M/3,None
Which of the following term of concentration is more convenient to express?,Mole fraction,Molarity,Normality,\(gmL^{-1}\)
,M/5 and M,M/3 and M/2,M/5 and M/2,None
