question,answer,wrong1,wrong2,wrong3
Calculate the normality of 10 volume \(H_2O_2\),1.7 N,12 N,30.3 N,0.0303 N
Which of the following colligative properties can provide molar mass of proteins with greatest precision?,Osmotic pressure,Elevation of boiling point,Depression of freezing point,Relative lowering of vapour pressure
Camphor is often used in molecular mass determination because,it has very high cryoscopic constant,it is readily available,it is volatile,it is solvent for organic substances
Which of the following concentration terms is/are independent of temperature?,mole fraction and molality,molarity,molarity and mole fraction,only molality
Which has the minimum freezing point?,One molal \(CaCl_2\) aq. solution,One molal KCl aq. solution,One molal NaCl aq. solution,One molal urea aq. solution
Which one of the following is not correct for an ideal solution?,∆H = ∆V ≠ 0,∆H = 0,It must obey Raoult's law,∆V = 0
Which of the following solutions will exhibit highest boiling point?,0.01 M \(Na_2SO_4\) (aq),0.01 M \(KNO_3\) (aq),0.015 M urea (aq),0.015 M glucose (aq)
Which of the following is not a non-electrolyte?,Acetic acid,Glucose,Ethanol,Urea
During depression of freezing point in a solution which of the following are in equilibrium,Liquid and solid solvent,Liquid and solid solute,Liquid solute and solid solvent,Liquid solvent and solid solute
A solution of sodium metal in liquid \(NH_3\) gets reduced due to presence of:,Solvated \(e^-\),Sodium amide,Sodium atom,Sodium hydroxide
Molarity is expressed as ?,Moles/litre,Grams/litre,litre/mole,Moles/1000 gm
