question,answer,wrong1,wrong2,wrong3
Which relation for emissive temperature is correct?,\(E∝T^4\),\(E ∝ T\),\(E=T^2\),\(E = T^{-4}\)
The most appropriate material for making a cooking pot is the one having,Low specific heat and high conductivity,Low specific heat and low conductivity,High specific conductivity heat and low conductivity,High specific heat and high conductivity
Two stars radiate maximum energy at 320 nanometer and 400 nanometer respectively. The ratio of their Kelvin temperature is:,5:4,4:5,2:5,4:25
Instrument used to measure temperature by radiation method is:,Pyrometer,Radiomicrometer,Thermometer,Barometer
The rate of loss of heat from a hot body depends on the,excess temperature of body over the surrounding,temperature of the body,thermal capacity of the body,The temperature of the surrounding
Two perfectly black bodies at Kelvin temperatures T and T' emit maximum wavelengths of radiation λm and λ'm respectively. Which of the following ratio of λm/λ'm is correct?,λm/λ'm is inversely proportional to T/T',λm/λ'm is directly proportional to T/T',λm/λ'm is directly proportional to \((T/T')^4\),λm/λ'm is inversely proportional to \((T/T')^{-1/4}\)
The ratio of maximum wavelength Sun and Moon is in the ratio 1:46 What is the ratio of their temperature?,400:1,200:1,1:200,1:400
Unit of the coefficient of thermal conductivity is,watt K-1 m-1,watt Km-1,joule SK-1,joule S-1K
If temperature of black body is increased by 50 % percentage increase in emitted radiation is,400,50,100,500
"From 0°C, the coefficient of thermal expansion of water is",negative,Positive but not zero,zero,Infinite
"If the temperature of emitted radiations increased by a factor of 2, then the factor by which energy radiated by it will be increased by",16,2,4,8
"A black body is heated from 27°C to 127°C, the ratio of their energies of radiation is",81:256,9:16.,27:64,3:4
.A pot made up of metal is polished on outer side and the top is mainly in order to,to minimize rate of heat loss by radiation,prevent loss of heat by convection,prevent loss of heat by conduction,to save material.
Once feel hot during morning when he walks on sand near seashore because,sp. heat of sand is low,the sp. heat of sand is high,of radiation,of convection
The rate of heat energy loss from a black body at 288 K is \(σ = 5.67×10^{-8} J/m^2SK^4\),288,390,450,250
Water in a pond is heated by sunlight. The temperature of water increases from top to bottom through,Conduction,convection,radiation,all
Four rods with different radii r and length' I are used to connect two reservoirs of heat at different temperatures. Which one will conduct most heat?,"r = 2cm, l= 1/2 m","r = 1cm, l= 1m","r = 2cm, l= 2m","r = 1cm, l= 1/2m"
"A perfectly black body emits radiation at temperature T1K. If it is to radiate 16 times this power, its temperature T2K will be",T2 = 2*T1,T2 = 16*T1,T2 = 8*T1,T2 = 4*T1
Two spheres of the same material have radii 1m and 4m and temperature 4000K and 2000K respectively. The energy radiated per second by the first sphere is,Equal in both cases,Greater than that by the second,Less than that by the second,Incomplete information
Two rods of same length and diameter having thermal conductivities 2 and 3 units respectively are joined in series. The equivalent thermal conductivity is,none,1.0,2.0,3.0
"A rod AB has a length 150cm. The temperature of A is maintained at 100°C and that of B is maintained at 25°C. Then the temperature of a point P at a
distance 50cm from the end B will be equal to",50°C,60 °C,75°C,80°C
A slab consists of two parallel layers of two different materials of same thickness and having thermal conductivities K1 and K2. The equivalent thermal conductivity of the slab is,\(\frac{K1+K2}{2}\),\(\frac{2K1.K2}{K1+K2}\),\(\frac{K1+K2}{K1.K2}\),K1.K2
Two walls of the thickness d1 and d2 thermal conductivities K1 and K2 are in contact. In the study state if the temperatures at the outer surfaces are T1 and T2. The temperature at the common wall will be,\(\frac{K1T1d2+K2T2d1}{K1d2+K2d1}\),\(\frac{K1T1+K2T2}{d1+d2}\),\(\frac{(K1d1+K2d2)T1T2}{T1+T2}\),\(\frac{K1T1d1+K2T2d2}{K1d1+K2d2}\)
"A metallic rod at a temperature of 77°C radiates at the rate of 10W. If its temperature is increased to 227°C, it will radiate at the rate of",42W,(227/77)×10W,\( (227/77)^4×10W\),160W
"A well has two layers A and B, each made of a different material. Both the layer have the same thickness. The thermal conductivity of the material of A is thrice that of B. Under thermal equilibrium the temperature difference across the wall is 36°C.Thetemperature difference across the layer A is",9°C,6°C,12°C,27°C
"Two rods A and B of different materials are welded together as shown in the figure. If their thermal conductivities are K1 and K2, the thermal conductivity of the composite rod will be",(K1+K2)/2,2(K1+K2),3/2(K1+K2),K1+K2
A partition wall has two different layers each of thickness d. The thermal conductivity of layer A is twice that of layer B. If temperature difference across the wall is 36°C then the temperature difference across the layer A is,36°C,6°C,18°C,24°C
"A sphere of density ρ, specific heat capacity c and radius r is hung by a thermally insulating thread in enclosure which is kept at a lower temperature than the sphere. The temperature of the sphere starts to drop at a rate which depends upon the temperature difference between the sphere and the enclosure and the nature of the surface of the sphere and is proportional to",\(1/r ρc\),\(c/r^3ρ\),\(1/r^3ρc\),\(3r^3ρc\)
"Two solid spheres of radii R1 and R2 are made of same material and have similar surfaces. The spheres are raised to the same temperature and then allowed t cool under identical condition Assuming spheres to be perfectly conducting, the rate of cooling spheres are in the ratio",\(R2:R1\),\(R2^2:R1^2\),\(R1^2:R2^2\),\(R1:R2\)
"Two identical rods are joined first in series and then in parallel. Then,",(Keq)s = K(eq)p,(Keq)s>(Keq)p,(Keq)s<(Keq)p,none
Two identical rods are first joined in series and then in parallel then,(Heq)s<(Heq)p,(Heq)s = (Heq)p,(Heq)s > (Heq)p,none
Equal temperature difference exist between the ends of two metallic rods and 2 of equal length. Their thermal conductivities are Ki and K2 and cross sectional areas are respectively A1 an A2. The condition of equal rate of Heat transfer will be,K1A1=K2A2,K1A2=K2A1,\(K1^2A2=K2^2A1\),\(K1A1^2=K2A2^2\)
"A sphere, a cube and a thin circular plate all made up of same material an having the same mass are heated to temperature of 200°C. When these a left in a room:",The sphere reaches room temperature last.,The cube reaches room last.,The circular plate reaches room temperature last.,All will reach room temperature simultaneously.
Two cylindrical rods of the same substance have diameters d1 and d2. The amounts of heat conducted by these two rods for same temperature difference between the two ends will be equal if their lengths are related by:,\(L1/L2=(d1/d2)^2\),L1/L2=d1/d2,L1/L2=d2/d1,\(L1/L2=(d2/d1)^2\)
"Two spheres of different materials, one with double the radius and one-fourth wall thickness of the other, are filled with ice. If the time taken for complete melting of ice in a big sphere is 25 minutes and for small one 16 minutes, the ratio of thermal conductivity of the materials of big to small sphere is:",8:25,4:5,5:4,25:8
"A body cools from 50°C to 40°C in time 10 minutes. If the temperature of the surrounding is 20°C then in further 10 minutes, body will cool to a temperature of",33.3°C,35°C,32°C,30°C
"A cup of tea cools from 80°C to 60°C in one minute. The ambient temperature is 30°C. In cooling from 60°C to 50°C, it will take",50 sec,30sec,60 sec,90sec
"A body cools from 60°C to 50°C in 10 minutes. If the room temperature is 25°C and assuming Newton's law of cooling to hold good, the temperature of the body at the end of next 10 minutes will be",42.85°C,38.5°C,40°C,45°C
"A body cools from 100°C to 80°C in time t1, from 80°C to 60°C in time t2 and 60°C to 40°C in time t3. If temperature of surrounding is 27°C then",t1 < t2<t3,t1 = t2=t3,t1> t2> t3,t1>t2 < t3
"Liquid is filled in a vessel which is kept in a room with temperature 20°C. When the temperature of the liquid is 80°C, then it loses heat at the rate of 60 cal/sec. What will be the rate of loss of heat when the temperature of the liquid is 40°C?",20 cal/s,180 cal/s,40 cal/s,30 cal/s
Solid copper cube of edge 1cm is suspended in an evacuated enclosure. Its temperature is found to fall from 100°C to 99°C in 100 seconds. Another solid copper cube of edge 2cm with similar surface nature is suspended in a similar manner. The time required for this cube to cool from 100°C to 99°C will be approximately,200 seconds,25 seconds,50 seconds,400 seconds
"A black body is at a temperature of 2880K. The energy of radiation emitted. by this body with wavelengths between 499nm and 500nm is U1, between 999nm and 100nm is U2 and between 1499 nm and 1500nm is U3. Then Weins constant b = 2.88 x 10^6nmK. Then",U2 > U1,U1 = 0,U3=0,U1> U2
"Ice starts forming in a lake with water at 0°C; when the atmospheric temperature is -10°C. If the time taken for 1cm of to be formed in 7hours, the time taken for the ice to change from 1cm to 2cm is",21 hours,7 hours,14 hours,28 hours
A body cools down from 65°C to 60°C in 5 minutes. It will cool down 60°C to 55°C in:,More than 5 minutes,5 minutes,Less than 5 minutes,Less than or more than 5 minutes depending on whether its mass is more that or less than 1 Kg.
"If the temperature difference between the two sides of a wall is double, its thermal conductivity",remains unchanged,is halved,is doubled,becomes four times
Transmission of heat through the actual movement of particles of medium is,Convection,Conduction,Reflection,Radiation
Newton's law of cooling is applicable for,Liquid to find specific heat,Gas to find latent heat,Go to find specific heat,Liquid to find melting point.
Green house effect is caused by:,Infrared rays,UV rays,X-ray,Visible ray
"At 30°C room temperature, the body takes 4 min to cool from 59°C to 61°C, then how much time does it takes to cool from 49°C to 51°C?",6 min,5 min,4 min,8 min
