question,answer,wrong1,wrong2,wrong3
When ice is melting,It absorbs heat from surrounding,It gives heat to the surrounding,There is no relation to surrounding,Heat may be given or absorbed
". When liquid changes into vapour, on increasing pressure the boiling point of
the liquid",increases,decreases,can not be predicated,may increase or decrease
When two blocks of ice are pressed together they join to form one block  because,Of decrease in melting point of ice (due to pressure),Of heat production,Of increase in specific gravity,Of increase in melting point of ice (due to pressure)
"Steam at 100°C is passed into 1.1kg of water contained in a calorimeter of water equivalent 0.02 kg. at 15°C till the temperature of the contents rises to 80°C. The mass of the steam condensed, in kg, is:",0.13,0.65,0.26,0.135
1g of ice at 0°C and 1gm of steam at 100°C are mixed. The resulting remperature is,100°C,0°C,230°C,50°C
25g of water at 46°C is mixed with 10g of ice at 0°C. What is the resulting temperature of the mixture?,10°C,0°C,8°C,15°C
"20g of ice at 0°C is mixed with 20g of   hot water at 60°C. Then the amount of
water in mixture in equilibrium condition will be",35g,30g,32g,25g
The temperature of ice is -10°C. (sp heat o of ice is 0.5 cal/gm °C) and that of water is 60°C. Both are mixed in equal amount. How much ice is melting into water?,(11/16)th,(5/6)th,(5/16)th,Whole of it will be filled
Two substance having specific heat Ci cal/gm °C and C2 cal/gm °F. Then which of the following relation is valid?,C1>C2,C1=C2,C1<C2,C1-C2
The ratio of the densities of the two bodies is 3:4 and specific heat is in the ratio 4:3. The ratio of their thermal capacities per unit volume is,1:1,9:16,16:9,3:2
The ratio of the radius of two spheres is  4: 9 and specific heat is in the ratio 9: 4. The ratio of their thermal capacity is,16:81,81:16,3:2,1:1
A copper block of mass 50g is heated to 100°C and then placed over the large block of ice at 0°C. If the specific heat of the copper block is 0.1 cal/gm °C and latent heat of ice is 80 cal/g. Then how much ice melts into water,6.25gm,6.15 gm,6.20gm,6.30gm
In a pressure cooker the cooking is fast because,the boiling point of water is raised by the increase pressure inside the cooker,the boiling point of water is lowered by the increase pressure inside,more steam is available to cook the food at 100°C,more PRESSURE is available to cook the food at 100°C
Water falls at a height of 84m. Assuming that half of the K.E of falling water convert into heat energy (g = 10m/s2). Then rise in temperature of falling water on striking the surface is,0.10°C,0.20°C,0.30°C,0.40°C
"Two liquids are at temperatures 20°C and 40°C. When same mass of both of them is mixed, the temperature of the mixture is 32°C. What is the ratio their specific heats?",2/3,1/3,2/5,3/2
Steam at 100°C is passed into 1.1 kg of water contained in a calorimeter of water equivalent 0.02 kg at 15°C till the temperature of the calorimeter and it contents rises to 80°C. The mass of the steam condensed in kg is,0.130,0.135,0.065,0.260
10g of ice cubes at 0°C are released in tumbler (water equivalent 55g) at 40° C Assuming the negligible heat is taker from the surroundings the temperature of water in tumbler becomes nearly (L= 80 cal/g),22°C,31°C,19°C,15°C
Water at -10°C is present in a thermally insulated container. A small crystal of ice is thrown into it. The ratio of mass of ice formed and the initial mass of water is,1/9,1/15,1/17,2/15
"Assuming no heat losses, the heal released by the condensation of xg of steam at 100°C can be used to convert y g of ice at 0°C into water at 100°C, the ratio of x:y is equal to",1:3,1:1,1:2,3:1
"On a particular day the relative humidity is 100% and the room temperature is 30°C, then dew point is",30°C,0°C,70°C,100°C
"On four different days, the temperature is same. A man feels hottest when the relative humidity is,",99%,50%,30%,10%
The temperature of dew formation was 4.6°C and the temperature of dew was 5.4°C. The atmospheric temperature is 20°C. The relative humidity is nearly (given SVP of water at 5°C = 6.5 mm Hg and at 20°C 17.5mm Hg),37%,100%,69%,70%
"A water has temperature 22°C. A Geyser  ejects 1L water per minute at 37°C. What is the power of geyser"" ?",1050 watt,760 watt,2055 watt,1890 watt
"The heat required to melt 1 gm ice is 80 cal. A man chew 60 gm of ice in 1 minute, then power of man is:",336W,0.336 W,7000W,0.1W
"When water is heated steadily, its temperature stops rising when water starts to:",Boil,Evaporate,condense,Release
