question,answer,wrong1,wrong2,wrong3
One mole of a diatomic gas is heated at constant pressure. The fraction of heat energy supplied to the increases in internal energy of the gas will be;,5/7,7/5,5/3,7/3
The absolute zero is the temperature at which,Molecular motion stops,Water freezes.,Substances exist in solid state.,None of these happens.
Which of the following is correct relation,Cp-Cv=R,Cv-Cp = R,Cp/Cv=R,Cv*Cp=R
Seventy calories of heat is required to raise the temperature of 2 moles of an ideal gas at constant pressure from 30° C to 35° C. The amount of heat required to raise the temperature of the same gas through the same range at constant volume is equal to,50 cal,30 cal,70 cal,90 cal
Which of the following parameters is constant for the molecules of all gases at a given temperature?,Kinetic energy,Mass,Momentum,Speed
Which of the following is a universal constant?,Cp-Cv,Cp/Cv,Cp+Cv,Cv/Cp
At what temperature RMS velocity of oxygen molecule is equal is to that of sulphur dioxide at 27°C.,150 K,150°C,27° C,27 K
"If the specific heat of Helium at constant volume is 12.6 J/kg°C, what is the specific heat of hydrogen at constant volume?",21,10.4,13.6,18.6
If gas has f - degree of freedom then the ratio of Cp/Cv,1/2/f,(1+f)/2,1+f/2,(1+2)/f
The temperature of ideal gas is double. The rms speed of the is increased to:,√2,2,1/√2,1/2
"A cylinder of 500 cm3 capacity contains He at 27°C and at 1 atm pressure. If the temperature change to -3°C and 0.5 atm, the new volume of gas is",900 cm3,500 cm3,400 cm3,150 cm3
The ratio of speed of sound in N2 - gas to He-gas at 30 K is,\(√3/5\),\(\sqrt{\frac{2}{7} }\),\(\sqrt{\frac{1}{7} }\),√6/5
"Two cylinders A and B filled with pistons contain equal amounts of an ideal diatomic gas at 300 K. The piston A is free to move while that of B is held fixed. The same amount of heat is given to the gas in each cylinder. If the rise in temperature in A is 30 K, then the rise in temperature the gas in B is",42 K,30 K,18 K,50 K
The ratio of rms speed of hydrogen molecules to that of oxygen molecules at a given temperature will be,4:1,1:4,1:16,16:1
The temperature of a gas is 0°C. To what temperature it must be raised in order that the root mean square speed of the gas is doubled?,819°C,100°C,373°C,1092°C
All gas at same temperature have same,K.E,density,RMS speed,none of the above
"A mass of gas at a pressure 50 cm of Hg  is heated from 27°C to 97°C. If the volume is maintained constant, the will be pressure exerted by the gas cm of Hg",61.67,50,40,71.2
"A gas has a pressure P, volume V and temperature 500K. The pressure is doubled at constant volume and then the volume is reduced to one quarter at  constant pressure. The final temperature of the gas in K is",250,125,500,1000
A gas at pressure 1 x 105 and temp. 27°C · has p = 0.09 kg/m3. Calculate the p of the gas when the pressure and temperature. Pa and Changes to 4×10^5 respectively.,0.27,0.94,0.36,0.15
The value of γ is 1:4 for this gas which is true,Cp=7/2 R,Cv=7/2 R,Cp=5/2R,Cv=3/2 R
"A closed vessel containing ideal gas is' maintained at a certain temperature and pressure. If both the temperature and pressure are doubled, then the volume will be",remain unchanged,doubled,quadrupled,halved
"The Crms of a gas is Vo, when initial pressure Po is doubled at constant temperature To. Then, the new Crms will be",Vo,2Vo,Vo/2,4Vo
At constant T the graph of P Vs. 1/V is,straight line,parabola,ellipse,circle
Boyle's law is applicable in,isothermal condition,isochoric condition,isobaric condition,isotonic process
The gas law(PV/T) = constant is true for,Both adiabatic and isothermal,isothermal change only,adiabatic change only,Neither adiabatic nor isotheral
Oxygen and hydrogen gas are at the same temp. and pressure. The oxygen molecule has 16 times the mass of hydrogen molecule. The ratio of rms speed,1/4,2,4,16
A single molecule is placed in a closed. vessel. If the temperature of the vessel increases then for,vrms=vav=vamp,vrms>vav>vamp,vrms<vav<vamp,vav>vrms>vamp
The average speed of gas molecules equilibrium at temperature T,proportional to T,proportional to √T,proportional to T^2,zero
The mean square speed of gas molecules in equilibrium is,proportional to T,proportional to √T,proportional to T^2,zero
The root mean square velocity of gas. molecules of mass m at a given temperature is proportional to,m^(-1/2),mo,m,√m
Which of the following gases possess maximum root square speed at a given temperature?,Hydrogen,Nitrogen,Oxygen,Helium
Which of the following gases possess maximum K.E. at a given temperature?,All have equal K.E.,Hydrogen,Nitrogen,Oxygen
Which of the following gases possesses minimum K.E. at a given temperature?,Helium,Hydrogen,Nitrogen,All have equal K.E.
"Two gases A and B having the same temperature T, same pressure P and same volume V are mixed. If the mixture is at the same temperature T and occupies a volume V, the pressure of the mixture is",P/2,2P,,P
At OK which of the following properties of gas will be zero?,K.E,P.E,mass,DENSITY
"Two vessels having equal volume contain molecular hydrogen at 1 atm and helium at 2 atm. respectively. If both samples are at the same temperature, the mean velocity of hydrogen molecules is",√2 times that of helium,equal to that of helium,twice that of helium,half that of helium
"A sealed container with negligible,thermal coefficient of expansion contains helium (a monoatomic gas). When it is heated from 300K to 600K, the average K.E. of the helium atoms is",doubled,halved,left unchanged,becomes √2 times
"A gas at a pressure Po is contained in a vessel. If the masses of all the molecules are halved and their speeds doubled, the resulting pressure P would be",2Po,4Po,Po,Po/2
"N molecules, each of mass m of gas A and 2N molecules each of mass 2m of gas B are contained in the same vessel which is maintained at temperature T. The mean square velocity of molecules of B type of denoted to v2 and\(\frac{w^2}{v^2} \) is that of molecules of A type is denoted by w2, then \(\frac{w^2}{v^2} \) is",2,1,1/2,2/3
"If pressure of a gas contained in a closed vessel is increased by 0.4% when heated by 1°, the initial temperature must be",250K,250°C,2500K,25°C
"We have a jar A filled with gas characterised by parameters P, V and T and another jar B filled with a gas with parameters 2P, V/4 and 2T. The ratio of the number of molecules of jar A to those of jar B is",4:1,1:1,1;2,2:1
A jar has a mixture of hydrogen and R27 oxygen gases in the ratio 1: 5. The ratio of mean kinetic energies of the hydrogen and oxygen molecules is,1;1,1:16,1:4,1:5
A vessel has 6g of oxygen at pressure P and temperature 400K. A small hole is made in it so that oxygen leaks out. How much oxygen leaks out if the final pressure is P/2 and temperature 300K?,2g,5g,4g,3g
One mole of a monoatomic ideal gas is mixed with one mole of a diatomic ideal gas. The molar specific heat of the mixture at constant volume is,2R,(3/2)R,(5/2)R,4R
"If the intermolecular forces vanish away, the volume occupied by the molecules contained in 4.5 kg of water at N.T.P will be given by",5.6m3,4.5m3,11.2m3,11.2 litre
"On the basic of kinetic theory of gases, the mean K.E of 1 mole per degree of freedom is",1/2 RT,3/2 RT,1/2 RT,3/2 RT
"The molecules of a given mass of a gas have a root mean square speed of 200ms-1 at 27°C and 1.0 x 10^5 N/m2 pressure. When the temperature becomes 127°C and pressure 0.5 x 10^5 N/m2, the root mean square speed will be",\(\frac{400}{√3} \),\(\frac{100√2}{3} m/s\),\(100√2 m/s\),\(\frac{50√2}{3} m/s\)
22g of CO2 at 27°C is mixed with 16g of O2 at 37°C. Then the temperature of mixture is,32°C,27°C,37°C,30.5°C
"The pressure of a gas in an enclosure is increased from 1 atmosphere to 4 atmosphere, the root mean square speed of gas molecules",becomes twice,remains same,becomes four times,become half
The rms speed of hydrogen gas molecule at NTP is vm/s. The gas is heated at constant volume till the pressure becomes 4 times. The final rms speed will be,2v,4v,v,v/2
"Air is filled at 60°C in a vessel of open mouth. The vessel is heated to temperature T, so that 1/4th part of air escapes. The value of T is",171°C,80°C,44°C,333°C
"The mean kinetic energy of certain gas in a vessel at 0°C is Eo. Then mean kinetic energy, when its temperature is increased to 273°C will be",2Eo,Eo,4Eo,√2Eo
"A box contains n molecules of gas. If the number of molecules is increased to 2n, the pressure of gas will",become twice,become half,become 4 times,remain unchanged
The rms speed of hydrogen molecules at 300K is 1930ms-1. Then the rms speed of oxygen molecules at 900K will be,836ms-1,643ms-1,1930 √3ms-1,1903/√3 ms-1
How much should the pressure of a gas be increased to decrease the volume of gas by 10% at constant temperature?,11.11%,10%,9.5%,5.11%
A mixture of gas has 6 degree of freedom at 300K. If rms speed of gas molecule is c then speed of sound in air is,2c/3,3c/4,c/√2,c/√3
The average KE Ber molecule of a diatomic gas is 0.10 eV. Then the total kinetic energy per molecule of the diatomic gas is,0.06 ev,0.04 eV,0.10eV,none
A vessel contains one mole of O2 gas (molar mass 32) at a temperature T. The pressure of the gas is P. An identical vessel containing one mole of He gas (molar mass 4) at a temperature 2T has a pressure of,2p,p,8p,p/8
"When an ideal diatomic gas is heated at constant pressure, the fraction of the heat energy supplied which increases the internal energy of the gas is",5/7,2/5,3/5,3/7
Ratio of the rm velocity of H2 molecule to the He atom at the same temperature,√2:1,2:1,1:√2,1:2
