question,answer,wrong1,wrong2,wrong3
An inflated Tyre of a bicycle bursts. Which of the following relation pressure P and temperature T holds good if γ is the ratio of the specific heats of air?,\(P^{1-γ}T^γ\),\(P^{γ-1}T^{γ-1}\),\(P^{γ-1}T^γ\),\(P^{1-γ}T^{γ-1}\)
The specific heat capacity of an ideal gas under isothermal condition is,Infinity,0,8.31,1.4
"When gas undergoes adiabatic expansion, its internal energy",decreases,Increases,remains same,None
Internal energy of an ideal gas depends on,temperature only.,volume and temperature,pressure and temperature,volume only
"A Carnot engine has the same efficiency between 800 k and 500 k and xk to 600 k.
The value of x is",960 k,1000 k,846 k,754k
"Two steam engine A and B, A working 18 between temperature 650 K and 700 K and another B working between temperature 300 K and 350 K. Then",A is less efficient than B,A is more efficient than B,A and B are equal efficient,Efficiency is independent upto temperature
What is the average power refrigerator consumed when 263 J of energy is transfer through -10°C to 25°C?,35 Watt,10 Watt,40 Watt,50 Watt
"The temperature of source is 500K with source energy 200J, what is the temperature of sink with sink energy 100 J?",250 K,500 K,300 K,125 K
. A body absorbs 200] of heat & rise in temp. 50K. In the second case same body absorbs 100J of heat & rises the temp. by 5K. The thermal capacity of body in second case will be,20 J/K,50J/K,25 J/K,5J/K
The energy of molecular motion is expressed as:,Internal energy,Friction,Temperature,Potential energy
"The efficiency or a Carnot's engine is 33%. If the system gives out heat at 100°C, it takes in heat at",283°C,86°C,540°C,196°C
For isothermal compression of gas in a closed vessel,None of the above,Work done is 0,Heat has to be given from outside,The energy of the system is constant
"The direction of flow of heat is unidirectional, i.e. always from hotter to colder body. This is best explained by",2nd law of thermodynamics,1st law of thermodynamics,Law of conservation of energy,None
Which one cannot be reversed even theoretically without doing work.,isothermal expansion,adiabatic expansion,adiabatic compression,isobaric expansion
A Carnot engine operates at 800 k & 200 k. If the engine takes 8 J of heat then what is the amount of work done by the,6J,4J,10J,2J
"In refrigerator, 3J of heat is delivered to the surrounding for every joule of work done. The coefficient of performance is",2,1,3,4
An engine cannot perform in reverse direction if it is working constant,temperature,heat,volume,pressure
A gas is initially at 27°C. It Compressed adiabatically from 27 litre to 8 litres. The rise in temperature is,375°C,402°C,675°C,none
A diatomic gas [γ= 1.40] does 200 Jd work when it is expanded isobarically the heat given to the gas in the process will be,700J,400J,500J,600J
"If R is the universal gas constant, the amount of heat needed to raise the temperature of 2 moles of an ideal monoatomic gas from 273 to 373K when no work is done is",300R,100 R,150 R,500R
"If one mole of a moonatomic gas (γ=5/3)  is mixed with a one mole of a diatomic gas (γ=7/5), what is the value of γ for the mixture?",1.5,1.4,1.33,1.6
A gas at NTP is suddenly compressed to 1/4 of its volume then final pressure atmosphere will be (γ = 1.5),8,4,1.5,0.25
"Air in a cylinder is suddenly compressed by a piston, if the volume med after compression is half the original volume, the final pressure immediately after compression is",greater than twice the initial pressure,equal to twice the initial pressure,equal to initial pressure,half the initial pressure
"For an adiabatic expansion of a perfect gas, the value of ΔP/P is equal to",-γΔV/V,\(x = -γ^{1/2}ΔV/V\),-ΔV/V,\(γ^2ΔV/V\)
"Air in a cylinder is suddenly compressed by a piston, which is then maintained at the same position. With the passage of time",the pressure decreases,the pressure increases,the pressure may remain constant,"the pressure may increase or decrease, depending on the nature of the gas."
"Air in a cylinder is suddenly compressed by a piston, which is then maintained at the same position. With the passage of time",the pressure decreases,the pressure increases,the pressure may remain constant,"the pressure may increase or decrease, depending on the nature of the gas."
"An ideal heat engine working between temperatures T1 and T2 has efficiency ŋ. If both the temperature are raised by 100K each, the new efficiency of the engine will be",less than η,η,more than η,depends upon the nature of working substance
A monoatomic ideal gas initially at 17°C is suddenly compressed to one- eighth of its original volume. The temperature after compression is,887°C,17°C,136°C,none of above
An ideal gas heat engine operates in a Carnot cycle between 227°C and 127°C. It absorbs 6.0 × 10^4 cals at the higher temperature. The amount of heat converted into work is equal to,\(1.2 * 10^4 cals\),\(4.8 × 10^4 cals\),\(3.5 * 10^4 cals\),\(1.6 * 10^4 cals\)
15g of air is heated from 0°C to 5°C at constant volume by adding 150 cal of heat. The change in internal energy per g is,10 cal,150 cal,750 cal,information is insufficient
"Air is expanded from 50 litres to 150 litres at 2 atmospheric pressure. The external work done is (1 atm. pressure) = \(1 × 10^5 N/m2
\)",\(2 × 10^4 J\),2000J,200J,\(2*10^{-8} J\)
The efficiency of a Carnot engine working between steam point and ice point is,26.81%,16.8%,36.8%,46.8%
The coefficient of performance of a refrigerator working between ice point and room temperature 27°C is nearly,10,0,17,0.5
"In a thermodynamic process, pressure of a fixed mass of a gas is changed in such a way that the gas molecules give out 30J of heat and 10J of work is done on the gas. If initial internal energy of the gas was 40J then the final internal energy will be",+20J,-20J,+80J,zero
"During an adiabatic expansion of 2 moles of a gas, the change in internal energy was found to be equal to - 100 J. The work done during the process will be equal to",+100J,Zero,-100 J,200J
The temperature of 5 moles of gas which was held at constant volume was changed from 100°C to 120°C. The change in internal energy was found to be 80 J. The total heat capacity of the gas at constant volume will be equal to,4J/K,8J/K,0.8J/K,0.4 J/K
"The molar specific heat of oxygen at constant pressure Cr=7.03 cal/mole ""C and R= 8.31 J/mole ""C. The amount of heat, taken by 5 moles of oxygen when heated at constant volume form 10°C to 20°C will be approximately",250 cal,25 cal,50 cal,500 cal
"When an ideal diatomic gas is heated at constant pressure, the fraction of the heat energy supplied which increases the internal energy of the gas is",5/7,2/5,3/5,3/7
For a gas R/Cv=0.67  this gas is made up of molecule which are,monoatomic,diatomic,polyatomic,mixture of diatomic and polyatomic
One mole of an ideal gas expands constant temperature of 300K from initial volume of 10 litres to a final volume of 20 litres. The work done in expanding the gas is (R 8.31 J/mole K),1728J,750J,1500J,3456J
A container of volume 1m^3 is divided in two equal compartment one of which contains an ideal gas at 300K. The intercompartment is vacuum. The whole system is thermally isolated from surroundings. The partition is remove and the gas expands to occupy the whole volume of the container. Its temperature now would be,300K,250K,200K,100K
One mole of a monoatomic ideal gas with one mole of a diatomic ideal mixed gas. The molar specific heat of the mixture at constant volume is,2R,(3/2)R,(5/2)R,4R
"During an adiabatic process, the pressure of an ideal gas is proportional to the cube of its temperature. The ratio γ=Cp/Cv is",3/2,3/5,4/3,5/3
"A system is taken from state A to B through three different path 1, 2, 3. The work done is maximum in process",1,2,3,equal in all process
"An ideal gas is found to obey a law \(VP^2\) = constant. The gas initially occupies V at temperature to when it expands to volume 2V, then final temperature will be",\(\sqrt{ 2}To\),2To,\(\frac{To}{2} d\),\(\frac{To}{\sqrt{ 2}} \)
During adiabatic compression of gas its temperature,rises,falls,remains constant,becomes zero
The efficient of a Carnot's engine where the temperature of source is 800K is 40%. By what amount the temperature of sink is decreased so that its efficiency becomes 50%?,80 K,50 K,75 K,100 K
"A Carnot heat engine has an efficiency, of 40%. The temperature of sink is 300K. By how much should the temperature of source be increase the efficiency to 60%",250K,275K,325K,380K
The ratio of slope of P-V graph of adiabatic process sand isothermal process,γ,1/γ,\(γ^2\),1/γ
There is no change in entropy when,Work is converted into heat isothermally,Work is converted into heat.,Work is converted into heat isobarically,Work is converted into heat isochorically
A Cornet's engine whose sink is at temperature of 300K has an efficiency of 40%. By how much the temperature of source be increased so as to increase efficiency to 60%?,250 K,300K,325 K,275K
"When there is no heat exchange from surrounding to a system, then the process is related with:",adiabatic,isothermal,isobaric,isochoric
"When the amount of work done is 300J and change in internal energy is 100J, 25 then the heat supplied is",400J,150 J,200J,350J
Which of the following cannot determine the state of a thermodynamic system?,"any one of pressure, volume_or temperature",volume and temperature,temperature and pressure,pressure and volume
When refrigerator works between 0gedree celsius and room temperature of 27 degree celsius then coefficient of performance of refrigerator,10,9,17,12
The heat energy absorbed by a system is going through a cyclic process shown in the figure is,100 pie J,200pie J,300pie J,400pie J
Find the work done from the graph:,3PV,12PV,6PV,PV
