question,answer,wrong1,wrong2,wrong3
"Two spheres one solid and other hollow. Both are made of same material and of same radius. If both spheres are heated to the same temperature, then expansion will be more is",same,solid,hollow,either a or b
Two spheres one solid and other hollow both are made of same material and of same radius. [If same heat is given to both spheres then expansion will be,hollow,solid,same,they do not expand
A disc has a hole of diameter 1.5cm at 20°C. The diameter of disc when it is heated to 150°C is (a = 1.9 × 10-5/°C),increase by 0.004cm,increase by 0.002cm,decrease by 0.002cm,decrease by 0.004cm
"A uniform rod of 2mm2 cross-section heated from 0°C to 20°C. The coefficient of linear expansion of the, rod is 12 x 10-6°C and its Young's modulus is 1 x 101 N/m2. Then energy stored per unit volume in the rod is",2880 J/m3,1440 J/m3,1500 J/m3,5160 J/m3
"The coefficient of cubical expansion of brass and iron are 54 × 10-6 °C-1 and 36 x 10- ""C-1 respectively. If brass and iron rods show the same difference of length at all temperatures, their lengths are in   the ratio of",2:3,3:2,9:4,4:9
On heating liquid of cubical expansion α in a container having linear expansion α/3 the level of liquid in the container will,remains almost stationary,rise,fall,unpredictable
"An iron cube floats in a vessel containing mercury at 20°C. If the temperature is increased by 100°C, the cube will float",lower,higher,at same level,lower or higher depending on mass of cube
"The real coefficient of volume expansion of glycerin is 0.000597 per ""C and the linear coefficient of expansion of glass is 0.000009 per ""C. Then the apparent volume coefficient expansion of glycerin in glass will be","0.00057/ ""C",0.0000606/°C,0.000588/°C,"0.00097/ ""C"
Steel rails 40m long are laid on a day when the temperature is -10°C. The space that must be left between the rails to allow for expansion at a temperature of 40°C is (coefficient of linear expansion is 12 × 10-6/°C),0.0243,0.012m,0.014m,0.01m
A steel tape gives correct measurement at 20°C. A piece of wood is being measured with the steel tape at 0°C. The reading is 25cm on the tape. The real length of the piece of wood must be,<25cm,25cm,> 25cm,cannot be said
"The density of mercury is 13.6 × 103 kg/m3 at 0°C. If the real expansion of mercury is 18.0×10-5 per °C, its density at 50°C is",13.48 × 103 kg/m3,13.72 × 103 kg/m3,13.6 × 103 kg/m3,13.40 × 103 kg/m3
A thin copper wire of length L increases in length by 1% when heated from temperature T1 to T2. What is the percentage change in area when a thin copper plate of dimensions 2L × L is heated from T1 to T2?,2%,4%,1%,3%
"The moment of inertia of a body is I and the coefficient of linear expansion is α. the temperature rises by a small amount Δθ, then the change in moment of inertia is nearly",2αΙΔθ,α ΙΔΘ,4αΙΔθ,αΙΔθ/2
A iron tyre is to be fitted onto a wooden wheel 1.0m in diameter. The diameter of the tyre is 6mm smaller than that of the wheel. The tyre should be heated so that its temperature increases by a minimum of (coefficient of volume expansion of iron = 3.6 x 10-5/°C:,500°C,167°C,1000°C,334°C
"The coefficient of linear expansion is a per degree Celsius. If the temperature is measured on Fahrenheit scale instead of Celsius scale, the coefficient of linear expansion now will be",5/9a per deg F,a per deg F,9/5a per deg F,0.5 a per deg F
"A glass vessel just holds 50g of a liquid at 0°C. If the coefficient of linear expansion of glass is 8 × 10-/°C, the mass of liquid it holds at 80°C is",51g,46g,48g,42g
The brass disc fits tightly in a hole in a steel plate. To loose the disc from the hole we should,cool the system,heat the system,apply strong extremely force,it cannot be separated
"A metal ball immersed in alcohol weighs W1 at 0°C and W2 at 50°C. The coefficient of cubical expansion of the metal is less than that of alcohol. Assuming that density of metal is large compared to that of alcohol, it can be shown that",W1<W2,W1 > W2,W1 = W2,W1 = 2W2
A metallic piece is being weighed in a liquid whose temperature is being raised continuously. Then the apparent weight of the metallic piece,increases,decreases,remains unchanged,changes erratically
A liquid with coefficient of volume expansion y is filled in a container with coefficient of linear expansion a. If the liquid overflows on heating then,y> 3α,y = 3α,y <3α,y > 3a3.
"The loss in weight of a solid when immersed in a liquid at 0°C is W, and at t°C it is W. If the cubical expansion coefficient of solid and liquid are ys and Y respectively then W is equal to",Wo [1 + (Ys - Y1) t],Wo [1-(Ys - Yı) t],Wo (Ys - Yi)t,Wot/Yι - Ys
"A glass flask of volume 1 litre is completely filled with mercury at 0°C. The coefficient of cubical expansion of Hg is 1.82 × 10-4/°C and coefficient of linear expansion of glass flask is 10×10- 6/°C. If the glass flask is heated to 100°C, then how much mercury is splitted?",152 × 10-4l,160 × 10-4l,150 × 10-4l,170 × 10-4l
A clock keeps correct time at 20°C. It has  metallic  pendulum. The temperature falls to 10°C. If the coefficient of linear expansion  of the metal is 2 × 10-5 °C-1 then the number of seconds lost or gained by the clock per day is,gains 8.64 sec,loses 8.64 sec,loses 19.28 sec,gains 19.28 sec
A pendulum clock gains 5 seconds per day at 16°C and loses 15 seconds per day at 40°C. Then the clock keep correct time at,22°C,32°C,20°C,24°C
"If a bimetallic strip is heated, it will",bend towards the metal with lower thermal expansion coefficient,bends towards the metal with higher thermal expansion coefficient,.not bend at all,twist itself into a helix
Density of a liquid decreases by 0.1% What is the linear expansivity temperature increased is 100 °C,3.3 × 10-6,3.3 x 10-5,10-6,9.9 × 10-5
"Two rods of materials A and B are of the same length. Linear expansivity of A and cubical expansivity of B are 12 x 106 K-1 and 3 x 10-5 K-1 respectively. If both the rods are heated from the same room temperature to 80°C, the length of the rod A will be",larger than the rod B,double the length of rod B,equal to the length of the rod B,Shorter than the length of rod B
What happens when water at 4°C is heated further,volume increases slightly,mass increases slightly,mass decreases slightly,volume decreases slightly
"When water is heated from 0°C to 100°C, its volume",first decreases than increases,increases,decreases,doesn't change
"A vessels of volume V and linear coefficient of expansion a contains a liquid, The level of liquid does not change on heating. the volume coefficient of real expansion of the liquid is",За,V/(V-a),V+a/V,V-a/V
