question,answer,wrong1,wrong2,wrong3
Which one of the following in a cell is nonliving?,Vacuole,Mitochondria,Nucleus,Ribosome
Which of the following in a cell is nonliving?,Vacuole,Mitochondria,Ribosome,Chloroplast
The prokaryotes have:,Naked DNA,Naked RNA,Neither DNA nor RNA,True nucleus
Which of the following part of a cell is nonliving?,Cell wall,Golgi bodies,Nucleus,Mitochondria
Oxidation of glucose takes place in:,Mitochondria,Chloroplast,Cytoplasm,Ribosome
Prokaryotic cells lacks:,All,Membrane bound organelle,Nuclear membrane,Nucleolus
RNA is concerned with:,Protein synthesis,Osmosis,Photosynthesis,Respiration
Which of the following structure is not possessed by a eukaryotic cell?,Incipient nucleus,Ribosomes,Mitochondrion,Centriole
Centrosome is found in:,Cytoplasm,Nucleus,Chromosome,Nucleolus
Which of the following is true of prokaryotic cells?,They have circular DNA,They have organelle,They possess a. nucleus,They are larger in size
"The thin, delicate membrane just attached to the cytoplasm is:",Tonoplast,Ectoplasm,Endoplasm,Protoplasm
The catabolic enzymes are found in:,Mitochondria,Golgi bodies,E.R,Lysosome
Protein synthesis occurs in:,Ribosome,Mitochondria,DNA,Cytoplasm
Which of the following is correct?,Mitochondria consists of nucleoproteins,Mitochondria helps in photosynthesis,Mitochondria is responsible for respiration and secretion,None
The process in which protoplasm is constructed and destructed:,Metabolism,Catabolism,Anabolism,None
Which is not a universal character of protoplasm?,HNO3,Lipids,Protein,Nucleic acids
Protoplasm is :,Colloid,Sol,Gel,Water
Which is characteristics of animal cells only?,Cell furrow,Cell plate,Spindle,Mitochondria
Protoplasmic connection between two cells is:,Plasmodesmata,Cell wall,Plasma membrane,Cell membrane
"""Cells arise from preexisting cells only by reproduction"". This theory was given by:",Virchow,Robert Brown,Robert Hooke,Schliden and Schwann
Protein factory of cell is:,Ribosome,Chloroplast,Lysosome,Mitochondria
Which of the following parts of the cell are two small to be seen with the optical microscope?,Ribosomes,Endoplasmic reticulum,Leukocytes,Mitochondria
The outer layer of protoplasm which serves as a selective membrane in determining what materials enter and leave the cell is the:,Plasma membrane,Nucleus,Cell wall,Centrosome
Proteins are synthesized by:,Ribosomes,Mitochondria,Transosomes,Golgi bodies
Cell secretion for hormone production is done by:,Mitochondria,Centriole,Nucleus,Golgi apparatus
Function of Ribosome in a cell is:,Protein synthesis,Fat synthesis,Formation of spindle,Glucose metabolism
The boundary of animal cell is:,Plasma membrane,Cell wall,Cytoplasm,Nucleus
The part of cell responsible for transmission of hereditary character is:,Nucleus,Centrosome,Cytoplasm,Plasma membrane
The part of chromosome which control a single character of animal :,Cistron,Chromosome,Ribosomes,Muton
Function of ribosome in cell is:,Protein synthesis,Lipid synthesis,Carbohydrates synthesis,Enzyme synthesis
Control center of cell is:,Nucleus,Golgi apparatus,Ribosomes,DNA
RNA is the seat for:,Protein synthesis,Respiration,Carbohydrates,Metabolism
Who first discovered living cell?,Leeuwenhoek,Robert Hooke,Purkinje,Lamarck
Substance which separates two neighboring animal cells is called:,Plasma membrane,Cell wall,Endoplasmic reticulum,Golgibodies
Enzymes for aerobic respiration are located in;,Mitochondria,Golgi body,Chloroplast,Cytoplasm
Which of the following is most abundantly present in the middle lamella?,Pectin,Suberin,Cutin,Lignin
Aerobic respiration inside the cell occurs in:,Mitochondria,Plastid,Golgi body,Endoplasmic reticulum
Nucleus has maximum size during:,Interphase,Metaphase,Anaphase,Prophase
in which phase DNA replication occur?,Interphase,Anaphase,Metaphase,Prophase
What will be number of chromoome in monosomics and tetrasomics if n=20?,"39,42","37,40","40,100","40,40"
The effect of colchicines used for:,Doubling of chromosomes,Mutation,Point chromosomal mutation,Mutagenesis
Synapsis occurs in:,Zygotene,Leptotene,Pachytene,Cytokinesis
Correct sequence of cell cycle is:,"G1, S, G2, M","S1, G1, G2, M","M, G1, G2, S","G1, S, M, G2"
The main significance of M-phase of the cells cycle is:,Physical separation of replicated DNA molecules,Fusion of DNA,Reduction in chromosome number,Replication of cell organism
Chromosomes are arranged in equatorial plate in:,Metaphase,Prophase,Anaphase,Telophase
"Which is called as ""mitotic poison""?",Colchicine,Centromere,Chromomere,Primary constriction
The transfer of genes from one chromosome to another during synapsis is termed as:,Crossing over,Linkage,Independent assortment,Dominance
Meiosis occurs in:,Pollen grain,Tapetal cell,Root tip,Endosperm
The two cells formed during mitosis contains:,Half amount of DNA and same set of chromosomes as those of parent cell,Same amount of DNA and same set of chromosome as those of parent cells,Same amount of DNA and different set of chromosomes as those of parent cell,Double amount of DNA and same set of chromosomes as those of parent cell
The two daughter cells produced at the end of meiosis when compared to the parent diploid cells will have:,Same amount of DNA and half number of chromosomes,Same amount of DNA and same number of chromosomes,Half amount of DNA amd half number of chromosomes,Half amount of DNA and same number of chromosomes
Synapsis occurs in which stage?,Zygotene,Leptotene,Pachytene,Diplotene
Nucleus has maximum size during:,Interphase,Prophase,Metaphase,Telophase
Which of the following is asscociated with cell division?,Centriole,Mitochondria,Ribosome,Chloroplast
How many times does a simple cell divide mitotically to form 32 cells?,5,4,3,6
In which stage does Centromere divide?,Anaphase II,MetaphaseI,Anaphase I,Metaphase II
Synapsis of homologous pair takes place during:,Zygotene,Leptotene,Pachytene,Diplotene
Largest period of cell division:,Interphase,Prophase,Metaphase,Telophase
The separation of chromosomes occurs during which stage of mitosis cell division?,Anaphase,Prophase,Metaphase,Telophase
Which one of the following is not a dividing stage?,Interphase,Prophase,Metaphase,Telophase
Ability of a plant or animal cell to repeatedly divide and differentiate into a complete organism is:,Cellular totipotency,Cloning,Breeding,Mitosis
"At what stage of mitotic cell division, formation fo daughter nuceli takes place?",Telophase,Prophase,Metaphase,Anaphase
The amount of DNA doubles in which mitotic phase?,S phase,G1 phase,G2 phase,Metaphase
Chiasma formation occurs during:,Diplotene,Leptotene,Pachytene,Zygotene
In which stage terminalization occurs?,Diakinesis,Pachytene,Diplotene,Zygotene
The pairing of chromosome occurs in the following stage of meiosis:,Zygotene,Leptotene,Pachytene,Diplotene
Pair of contrasting character is known as:,Allele,Gene,Crossing over,Ribosome
Centromere completely divides into two separating chromatids in:,Anaphase,Metaphase,Prophase,Telophase
"In which stage of the meiotic cell division, crossinng over occurs?",Pachytene,Diplotene,Zygotene,Leptotene
When does synapsis occur in meiosis?,Zygotene,Diplotene,Pachytene,Leptotene
Mitosis involves:,karyokinesis followed by cytokinesis,Divsion of cytoplasm,Division of centriole,Division of nucleus
"During mitosis, DNA:",Does not divide,Divides into two,Self replicates,Is reduced to half
Synapsis occurs in which stage:,Zygotene,Pachytene,Diplotene,Diakinesis
Exchange of chromatids between maternal and paternal homologous chromosomes is:,Crossing over,Mutation,Synapsis,Polyploidy
"A chemical compound called colchicine is mutagen, which causes abnormality duing cell division. Which particular process does it inhibit during the cell division?",Formation of spindle fibers,Cytokinesis,Splitting of chromosome into chromatids,None
The number of chromatids in a chromosomes at metaphase is:,2 in mitosis and 2 in meiosis,2 in mitosis and 1 in meiosis,1 in mitosis and 2 in meiosis,2 in mitosis and 4 in meiosis
At which of the following does centromere duplication take place:,Metaphase,Prophase,Interphase,Telophase
Chiasmata formation takes place in:,Diplotene,Leptotene,Zygotene,Diakinesis
The most important aspects of meiosis is that:,Chromosome number is halved,Growth of organism occurs,Daughter,Chromosome number is doubled
Synapsis is found in the stage:,Zygotene,Pachytene,Diplotene,Diakinesis
"In meiosis cell division, nuclear membrane disappear and chromosomes are separated during:",Anaphase,Prophase,Interphase,Metaphase
In which of these post mitotic phase RNA and protein are synthesized?,G1,G2,S,Metaphase
"The size, shape and number of chromosome can be counted during:",Metaphase,Prophase,Anaphase,Telophase
DNA synthesis occur during:,S,G1,G2,M
The point at which crossing over occurs is:,Chiasmata,Centromere,Centrosome,Telomere
Nuclear and nucleolus start to disappear and chromosome are seen distinctly during:,Prophase,Anaphase,Telophase,Metaphase
A bacteria divides once in 20 minutes. What will be the populationof bacteria after 3 hours in this exponential growth of bacteria?,512,64,152,1024
Which is the correct order of prophase I of meiosis I?,"Leptotene, Zygotene, Pachytene, Diplotene, Diakinesis","Leptotene, Pachytene, Zygotene, Diplotene, Diakinesis","Leptotene, Zygotene, Diakinesis, Pachytene","Leptotene, Pachytene, Diplotene, Zygotene, Diakinesis"
The point where crossing over occurs is:,Chaismata,Centromere,Transduction,Synapse
Chromosome becomes distinct and nucleolus as well as nuclear membrane disappears in:,Metaphase,Prophase,Anaphase,Telophase
If the haploid condition in plant has 7 numbers of chromosomes then the number of chromosomes in its octaploid will be:,56,28,35,49
Mendelian factor is segregated during:,Meiosis,Mitosis,Amitosis,Budding
Shortest phase of cell cycle is:,M,S,G1,G2
How many meiotic division is required to produce 100 pollen grain:,25,100,500,150
How many sperms are produced from 24 secondary spermatocyte:,48,24,32,72
Lambrush chromosomes are seen in which typical stage?,Meiotic prophase,Mitotic metaphase,Mitotic anaphase,Mitotic prophase
A single primary spermatocyte and a single primary oocyte will respectively produce:,Four sperms and one egg,One sperm and four eggs,Two sperms and one egg,Two sperms and three polar body
"A cell stops growing due to shortage of nutrients, this would happen in:",G1 phase,S phase,G2 phase,M phase
Terminalization takes place during:,Diakinesis,Pachytene,Diplotene,Zygotene
In J-shaped chromosome centromere is present:,Near the terminal,At the terminal,Near the centre,At the centre
Number of chromatids in sister cells immediately after mitotic metaphase:,46,44,23,22
Number of chromosomes in the root of an angispermic plant is 16. Then number of chromosomes in its endosperm is:,24,8,32,48
"During meiosis, which is correct?",Homologous chromosomes separate out,Four diploid nuclei are formed,It helps in division of somatic cells,It helps in regeneration of body parts
During which phase chromatids are clearly seen?,Metaphase-I,Anaphase-II,Prophase-I,Metaphase-II
Homologous chromosomes separate during:,Anaphase-I,Anaphase-II,Prophase-I,Telophase-II
During meiosis gametes produced are:,Haploid,Diploid,Triploid,Polyploid
"If a diploid female plant is hybdridised with a tetraploid male plant, then the endosperm is:",Tetraploid,Diploid,Hexaploid,Octaploid
"A flowering plant of 2n=24 is kept as stock and another flowering plant of 2n=48 is kept at scion, then number of chromosomes in the root tip and microspore of the new plant is:",24 and 24,12 and 24,48 and 12,24 and 36
The mitosis can be readily observed in:,Root apex,Testes of grasshopper,Ovary of rabbit,Nerve cells
"Interphase, chromatin under electron microscope refers to:",Thin thread,Colloidal masses,Dark staining regions,All
