question,answer,wrong1,wrong2,wrong3
Which of the following will not displace hydrogen?,Hg,Ba,Pb,Sn
Hydrogen can't be produced by the action of dill. H2SO4 on,Cu,Zn,Fe,Al
Commercial hydrogen is obtained from,Marsh gas,Coal gas,Oil gas,Producer gas
Atomic hydrogen is obtained by passing ordinary hydrogen through,An electric arc,A suitable catalyst maintained at high temperature under high pressure,A solution containing zinc and sulphuric acid,A silent electric discharge at ordinary temperature
Nascent hydrogen is prepared by,All of these,Na and C2H5OH,Al and NaOH,Zn and dil H2SO4
Nascent hydrogen consists of,hydrogen atoms with excess energy,hydrogen molecules with excess energy,hydrogen ions in excited state,solvated protons
"When two ice cubes are pressed over each other, they unite to form one cube. Which of the following forces is responsible to hold them together?",hydrogen bond formation,van der Waals' forces,covalent attraction,ionic interaction
The adsorption of hydrogen by platinum is known as,Occlusion,Hydrogenation,Reduction,Dehydrogenation
Which of the following is used as a catalyst in the hydrogenation of oils?,Finely divided nickel,Finely divided copper,Finely divided iron,Finely divided platinum
Which is more reactive?,Nascent hydrogen,Ordinary hydrogen,Ortho hydrogen,Heavy hydrogen
Which of the following is more stable?,Ortho hydrogen,Para hydrogen,Both are equal,cannot be said
"In para-hydrogen, spins of the electrons are in the",Opposite directions and so also the spins of the protons,Same direction but those of the protons in opposite directions,Opposite directions but those of the protons in same directions,Same direction and so also the spins of the protons
How many neutrons are there in protium?,0,1,2,3
How many neutrons are there in protium?,0,1,2,3
Which one of the following is radioactive?,Tritium,Deuterium,Arotium,Helium
Tritium is a radioactive isotope of hydrogen. It emits,β-Particles,Neutrons,α-Particles,γ-Rays
Which one is not an isotope of hydrogen?,Ortho hydrogen,Tritium,Deuterium,None of these
Heavy hydrogen is used,In studying the mechanism of various reactions,In filling the balloons,In calculating heat of formation,As oxidising agent
Pure water can be obtained from sea water by,reverse osmosis,Centrifugation,plasmolysis,sedimentation
Water can be tested by,anhydrous CoCl2 (blue) which changes to pink,Smell,taste,hydrated CuSO4
High boiling point (B.P.) of water is due to the presence of,Hydrogen bond,Polar bond,Electrovalent bond,Co-ordinate bond
Which one of the following metals will not reduce water?,Cu,Ca,Fe,Li
Conductivity water is that water which has,no conductance,very high conductance,moderate conductance,low conductance
The purest form of water is,rainwater,spring water,well water,surface water
The shape of water molecule is,V-shape,tetrahedral,linear,pyramidal
The HOH bond angle in water molecule is,104°5',109°5',107°8',none of these
The maximum possible number of hydrogen bonds a water molecule can form is,4,1,2,3
"At its melting point, ice is lighter than water because",ice crystals have hollow hexagonal arrangement of H2O molecules,H2O molecules are more closely packed in solid state,on melting of ice the H2O molecule shrinks in size,ice forms mostly heavy water on first melting
A variety of water which contains soluble salts of Ca and Mg is known as,Hard water,Heavy water,Soft water,Conductivity water
Which one of the following processes will produce hard water?,Saturation of water with CaSO4,Saturation of water with CaCO3,Saturation of water with MgCO3,"Addition of Na2 , SO4 to water"
Hardness of water is due to which pair of ions?,\(Ca^{2+} and Mg^{2+}\),\(Ca^{2+} and K^{+}\),\(Mg^{2+} and K^{+}\),\(Ba^{2+} and Zn^{2+}\)
Temporary hardness of water is due to the presence of,Mg (HCO3)2,MgSO4,CaCl2,CaCO3
Which of the following groups of ions makes the water hard?,Magnesium and chloride,Sodium and bicarbonate,Potassium and sulphate,Ammonium and chloride
Water is said to be permanently hard when it contains,Chlorides and sulphates of Mg and Ca,Bicarbonates of Na and K,Carbonates of Na and K,Phosphates of Na and K
The alum used for purifying water is,potash alum,ferric alum,ammonium alum,chrome alum
Which one of the following processes will produce hard water?,Saturation of water with CaSO4,Addition of Na2SO4 to water,Saturation of water with CaCO3,Saturation of water with MgCO3
Water softening by Clarke's process uses,Calcium hydroxide,Calcium bicarbonate,Sodium bicarbonate,Potash alum
The reagent commonly used to determine hardness of water titrimetrically is,Disodium salt of EDTA,Oxalic acid,Sodium citrate,Sodium thiosulphate
The process used for the removal of hardness of water is,Calgon,Baeyer,Serpeck,Hoope
The chemical formula for zeolite is,Na2Al2Si2O8 . xH2O,K2Al2SiO8 . xH2O,CaAl2Si2O8,Na2[Na4(PO3)6]
"When zeolite, which is hydrated sodium aluminium silicate, is treated with hard water the sodium ions are exchanged with",\(Ca^{2+} ions\),\(H^{+} ions\),\(OH^{-} ions\),\(SO4^{2-} ions\)
Calgon used as a water softener is,Na2[Na4(PO3)6],Na4[Na2(PO3)6],Na2[Na4(PO4)5],Na4[Na4(PO4)6]
Which is correct statement about proton,Proton is ionized hydrogen atom,Proton is the nucleus of deuterium,Proton is the alpha particle,Proton is ionized hydrogen molecule
The structure of H2O2 is,non-planar,linear,spherical,planar
Acidified solution of potassium dichromate on treatment with H2O2 yields,Cro5 + H2O,CrO3 + H2O + O2,Cr2O3 + H2O +02,H2Cr2O7+ H2O + O2
Which one of the following is deliquescent?,CaCl2,CaF2,NaCl,KI
Which one of the following chlorides will not fume in air?,CCl4,BiCl3,PCl5,None of these
Heavy water is,D₂O,\(H₂O^{18}\),Water obtained by repeated distillation,Water at 4°C
Which of the following is correct about heavy water?,It is formed by the combination of heavier isotope of hydrogen and oxygen,Water at 4°C having maximum density is known as heavy water,It is heavier than H₂O,None of the above
Boiling point of heavy water is,101.4°C,100°C,99°C,110°C
D2O will have maximum density at,11.5°C,9°C,15.9°C,20°C
Heavy water is made by,exhaustive electrolysis of alkaline water,fractional distillation,freezing method,chemical method
D2O is used more in,nuclear reactor,chemical industry,pharmaceutical preparations,insecticide preparations
Heavy water is used in nuclear reactors as,slowing down the speed of high energy neutrons,source of α-particles,transporting heat of the reactor,heating purposes
"In laboratory, H2O2 is prepared by the action of",Cold H2SO4 on BaO2,Aqueous alkali on Na2O2,MnO2 and cold H2SO4,Dilute HCl and MnO2
H2O2 is commonly prepared in lab. by the reaction of,BaO2 + H2O + CO2,PbO2 + H2SO4,MnO2 + H2SO4,Na2O2 + H2O
Moist hydrogen peroxide can not be dried over conc. H2SO4 because,It is oxidised by H2SO4,It can catch fire,It is reduced by H2SO4,It decomposes H2O2
Hydrogen peroxide molecules are,diatomic and form \(X^{-}\) ions,monoatomic and form \(X2^{2-} ions\),diatomic and form \(X2^{-}\) ions,monoatomic and form \(X^{-}\) ions
An aqueous solution of hydrogen peroxide is,neutral,alkaline,strongly acidic,weakly acidic
Hydrogen peroxide is not stored in glass bottles because,alkaline oxides in glass catalyse decomposition of H2O2,SiO2 of the glass reacts with it,glass dissolves in it,light passes through glass
The decomposition of H2O2 can be slowed down by the addition of a small amount of phosphoric acid which acts as,Inhibitor,Stopper,Detainer,Promoter
Decomposition of H2O2 is favoured by,MnO2,Traces of acids,Alcohol,Acetanilide
"Which one of the following statements, if any, regarding hydrogen peroxide is false?",It is more stable in a basic solution,It is a strong oxidizing as well as reducing agent in acidic as well as basic medium,It is decomposed by MnO2,It behaves as a reducing agent towards acidified KMnO4
The compound that can work both as an oxidising agent and a reducing agent is,H2O2,KMnO4,H2S,BaO2
"In which of the following reactions, H2O2 is acting as a reducing agent?",Ag2O + H2O2 → 2Ag + H2O + O2,H2O2 + SO2 → H2SO4,2KI+ H2O2 → 2KOH + I2,PbS+ 4H2O2 → PbSO4 + 4H2O
In aqueous solution hydrogen peroxide oxidises H2S to,sulphur,sulphuric acid,Caro's acid,Marshall's acid
Which of the following statements is incorrect?,H₂O₂ has basic properties,H₂O₂ can act as oxidising agent,H₂O₂ can act as a reducing agent,H₂O₂ has acidic properties
Hydrogen peroxide is used as,"An oxidant, a reductant and an acid",An oxidant only,A reductant only,An acid only
H2O2 acts as an oxidising agent in,acidic as well as alkaline medium,neutral medium,acidic medium,alkaline medium
"An inorganic substance liberates O2 when heated, turns an acid solution of Kl brown and reduces acidified KMnO4. The substance is",H2O2,SO2,KNO3,Pb(NO3)2
"Which is the volume of ""20 volume H2O2"" required to get 5000 cm of oxygen at S.T.P. ?",250 cm³,100 cm³,125 cm³,50 cm³
30 volumes of H2O2 means,1 cm³ of the solution liberates 30 cm³ of O2 at STP,30% H₂O₂ solution,30 cm³ of the solution contains 1 g of H₂O₂,30 cm³ of the solution contains 1 mole of H2O2
Commercial 10 volume H2O2 is a solution with a strength approximately,3%,30%,10%,1%
The volume strength of 1.5 N H2O2 solution is,8.4,4.8,3.0,8.0
The low density of ice compared to water is due to,hydrogen bonding interactions,dipole-dipole interactions,dipole-induced dipole interactions,induced dipole-induced dipole interactions
"The normality of ""10 volume"" Hydrogen peroxide is",1.78,0.176,3.52,0.88
Which of the following statements is correct?,It has oxidation number of -1 and +1,Hydrogen has same IP as alkali metals,Hydrogen has same electronegativity as halogens,It will not be liberated at anode
The property of hydrogen which distinguishes it from alkali metals is,its non-metallic character,its electropositive character,its affinity for non-metals,its reducing character
The metal which gives hydrogen on treatment with acid as well as sodium hydroxide is,Zn,Fe,Cu,none of these
Which can't displace hydrogen from the compounds?,Hg,Zn,Fe,None of these
Heavy water is,D₂O,H₂O,H2O2,None of these
The reaction of H202 with X does not liberate gaseous product. Which of the following is X?,PbS,PbO2,KMnO4/\(H^{+}\),Cl2
"Water is hard, if it contains",MgSO4,NaHCO3,KCI,NaCl
Which of the following is used as both oxidising and reducing agent?,H₂O₂,KMnO4,K₂Cr₂O7,LiAlH4
Hydrogen can be prepared by the action of dil H2SO4 on,iron,copper,lead,mercury
Which of the following is not correct?,"H2O2acts as an oxidizing agent in the following reaction 

Cl2 + H2O2 →O2 + 2HCl",Temporary hardness of water is due to the presence of bicarbonates of calcium and magnesium in it,Permutit is artificial zeolite,H2O2 is used as bleaching agent for delicate textiles
"Water possesses a high dielectric constant, therefore",it is a universal solvent,it can dissolve covalent compounds,it always contains ions,it can conduct electricity
Which of the following could act as a propellant for rockets?,Liquid hydrogen + liquid oxygen,Liquid hydrogen + liquid nitrogen,Liquid oxygen + liquid argon,Liquid nitrogen + liquid oxygen
One mole of magnesium nitride on the reaction with excess of water gives,two moles of nitric acid,One mole of ammonia,one mole of nitric acid,two moles of ammonia
Oxidation state of oxygen in H2O2 is,-1,-2,0,+2
When CO2 is bubbled through a solution of barium peroxide in water,H2O2 is formed,O2 is released,Carbonic acid is formed,no reaction occurs
By which of the following process permanent hardness of water can be removed?,washing soda,soda lime,sodium bicarbonate,sodium chloride
Which of the following is not correct regarding the electrolytic preparation of H₂O₂?,hydrogen is liberated at anode,lead is used as cathode,50% H2SO4 is used,sulphuric acid undergoes oxidation
Which one of the following reactions does not form gaseous product?,PbS + H2O2,PbO2 + H2O2,Acidified KMnO4 + H2O2,Cl2 + H2O2
What is the 'volume' of 0.8 M H2O2 solution?,9,8,3,10
100 ml of a H2O2 sample contain 9.1 g H2O2. Express its strength in volume,30,10,20,40
The volume strength of 1.5 N H2O2 solution?,8.4,4.8,3.0,8.0
Calculate the normality of 20 volume solution of H₂O₂,3.57,2.57,1.57,4.57
