question,answer,wrong1,wrong2,wrong3
The product obtained on fusion of \(BaSO_4\) and \(Na_2CO_3\) is,\(BaCO_3\),BaO,\(Ba (OH) _2\),\(BaHSO_4\)
In which of the following the hydration energy is higher than the lattice energy?,\(MgSO_4\),\(SrSO_4\),\(BaSO_4\),\(RaSO_4\)
"Correct order of increasing thermal stability of \(K_2CO_3,MgCO_3, CaCO_3\) and \(BeCO_3\) is",\(BeCO_{3} < MgCO_{3} < CaCO_{3} < K_{2}CO_{3}\),\(K_{2}CO_{3} < MgCO_{3} < CaCO_{3} < BeCO_{3}\),\(BeCO_{3} < MgCO_{3} < K_{2}CO_{3} < CaCO_{3}\),\(MgCO_{3} < BeCO_{3} < CaCO_{3} < K_{2}CO_{3}\)
Which of the following is used to remove lignin from wood pulp,Calcium bisulphite,Unslaked lime,Slaked lime,Calcium bisulphate
Which of the following metal carbonates decomposes on heating?,\(MgCO_3\),\(Na_{2}CO_{3}\),\(K_{2}CO_{3}\),\(Rb_{2}CO_{3}\)
Calcium oxide is called,Quick lime,Milk of lime,Lime stone,Slaked lime
Magnesium burns in \(CO_2\) to form,MgO + C,MgO + CO,\(MgCO_{3}\),MgO
Which of the following is different from the other three oxide,MgO,ZnO,SnO,\(Cr_{2}O_{3}\)
Which is insoluble in water?,\(CaF_2\),\(HNO_2\),\(HgCl_2\),\(Ca (NO_{3}) _2\)
Which of the following has the lowest melting point,\(BeF_2\),\(SrF_2\),\(CaF_2\),\(MgF_2\)
Which of the following is the component of most of the kidney stone,\((COO) _2 Ca\) - calcium oxalate,\(( COO)_{2}Ba\),\((C O ONa) _2\),\((COO) _2Mg\)
Which of the following is a magnesite ore?,\(MgCO_3\),\(CaCO_3.MgCO_3\),\(MgSO_4.7H_2O\),\(KCl.MgCl_2.6H₂O\)
