question,answer,wrong1,wrong2,wrong3
In which of the following oxygen has + 2 oxidation number,\(F_{2}0\),Cl₂O,\(Na_20_2\),\(​​​​Na_20\)
The element which liberates \(0_2\)from water is,N,F,I,P
Freon is,CCl₂F,CCI\(F_3\),\(CF_4\),None
The chemical formula of carnallite is,\(Mgcl_2\),\(Mgcl_2.kcl.6H_20\),\(Mgcl_2Kcl.5H_20\),None
Which of the following is used in the preparation of chlorine?,Only MnO2,Only KMn\(0_4\),Both MnO2 and KMn\(0_4\),"Neither Mn\(0_2\),nor KMn\(0_4\)"
Which of the following chemicals contains chlorine?,Fischer salt,Epsom salt,Fermy's salt,Spirit of salt
"When chlorine water is exposed to sunlight, the colour change that occurs is",Colourless to brown,Brown to colourless,Light blue to colourless,Greenish yellow to colourless
When cold NaOH reacts with \(Cl_2\) which of the following is formed,NaCIO,\(NaCl0_2\),\(NaCl0_3\),None
Chlorine acts as a bleaching agentu due to its,reducing property,oxidising property,dehydrating property,All of the above
One glas bleaches  the colours of flowers by reduction and other by oxidation. The two gases are respectively,CO and CO₂,\(H_2S    and   Br_2\),\(S0_2 and Cl_2\),"\(N\)\(H_3\), and SO₂"
Euchlorine is a mixture of,\(Cl_{2} and SO_{2}\),\(Cl_{2} and ClO₂\),\(Cl_{2} and CO\),None of these
Antichlor is a compound which,Absorbs chlorine,Converts chlorine into hydrochloric acid,Liberates chlorine from bleaching powder,Acts as a catalyst in the manufacture of chlorine
Bleaching power is obtained by the interaction of chlorine and,Dry slaked lime,Dilute solution of Ca(OH)\(_2\),Dry calcium oxide,Conc. solution of Ca(OH)\(_2\)
"When chlorine is passed over dry slaked lime at room temperature, the main reaction product is",\(Ca (ClO_{2})_2\)​​​​,CaCl\(_2\),CaOCl\(_2\),Ca(OCl)\(_2\)
Bleaching powder is,\(CaClO_3\),CaClO,\(CaOCl_2\),\(Ca(OCl_2)_2\)
Bleaching powder is an example of,Normal salt,Mixed salt,Double salt,Complex salt
Bromine is obtained commercially from sea water by adding,\(AgNO_3 solution \),Crystals of NaBr,\(Cl_2\),\(C_2H_2\)
Bromine turns starch paper,Yellow,Brown,Violet,Red
which of the following will displace Br2 from an aqueous solution containing bromide ions?,\(Cl_2\),\(I^-\),\(I_2\),\(Cl^-\)
Photographic plates are coated with a film of,Silver nitrate,Silver iodide,Silver bromide,Silver chloride
The size of the iodine species follows the order,\(I^+<I<I^-\),\(I^+<I^-<I\),\(I^-<I<I^+\),\(I<I^-<I^+\)
Sea weeds are important source of,Iron,Chlorine,Iodine,Bromine
Chemical formula of caliche is,\(NaNO_3\),\(K_2CO_3\),\(CaOCl_2\),\(CaCL_2\)
Tincture of iodine contains,"\(I_2\), KI and rectified spirit",\(I_2\) and rectified spirit,KI and rectified spirit,\(I_2\) and water
Solid iodine is,Ionic crystal,Covalent crystal,Molecular,Metallic crystal
Iodine readily dissolves in potassium iodide solution giving,\(I^-\),\({KI_2}^-\),\(KI_2\),\(KI_3\)
The reaction of sodium thiosulphate with iodine gives,Sodium sulphite,Sodium sulphide,Sodium sulphate,Sodium tetrathionate
"When thiosulphate ion is oxidised by iodine, which one of the following ion is produced?",\({SO_3}^{2-}\),\(SO_4^{2-}\),\(S_4O_6^{2-}\),\(S_2O_6^{2-}\)
"When iodine is dissolved in CC, the colour that results in",Brown,Violet,Colorless,Bluish green
The acid formed when iodine reacts with conc. HNO3 is,Hydriodic acid,Periodic acid,Nitrous acid,lodic acid
