question,answer,wrong1,wrong2,wrong3
Which one is known as Caro's acid?,\(H_2SO_5\),\(H_2S_2O_2\),\(H_2S_2O_8\),\(H_2S_2O_7\)
The number of S-S bonds in sulphur trioxide is,0,3,2,1
There is S-S bond is,\(S_2O_4^{2-}\),\(S_2O_7^{2-}\),\(S_2O_9\),\(S_2O_8^{2-}\)
S-S bond is present in,\(H_2S_2O_6\),\(H_2S_2O_3\),\(H_2S_2O_7\),\(H_2S_2O_8\)
"When sulphur is boiled with Na2SO3 solution, the compound formed is no",sodium thiosulphate,sodium sulphide,sodium sulphate,sodium persulphate
"When hypo is treated with iodine, the ion formed is",tetrathionate,sulphate ion,thionate ion,sulphide ion
Which of the following species is basic and reducing?,\(SO_3^{2-}\),\(So_4^{2-}\),\(S_2O_4^{2-}\),\(H_2SO_4\)
Hypo is used in photography for,fixing negative,picture printing,the colour of picture,toning of the picture
Tailing of mercury is caused by,\(Hg_2O\),Hg,HgO,None
Hypo is used in photography because of its,complex forming behaviour,reducing behaviour,oxidising behaviour,reaction with light
All the elements of the oxygen family are,Polymorphic,non-metals,metalloids,Radioactive
The molecular formula of sulphur,\(S_8\),\(S_2\),\(S_4\),\(S_6\)
"When \(H_2S\)gas is passed through nitric acid, the product is",colloidal S,prismatic S,monoclinic S,rhombic S
"By passing H2S gas in acidified KMnO4 solution, we get",S,\(K_2S\),\(K_2SO_3\),\(MnO_2\)
A white solid reacts with dil. HCI to give colourless gas that decolourises aqueous most likely to be,\(Na_2S_2O_3\),\(NaHCO_3\),NaCl,\(CH_3COONa\)
