question,answer,wrong1,wrong2,wrong3
Coal gas is a mixture of,"\(H_2\),CO and\(CH_4\)",\(H_2O \) and CO,\(H_2O\) and CO,\(CH_4\) and CO
Yellow variety of lead (II) oxide is known as,Massicot,Litharge,Sindhur,None
Water gas is produced by,passing steam through a red hot coke,saturating hydrogen with moisture,mixing oxygen and hydrogen in the ratio 1:2,"heating a mixture of CO2 and CH4 ,in petroleum refineries"
Water gas is prepared by passing,steam over red hot coke,steam over HCI,air over red hot coke,all are correct
The alcohol manufactured from water gas is,methyl alcohol,ethyl alcohol,butyl alcohol,isobutyl alcohol
LPG contains mainly,butane + isobutane,methane ethane,ethane + propane,butene + butane
Synthesis is a of,hydrogen and carbon monoxide,steam and carbon monoxide,carbon monoxide and nitrogen,hydrogen and methane
Which is true about bio gas and producer gas?,all of the three above,Bio gas contains \(CO_2\) while producer gas does not,Producer gas contains CO but not CO₂,Both bio gas and producer gas have N₂
Which one of the following has the highest calorific value?,Coal gas,Natural gas,Producer gas,Oil gas
\(NH_4Cl\)is used to clean metal surfaces because,"it dissociates into \(NH_3\), and HCI on warming",it forms a soluble complex with metal,it is a volatile chloride,none of the above
Which of the following is most volatile?,\(CH_4\),\(SiH_4\),\(GeH_4\),\(SnH_4\)
Pyrosilicate ion is,\(Si_2O_7^{6-}\),\(SiO_2^{2-}\),\(SiO_4^{2-}\),\(Si_2O_6^{7-}\)
Glass a,supercooled liquid,gel,micro-crystalline solid,transparent mixture of organic polymers
Which of the following substances consists of only one element?,Diamond,Marble,Sand,Glass
Ordinary glass is,calcium and sodium silicates,sodium silicate,calcium silicate,copper silicate
Chief constituent of water glass is,calcium silicate,sodium silicate,magnesium silicate,silicic acid
Flint glass is a mixture of,Silicates of K and Pb,Silicates of Ca and Na,Silicates of K and Ca,Silicates and aluminates of Ca
The principal constituent of pyrex glass is,B,Zn,Pb,Cl
Which glass has the highest percentage of lead?,Flint glass,Soda glass,Jena glass,Pyrex glass
Which glass has the highest percentage of lead?,Flint glass,Soda glass,Jena glass,Pyrex glass
"Of the following type of glasses, the one with smallest coefficient of thermal expansion is",pyrex glass,soft glass,soda lime glass,safety glass
Glass is soluble in,HF,\(H_2SO_4\),\(HClO_4\),aquaregia
Quartz is a/an,three dimensional silicate,orthosilicate,pyrosilicate,sheet silicate
The substance used as a smoke screen in warfare is,\(PH_3\),\(SiCl_4\),\(Pcl_5\),acetylene
Cassiterite is an ore of,Sn,Mn,Ni,Sb
Which one of the following is amphoteric ?,\(SnO_2\),\(SiO_2\),\(CO_2\),CaO
Bell metal is an alloy of,Cu + Sn,Cu+Zn,Cu+Ni,Cu+Pb
Solder is an alloy containing,more tin and lesser lead,more lead and lesser tin,more copper and lesser tin,more tin and lesser copper
Which of the following is not an ore of lead?,Calamine,Galena,Anglesite,Cerussite
The metal used making radiation shield is,Pb,Al,Fe,Si
Red lead is,\(Pb_3O_4\),\(PbO_2\),PbO,\(Pb_4O_3\)
\(Pb_3O_4 \)is also called,all of these,trilead tetroxide,minium,sindhur
White lead is,\(2PbSO_4.Pbo\),\(PbCO_3\),\(PbCO_3.PbO\),\(2PbCO_3.Pb(OH)_2\)
Sugar of lead is,\((CH_3COO)_2Pb\),\(2PbSO_4.PbO\),\(PbCO_3\),\(PbCO_3.Pb(OH)_2\)
Percentage of Pb in lead pencil is,Nil,50%,20%,10%
Lead pencil contains,Graphite,Pb,Fes,PbS
\(CO_2\) is isostructural with,\(HgCl_2\),\(H_2O\),\(SnCl_2\),\(No_2\)
Carborundum is,SiC,BN,SiO2,\(CS_2\)
Carbogen is,mixture of \(O_2\) and CO₂,pure form of carbon,\(CoCl_2\),mixture of CO and CO₂
Silica is soluble in,HF,HCI,\(HNO_3\),\(H_2SO_4\)
"In graphite, elements are",spread out between the structure,localised on each carbon atom,localised on every third carbon atom,present in anti-bonding orbital
Which metal cries without causing tears?,Sn,Fe,Ni,Sb
Which of the following is true for diamond?,It is a bad conductor of heat,It is a good conductor of electricity,It is soft,"It is made up of C, H, O"
Philosopher's wool when heated with Ba at 1100°C gives a compound. Identify the compound,\(BaZnO_2\),\(Ba +ZnO_2\),\(BaCdO_2\),\(BaO_2 + Zn\)
Major constituent of bio-gas is,\(CH_4\),Co,\(C_2H_6\),\(C_4H_10\)
\(SiO_2\) is reacted with sodium carbonate? What is the gas liberated?,Co,\(O_2\),\(CO_2\),\(O_3\)
Deailverisation of lead is done by,Parke's process,Cyanamide process,Cupellation,Polling
Which of the following substance is used as an antiknocking compound?,Tetraethyl lead,Lead tetrachloride,Lead acetate,Ethyl acetate
Litharge is chemically,PbO,\(PbO_2\),\(Pb_3O_4\),\(Pb(CH_3Coo)_2\)
Diamond is harder than graphite because,None,Graphite is planar,Diamond has free electrons,Graphite is sp³ hybridised
Which of the following bond linkage has highest bond energy?,C-C,F-F,N-N,0-0
Calorific value of carbon is,7.8,15.6,47,94
Which one is commonly used in lab burners?,Oil gas,Coal gas,Bio gas,Producer gas
Metal fires are extinguished by,\(CCl_4\),CO₂,\(H_2SO_4\),\(Na_2CO_3\)
Which of the following compounds of tin is a reducing agent?,\(SnCl_2\),\(SnCl_4\),SnO,None
'Aqua dag' is suspension of in water.,Graphite,Lamp black,Charcoal,None
Rubies and sapphire are chemically,\(Al_2O_3\),\(Al_2O_3+Ag_2O\),\(Ag_2O+Au_2O_3\),\(Al_2O_3 +C\)
A pseudo solid is,Glass,Diamond,Rock salt,\(CaCO_3\)
Red lead is,\(Pb_3O_4\),PbO,\(PbO_2\),\(Pb_4O_3\)
Dry powder fire extinguisher contains,Sand and baking soda,Sand,Sand and \(Na_2CO_3\),Sand and \(K_2CO_3\)
Colloidal solution of graphite on water is called,Aqua dag,Oil dag,Lamp black,Anthracite
Mark oxide which is amphoteric in character,\(SnO_2\),\(CO_2\),\(SiO_2\),CaO
Which of the following has the least ionization energy?,Sn,Si,Ge,Pb
Which fuel has highest calorific value,Kerosene,Charcoal,Wood,Cow dung
