question,answer,wrong1,wrong2,wrong3
The method of zone refining of metals is based on the principle of,greater solubility of the impurity in the molten state than in the solid,higher melting point of the impurity than that of the pure metal,greater noble character of the solid metal than that of the impurity,greater mobility of the pure metal than that of the impurity
Zone refining process is used for the,purification of a metal,concentration of an ore,reduction of a metal oxide,purification of an ore
The composition of malachite is,CuCO3. Cu(OH)2,CuFeS2,CuCO3,Cu(OH)2
Carnallite on electrolysis gives,Mg and Cl₂,Ca and Cl₂,Na and Cl₂,Al and Cl₂
Mac Arthur process is used for,Ag,Fe,Cl,O2
"In electrorefining of copper, some gold is deposited as",anode mud,cathode mud,cathode,electrolyte
Purification of silicon element used in semiconductors is done by,zone refining,heating,froth floatation,heating in vacuum
Which of the following metals is sometimes found in native state in nature?,Al,Cu,Fe,Mg
The common method of extraction of metals from oxide ore is,Reduction with carbon,Reduction with hydrogen,Reduction with aluminium,Electrolytic method
Thermal decomposition method is used to purify,Ni,Cr,Sn,Pb
Cassiterite is concentrated by,Electromagnetic separation,Levigation,Floatation,Liquefaction
Use of electrolysis is,Both (a) and (b),Electroplating,Electrorefining,None of these
Calcination is used in the metallurgy for the removal of,Water and CO2,Water and sulphide,CO2 and H2S,H2O and H2S
