question,answer,wrong1,wrong2,wrong3
25. All species of plasmodium cause benign malaria except,b. P. Flaciparum,a. P. Vivax,C. P. Malaria,D. P. Ovale
26. All the species of plasmodium cause tertian malaria except,C. P. malaria,a. P. Vivax,b. P. Falciparum,d. P. Ovale
27. Sporozoite of Malarial parasite enter,b. Liver of human,a.RBC of human,C. Stomach of mosquito,d. Salivary gland of mosquito
28. Sporozoites of plasmodium vivax are fromed in,b. Sporoblast,a. Spores,c. Oocyst,d. gametocyte
29. Pre erythrocytic schizogony takes place at,b. Liver,a. Kidney,c. RBC,d. Bone marrow
30. Mosquito is not affected by plasmodium because,a. All other stages except gametocyte is destroyed in guts,b. Antibodies are present against plasmodium,c. Normal flora of gut destroys plasmodium,d. None
31. Sporogony of malarial parasite occur in,c. Stomach of mosquito,a. Liver of man,b. RBCs of man,d. Salivary glands of mosquito
32. Vegetative phase of plasmodium in RBCs of man is called,b. Trophozoite,a. Merozoite,C. Cryptozoite,d. Sporozoite
33. Hypnozoite which are responsible for the relapses are seen in,b. P.vivax and p.ovale,a. P. Vivax and p. Flaciparum,c. P.falciparum and p. Malariae,d. P. Falciparum and p. Ovale
34. Relapsing malaria is due to,b. p.ovale and p.vivax,a. P. Flaciparum and p.vivax,c. P. Falciparum and p. Ovale,d. Plasmodium falciparum only
35. Symptoms of paroxysms in malaria is due to,d. Erythrocytic cycle,a. Sporozoite,b. Gametocyte,c. Pre- erythrocytic cycle
36. Febrile paroxysms in malaria is due to,a. Rupture of mature schizont,b. Rupture of sporozoites,c. Rupture of merozoites,d. None
37. Relapsing fever is absent in,b. P. Flaciparum,a. P. Malaria,C. P. Vivax,d. P. Ovale
38. Which of the following is not correct with respect to malaria,b. Sporozoites multiplys in blood,a. RBCs rupture and release haemozoin which  cause chills,c. Female Anopheles mosquito is the vector,d. Malignant malaria is caused by plasmodium flaciparum
39. Gametocyte of malarial parasite are formed in,a. RBCs / blood of man,b. Salivary gland of mosquito,c. Stomach of female Anopheles mosquito,d. None
40. All stage of plasmodium is digestive in stomach of female Anopheles except,b. Gametocyte,a. Sporozoites,c. Erythrocytes,d. Merozoites
41. If gametocyte are not sucked by mosquito they,a. Degenerate and dies out,b. Remain permanently inactive till death of host,C. Transform into active schizont,d. None of them
42. P. Vivax mainly affects,c. Young erythrocytes,a. WBC,b. Reticulocyte,d. Old erythrocytes
43. The male gametocyte divides into,a. 8 nuclei,b. 10 nuclei,c. 12 nuclei,d. 6 nuclei
"44. In malaria which causes chills and fever 

Or 

Metabolic waste responsible for malaria fever is called

Or 

The poisonous substance release as the result of rupturing of schizont in RBCs of malaria patient is",b. Haemozoin,a. Hematinj,C. Schuffner's granules,d. Hematocrit
45. Maurer's dot is seen in,d. p.falciparum,a. P.malariae,b. P.ovale,c. P.vivax
46. Multiple ring are seen in RBC in,a. Plasmodium falciparum,b. Plasmodium vivax,c. Plasmodium ovale,d. Plasmodium malaria
47. The exflagellation in the life cycle of malarial parasite occur in,d. The cavity of stomach of female Anopheles mosquito,a. Red blood cell of man,b. Liver of man,c. The wall of stomach of female Anopheles mosquito
48. The correct sequence of event of sporogony is,"a. Zygote, ookinete, oocyst, sporozoite","b. Zygote, oocyst, ookinete, sporozoite","c. Zygote , sporozoite, ookinete, oocyst","d. Ookinete, sporozoite, oocyst, zygote"
49. Malarial parasite can be best obtained from the patient,b. When temperature rises with vigrous,a. Five hour after temperature become normal,c. One hour before rise of temperature,d. Any time
50. The mortile zygote after fertilization in plasmodium is called,b. ookinete,a. Oocyst,c. Gamont,d. Trophozoite
51. Spraying of kerosene oil on stagnant water controls malaria because,b. Of blocking of respiratory tract of Anopheles larva,a. Water becomes impure for mosquito,c. Oil destroy malarial parasite in the body mosquito,d. Prevention of spiracle of come out of water
52. Fish that feed upon mosquito larvae in the pond,a. Gambusia,b. utricularia,c. Rohu,d. Scoliodon
53. Which of the following drug is effective to treat malaria ?,d. All,a. chloroquine,b. Primaquine,c. Mefloquine
"54. You are a doctor sent by a hospital to the terai region for a health camp. A patient present with recurrent fever , lethargy and fatigue. To diagnose the condition and identify the causative agent , you collect a blood sample prepare a smear , and observe it under a microscope . You detect a stage of plasmodium in smear .

Which of the following plasmodium species cannot be suspected as the causative agent?",c. Plasmodium ovale,a. Plasmodium falciparum,b. Plasmodium vivax,d. Plasmodium malariae
"55. You are a doctor of Maharajgunj Medical campus .  A patient present with loss of consciousness, seizure, recurrent fever every 48 hour sweating and history of passing a black coloured urine .  Upon investigation you determine there is complete lack of oxygen supply to the brain. Which of the following plasmodium species is most likely the causative agent of the diseases?",c. Plasmodium falciparum,a. Plasmodium vivax,b. Plasmodium ovale,d. Plasmodium malariae
"56. After appearing in the CEE exam ,  you visit your mamaghar in the Terai region . All your relatives are happy to see you, but you notice that you mama looks slightly ill. When you ask him what is happening wrong , he tells you that he had a Malaria a year ago, recovered with treatment, but now he's experiencing similar symptoms again, including recurrent fever after 48 hours cycle and fatigue . Which plasmodium species is most likely to causative agent of this malaria relapse?",b. Plasmodium vivax,a. Plasmodium falciparum,c. Plasmodium ovale,d. Plasmodium malariae
"57. You are working as a lab technologist when a blood sample is send to you for microscopic examination. You prepare a blood smear using wright's stain and observe it under microscope. During your examination you notice the presence of signet ring stage of plasmodium .

Which stage of parasites does this represent?",d. Trophozoite stage,a. Sporozoite stage,b. Gametocyte stage,c. Schizont stage
"58. You are living in a remote area with a water- filled ditch near my house has made it very mosquito prone . As a medical students you are well aware of the danger of the malaria, what locally available resources you can utilize effectively to reduce the risk of contracting this diseases?",b. Kerosene,a. Fire,C. Water,d. Detergent
59. In which of the following exflagellation occur ?,a. Micro gametocyte,b. Megagametocyte,C. Sporozoites,d. Oocyst
60. In malarial patient toxic substances haemozoin is released in,a. Spleen,b. Liver,c. Stomach of female Anopheles mosquito,d. Salivary glands of female Anopheles mosquito
61. Infective stage of plasmodium is,a. Sporozoites,b. Trophozoite,c. Merozoites,d. Ookinete
62. Sexual cycle of plasmodium occur in,c. Partly mosquito and partly human,a. Mosquito only,b. Human only,d. None
63. Haemozoin is secreted during ................ Schizogony,c. Erythrocytic,a. Pre erythrocytic,b. Exo erythrocytic,d. Sporogony
63. Haemozoin is secreted during ................ Schizogony,c. Erythrocytic,a. Pre erythrocytic,b. Exo erythrocytic,d. Sporogony
64 . Longest incubation period is of,c. P. Malariae,a. P. Ovale,b. P.falciparum,d. P.vivax
65.signet ring stage is present in the .............cycle,a. Erythrocytic,b. Pre erythrocytic,c. Exo erythrocytic,d. Sporogony
