question,answer,wrong1,wrong2,wrong3
16. THE MOST COMMON ANTICOAGULENT USED FOR COAGULATION PROFILE IS,A. SODIUM CITRATE,B. EDTA,C. OXALATE,D. LPDA
17. PT AND APTT SHOULD NOT GIVE BETTER RESULT AFTER,D. AS SOON AS POSSIBLE,A. 4 HRS,B. 2 HRS,C. 3 hrs
18. THE NORMAL RANGE OF PLASMA HAEMOGLOBIN IS..............,A. 10-40 mg/ltr,B. 50-80 mg/ltr,C. 13-18 gm/ltr,d. 13-18 gm/dl
19. the leucocyte associated with allergy is.............,C.EOSINOPHIL,A. NEUTROPHIL,B. MONCYTE,D.  LYPHOCYTE
20. IDEAL THICKNESS OF COVERSLIP COMMONLY USED FOR COUNTING CHAMBER,D. 0.4mm,A. 0.1 mm,B. 0.2 mm,c. 0.3mm
21. PLATELESS DEVELOPED FROM..........,C. MEGA KARYOCYTE,A. PRONORMOBLAST,B. MYELOCYTE,D. PRO MONOCYTE
22. THE ANTICOAGULANT OF CHOICE IN APTT TEST IS,D. +- 5,A. +- 10,B. +- 7,C. +-15
23. WHAT IS THE APPER. TEMP. FOR STORAGE OF PRP,C. 20ºC to 25ºC,A. 2 8ºC,B. -20ºC to -30ºC,D. -2 to -8ºC
24. THE TEST PT (PROTHROMBIN TIME) COME UNDER THE FUNCTION TEST OF WHICH ORGAN?,D. LIVER,A. BRAIN,B. KIDNEY,C. LUNGS
25. DLC IS ONE IN ........OF THE SMEAR,B. TAIL REGION,A. HEAD REGION,C. BODY REGION,D. A AND C
26. DIRECT COOMB'S TEST IS USED TO DEFECT:,D. SENSITIZED RBC,A. FREE ANTY D ANTYBODY,B. HAEMOHYSED RBC,C. CRITIZED RBC
27. INDIRECT COOMB'S TEST IS USED TO DEFECT:,A. FREE ANTY D ANTYBODY,B. HAEMOHYSED RBC,C. CRITIZED RBC,D. SENSITIZED RBC
28. PRP SHOULD BE USED WITHIN........OF COLLECTION,C. 24hrs,A. 8 hrs,B. 72 hrs,D. 12 hrs
28. FOR HOW MANY DAYS DOES CPD PRESERVE THE WHOLE BLOOD,B. 28,A. 24,C. 32,D. 35
29. HESS TEST CAN BE DONE TO ASSESS,D. ALL,A. FUNCTION OF PLATELETE,B. QUANTITY OF PLATELETE,C. QUALITY OF PLATELETE
30 CHOICE OF ANTICOAGULANT IN BLOOD BANK FOR OPEN HEART SURGERY IS,A. EDTA,B. DOUBLE OXALATE,C. HEPARIN,d. CITRATE
31. MALARIA PARASITE CANNOT AFFECT RBC OF:,A. SICKLE CELL DISEASE,B. APLASTICANAEMIA,C. MEGALOBLASTIC AANEMIA,D. IRON DIFECENCY ANAEMIA
32. ANAEMIA CAUSED BY HOOKWORM INFESTATION:,D. IRON DIFICIENCY ANAEMIA,A. MEGALOBLASTIC ANAEMAIA,B. APLASTIC ANAEMIA,C. THALASSEMIA
33. PLATELETS IS DEVELOP FROM...........,C. MEGA KARYPCYTE,A. PRONORMOBLAST,B. MYELOCYTE,D. PRO MONOCYTE
35. THE CHAMBER DEPTH OF IMPROVED NEUBAUER COUNTING CHAMBER IS,A. 0.1mm,B. 0.011mm,C. 1.0mm,D. 10.0mm
"36. ACCORDING TO FAP CLASSIFICATION, BLAST CELL IN AML MOST CONSISTITUTE",A. 30%,B. 20%,90%,D. <20%
37. INCIDENCE OF ALL (ACUTE LYMPHOBLASTIC LUKEMIA) COMMONLY OCCURE IN,A. CHIILDREN <15 YEARS,B. 15-40 YEARS,C. 25-45 YEARS,D. 45-70 YEARS
37. INCIDENCE OF AML ( ACUTE MYCLOBLASTIC LEUKEMIA) COMMONLY OCCURE IN,B. 15-40 YEARS,A. CHILDREN < 15 YEARS,C. 25-45 YEARS,D. 45-70 YEARS
"38. ""PHILADELPHIA"" CHROMOSOME IS OCCURE IN",C. T (9-29),"A. T (8, 21)",B. T (15-17),D. INV. 6th
"39. ""THROMOBOCYTOSIS"" OCCURE IN",B. CML,A. AML,C. ALL,D. CLI
39. BT IS DONE BY,C. BOTH A AND B,A. IVY METHOD,B. DUKE METHOD,D. LEE AND WHITE METHOD
40. THE VARIATION IN SIZE OF RBC IS CALLED,A. ANYSOCYTOSIS,B. POIKILOCYTOSIS,C. HYPOCHROMIA,D. NORMOCHORMIA
42. THE VERIATION SHAPE OF RBC IS CALLED,B. POIKILOCYTOSIS,A. ANISOCYTOSIS,C. HYPOCHROMIA,D. NORMOCHORMIA
43. THE BEST ANTICOAGULANT FOR OSMOTIC FRAGILITY IS,A. HEPARIN,B. EDTA,C. TRISODIUM CITRATE,D. LDH
45. WHICH OF THE ANTICOAGULANT CAN BE USED WITHOUT ANY TOXIC EFFECT INSIDE THE BODY,B. CPDA,A. HEPARIN,C. WARFARIN,D. ALL
