question,answer,wrong1,wrong2,wrong3
33. GLUCOSE SHARE THE SAME CARRIER MEDIATED TRANSPORT SYSTEM AS THAT OF,A. Na+,B. K+,C. Mg2 +,D. Ca2+
34. ONE OF THE FOLLOWING ENZYMES IS ABSENT IS ADULTS,A. RENIN,B. RENNIN,C. PEPSIN,D. CHYMOTRYPSIN
35. THE END PRODUCTS OF ANAEROBIC GLYCOLOSIS,C. LACTATE,A. PYRUVATE,B. ACETYTL CoA,D. LACTOSE
36.BILLIRUBIN IS NOT EXCRETED IN URINE IN,C. HEMOLYTIC JUNDICES,A. OBSTRUCTIVE JAUNDICE,B. HAPATIC JUNDICE,D. ALL THREE
37. THE HORMONE CONTROLLING WATER EXCRETION BY THE KIDNEY,A. VASOPRESSIN,B. OXYTOCIN,C. ALDOSTERONE,D. CORTOSONE
38. STARCH IODINE METHODE IS USED TO ESTIMATE:,C. AMYLASE,A. ALKALINE PHOSPHATASE,B. URIC ACID,D. UREA
39. MALTOSE ON HYDROLOSIS GIVES:,C. GLUCOSE + GLUCOSE,A. GLUCOSE+GLACTOSE,B. GLUCOSE + SUCROSE,D. GLUCOSE + FRUCTOSE
40. TOTAL ATP PRODUCED BY TAC CYCLE IS,A. 30,B. 38,C. 42,D. 18
41. THE CONDITION IN WHICH GLUCOSE IS PRESENT IN URINE IS CALLED,D. GLYCOSURIA,A. KETONURIA,B. PROTEINURIA,C. CHYLUIRA
"43. IN ADDITION TO BENEDICT'S TEST, ..............TEST IS USED TO DETECT SUGAR IN URINE.",D. FEHLING'S TEST,A. ROTHERA'S TEST,B. EHRLICH'S TEST,C. FOUCHET'S TEST
44. THE CODON(S) THAT TERMINATE (S) PROTEIN BIOSINTHESIS,D. ALL OF THEM,A. UAA,B. UAG,C. UGA
