question,answer,wrong1,wrong2,wrong3
The cannizzaro's reaction is not given by,acetaldehyde,Trimethyl aldedyde,benzaledhyde,formaldehyde
Which of the following gives acetone on dry distillation ?,calcium acetate,mixture of calcium formate and calcium acetate,calcium formate,calcium formate+formaldehyde
Iodoform test is given by,2-propanone,1-prapanone,3-propanone,propanal
Which does not show cannizzaro reaction,acetaldehyde,trimethyl acetaldehyde,formaldehyde,benzaldehyde
Which of the following is wrong?,Dry distillation of calcium acetate gives acetaldhyde,Ethane doesn't have acidic hydrogen,area is the diamide of carbonic acid,chloral condenses with chlorobenzene to form DDT
Which one of the following is the main organic product when BrCH2COBr is treated with cold water?,HOCH2COBr,BrCH2COOH,HOCH2CHO,HOCH2COOH
In Cannizaroo's rxn,Aldehyde forms alcohol,Amide forms alcohol,Aldehyde forms ether,Amine forms aldehyde
Acetylene when heated with dill. HgSO4 in presence of Hg++ gives,CH3CHO,CH3COCH3,CH3COOH,CH4
Cinammic acid can be obtained by,Perkins condensation,Aldol condensation,Benzoin condenation,Claisen condensation
Schiff's base is obtained by reaction of with,Benzaldehyde,Anilline,Acetone,Benzoic acid
Formalin is,40%HCHO+8%CH3OH+52%Water,20%HCHO8%CH3CH+52%Water,80%HCHO+80%CH3OH+52%Water,100%HCHO+100%CH3OH+52%Water
When acetone is treated with beaching power the it form,choloform,acetaldehyde,calcium chlorate,phosgene
How can we differentiate aldehyde from alcohol?,NaHSO3,NaHCO3,HCN,NH2-NH4
Tollen's reahent is,Ammonical silver nitrate,copper sulphate,sodium potassium tartarate,copper sulphate and citrate ion
Ethanal is formed by,Oxidation of ethanol by k2Cr2O7 with small H2SO4,Heating 2 moles of calcium formate,Glyceral is heated with oxalic acid,Chloroethance is reacted with HCN
Magneta is,Rosaniline hydrochloride,Alkaline phenolphltalin,Methyl red,red litmus
Formic acid and acetic acid can be distingushed by:,Ammonical AgNO3,litmus,NaHCO3,Caustic soda
The chemical that undergoes self-oxidation and self-reduction in the same reaction is,Formaldehyde,Benzyl alcohol,Acetone,Acetic acid
Which of the following organic compounds answers both iodoform test and fehlings test?,Ethanal,Ethanol,Propanone,Methanol
Which of the following is corrcet?,Aldehyde and ketone both react with HCN to form cynanohydirn,Aldehyde and ketone both reacct with NH3 to form oxime,Aldehyde and ketone both react with fehling solution,None of the above
Which of the following shows cannizaro reaction?,Formaldehyde,Acetaldehyde,Propionaldhyde,Formic acid
What is the product when:CH3CHO+HCN is hydrolysed,CH3CH(OH)COOH,CH3CH3COOH,CH3CH2CONH2,CH3COOH
Reformatsky reaction is shown by,Acetaldehyde +bromoethyl acetate,Acetaldehyde+bromoethyl oxalate,Glycerol+oxalic acid,Benzaldehyde+malonic acid
The compound used in perfume industry:,Benzaldehyde For,Cinnamaldehyde,Formaldehyde,Salicyldehyde
Certain compounds needed for alpha hydroxyl acids are formed when x compound reacts with aldehyde . Name the x compound:,HCN,Cyanohydrin,Benzoyl Chloride,Sodium Bisulphate
Which of following organic compound gives aldehyde with NoOH?,R-CH2-CHCI2,R-CH2-CH2-CI,R-CH2-CH2-OH,R-CH2-NH2
"Which of the following does not react with either Na or 2,4 DNPH?",CH3COCH3,CH3CHO,CH3-CH=CHCO,CH3CH=CH-O
A ketone can be reduced to hydrocarbon by heating with,Zn amalgan and conc.HCI,Sn and conc.HCI,Zn.amalgan and NH4OH,NaBH4
In rosenmund's rxn product formed is :,Aldehyde,Alcohol,Ketone,Alkyl halide
Which of the following compound alone gives aldol condensation:,Butanal CH3(CH2)2CHO,Formaldehyde CH2O,"Benzaldehyde,C6H5CHO","Propenal,CH2=CH-CHO"
"When hydroxylamine reacts with carbonyl compound,the product formed is:",Oxime,Hydrazone,Carbazone,Hydrazine
Formation of cyanohydrins is examples of .........reaction,Nucleophilic addition,Electropholic substitution,Electrophili addition,Nucleophilic substitution
"Aldehydes and ketones are carbonyl compounds, which of them react with NaBH4 and react with fehling reagent",Aldehydes only,Ketones only,Neither aldehydes nor ketone,Both aldehyde and ketone
