question,answer,wrong1,wrong2,wrong3
Nylon is a polymer made from:,adipic acid and hexamethylenediamine,chloroprene,ethylene glycol and terephthalic acid,formaldehyde and urea
.Nylon is,Hexamethylene diamine & adipic acid,Caprolactum,poluvinylchloride,Styrene
Which of the following compounds is Antipyretic ?,paracetamol,Sulfadiazine,chloroxylenol,parathion
Which of the following dye is an azodye?,Methyl orange,Phenopthelein,malachite,methylene green
Bakelite formed by the condensation of,Phenol and formaldehyde,Hexamethylene diammine& Adipic acid,Formic acid and Acetaldehye,Hexamethylene diamine and sebacic acid
Polymer of tetrafluoroethylene is,Teflon,PVC,Dacron,Neoprene
Which of the following is an insecticide?,DDT,TNT,TNB,ASPIRIN
Nylon -66 is a,POLYAMIDE,POLYESTER,POLYSTYRENE,POLYETHENE
Nylon - 66 is the polymer of,Hexamethylene diammine& Adipic Acid,Formaldehyde + Phenol,Vinyl choride,ethylene glycol + Adipic Acid
Which of the following compound is aspirin?,acetyl salicylate,methyl salicylate,phenyl salicylate,salicylic acid
Aspirin is formed when acetyl chloride reacts with,O-hydroxybenzoic acid,m-hydroxybenzene,m-hydroxybenzoic acid,P-hydroxybenzoic acid
"The simplest amino acid which doesn't contain
chiral carbon is:",GLYCINE,ALANINE,ISOLEUCINE,LEUCINE
Lactose on hydrolysis gives:,Glucose + galactose,Glucose + glucose,Glucose + fructose,Fructose + galactose
60% H2O2 and Hydrazine is used as:,Rocket propellant,Germicide,Insecticide,Antiseptic
.Bakelite is,HCHO & Phenol,HCHO & Alcohol,HCHO & Acetone,Alcohol & Phenol
The chemical name of paracetamol,4-hydroxy acetamide,2-hydroxy acetamide,P-hydroxy sulphonic acid,P-hydroxy benzoic acid
Caprolactum is the monomer of;,Nylon,Rayon,Eosin,isoprene
The drug commonly employed for treating,Streptomycin,Chloramphenicol,Penicillin,Quinine
Nitrolim is,Ca(CN)2+C,CaCN2+ C,KCl + MgCl,CaCO3+CN2
Simplest amino acid is,Glycine,Tryptophan,Tyrosine,Arginine
The fibre obtained by the condensation of hexamethylene diamine and adipic acid is,nylon 66,dacron,rayon,teflon
What is co-ordination number of EDTA?,6,2,4,10
a-Helical structure of protein is stabilized by,Intra molecular hydrogen bonding,Inter molecular hydrogen bonding,Peptide bond,electrovalent bonding
Simplest amino acid is,Glycine,tryptophan,Leu ine,Arginine
What is the monomer of Teflon?,F2C = CF2,Cl2C = CF2,Cl3C-CF3,I2C = Cl2
.If polypeptide is polymer of amino acid then what is amino acid?,monomer,polymer,amide,peptide
pentose sugar is,arabinose,glocose,fructose,sucrose
Nylon is,polyamide,polyester,terpenes,polyetene
Artificial silk is a,polysaccharide,polyamide,polyster,polysterene
Nicol prism is made up of,Bakellite,Calcite,Diamond,Graphite
Which of the following is used for making red ink?,Eosin,Congo red,Aniline,Metyl red
Peptide bond consists of,CO-NH,CO-NH2,CHO,CN
The number of carbon atom present in formula of,27,25,26,28
Which of the following is non degradable polymer?,Nylon 6,Cellulose,paper,protein
Which of the following is the sweetest chemical?,fructose,Aspartic acid,Thaumatin,monellin
Condensation product of carprolactum is:,nylon 6,nylon66,nylon 60,"nylon 6,10"
The chemical formula of detergent is,ROSOзNa,R-COOH,R-COONa,R-COOK
Fatty acids which must be obtained from diet are called,essential fatty acids,non-essential fatty acids,saturated fatty acids,unsaturated fatty acids
Bakelite is obtained by the condensation of:,formaldehyde and phenol,acetaldehyde and phenol,formaldehyde and acetone,acetone and phenol
The enzyme pepsin hydrolyses:,proteins to amino acids,fats to fatty acids,starch to glucose,nucleotide to nitrogen bases
"""CISPLATIN"" is:","a complex compound used in the treatment of
cancer",an alloy of cesium and platinum,a medicine used in dysentery,a medicine used in diarrhea
Bakelite is:,condensation product of methanal and phenol,condensation product of ether and urea,condensation product of phenol and benzaldehyde,reaction of phenol and ethanol
Detergent has common group,C6H6-OSOзNa,NaOH,R-COONa,R-ONa
.Hard soap contains,Na salt of Fatty acids,K salt of Fatty acids,Long chain fatty acid,Short chain fatty acid
The most matching description for a chemical commonly used in soaps as antiseptic:,The melting and boiling point increase with the increase in size of aryl group,Three contributing structures have both positive and negative charges,Both aldehyde and acid formed from this contain same no. of carbon atoms,Reacts with Mg in dry ether to form Grignard Reagent
All in the group include those used for medicinal purposes:,"Barbituric acid, Para-aminosalicylic acid, Ascorbic acid","Nitric acid, Carbolic, Tartaric acid","Para aminos salicylic acid, Panthenic acid, Carbolic acid","Ascorbic acid, Barbituric acid, Lysergic acid Diathylamine"
"The constituent in IODEX giving IODEX the characteristic smell is derived from an acid and is produced by treating phenol in alcoholic KOH
wiith:",CHCl3,CH3CL,CCL4,CH2CL2
Compounds with alpha carboxylic acid and alpha Amino functional group both attached tetrahedral carbon atom are:,Amino acid,Aldehyde,Ketones,Esters
All are elements in the 4th period required in the amount not exceeding 5gm for maintenance of proper health:,"K, Fe, Zn","Ca, F, Zn","K, Ca, Fe","K, Fe, F"
Which is not a carbohydrate?,haemoglobin,starch,cellulose,glycogen
Which of the following is not polysaccharide?,dextrin,starch,cellulose,none
Detergent has a common group,R-OSOзNa,NaOH,R-COONa,R-ONa
Isoelectric point is the pH at which,Zwitter ion has zero charge.,amino acid becomes acidic,an amino acid becomes basic,Zwitter ion has +ve change
Indigo belongs to the class of,vat dyes,Mordant dye,direct dyes,disperse dyes
Fertility of acidic soil can be increased by treating with,lime,ammonium phosphate,urea,calcium super phosphate
Teflon is a polymer of :,tetrafluoroethene,tetrafluoroethane,tetrafluoromethane,phenol and formaldehyde
Nylon is:,polyamide,polyexster,amide,polystyrene
"Aldehydes and ketones are carbonyl compounds, which of them react with NaBH4 and react with Fehling reagent",Aldehydes only,Ketones only,Neither aldehydes nor ketone,Both aldehyde and ketone
in DNA the complementary bases are:,"adenine and thymine, guanine and cytosine","uracil and adenine, cytosine and guanine","adenine and guanine, thymine and cytosine","adenine and thymine, guanine and uracil"
Terylene is a condensation polymer of ethylene glycol and,Terephthalic acid`,benzoic acid,Phthalic acid,Salicylic acid
P-Acetamido phenol is an,antipyretic,antibiotic,anesthetic,antiseptic
Bakelite is made from phenol and,methanal,ethanal,methnol,CHCL3
Nylons are,POLYAMIDE,POLYESTER,POLYSTRYRENE,BAKELITE
Estimation of saponification value of fats/oils is done with,KOH,NaOH,Esters,I2
Which is used for lowering temperature?,antipyretic,analgesic,antiseptic,antibiotic
"The polymer Teflon is obtained by polymerization
of ........",Tetrafluoroethene,Tetrafluoroethane,Phenol and formaldehyde,Ttrafluoromethane
Which of the following is not a disaccharide?,mannose,lactose,maltose,sucrose
Cane sugar on hydrolysis gives,Glucose and fructose,Glucose and lactose,Glucose and maltose,V
An ester used as medicine is,Methyl salicylate,Ethyl acetate,Methyl acetate,Ethyl benzoate
What is correct about glucose and fructose?,Glucose is aldohexose and fructose is ketohexose,Glucose and fructose are enantiomers,They are anomers,Glucose is ketohexose and fructose is aldohexose
Which of the following is natural dye?,Alizarin,Phenolphthalein,Martius yellow,Malachite green
The drugs used to get relief from pain are called,Analgesics,Antibiotics,Antiseptics,antipyretic
Aspirin is,2 acetoxy benzoic acid,2 acetoxy acetic acid,ethyl ethanoate,"2, 4, 6 trinitrophenol"
Which of the following is used in medicinal purpose ?,Methyl salicylate,etyl acetoacetate,acetic acid,Co polymer
PVC is,addition polymer,condensation polymer,thermosetting plastic,Co polymer
Aspirin is an acetylatron product of,O-hydroxyl benzoic acid,M-hydroxyl benzoic acid,P-dihydroxy benzoic acid,O-dihydroxy benzene
Lipid consists up of:,"Fat, oil and it derivatives",Amino acid derivatives,Polysterene,Carbohydrates
Acetyl salicylic acid acts as,Antipyretic,Antacid,Antibiotic,Antiseptic
