question,answer,wrong1,wrong2,wrong3
0-nitrophenol and p-nitrophenol are separated by,Steam distillation,Chromatography,Occlusion,Vacuum distillation
Column chromatography involves,Selective adsorption,Selective absorption,Ion exchange,soluble complex
The phenomenon of change in optical activity of freshly prepared solution is known as,Mutarotation,Optical rotation,Optical activity,Specific rotation
lodinee and benzoic acid can be separated by,Chemical separation,sublimation,Leaching,washing
The no. of alkyl groups in isobutene is,3,1,2,5
TEL is used,as petrol additive,to decrease volatility of the petroleum product,for hydrogenation of oil,None
The smoke of vehicle contain,Pb,Cd,Cu,Co
Vacuum distillation is employed for the purification of compound,Which decomposes at its boiling point,Which form constant boiling mixture,Which is steam volatile.,Which sublimes off on heating
No. of α & π bonds in ethyne?,3α & 2π,1α & 3π,2α & 3π,3α & 1π
The number of π & σ bonds in enolic form of acetone is;,9π and 1σ bonds & 2 lone pair,2π and 9σ bonds & 1 lone pair,1π and 9σ bonds & 2 lone pair,2π and 8σ bonds & 1 lone pair
Baking powder consists of,tartarate,carbonate,citrate,oxalate
Who proposed Vital force theory?,Berzelius,Wohler,Berthelot,Kolbes
Sodium extract of an organic compound gives blood red color with FeCl3. It contains:,N&S,N,S,S& Cl
-COOH is which group?,Carboxylic acid,Aldehyde group,Carbonic group,Ketone
Methanol and acetone can be separated by,fractional distillation,vaccum distillation,steam distillation,sedimentation
The blood red colouration is given by N with lassaign's extract but only in the presence of another element,S,Cl,O,I
"In the given structure, number of σ and π bonds are: C(CN)2=C(CN)2",11σ and 9π,9σ and 9π,9σ and 11π,11σ and 11π
Two immiscible liquids are separated by,Separating funnel,Fractional distillation,Sublimation,Chromatography
Nitrogen estimation in Duma's method is done with final product obtained as:,N2,NH3,NO₂,NO
For the detection of sulphur in an organic compound sodium nitroprussicle is added to the sodium extract. A violet colour is obtained which is due to the formation of,Na4[Fe(CN)5NOS],Na3Fe(CN)6,Fe(CNS)3,Na3[Fe(CN)5N5]
Kjeldahl method of estimation may be used to check the purity of the following fertilizer?,Ammonium phosphate,Super phosphate,Muriate of potash,Triple superhosphate
Which of the following is an organometallic compound?,Methyl lithium,Lithium methoxide,Lithium acetate,Lithium dimethylamide
An organic compound gives violet colour to sodium nitroprusside solution. From this it is clear that the impurity present in compounds is/are,S-only,N only,Both S and N,"S, N and P"
The number of σ and π bond in C atoms of CaC₂ is,1σ 2π,2σ 2π,3σ 2π,2σ 4π
Two consecutive members of a homologous series differ from each other by a:,-CH2 group,-C2H5 group,-CH3 group,-CH group
Acetone & methanol are separated by,fractional distillation,crystallization,evaporation,steam distillation
Azeotropic mixture can be separated by,Cannot be separated,Fractional distillation,Crystallization,Chromatography
Double bond in alkene represents:,Unsaturated,Non-polar,Polar,Saturated
Amino acid is purified by:,Chromatography,Distillation,Sublimation,Solvent extraction
The compound having only primary hydrogen atoms is,"2,3-Dimethyl butene",Isobutene,Cyclohexane,Propyne
Which of the following bears only α-H atoms?,isobutene,butyne,propene,"2,3-dimethyl butane"
Fractional crystallization is based on their difference between,Solubilities,Melting points,Vapour pressure,Boiling point
During the detection of organic compound sodium extract is prepared to:,to convert it into ionic form,dissolve it in water,make it more reactive,make the reaction slow
Functional group of ester is,-CO2-,-COOH-,-CO-,-SH-
Fractional crystalization is based on difference between,Solubility,MP,BP,VP
No. of a-hydrogen in 2-butene is,6,4,8,12
Self-linkage property of carbon is called,Catenation,Pyrolysis,Reforming,Isomerism
"In the separation by fractional crystallization, there is difference in their",Solubility,Density,Voltality,Boiling point
"During the test for halogens, Sodium extract is first boiled with nitric acid as to:",Decompose NaCN and Na2S,Increase the solubility of AgNO3,Make silver halides insoluble,Dissolve AgCN
"Chromatography,a method for the separation of mixture and purification of compound, is based on",selective adsorption,absorption,solubility,colour change
