question,answer,wrong1,wrong2,wrong3
The number of dichlorinated isomers that can be formed by the halogenations of CH3-CH2-CH2-CH3 is,6,2,3,5
The IUPAC name of CH3C(CH3)2CH2CH=CH2 is,"4,4 dimethyl 1-pentene","4,4 dimethyl 2-pentene","3,3,dimethyl 4-pentene","3,3 dimethyl 1-pentene"
The IUPAC name of (CH3)3C-CH(OH)-CH3 is,"2,2-dimethyl-3-butanol","1,2-dimethyl-2-butanol","1,2-dimethyl-4-propanol","1,1,1-trimethyl-2-propanol"
The number of chain isomers that can exist for the compound C6H14 are,5,4,6,7
Ethanol is an isomer of,methoxy-methane,ethanal,propanone,methyl-ethanoate
The number of structural isomer of pentane is,3,2,4,5
The IUPAC name of CH3COOC2H5 willbe,ethyl ethanoate,ethyl acetate,methyl propionate,none
The IUPAC name of CH2COCH2CH2CH3 is,2-pentanone,Methyl propyl ketone,Propyl methyl ketone,4-petanone
IUPAC name of the following compound CH2=CH-CH2-C≡CH  is,Pent-1-en-4-yne,Pent-ene-2-yen-3,Pentene-1-yne-4,2 pentene-yne-1
IUPAC name of CH3-0-C2H5 is,methoxy ethane,methyl ethyl ether,ethoxy ethane,ethyl methyl ether
Which of the following is optically inactive ?,Mesocompound,Diasteromers,Enantiomers,Compound having one chiral carbon only
No.of structural isomers of C3H9 N,4,5,3,8
N-methylmethanamine can be represented by,(CH3)2NH,(CH3)3N,(CH3CH2)2N,(CH3CH2)2NH
Entaiomers are not,Sma ein direction,Same in magntidue,Same in b.p,Same in m.p
The IUPAC name of complex [Pt(NH3)4Br(NO2)Cl]Cl is,Tetramminebromochloronitroplatinum chloride,bromochlorodiamineplatinum (II)Chloride,di-amminebromochloronitroplatinum(IV) chloride,Tetraminebromochloronitroplatinate(IV) chloride
Which of the following shows coordinate isomerism,[Pt(NH3)4][Cucl4],[Cr(NH30No3]SO4,[Cr(H2O)5Cl]Cl2.H2O,[Cr(NH3)So4]No3
The IUPAC name of CH3-Cg(Oh)-CH2-Ch(CH3)-CHO is,4-Hydroxy-2-methyl pentanal,4-Hydroxy-1-methyl pentanal,3-Hydroxy-2-methyl pentanal,3-Hydroxy-3methyl pentanal
Name the compound CH2(NH2)CH(OH)CO2H,3-amino-2-hydroxy-propanoic acid,2-hydroxyl-3-amino-prop-3-oic acid,2-hydroxyll-3 amino propanoic acid,3-amino prop-3-oic acid
Total no.of geometrical isomers formed by glucose  is,16,2,4,8
Anisole and phenetole exhibits which shows,None,Tautomerism,Steroisomers,Regiosomer
Raecemic tartaric acid is optically inactive is due to,External compensation,Molecular symmetry,Internal compensation,Waldene effect
Which of the following conformation isomer of cyclohexan is most stable ?,Chaired,staggered,twisted,Boat
CH3--CH3 nad C2H5 OH are,isomers,Allotropes,Isobars,Isomorphs
IUPAC name of CH3CH=CH-C≡CH is,pent-3-en-1-yne,pent-2-en-4-yne,pent-3-yn-1-yne,pent-2-yn-1-ene
Which of the following shows metamerism ?,CH3OC3H7,CH3SC2H5,CH3OCH3,CH3OC2H5
IUPAC name of Na3[Co(ONO)6] is,Sodium hexanitritocobalt(III),Sodium hexanitrocobalt (III),Sodium hexanitriocobalt (II),Sodium cobaltnitrite
Which of the following compound exhibits stereo isomerism?,2-methyl butanoic acid,2-methylbutene-1,3-methylbutene-3,3-methylbutanoic acid
The number of possible isomers of C4H10O is,7,6,4,5
The number of possible alcholic isomer of C5H12O is,4,2,3,6
IUPAC name of CH3COCH3 is,Propanone,dimethyl ketone,2 methyl propanone,Butanone
"In the name chlorobutan-1-ol,the part an-1-ol represents",Primary suffix and secondary suffix,prefix,primary suffix,Prefix and primary suffix
Which of the following compounds having least no.of carbon atoms is optically active ?,3-methyl hexane,2-pentane,3-pentane,2-hexane
The property by which a substance has the same molecular formula but different structure is,Isomerism,Isomorphism,Polymorphism,Allotropism
Which of the following has chiral centre ?,CH3CHOHCH2CH3,CH3CH2CHOH,CH3CHOHCH3,None
The correct IUPAC name of the compound CH2=CH-C≡C-CH=CH2 is,"Hex-1,5-dien-3-yne","Hex-3 yne-en,1,5","1,5-yne-3-hexene",None
"Name the compound is: 

CH3-CH2-CH2-C=O-CH2I",1-Iodopentan-2-one,1-Iodopentanal,Iodopentan-2-one,1-Iodopentanone
"How many isomeric esters including structural, isomer and stereoisomer can be made with formula C5H10O2. If methanoic acid is 1 of 2 reactants used:",5,2,3,4
"When acetaldehyde reacts with NaOH a product is formed, that product shows:",Optical isomerism,Geometrical isomerism,Both a and b,None
Urea exhibits:,Tautomerism,Chain isomerism,Geometrical isomerism,Positional isomerism
HCN and HNC are:,Tautomers,Position isomers,Metamers,Chain isomers
