question,answer,wrong1,wrong2,wrong3
Cane sugar becomes black on treatment with concentrated sulphuric acid due to,Dehydration,Oxidation,Hydrolysis,Hydration
Ethyne on reaction with acidified potassium dichromate yields,Ethanoic acid,Oxalic acid,Acetaldehyde,Ethylene glycol
Ethane reacts with,Boiling HNO3,Chlorine when heated,Concentrated sodium hydroxide solution,Concentrated H2SO4
"When alkyl halide is reacted in the presence of sodium, alkane is formed. The reaction is",Wurtz reaction,Grignard's reaction,Reimer Tiemann's reaction,Kolbe's electrolysis
"Alkaline KMnO4 solution is treated with alkene to give a blue colourisation, the test is",Bayer's test,Grignard's test,Lucas test,Victor Mayer's test
Which is aromatic compound,CycloPentadienyl anion,Cyclohexane,Cyclobutane,Cyclopentane
Which of the following compounds cannot be synthesized by the wurtz reaction,Methane,Ethane,Butane,Hexane
Which is the best activating group,-NH2,-NHR,-OH2,-HSO4
The compound which will give only acetaldehyde on ozonolysis is,2-butene,1- butene,Ethene,Propene
Full form of LPG is,Liquefied petroleum gas,Low pressure gas,Liquefied power gas,None
The ozonolysis of the ethylene followed by the reduction by zinc dosth and water gives,Formaldehyde,Formic acid,Acetaldehyde,Acetic acid
Wax is soluble in,Benzene,Alcohol,Water,Phenol
Tetraethyl lead is,Fuel additive,Fire extinguisher,Painkiller,Antiseptic
"Metallic carbide on reaction with water gives a hydrocarbon which readily burns in oxygen and it gives tollens test, the hydrocarbon is",Ethyne,Methane,Ethane,Ethene
Nearly equal bond length of carbon-carbon in benzene is due to,SP2 hybridisation,Tautomerism,Inductive effect,Hyper conjugation
Calorific value per  -CH2 is minimum in,Cyclopropane,Cyclobutane,Cyclopentane,Cyclohexane
Which one of the following has highest octane number of 100,"2,2,4 trimethylpentane","2,2 dimethyl pentane","2,2,4 trimethylhexane",n-octane
LPG gas used for cooking purposes contain,Mixture of butane and isobutane,Methane,Propane,Mixture of propane and Ethane
Which of the following is obtained when acetylene reacts with conc.H2SO4,Ethylidene hydrogen sulphate,Mesitylene,Ethylene,Acrolein
Ozonolysis is used to locate the position of,Functional group,Double bond,Triple bond,Aromatic character
TEL is used,As petrol additive,Decrease volatility of petroleum product,For hydrogenation of oil,None
Ozonolysis of propene gives,Formaldehyde and acetaldehyde,Formic acid and formaldehyde,Acetic acid and acetaldehyde,Formic acid and acetic acid
Regular hexagon of six carbon atom with two double bonds in continuous position followed by another alternate double bond is,None of the above,Benzene nucleus,Ortho benzene nucleus,Toulene nucleus
Tetraethyl lead has,Antiknocking,Increase the cetane number,Increase the quality of oil,None of above
When is ethene reacts with water in presence of sulphuric acid CH3CH20H is form which type of reaction is this,Hydrolysis,Substitution,Acid base reaction,Addition
Which of the following form cyclic alkane,"1,4 dibromobutane","1,2 dibromoethane","1,1 diBromopropane","1,2dibromobutane"
"When NaOHreacts with Zn+2 ion, a white precipitate is formed which gets dissolved in excess of NA0H is added then in the solution zinc acts as",Anionic part,Cationic part,Both anionic and cationic part,Zinc metal is freely found
"When benzene reaction with chlorine presence of sunlight, the product is",C6H6Cl6,C6H5Cl6,C6H6Cl,CCl4
Aromatic molecules contain____π electrons,4n+2(with n an integer),4n+1(with n an integer),Unpaired,4n(with n an integer)
Which of the following undergoes elimination and substitution reaction but not addition reaction,Alkane,Alkene,Alkyne,Benzene
Which of the following compound undergoes electrophilic addition reaction,Propene,Benzaldehyde,Benzoic acid,Ethoxyethane
"A crude oil fraction, mainly contains C 11 and C 12 hydrocarbons with boiling points from 160° to 250°C it is",Kerosene,Diesel,Gasoline,Refinery gas
"A crude oil fraction, mainly contains C 11 and C 12 hydrocarbons with boiling points from 160° to 250°C it is",Kerosene,Diesel,Gasoline,Refinery gas
The crude oil containing 11 to 13 carbon is,Kerosene,Diesel,Coaltar,Petrol
Acidic hydrogen is present in,Ethyne,Ethene,Benzene,Ethane
A gas that decolourised the alk. KMNO4 solution but doesn't give precipitate with a ammonical AgNO3 solution. It is,Ethylene,Ethane,Methane,Acetylane
