question,answer,wrong1,wrong2,wrong3
".When nitrobenzene is treated with zinc dust and
ammonium chloride, we get",phenyl hydroxylamine,aniline,azoxybenzene,hydrazobenzene
Reduction of nitrobenzene in neutral media yield,phenylhydroxylamine,aniline,azobenzene,hydroazobenzene
".When aniline is treated with acetyl chloride
(CH3COCI) in presence of pyridine then which is
will be products",Acetanilide,p-Chloroaniline,Chlorobenzene,Benzaldehyde
Benzene on treating presence of aluminium chloride gives,C6H5COCH3,C6H5COOH,C6H5OH,C6H5Cl
Phenol is acidic in nature because,of resonance,of the -OH group,it contains a benzene ring,of sp2 hybridization
Reaction of phenol with a mixture of HCN in presence of AICI 3 to produce o-hydroxy benzaldehyde is called,Gattermann reaction,Reimer-Tiemann reaction,Cannizzaro reaction,Rosenmund reaction
The reaction to prepare salicyaldehyde from phenol is known as:,Reimer-Tiemann reaction,Cannizzaro's reaction,Hoffman's reaction,Schotten Baumann reaction
Alkyl cyanide on reduction with SnCl₂ and HCI produces,an aliphatic amine,An aldehyde,a nitro - alkane,an acid
When phenol is distilled with zinc dust the product,Benzene,Chlorobenzene,Benzaldehyde,Nitrobenzene
Which of the following compound does not evolve CO₂ when reacted with NaHCO3 solution:,Phenol,Salicylic acid,Benzoic acid,propanol
Phenol and propanol can be distinguish by treating them with:,aq. FeCl3,acetic acid,NaHCO3,Red litmus
.Reduction of nitrobenzene with zinc and aqueous ammonium chloride affords:,C6H5NHOH,C6H5NHNHC6H5,C6H5N = NC6H5,C6H5NH₂
Ethylamine and aniline can be best distinguish by,Coupling reaction,Acylation,Carbylamine reaction,Heisenberg's reaction
Phenol on reduction with Zn gives,Benzene,Nitrobenzene,Toulene,Aniline
Phenol when heated with chloroform in presence of KOH gives salicyaldehyde. The reaction is known as,Reimer - Tiemann reaction.,Cannizaro's reaction,Hoffman's reaction,Schotten Baumann reaction
"When nitrobenzene is reduced under alkaline condition using zinc and NaOH, the final product obtained is",hydrazobenzene,phenylhydroxyl amine,nitrosobenzene,aniline
The rxn in which benzene diazonium chloride and CuCl2/HCL is,Sandmeyer rxn,Gatterman rxn,Both,Acylation rxn
Bromination of aniline gives,"2,4,6-tribromoaniline",m-bromoaniline,0-bromoaniline,"0, P-dibromoaniline"
Carbylamine reaction is given by,a primary amine,a secondary amine,a tertiary amine,all three types of amine
The rxn between aniline and chloroform in,Carbyl amine rxn,Cannizaro rxn,Hoffman rxn,Riemer Tiemann rxn
Aniline when reacted with Bromine water gives:,"2,4,6-tribromoaniline",o-bromaniline,p-bromoaniline,m-bronianiline
When nitrobenzene is reduced in presence of Zn and aq NH4Cl what is formed,phenyl hydroxylamine,aniline,azobenzene,none
"When nitrobenzene is reacted with NH4Cl and water, the product formed is",Phenyl hydroxylamine,Nitrobenzene,Aniline,Azoxybenzene
"When CHCl3 is passed through alc. KOH containing 1° amine, what is formed",Isocyanide,Cyanide,Alcohol,Alkane
"When Nitrobenzene is reduced with LiAlH4, we get",Azobenzene,Anilline,Phenyl hydroxylamine,Hydrazobenzene
A liquid organic compound on soda lime decarboxylation gave ammonia & sodium salt of organic acid. The organic compd is,formamide,propenamide,Formaldehyde,Acetic acid
(CH3)3 C-NH2 is a,primary amine,secondary amine,tertiary amine,ammonium salt
.Reduction of nitrobenzene in presence of Zn/ NaOH and glucose gives the product:,Azoxybenzene,Azobenzene,Hydrazobenzene,Aniline
Which of the following is correct order of nucleophilic substitution reaction?,Acyl chloride > Acyl anhydride> Acyl ester > Acylamide,acyl ester > acyl acid anhydride > acyl acid amide > acyl acid chloride,Acyl anhydride > acyl chloride > acyl amide > acyl ester,Acylamide > Acyl anhydride > acyl chloride > acyl ester
Alkaline hydrolysis of urea with dil. NaOH gives:,Ammonia and sodium carbonate,Biuret and ammonia,Nitrogen and sodium carbonate,Ammonia and cyanuria acid
Acetamide reacts with NaOBr in alkaline medium to form,CH3NH2,NH3,CH3CN-,CH3CH2NH2
Which one of the following is the most basic in nature?,(CH3)2NH,NH3,CH3NH2,C6H5NH2
The compound which on reaction with aqueous nitrous acid at low temperature produces an oily nitrosoamine is,Diethyl amine,Methyl amine,Ethyl amine,Triethyl amine
What is the proper sequence of a reagent in the Hofmann's degradation reaction?,"Br2, KOH, H2O","H2O, Br2, H2O","H2O, KOH, Br2","KOH, H2O, Br2"
Which of the following is used to converts amide to amine?,Hoffman's bromide reaction,Gatterman reaction,Clemmenson reaction,Coupling reaction
All the reaction shown by Aromatic as well as Aliphatic amine are same EXCEPT.,"Both react with HNO2, to give corresponding alcohol.",Both react with CHCl3 and KOH to produce offensive odour.,Both react to produce hydrocarbon with Grignard reagent.,Both react with alkyl halides forming secondary and tertiary amines.
The sequence of reagents in Hoffman's Bromamide,"Br2, KOH, H2O","KOH, Br2, H20","Br2, H2O, KHO",Any of these
M-Bromoniline is formed by:,"Nitration, Bromination, Reduction","Reduction, Nitration, Bromination","Bromination, Reduction, Nitration","Nitration, Reduction, Bromination"
Ammonium Nitrate in hydrated form:,Entropy increases due to crystal from changes to hydrated form,Entrpy decreases,Entropy increases due to its combine crystal forms goes to random crystal form,Entropy decrease due to crystal form changes to hydrated form
The reaction of aniline with chloroform under alkaline condition reacts to the formation of,Phenyl isonitrile,Phenyl cyanide,Phenyl cynate,Phenyl isocynate
Amine have basic properties because of the presence of,alone pair of electrons on the nitrogen's atom,a hydroxyl group in such compounds,a negative charge on the hydrogen atoms attached to nitrogen,hydrogen atoms on the nitrogen atom that can easily dissociate
Which of the following amines has the highest boiling point?,Primary amine,Secondary amine,Tertiary amine,Quaternary amine
Which of the following is tertiary amine?,trimethylamine,ethylamine,dimethylamine,tetramethylamine
Which one shows carbylamine reaction?,1° amine,2° amine,3° amine,All
