question,answer,wrong1,wrong2,wrong3
The simple squamous epithelium lining the blood vessels is called:,Endothelium,Mesothelium,Pavement epithelium,"Tesselated epitheliu,"
Ciliated columnar epithelium called ependyma is present in the lining of:,Ventricles of brain,Fallopian tube,Nasal passage,Bronchioles
"Spongy or cancellous bone is present in vertebrate ribs, skull, epiphysis of long bones. They have:",Both b and c,Haversian canals,Trabeculae,Red bone marrow
Which of the following are proncipal cells of areolar connective tissue and secretes maximum amount of matrix?,Fibroblast,Macrophage,Mast,Histiocyte
To prevent blood clotting donor's blood is treated with:,Sodium citrate,Sodium glycoholate,Heparin,Sodium taurocholate
Which one is connected with connective tissue?,"Cartilage, adipose tissue and blood","Blood, bone and skin","Blood, bone and epidermis","Bone, tendon and muscle"
In adult red bone marrow is found in:,Ribs and vertebrate,"Ribs, sternum, cranium",Ribs and cranium,"Ribs, sternum, cranium and vertebrate"
Regeneration of cartilage is brought about by:,Perichondrium,Fibres,Matrix,Osteocytes
Structure absent from fresh frozen blood plasma is:,Platelets,Immunoglobin,Plasma,Albumin
Mitochondria is not found to be in:,Mature RBC,Immature RBC,Tissue,Cell
Human RBC are:,"Biconcave, plate like and non-nucleated",Nucleated and biconvex,"Round, nucleated",Oval non-nucleated
Bones contain blood cells in their:,Marrow cavity,Haversian canal,Canaliculi,None of these contain blood cells
The bone marrow is composed of:,"Adipose tissue, areolar tissue and blood vessels",Muscle fibers and adipose tissue,Areoar tissue and adipose tissue,Adipose tissue and calcified cartilage
Which of the following is not synctial?,Smooth muscle,Cardiac muscle,Skeletal muscle,Interstitial muscle
Largest smooth muscles occurs in:,Uterus of pregnant women,Urethra,Leg,Thigh
Striated muscles contract because of:,Sliding of actin rods on myosin rods,Sliding of myosin rods on actin rods,Actin rods coming close to each other,Myosin rods coming close to each other
Which of the following is present in maximum amount in muscle fibre?,Myosin,Actin,Eosin,Myogen
At the centre of Isotropic 'I' band there is a:,Z-line,H-band,Sarcomere,None
Cardiac musces are of the type:,"Long, cylindrical and branched to form a network",Myofibrils are large and distinct,"Striped, skeletal muscles","Elongated, spindle shaped with tapering ends"
During muscular contraction:,ATP is broken down,ATP is formed,GTP is broken down,None
One of the following set is necessary for muscle contraction:,Ca++ and Mg++,Na+ and Mg++,Na+ and Ca++,K+ and Mg++
Myoglobin is present in:,Red mucscle fibers,All muscle fibers,White muscle fibers,Both b and c
Sensory epithelial cells are modified:,Columnar cells,Nerve cells,Glandular cells,None
Characteristics of smooth muscle fibers are:,"Spindle-shapd, unbranched, unstriated, uninucleate and involunatry","Spindle shaped, unbranched, unstriped, multinucleate and involuntary","Cylindrical, unbranched, unstriped, multinucleate and involuntary",None
Presence of extracellular basement membrane is the pecularity of:,Epithelial tissue,Connective Tissue,Nervous Tissue,Muscular tissue
"In nerve cells, proteins are synthesized in:",Cell body,Axon,Dendron,Synapse
"In mammals, skin is connected with underlying musculature with:",Adipose connective tissue,Areolar connective tissue,White fibrous tissue,None
Debove's membrane is layer of:,Connective tissue,Muscular tissue,Epithelial tissue,All
Cells that maintain the marrow cells are called:,Osteocytes,Chondrocytes,Osteoclasts,None
Which one is the most abundant protein in the animal world?,Collagen,Trypsin,Hemoglobin,Insulin
Simple storage protein that coagulates upon heating but remains soluble in dilute but remains soluble in dilute salt solutions is correctly exemplified by:,Albumin,Globulin,Histone,Collagen
Smooth muscles occur in:,All,Vein,Artery,Uterus
Nissl's granules are made up of:,Ribosomes and RNA,DNA and proteins,Ribosomes and DNA,"RNA, DNA and proteins"
Which one of the following salt predominates in bone matrix?,Calcium phosphate,Sodium chloride,Magnesium phosphate,Calcium carbonate
Ciliated epithelium occurs in:,Ilium,Seminiferous tubules,Trachae and bronchi,Duodenum
Simple epithelium is not effective in:,Protecting the underlying tissues,Nutrition,Excretion,Secretion
Which of the following mammalian tissues is associated with filtration and diffusion?,Simple squamous,Simple columnar,Stratified squamous,Startified columnar
Cells of peritoneum comprise:,Squamous epithelium,Ciliated epithelium,Columnar epithelium,Glandular epithelium
Which of the following tissues is present at the joints between skull bones and makes them immovable?,White fibrous connective tissue,Cartilage,Ligament,Areolar
Long refractory period is present in:,Cardiac muscles,Smooth muscle,Striated muscles,None
"Which of the following tissues iis present in maximum amount, joins different tissues, forms the packing between them and helps to keep the organs in place and normal shape?",Areolar,Adipose,Tendon,Ligament
A new born baby has the cold resisting device due to:,Brown fat,Adipose fat,Fat rich in reticular tissue,None
Stria vascularis is a special epithelium present in:,Cochlea of internal ear,Retina of eye,Pinna of ear,None
Normally hematopoesis in frog occurs in:,Liver and spleen,Liver,Spleen,Bone marrow
Bipolar nerve cells are present in:,Retina,Skin tactile corpuscles,Spinal cord,Brain
Barr bodies are associated with:,Sex chromosome of female,Sex chromosome of male,Autosome of female,Autosome of male
Which is immortal?,Germ cell,Plasma cell,Brain cell,Kidney cell
Antiallergic and anti-inflammatory resposne is shown by:,Histamine,Heaprin,Serotonin,None
An anticoagulanent secreted by areolar connective tissue is?,Heparin,Histamine,Serotonin,None
Longest cell in human body is:,Nerve cell,Leg muscle cell,Bone cells,Heart muscle cells
Nissl's granules absent in:,Axon,Dendrite,Axon and dendrite,Cyton
Nissl's granules occurs in:,All,Cyton,Soma,Perikaryon
Lowest growth rate is found in:,Nervous tissue,Connective tissue,Muscular tissue,Epithelial tissue
Which one of the following is not a part of a nerve?,Axis,Node of Ranvier,Axon,Nissl's granules
Cytoplasm presnent in axon of nerve cell is called:,Axoplasm,Axolemma,Neuroplasm,Protoplasm
Nurilemma is the outer covering of:,Nerve fibre,Blood capillaries,Axon,Intestine
Multipolar neron means:,With many dendrons and one axon,With one dendron and one axon,With one dendrite and no axon,With many dendrons and no axons
Myelin sheath is present around the:,Medullated nerve fiber,Non-medullated nerve fiber,Medullated and non-medullated nerve fibers,Muscle fibers
A non-medulated nerve fiber does not have:,Nodes of Ranvir,Schwann cells,Neurilemma,Nissl's garnules
Nervous tissue consists of:,Neurons and neuroglia cells,Neurons only,Neurons and neuroplasm,Neurons and nerve fibers
Neuroglia cells are:,All,Astrocytes,Oligodendrocytes,Microglia
The efferent part of a neuron is:,Axon,Dendron,Dendrite,Cyton
The Nissl's granules of nerve cells are made up of:,Ribosomes,Proteins,DNA,Mitochondria
Communication lines in the body are:,Nerves,Muscles,Bones,Blood vessels
Which pair of structures distinguish nerve cell from other cells?,Perikaryon and dendrites,Vacuoles and fibers,Nucleus and mitochondria,Flagellum and medullary sheath
Neuroglia consists of packing cells and occurs in:,All,Brain,Spinal cord,Ganglia
The modified monocytes or macrophages of brain are:,Microglia,Meninges,Neuroglia,Schwann cells
Which of the following cells lie on a basement membrane?,Epithelial cells,Cardiac muscles,Neuroglia cells,Fibrocytes
The functional unit of a striated muscle is called:,Sarcomere,Sarcoplasm,Motor unit,Sarcoplasmic reticulum
A band contains:,Both actin and myosin,Only Actin,Only myosin,Chondrin
Intercalated disc are the characteristics feature of:,Cardiac muscle,Striated muscle,Smooth muscle,None
In cardiac muscles the cell are connected to each other by:,Intercalated disc,Myofilaments,Sarcomere,Z line
Smooth muscles are found in:,All,Urinary bladder,Alimentary canal,Trachae
Striated muscle occur in:,Limbs,Heart,Brain,Liver
Which of the following is related with muscle of contraction ?,Cori's cycle,TCA cycle,Calvin cycle,Urea cycle
Muscle fatigue is due to:,Excessive accumulation of lactic acid,Less O2,Excess of CO2,Excess Acetic Acid
Striated muscle fibers are:,"Cylindrical, striped and unbranched","Cylindrical, striped and anucleated","Cylindrical, striped and branched","Spindle, unbranched and uninucleated"
Sarcolema is membrane found over in:,Skeletal muscle fiber,Nerve fiber,Cardiac muscle,Heart
Rhythmical contraction is noticed in:,Cardiac muscle,Striped muscles,Unstriped muscles,In all the muscles
Uninucleate muscles are:,Smooth muscle,Skeletal muscles,Voluntary muscles,All
Mitochondria are more in:,Cardiac muscle,Striated muscle,Smooth muscle,All
The property of cardiac muscle are similar to:,Mixture of both striped and unstriped muscle,Striped muscle,Unstriped muscle,No other muscles
Bundles of striated muscle fiber are enclosed in:,Epimysium,Periosteum,Perimysium,Endomysium
Muscles immune to fatigue are:,Cardiac,Striped,Unstriped,Eye muscles
Contractile fibrils of muscles are called:,Myofibrils,Neurofibrils,Collagen fibers,Yellow fibers
Nissl's granules are found in:,Nerve cell,Muscle cell,Secretary cell,Glial cell
In embryonic stage RBC develops in:,Liver and spleen,Liver and pancreas,Spleen and kidney,Liver and kidney
Matrix of the connective tissue is secreted by;,Fibrocytes,Histiocytes,Mast cells,Plasma cells
Protein present in the matrix of cartilage is known as:,Chondrin,Casein,Cartilage,Ossein
Blood proteins connected with antibodies are:,Both b and c,Albumin,Gamma globulins,Immunoglobulin
The largest phagocytic cells of blood is:,Monocyte,Lymphocytes,Neutrophil,Basophil
Which of the following is not phagocytic?,Eosinophils,Neutrophils,Monocytes,Lymphocyte
Phagocytic cells of connective tissue is:,Histiocytes,Microglia,Mesengial cells,Langerhan's cells
Middle layer of heart is known as:,Myocardium,Endocardium,Pericardium,Epicardium
Muscular tissue is differentiated into:,"Unstriated, striated and cardiac","Unstriated, striated","Striated, cardiac and skeletal","Cardiac, unstriated"
Sarcomere is the distance between:,Z line to Z line,Two I-bands,Two A- bands,Two surfaces of Z-line
Presence of alternate dark and light bands in myofibrils are the characteristics of:,Striated muscle,Smooth muscle,Cardiac muscle,All
Cross striation are found in:,All,Striated muscles,Skeletal muscle,Voluntary muscle
The dark band in striated muscle fiber from which light can't pass is:,A-band,I-band,Z-band,H-band
Which of the following muscle are under voluntary nervous control?,Striated,Unstriated,Smooth muscles,Cardiac muscles
Urinary bladder contains:,Smooth muscle,Cardiac muscle,Striated muscle,All
Smooth muscle fibers are:,Uninucleated and unbranched,Multinucleated and unbranched,Uninucleated and branched,Multinucleated and branched
Source of energy for muscle contraction is:,ATP,Actin,Myosin,Actomyosin
Cardiac muscle are:,Striated but involuntary,Smooth but voluntary,Smooth and involuntary,Striated and voluntary
A syncytium muscle fibre with transverse strip is:,Striated,Smooth,Cardiac,Interstitial
Type of cartilage found in intervertebral disc and pubic symphysis is:,Fibrous cartilage,Calcified cartilage,Hyaline cartilage,Elastic cartilage
Bones are mainy formed of:,Calcium and Phosphorus,Calcium and Magnesium,Calciuma and Sulphur,Calcium and Iron
Yellow bone marrow is found especially in the medullary cavity of:,Long bones,Short bones,Spongy bones,All
The matrix of the bone is deposited in concentric rings called:,lamella,Lacunae,Epiphysis,Diaphysis
Osteocytes are present in fluid filled cavities knwon as:,Lacunae,Ossien,Lamella,Canaliculi
Ends of long bones is called:,Epiphysis,Diaphysis,Canaliculi,None
The ends of long bones contain:,Red bone marrow,Yellow bone marrow,Both,None
Resorption of bone is carried out by:,Osteoclasts,Osteoprogenitors,Osteoblasts,None
The process of formation of blood cels is known as:,Haemopoiesis,Haemoglobin,Haemolysis,Hematosis
Which of the following is atype of white blood cell?,Monocyte,Thrombocyte,Erythrocyte,Osteocyte
Cartilage receives Nutrition through:,Diffusion,Blood vessels,Lymphatic channels,None
Which is not present in the cartilage?,Canaliculi,Matrix,Fibres,Lacunae
Bone forming cells which secrete ossien protein are called:,Osteoblasts,Osteocytes,Osteoclasts,Chondroblasts
Bone cells are called:,Osteocytes,Osteoblasts,Chondrocytes,None
A dense connective tissue surrounding a cartilage is called as:,Perichondrium,Periosteum,Collagen fiber,Chondrosteum
Membrane lining the bone marrow cavity is:,Endosteum,Periosteum,Exosteum,None
Haversisan canals are found in:,Bone,Spinal cord,Brain,Cartilage
Tracheal rings are made up of which cartilage?,Hyaline cartilage,Elastic cartilage,Fibrous cartilage,Calcified cartilage
Adipose tissue stores:,Fat droplets,Protein,Carbohydrates,All
Which is not a component of areolar tissue?,Schwann cell,Fibroblast,Macrophages,Mast cell
Blubber of whale and hump of camel is made of which of the following tissue?,Adipose tissue,Areolar tissue,Epithelial tissue,Mascular tissue
Mast cells are the salient features of:,Areolar tissue,Yellow fibrous tissue,White fibrous tissue,Adipose tissue
Areolar connective tissue joins:,Integuments with muscles,Bone with bone,Fat body with muscles,Bone with muscles
Areolar connective tissue joints:,Inetgument with muscles,Bone with bone,Fat body with muscles,Bone with muscle
Mast cells secrete:,Histamine,Myoglobin,Haemoglobin,Hippurin
Adipocytes are mainly found in:,Connective tissue,Bones,Cartilage,Nerves
The connective tissue is characterized by the persence of:,Abundant matrix,No matrix,"Living material, the matrix",None
The type of fibres found in connective tissue are:,All,Collagen fibres,Yellow elastic fibres,Reticular fibres
Fibroblast cell synthesizes:,All,Collagen,Elastin,Reticulin
Ligament is the tissue which connects:,Bone to bone,Msucle to bone,Skin to muscle,None
Ends of long bones are covered with:,Cartilage,Muscles,Ligaments,Blood cells
Glass like transparent cartilage is:,Hyaline cartilage,Fibro cartilage,Calcified cartilage,Elastic cartilage
"Which is the cartilage present in trachae, larynx and bronchi?",Hyaline,Elastic,Calcified,Fibrous
Sprain is due to the excessive pulling of:,Ligament,Tendon,Muscle,Neuron
Ligaments  and tendons are formed of:,Connective tissue,Muscular tissue,Skeletal tissue,Epithelial tissue
Matrix of cartilage is secreted by:,Chondroblasts,Chondrocytes,Histiocytes,Osteoblasts
Epithelium covering in tongue and buccal cavity is:,Stratified squamous,Pseudostratified,Simple squamous,Stratified columnar
Brush bordered epithelium is found in:,Intestine,Stomach,Trachae,None
Mammary gland and sweat glands are made of:,Stratified cuboidal epithelium,Stratified columnar epithelium,Simple cuboidal epithelium,Pseudostratified epithelium
Simple cuboidal epithelium lines:,All,Thyroid follicles,PCT and DCT of kidney,Salivary and pancreatic duct
Simple epithelium forms the lining of:,Compactly packed single layer of cells,Non-cellular layer of hyaluronic acid,Actively dividing cells,Loosely arranged cells
Squmaous epithelium forms the lining of:,All,Heart,Blood vessels,Bowman's capsule
The ciliated epithelium in our body is found in:,Trachae,Ureter,Bile duct,Intestine
Cells of squamous epithelium are:,Flat plate like,Tall with elongated nuclei,Cube like,Columnar in shape
Connective tissue originates from:,Mesoderm,Ectoderm,Endoderm,Meso-endoderm
Supportive connective tissue means:,Cartilage and bone,Tendon,Ligament,Blood and lymph
Bone and muscle are connected by:,Tendon,Ligament,Both,None
Which of the following has keratinized epithelium?,Lining of buccal cavity,Lining of pharynx,Lining of blood capillaries,Lining of stomach
Epithelium lining of bronchiole/trachae is:,Pseudostratified and columnar,Columnar and cuboidal,Pseudostratified and cuboidal,Squamous and sensory
Cells of germinal epithelium are:,Cuboidal,Columnar,Squamous,Ciliated
"Vagina, mouth cavity and oesophagus contains:",Stratified squamous epithelium,Ciliated epithelium,Columnar epithelium,Simple squmaous epithelium
Ciliated epithelium is found in the lining of:,Oviduct,Stomach,Salivary glands,Bowman's capsule
Lining of stomach and intestine is formed of:,Columanr epithelium,Squamous epithelium,Cuboidal epithelium,Stratified epithelium
The branch of biology dealing with microscopic study of tissues is called:,Histology,Osteology,Dermatology,Hematology
Which of the following is a king of tissue?,Blood,Liver,Pancreas,Alimentary canal
Which tissue is related with covering and protection?,Epithelial,Connective,Muscular,Nervous
Maximum intercellular space is found in which kind of tissue?,Connective,Epithelial,Nervous,Muscular
Epithelial tissue arise from?,All,Ectoderm,Mesoderm,Endoderm
Which of the following tissue has minimum intercellular matrix?,Bone,Blood,Cartilage,Areolar tissue
Hardest tissue of the body is:,Dentine,Enamel,Ligament,Tendon
Types of cartilage found in intervertebral disc and pubic symphysis is:,Fibrous cartilage,Calcified cartilage,Hyaline cartilage,Elastic cartilage
Bones are mainly formed of,Calcium & potassium,Calcium & magenesium,Calcium & Sulpur,Calcium & iron
Type of cartilage found in Intervertebral  &  pubic symphysis is,Fibrous cartilage,Hyaline cartilage,Calcified cartilage,Elastic cartilage
Yellow bone marrow is especially found in Medullary,Long bone,Short bone,Spongy bone,All
Matrix of bone is deposited in concentric rings is called,Lamella,Lacuane,Epiphysis,Diaphysis
Osteocytes are formed in fluid filled cavities known as,Lacunae,Ossein,Lamella,Canaculli
Squamous epithelium is also called,Pavement epithelium,Germinal epithelium,Columnar epithelium,Sensory epithelium
The basic function of simple squamous epithelium is,Diffusion,Secretion,Absorption,Excretion
Lining of blood vessels is made up of,Simple squamous epithelium,Simple cuboidal epithelium,Stratified squamous epithelium,Columnar epithelium
Squamous epithelium forms the inner lining of,Lung alveoli,Kidney,Stomach,Salivary duct
Lining of trachea is made up of,Pseudostratified epithelium,Stratified epithelium,Simple squamous epithelium,Stratified cuboidal epithelium
Simple epithelium is made of,Compactly packed single layer of cells,Non-cellular of hyaluronic acid,Actively dividing cells,Loosely arranged cells
RBC's count is carried out by:,Hemocytometer,Sphygmomanometer,Barometer,Thermometer
