question,answer,wrong1,wrong2,wrong3
A certain road accident patient with an unknown blood group needs immediate blood transfusion. His one doctor friend at once offers his blood. What was the blood group of the donor?,Blood group O,Blood group AB,Blood group A,Blood group B
How do parasympathetic neural signals affect the working of the heart?,reduce both heart rate and cardiac output,both heart rate and cardiac output increase,heart rate is increased without affecting the cardiac output,heart rate decreases but cardiac output increases
If cardiac supply of vagus nerve is cut then:,Rate of heart beat increases.,Rate of heart beat decreases.,There is no change in heartbeat.,Heart stops beating.
Blood pressure increases and heart rate decreases in response to:,Increased intracranial pressure,Exercise,Haemorrage,Exposure to high altitude
Anaemia due to failure of maturation of RBC is:,Pernicious anaemia,Von Kluger's disease,Microcytic anaemia,Normocytic anaemia
Which of the following are components of animal circulatory system?,All of these.,Blood,Heart,Vessel
Tricuspid valve is present in between ———.,Right atrium and ventricle,Left atrium and ventricle,Both of these,None of these.
A cardiac pacemaker fails to function normally in a patient. A pacemaker is to be grafted into him by the doctors. The graft will likely be placed at the site of?,Sinuatrial node,Atrioventricular bundle,Purkinje system,Atrioventricular node
Fat and calcium deposition in the arteries causes a blockage called?,Atherosclerosis,Arteriosclerosis,Emphysema,Heart syndrome
What is QRST related to?,Ventricular contraction or depolarization,Auricular contraction,Auricular relaxation,Cardiac cycle
What would be the condition of people who have migrated from the planes to an area adjoining Mustang  about six months back?,have more RBCs and their haemoglobin has a lower binding affinity to O2.,are not physically fit to play games like football.,"suffer from altitude sickness with symptoms like nausea, fatigue, etc.",have the usual RBC count but their haemoglobin has a very high binding affinity to O2.
What will be the immediate effect if the chordae tendineae of the tricuspid valve of the human heart is partially non – functional due to some injury?,The flow of blood into the pulmonary artery will be reduced,The flow of blood into the aorta will be slowed down,The ‘pacemaker’ will stop working,The blood will tend to flow back into the left atrium
Which one of the following is correct?,Blood = Plasma + RBC + WBC,Serum = Blood + Fibrinogen,Lymph = Plasma + RBC + WBC,Plasma = Blood – Lymphocytes
Where does erythropoiesis start?,Red bone marrow,Liver,Spleen,Kidney
What is true about leucocytes?,These can squeeze out through the capillary walls,Their sudden fall in number is an indication of blood cancer,These are produced in the thymus,These are enucleated
What is the purpose of lymph?,return the interstitial fluid to the blood,transport oxygen to the brain,transport carbon dioxide to the lungs,return the WBCs and RBCs to the lymph nodes
"In humans, the ‘Bundle of His’ is a part of which organ?",Heart,Brain,Kidney,Pancreas
"In comparison to those of humans, how are frog erythrocytes?",Nucleated and with haemoglobin,Without nucleus but with haemoglobin,Very much smaller and fewer,Nucleated and without haemoglobin
Phagocytosis does not occur in which of the following cells?,Basophil,Monocytes,Neutrophil,Macrophage
Which of the following’s characteristics include a neurogenic heart?,Lower vertebrates,Humans,Rat,Rabbit
What accelerates heartbeats?,Sympathetic nerves and epinephrine,Cranial nerves and acetylcholine,Sympathetic nerves and acetylcholine,Cranial nerves and adrenaline
What is the condition called when the heartbeat increases?,Tachy cardia,Bradycardia,Leucopenia,Cardiac arrest
How much time does the cardiac cycle in man take?,0.8 seconds,0.5 seconds,1.0 second,1.2 seconds
What does the ‘T’ wave represent in the ECG?,diastole of auricles and ventricles,diastole of auricles,diastole of ventricles,systole of ventricles
Where are chordae tendineae found?,ventricles of heart,Joints of legs,atria of heart,ventricles of brain
What organ receives only oxygenated blood?,Pancreas,Liver,Kidney,Gills
What is the normal blood pressure in an adult?,120/80 mm Hg,80/120 mm Hg,100/80 mm Hg,100/120 mm Hg
"During fibrinolysis, which enzyme induces lysis of fibrinogen to fibrin?",Plasmin,Thrombin,Fibrin,Trypsin
Which pair of items have the same meaning?,SA node – Pacemaker,Malleus – Anvil,Leucocytes – Lymphocytes,Haemophilia – Blood cancer
What is the breakdown product of haemoglobin?,Iron,Bilirubin,Biliverdin,Calcium
