question,answer,wrong1,wrong2,wrong3
"Hydrated salt when exposed to air loses water, it is called as",Efflorescent,Deliquescent,Hygroscopic,None
An aquous solution who is pH=0 is,Acidic,Basic,Neutral,Amphoteric
Which of the following has both acidic and basic character,H2O,CO3^2-,SO3+,SO4^2-
Which of the following is strongest conjugate base,CH3COO-,NO3-,SO4-,Cl-
Fe3O4 is,Mixed,Acidic,Basic,Amphoteric
NH4NO3 acts as............. in NH3,Weak acid,Weak base,Strong base,Strong acid
Strongest acid and strongest base pair respectively are H3O+ and OH-,H3O+ and OH-,H3O+ and H2O,H2O and OH-,NH3 and NH4+
Which among the following is the strongest acid,H2SO4,HBr,HNO3,H3PO4
Which of the following is not bronsted acid,CH3COO-,NH4,H2SO4,H3PO4
Aqua regia is mixture of HNO3 and,HCL in ratio of 1:3,HCL in ratio of 3:1,Conc. H2SO4 in ratio of 1:3,Conc. H2SO4 in ratio 3:1
Lewis base is,Electron pair donor,Electron pair acceptor,Proton pair accepter,Proton pair donor
Alkali shows yellow in colour with,Methyl orange,Phenolphthalein,H2SO4,NaOH
