question,answer,wrong1,wrong2,wrong3
For perfect gas at constant pressure initial temperature is 27°C  then find final temperature if  volume of gas is doubled is........,327°C,327K,600 °C,373°C
In ideal gas joule thomas effect is,Zero,Positive,Negative,Infinity
Correct order of rate of diffusion is,CO2 >SO2 > SO3 > PCL3,SO2 >SO3 >PCL3 >CO2,SO3 >PCL3 >CO2>SO2,SO2 >CO2 > SO3 >PCL3
Sudden decrease in temperature during expansion of gas at,Inversion temperature,Critical temperature,Boyle's temperature,Neutral temperature
Real gas behaves as ideal gas at,High temperature low pressure,Low temperature low pressure,High temperature high pressure,Low temperature high pressure
"In the ideal gas equation PV = nRT, the value of gas constant depend only on:",The units of measurement,The pressure of the gas,The volume of the gas,The nature of the gas
"The initial volume is 400ml at 100°C then, find the volume at O°C",293ml,263ml,307ml,363ml
Real gas changes to ideal gas at,Boyle's temperature,Critical temperature,Charles temperature,Inversion temperature
A steel tank contains C02 at 200C and 11.0 pressure. The internal gas pressure when the tar; and its contents are heated to 1000 C will be:,13.7 atm,15.5 atm,20.7 atm,16.8 atm
Molecular velocities of two gases at the same temperature are U1 and U2. Their masses are M1 and M2 respectively. Which of the following expression is correct?,m1u1^2=m2u2^2,m1/u1^2 = m2/u2^2,m1/u1 = m2/u2,m1 u1 = m2 u2
"The rate of diffusion of a gas 'A' is 5 times that of a gas 'B', what will be the ratio of their densities?",1/25,1/5,25,5
"When 100cc of gas is heated from 100°C to 200°C, the final volume of the gas is:",126.8,120.86,195.07,197.01
A gas is heated in such a way that its volume and absolute temperature are both doubled. Then the pressure of the gas increases by:,Remains the same,2 times,4 times,6 times
The critical temperature of a substance is:,Both a and b,The temperature above which a substance can exist only as gas.,The temperature below which a gas can be liquified by application of pressure.,"The temperature of which solid, liquid and vapor state co-exist."
A gas diffuse 4 times as fast as O2. The mol. wt. of the gas is,2,4.2,8,16
Which is not a postulate of the kinetic theory of gas?,There is force of attraction between the molecules of a gas,Gases are composed of free existing molecules.,There is no influence of gravity on the gaseous molecules.,The average K.E. of the molecules depend on the temperature.
"Gas A diffuses five time faster than gas B, The ratio of the densities of gases A and B is",1/25,1/5,1/10,1/20
"For a gas, deviation from ideal behavior maximum at",-20°C and 50 atm,O°C and 1 atm,10°C and 2 atm,100°C and 2 atm
"1f 3 L of nitrogen is heated from 27°C to 45°C at constant pressure, the new volume of the gas

would be",3.18L,4.23 L,3.25L,3.45 L
"At constant temperature, when the product of pressure and volume is plotted against pressure for a given amount of a gas, the line obtained is",Linear with a positive slope,Parallel to the x-axis,Parallel to the y-axis,Linear with a negative slope
400ml of nitrogen and 600ml of helium both at NTP are mixed in a container of half a litre capacity at same temperature. The partial pressure of nitrogen in the mixture is,608 mm of Hg,Two atmosphere,912 mm Hg,380 mm of Hg
Manometer is an apparatus used to measure the,Pressure of a gas,Density of a gas,Viscosity of a gas,Surface tension of a gas
The rate of effusion of a gas is inversely proportional to the,Square root of its molecular weight,Square of its molecular weight,Square root of reciprocal of its molecular weight,Reciprocal of its molecular weight
Which of the following gases bas lowest rate diffusion?,Pentane,Hydrogen chloride,Sulphur dioxide,Carbon dioxide
The highest rate of diffusion Is found in,NH3,H2S,H20,SO2
"Assuming that initial temperature of a gas to be T1 at what temperature would the volume of the gas be doubled, If the pressure at the same time is increased from 700mm to 800mm of Hg.",(16/7)T,7T,8T,(7/8)T
According to the kinetic theory of gases,There is no intermolecular attraction,There is intermolecular attraction,Molecule occupy large Volume,The molecular lose their energy after each collision
At constant pressure the volume of a given mass of gas is,directly proportional to temperature in kelvin,inversely proportional to temperature in kelvin,independent of temperature,none
"When 10 ml of a gas is heated from 100°C to 200°C, what will be its final volume is:",126.8 ml,100 ml,120 ml,200 ml
Which of the following gas diffuses most rapidly?,NH3,NO2,CO2,O2
PV= nRT is applicable to,Both (a) and (b),Isothermal changes,Adiabatic changes,None
Which of the following diffuses at the same rate?,N2O and CO2,CO and H20,NO2 and CO,N2 and O2
"The compound A,B,C & D has 1,2,3 & 4 mole respectively, kepted is identicle vessel at same temperature. The greatest pressure is exerted by",D,A,B,C
A certain mass of gas occupies 40 litres at 760 mm Hg. What will be Its volume at 5 atm,8 lit,1 lit,2 lit,3 lit
0ne liter of a gas at O°C is heated to 100°C keeping the mass and the pressure constant. What the new volume at 100°C ?,1.37 litre,0.37 litre,2.37 litre,3.37 litre
The gas pressure in an aerosol can is 1.5 atom at 25°C. Assuming that the gas Inside obeys charles law. What would be the pressure if the can heated to 450°C?,3.6 atm,2.6 atm,4.6 atm,5.6 atm
CH4 diffuse twice as fast as Y. Molecular wt. of Y is,64,16,48,32
"Carbon, Nitrogen and Oxygen have atomic weight 12, 14, 16 respectively, Which one of the following

pairs of compound have same rate of diffusion?",C02 & N2O,N02 & C02,CO2 & NO,N2O & CO
"A balloon is filled with 1/8""' of its volume at 5°C. The minimum temperature at which the balloon

burst is:",45°C,60°C,30°C,25°C
"PC15 dissociates as PC 15⇔ PCl3+C12, If the rate of dissociation of PCIS is x and total pressure be P, the partial pressure of PC13 is:",(x/1+X)P,(2X/1 +X) P,(X/1-X)P,(X/1-2X)P
"In an experiment methane gas, diffuses at twice the rate of diffusion of x, then the molecular wt of x is:",64,32,8,4
Under isothermal condition which of the following is true?,Average KE. remain unchanged,Heart is not supplied for expansion,Process will be done quickly,volume and temperature change
Separation of  mixture of gases/ vapours on the basis of rates of diffusion is,atmolysis,elution,diffusion,osmosis
The vapour  density of x is 4 times that of y. the molecular mass of x is M1 then that value of y is,M/4,4M,M/2,M
Real gas show ideal behavior at,High temperature & low pressure,High temperature & high pressure,Low temperature & high pressure,Low temperature & low pressure
For a single molecule of gas in closed vessel,Vrms = Vav= Vmp,Vrms > Vav > Vmp,Vrms > Vmp > Vav,Vav>Vrms > Vmp
Which of the following gases do not obey Dalton's law of partial pressure?,NH3 and HCl,SO2 and O2,C02 and O2,N2 and NO2
Real gases show ideal behavior at,High temperature and low pressure,High pressure low temperature,Low temperature high pressure,Low temperature and low pressure
Helium is 4 times heavier than hydrogen. The average KE of He atom at 293 K is,NH3 + HCI,O2+03,CO + CO2,L2+02
The ratio of the rate of diffusion of hydrogen and Oxygen gas is,4/1,1/4,16/1,1/16
"A steel tank contains CO2 at 27°C and at pressure of 11 atm. The internal gas pressure when the tank

and its contents are heated to 100°C will be",13.7 atm,14 atm,15.5 atm,20.7 atm
"A gaseous mixture contains 56 gm of N2,  44gm of CO2 and 16 gm of CH4. The total pressure of the mixture is 720 mmHg The partial pressure of CH4 is",180 mmHg,360 mmHg,540 mmHg,720 mmHg
At a certain pressure volume of a gas at 27° is 200  mL. If the pressure and the temperature are  doubled its volume will be,200 ml,100 ml,400 ml,800ml
Helium atom is two times heavier than a hydrogen molecule at 298 K. the average kinetic energy helium is,Same as that of a hydrogen molecule,Two times that of a hydrogen molecule,Four times that of hydrogen molecule,Half that of a hydrogen molecule
The intermolecular space between the constituent particks in gaseous state:,is more than that in solid state,is less than that in liquid state,increases with increase in pressure,increases with decreases in temperature
An unknown gas (P) diffuses 4 times slower than hydrogen gas (H2) at the same temperature and pressure What will the molecular mass of the gas (P)?,32,64,8,28
"A balloon was filled with alr at a pressure 27 mm Hg. Calculate the change in volume of the balloon when rises to a height 2000 m, where the corresponding pressure Is 17 mm Hg, assuming temperature constant",10/17,(27/17),17/27,Can not calculated
"A gas cylinder can stand a pressure of 14.9 atm. A fire starts in the kitchen and at that time

cylinder has pressure 12 atm. and temp. 270 celsius. If the nre on cylinder most likely bursts at:",59.5°C,60 °C,50°C,49.5°C
Which is directly proportional to rate of diffusion of gas?,None of the above,Square root of density,Temperature,Atmospheric pressure
Average speed of the molecule of an ideal gas can be reduced by:,Adding more gas with temperature remaining constant,Expanding the gas into a vacuum,Expanding he gas isometrically,None of the above
The rate of diffusion of methane at a given temperature is twice that of X. The molecular weight of X is:,64,4,8,32
Volume of a gas at STP is 133mL What is the volume at 273C and 2 atmospheres.,133 ml,563 ml,126 ml,56.5
The kinetic energy of gram molecule of an ideal gas depends upon:,Temperature,Volume,Pressure,no. of moles
What is the volume of 8 gms. oxygen at 23°C at 0.5 atm pressure?,12.3 lit,11.2 lit,22.4 lit,14.6 lit
2 moles of hydrogen and 1 mole of oxygen are  mixed together. The volumn of the resulting mixture is:,33.6 L,22.4L,11.2 L,20 L
The general gas equation is:,PV=nRT,PV=RT,PV=mRT,CP-Cv=R
"In a gaseous reaction, if pressure is increased keeping temperature constant:",No. of effective molecular collision increases,Intermolecular space is increased,Activation energy of reactant molecules increases,Decrease in activation energy
What'is the pressure 1 mol of oxygen gas in 5 L of volume at 100°C?,6.25 atm,3.5 atm,1.25 atm,4 atm
Which of the following behave as ideal gas at room temperature,He,H2,CO2,N2
"The rate of diffusion of x and y is 1:5 and the diffusion of y and z is 1:6, then the ratio of  z and x is",30/1,1/6,6/1,1/30
"A pressure vessel contains a gaseous made up of 2.34 kg silane, Sil 14, and 55.4 kg argon. Determine the mole fraction of silane.",0.071,0.050,0.095,0.064
Which exists as gaseous state at NTP?,"CH3CH2CH2Cl, M.wt. 78.5","CH3CH2CH2NH2, M.wt. 59","CH3CH2CH20H, M.wt. 60","CH3CH(OH) CH(OH) CH3, M.wt. 90"
"10cm3 of CH4 and 10cm3 of C2H6 is combusted with oxygen in a cylindrical vessel where KOH

is present. Then amount Of gas absorbed is",30 cc,20 cc,10 cc,40 cc
What pressure would be required to compress 100 mol of oxygen into a 500 l container held at 100°C?,6.12 atm,12.21 atm,1.64 atm,3.76 atm
"What pressure would be required to compress 1.00mol of oxygen into a 5.00 l container held at

100°C?",6.12 atm,12.24 atm,1.64 atm,3.76 atm
"What pressure would be required to compress 1.00mol of oxygen into a 5.00 l container held at

100°C?",6.12 atm,12.24 atm,1.64 atm,3.76 atm
A container of gas is allowed to expand so that its volume triples. What would happens to temperature of the gas ?,It decrease,It stays constant,It increases,The direction of the temperature change would depend on the PV work by the expansion of the gas.
At what temperature RMS velocity of oxygen molecule is equal to that of sulphur dioxide at,150K,150 C,27C,27K
The unit of universal gas constant is,cal. degree-1 mol-1,Joule atm mol-1 degree-1,cal. meter degree-1 mol-1,joule/mol
