question,answer,wrong1,wrong2,wrong3
"If vapour density of compd. XaO is 14 , X has volume half that of oxygen.What is at wt of X",6,8,12,14
Which of the following contains smallest no of CO2 molecules?,0.1 moles,11.2 litres at NTP,22 gm,22.4 * 10^3 ml
Which of the following statements is true?,Coagulation of an egg is a chemical reaction,A mechanical mixture must be homogeous,All isotopes of an element must have same atomic masses,Eq Wt of Mg is 12g
A compound has 87.75% nitrogen & 12.25% hydrogen by weight. The empirical formula of the compound is,NH2,NH,NH3,NH4
One ml of hydrogen gas at NTP contains about,2.69 * 10^19  molecules,1 * 10^20 molecules,6 * 10^23  molecules,1.67 * 10^24  molecules
"1 gm of ordinary sample of limestone dissolves in 16.6 cc of 0.92 N HCl leaving some sandy residue. 

The percentage of pure CaCO3 in sample is",76.36 %,38.18 %,19.09%,57.27 %
Equal weight of N2 & O2 contained in separated containers with same volume and temperature have,N3 exerts more pressue than O2,equal numbers of molecules,different number of molecules,O2 exerts more pressure then N2
Equal weight of N2 & O2 contained in separated containers with same volume and temperature have,N3 exerts more pressue than O2,equal numbers of molecules,different number of molecules,O2 exerts more pressure then N2
"In CxH12 compound the value of x , when vapour density is 42 , is given by",6,10,8,12
A compound has molecular weight 78 and the emperical formula CH . The molecular formulae of which is,C6H6,C2H2,C4H4,C8H8
Which has maximum no. of atoms?,108g of Ag (108),24 g of Cl2,5.6 g of Fe (56),63g of Cu(64)
"In the reaction 2C + 2O2 ⇔ 2CO2 ,if 24 gm of carbon reacts with 96gm oxygen ,which among the following is limiting reagent?",C,O2,Both C AND O2,CO2
"An oxide of nitrogen has molecular weight 30, the total number of electron in one molecule of
the oxide is:",15,7,8,30
The numbers of molecules contained in 8 gm of oxygen is,1/4 x 6.023 x 10^23,6.02 x 10^23,6 x 10^18,12 x 10^23
A balance equation is in accordance with,law of conservation of mass,law of gaseous volume,Avogadro's law,law of constant proportion
The number of grams of oxygen required for complete combustion of one mole of butane gas is,208 gm,416 gm,13 gm,6.5 gm
The no. moles of curprous oxide in 28.66 gm of it is,0.2 mole,0.1 mole,0.3 mole,2 mole
5 gm of metal is completely converted into oxide. The weight of the oxide formed is 6.259 gm. The equivalent wt. of metal is,31.77,43.3,42.2,63.4
An oxide of a metal contain 47% by weight of oxygen if the metal has the relative atomic mass of 27 the emperical formula of the metal oxide would be,M203,M₂O,MO,MO₂
1.2 gram of gas occupies 336 mL at NTP. The molecular weight of the gas is,80,40,60,160
The no. of water molecule present in the form water weighing 0.18 g is,6.023 x 10^21,6.023 x 10^23,6.023*10^22,6.023 x 10^13
The number of mole in 1.53gm of hydrogen peroxide is,0.045 mole,0.45mole,5.20mole,0.096mole
0.4 mole of hydrogen is made to react with seven gram of chlorine. The volume of HCL gas formed at NTP will be,4.48L,2.24L,1.12L,8.96L
0.16 g of an organic compound on complete combustion produces 0.44 g of carbon dioxide. The percentage of carbon in the compound is,75,16,44,60
The number of mole in 2.0 gm of sodium hydroxide is,0.05 mole,0.25 mole,5.0 mole,2.5 mole
"The vapor density of a gas A is four times than B. If molecular mass of B is 1, then molecular mass of A is:",4,1,2,1/4
4.5 moles of ethyne contains,9 gm hydrogen,9 gm hydrogen,27 gm hydrogen,4.5 gm hydrogen
The percentage of oxygen by mass in magnesium oxide is,40%,20%,50%,60%
The volume of O2 at NTP required for combustion of 1 mole of butane is,145.61,291.21,480.61,11.21
The equivalent weight of divalent metal is 12. Find the molecular weight of the metal oxide,40,16,16,32
Molecular weight of a volatile compound is equals  to,double of the value of its vapour density,its vapour density,square of its vapour density,half of its vapour density
1 gm mole of hydrogen is burned in presence of 32 gm of oxygen. The weight of water formed will be,18 gm,27gm,09 gm,27gm
What is the atomic weight of a metal whose specific heat and equivalent weight are 0.057 and 38.21 respectively?,114.63,112.28,76.42,110.56
Which of the following methods is used for the determination of molecular weight?,Victor Meyer's method,Hydrogen displacement method,Dulong and Petit's method,Oxide formation method
What volume of carbon dioxide measured at STP will be liberated on heating one gram of calcium carbonate very strongly? (Ca= 40.0),224ml,112ml,2.24 liters,1.12 liters
The percentage of H and O in an organic compound is 6.67% and 53.33% respectively. The empirical formula of the compound is:,C2H402,CHO,C2H303,C3H6O
"The specific heat of a metal is 0.093 cal/°C, then its molecular wt. is",68.8,9.3,93,60
16 gm of Methane in complete combustion with 32 gm of Oxygen gives how many gm of water?,18 gm,36 gm,47 gm,26 gm
"The weight percent of carbon and hydrogen in an organic compound containing carbon, hydrogen and oxygen are 40.0% and 6.67 respectively. The empirical formula of the compound is",CH₂O,C2H6O,C2H40,COH4
Avogadro's hypothesis relates,volume of a gas with number of molecules,volume of a gas with its partial pressure,mass of a gas with kinetic energy of the molecules,rate of diffusion of gas with its molecular weight
"0.6 gm of a compound occupies 224 cm³ of volume at STP. It consists of 6.67% of hydrogen, 40% of carbon and rest of oxygen. What is the molecular formula of the compound?",C₂H4O₂,CH₂O,C₂H₂O,CH202
Atomic weight of an element is not necessarily a whole number because,it contains isotopes,It contains allotropic forms,"it contain electrons, protons and neutrons",atoms are no longer considered divisible
The number of millimoles of HCI contained in 100 ml. of 0.2M HCl solution is,20 millimoles,50 millimoles,100 millimoles,200 millimoles
Equal volume of all gases at same temperature and pressure has equal number of molecules is the statement of,Avogadro's law,Dalton's law,Berzelius hypothesis,Charles law
A compound having C & H has 20% hydrogen. The molecular formula of the compound is,C₂H6,C6H6,C2H4,CH4
The number of molecules in 36 mg of water is,12.04 x 10^20,12 x 10^23,6.023 x 10^23,12 x 10^21
The trivalent metal having equivalent weight 20 forms an oxide. Then find the molecular weight of that oxide.,168,56,81,60
The volume occupied by 1.008 mg of Hydrogen at STP is,11.2 cc,22.4 cc,22.4 l,11.2 l
When 8 gm of H2 and 8 gm of O2 combines amount of water formed is:,9 gm,4.5 gm,8 gm,27 gm
The mass of 22.4 litres of oxygen at NTP is nearly,32 gm,4 gm,16 gm,64 gm
In the Schotty defect,equal number of cations and anions are missing,cations are missing from the lattice sites and  occupy the interstitial sites,anions are missing and electrons are present in their place,equal number of extra cations and electrons are present in the interstitial sites
Of the following the only empirical formula is,C12H22O11,C6H6,C2H402,C6H12O6
Which has the highest mass?,5 moles of N2,50 g of Fe,0.1 g atom of Ag,10^23 atom of carbon
100 ml of gaseous hydrocarbon consumes 300 ml of oxygen for the complete combustion. The hydrocarbon is:,C2H4,C3H8,C2H2,C2H6
An atom has atomic weight 58 amu. Its density in kgm-3 is :,2.58,3.48,4.85,3.58
15 ml of hydrocarbon reacts with 45 ml of O2 to give 30ml of CO. The hydrocarbon is?,C2H4,C3H8,C4H10,C3H6
The vapour density of a compound is 22.4 at NTP. Then volume of 22.4 gm of that compound is,11.2 Ltr,22.4Ltr,44.2 Ltr,2.24 Ltr
A compound having 32 g of SO2 has no. of mole,0.5 mol,1 mol,1.5 mol,2 mol
No. of atoms in 2 gm of 24 carat gold is?,6×10^21,6×10^23,3×10^22,6×10^22
"An organic compound having vapour density 30 has 24 gm of carbon, 4 gm of Hydrogen and rest oxygen has empirical formula of;",CH2O,C2H4O2,C3H6O3,C2H4O2
The concentration of KCI is 0.2 mol/kg and the concentration of CuSO4  is 0.1 mol/kg. Then the ionic strength of the mixture of two;,0.6 mol/kg,0.1 mol/kg,0.3 mol/kg,0.1 mol/kg
Which of the following has largest number of molecules?,36 gm of H₂O,30 gm of NO,44 gm of CO₂,28 gm of CO
The value of 1 amu is equal to:,1.66 x 10^-24 GM,1.09 x 10^-21 GM,1.9924 x 10^-24 GM,1.0 GM
"The formula of metal chloride is MCI3,. It contains 20% of the metal, the atomic wt. of the metal is:",27,56,48,127
The equivalent wt. of phosphoric acid (H3PO4) in the reaction: NaOH+ H3PO4→NaH2PO4+ H2O,98,25,49,59
"""One gram molecule of a gas at N.T.P. occupies 22.4 liters"". This fact was derived from:",Avogadro's hypothesis,Dalton's theory,Berzelius hypothesis,Law of gaseous volume
An aqueous sol of glucose is 10% in strength. The volume in which 1 gm mole of it is dissolved will be:,1.8 liter,18 liter,9 liter,0.9 liter
The no. of water molecules present in a drop of water (volume= 0.0018 ml) at room temperature is,6.023 x 10^19,1.084 x 10^18,6.023 x 10^23,4.84 x 10^17
Camphor is often used in molecular mas determination because,It has a very high cryoscopic constant,It is readily available,It is volatile,It is solvent for organic substance
The equivalent mass of oxalic acid in its reaction with potassium permagnate in acidic medium is equal to its,Molar mass/2,Molar mass,Molar mass/3,Molar mass/1.5
2.2 gm of carbon dioxide at NTP occupy,1.12 Lit,22.2 Lit,2.24 Lit,11.2 Lit
Equivalent weight of KMnO4 in acidic medium,31.6,158,52.6,None
"Heamoglobin contains 0.33% of Fe. If one molecule of it contains 4 atoms of Fe, what would be its minimum molecular mass nearly:","67,000","17,000","34,000","61,000"
"An organic compound containing C, H and N gave  the following analysis: C = 40 gm, H = 3.33 gm, N= 56.64 gm . The chemical composition of the compound is:",C5H5N6,CH5N,C2H2N,C4H4N6
The vapour pressure of pure liquid A is 440 mg Hg at 27°C. It forms an equimolar ideal solution  with another liquid B (vapour pressure of B in pure form at 27°C is 44 mm Hg.) What is the vapour pressure of the resulting mixture.,242 mgHg.,484 mmHg.,440 mmHg.,44 mmHg.
All three co-relate to same phenomena:,Van't Hoff -1887 - molal concentration and gas constant,"Stanley Mulier -1940- use of methane, oxygen , hydrogen and water vapour",Abbe nollet - 1748-concentration gradient dictates,Ernest Rutherford - E=Mc^2 - use of television
Atomic weight is defined as,average of the product of isotopic mass and their relative abundances,no of electrons,sum of no. of protons and neutrons,sum of no. of electrons and protons
One gm of hydrogen contains how molecules?,3.01 x 10^23,6.023 x 10^23,6.023 x 10^26,3.02 x 10^25
If standard reference for calculating mol. wt. is taken as 1/6th of C then molecular weight of water will be,9,18,36,None
No. of Mole atom in 1 mole of Ca3(PO4)2,13,10,2,24
Relative atomic mass of carbon in Na2CO3,12,24,16,26
"Two isotopes of chlorine having atomic mass 35 & 37 are present, if four M/Z are present then calculate the mass of Cl2 in ion form",71,35,36,72
"20gm of an ideal gas SOx occupies 5.61 at NTP, what is the molecular weight of compound",80,64,100,94
"If vapour density of compound XnO is 14, X has volume half that of oxygen. What is at. wt. of X?",6,8,12,14
"In the reaction:  2H2O2 →2H2 + O2

16gm of O2 is formed in the product now much H2O2 is used in the reaction above?",34,32,42,48
"If 5.0 g of each reactant were used for the following process, the limiting reactant would be; 2KMnO4 + 5Hg2Cl2+ 16HCI→ 10HgCl2 + 2 MnCl2+ 2KCI+8H2O",Hg2Cl2,KMnO4,HCl,H2O
"2gm of nitrates of Be, Mg, Ca, Sr are heated and they give gaseous product of 1.32gm, then, nitrates is of",Ca,Be,Mg,Sr
"0.02 mole of Al is reacted with oxygen whose product is reacted with 2 mol/L of HCI, what is volume of HCI which completely reacts with it?",15 cc,20 cc,30 cc,40 cc
How many moles of H2O2 is required to decolourise 1 mole of KMnO4?,5/2,1,1/2,7/2
"If a copper bearing material weighing 40.00 gm yielded 5.00 gm of CuO, the percentage of copper (atomic mass of Cu= 63.55) in the sample is",9.99%,79.88%,12.50%,15.65%
"Magnetite and Fe3O4 can be converted into metallic iron by heating with carbon monoxide as represented by this equation.

Fe3O4(s)+4CO(g)→ 3Fe(s) + 4CO2(g)

What mass of Fe3O4 must be processed in this way to obtain 5.00 kg of iron if the process is 85% efficient ?",8.12 kg,6.90 kg,20.8 kg,24.4 kg
What mass contains 6.0 x10^22 atoms?,3.2 g of sulfur,0.6 g of carbon,3.0 g of helium,2.9 g of silicon
How many moles of CO2 are present in 220mg?,0.005 mole,5 moles,5000 moles,10 moles
Which of the following contains 6 x 10^22 atoms?,3.2 gm of S,12 gm of C,36 gm of oxygen,24 gm of Mg
"The density of gas A is four times that of gas B. If molecular weight of A is M, that of B is",M/4,2M,M/2,4M
1.3 g carbon is completely burn in excess of oxygen. The weight of CO2 formed is,11 G,32 G,22 G,44 G
The hydrocarbon containing 80% carbon and 20% Hydrogen is,Ethane,Methane,Ethyne,Ethene
