question,answer,wrong1,wrong2,wrong3
The equivalent weight of K2Cr2O7 in the acidic medium is,mol.wt / 6,mol.wt,mol.wt / 3,mol.wt / 5
pH of 500cc of 0.01N HCL is decreased by,adding 50 cc of 0.1 N HCL,Adding 50cc of 0.01 N HCL,adding 50 cc water,by adding 10 cc of 0.001 N HCL
What is the equivalent weight of KMnO4 in the following reaction? KMnO4 + H2C2O4  + H2SO$ →  MnSO4  + K2SO4 + CO2 + H2O,31.6,158,52.6,43.4
10 ml of 2.5 N NaOH is mixed with 20 ml of 1.5N HCL. The mixture is dilluted to 100 ml. What is the nature of mixture?,Acidic & 0.05 N,Acidic & 0.01 N,Neutral,Alkaline & 0.05 N
4 ml of 0.5N HCL is mixed with 1ml or 2N KOH. The pH of the resulting solution is,7,0,3.5,10
20ml 0.1 N NaOH solution is mixed with 10 ml of 0.2N HCL. Resulting pH is,7,0,Less than 7,Greater than 7
"In the following reaction 4N H2SO4 is taken, the normality of K2SO4 is given by : H2SO4 + 2KOH → K2SO4 + 2H2O",4N,2N,N,N/2
The no of millimoles of NaOH required to neutralize 10 ml of 0.1 M H2SO4 solution is:,2 MI mole,20 mil.mole,2 mole,20 mole
The indicator is chosen in titration of S.A and W.B on the basis of:,Dissociation constant,Colour,Chemical reaction,Solubility
To an acidic solution having pH 2.0 sufficient acid is added so that the pH decrease to 1.0. The increase in hydrogen ion concentration is,10 times,2 times,100 times,3 times
0.53 gram of anhydrous Na2CO3 is added to 100 ml of 0.1 M HCL. The resulting solution will be:,Neutral,Acidic,Alkaline,Acidic or alkaline
Blood is isotonic with,Normal saline solution,Saturated solution of mixture of NaCL and KCL,Saturated KCL solution,Saturated NaCL solution
The normality of solution containing 6.36gm of Na2CO3 in 600ml of it is,0.2 N,0.01 N,0.05 N,0.1 N
The normality of solution containing 5 gm of NaOH per litre is,0.125 N,40.0 N,12.5 N,1.25 N
What will be the molarity of the solution containing 5g of NOH in 250ml solution?,0.5 M,0.1 M,1 M,2 M
The molality of a 15% ( W/V ) solution of H2SO4 (density 1.1 g/cm3 ) is approximately:,1.6,1.2,1.4,1.8
The volume of water to be added to 100cm3 of  1/2  N H2SO4 to get decinormal concentration is,400cm^3,100cm^3,450cm^3,500cm^3
The amount of CuSO4.5H2O required for producing 500 cc of 0.5N solution is:,31.18 gm,61.36 gm,63.28 gm,128.12 gm
"When 100 cc of 1M H2SO4 is mixed with 20 cc of 5 M NaOH, the resulting solution is",Acidic,Slightly alkaline,Strongly alkaline,Neutral
"The concentration of the cane sugar, which is isotonic to solution containing 6 gm of urea (NH2.CONH2) in one liter is:",34.2 g/L,44.2 g/L,54.2 g/L,64.2 g/L
If 4 g of NaOH is added to 500 ml semi-normal HCL then pH of solution will be,0.52,0.72,2.50,9.50
What is the normality of NH4OH solution having density of 0.6g/ml containing 34% by weight of NH4OH?,5.8 N,0.1 N,0.4 N,4.2 N
"IF 4 g of NaOH is dissolved in water and volume is made up to 250cc, concentration in g/L will be:",16,10,12,14
One kilogram of water contains 4 g NaOH. The concentration of the solution is best expressed as:,0.1 molal,0.1 molar,Decinormal,0.1 mole
A sample of water from a well in Terai contains 0.1 gm Arsenic per litre. What is the concentration of Arsenic in ppm?,10 ppm,1 ppm,100 ppm,1000 pm
The pH of a solution containing 2g of sodium hydroxide per litre of water will be,12.7,2,10,10.7
"When 50 ml of HCL reacts with 10gm of CaCO3, normality of the solution is",4 N,2 N,5 N,1 N
"0.4 gm of NaOH is added to 10 ml of 1N HCL, the resulting solution is :",Neutral,Acidic,Alkaline,None
"10ml of 2M H2SO4 is mixed with 10 ml of H2O, 10 ml of mixture can neutralize…... Of 2N NaOH",10 ml,20 ml,5 ml,15 ml
The amount of H2SO4 present in 500ml of 2N H2SO4 is,49 grams,89 grams,33.35 grams,24.5 grams
Phenolphthalein act as the best indicator in the titration of:,(COOH)2 + NaOH,NaOH + H2SO4,FeCl3 + K2Cr2O7,HCL + NaOH
"10cc of N/2 HCL acid, 30 cc of N/10 Nitric acid and 60 cc of N/5 sulphuric acid are mixed together. What is the normality of the mixture?",N/5,N/10,N/2,N/20
50 ml of HCL solution reacts completely with 10 gms of pure CaCO3. The normality of HCL solutions is,4 N,2 N,3 N,1 N
A sample of Na2CO3.H2O weighing 0.62 gm is added to 100 ml of 0.1 N H2SO4 solution.The resulting will be,Neutral,Acidic,Alkaline,Isotonic
The indicator used in the pH range 1.5 to 3.5 is :,Methyl orange,Phenolphthalein,Litmus,Methyl red
0.53 gm of Na2CO3 is added to 10 ml of 1N HCL. The resulting mixture is:,Slightly acidic,Acidic,Basic,Neutral
You have 2.5 N and 0.625N solutions. In which proportion would you mix these solution to get 1N of 1 Litre solution?,200 ml and 800 ml,500 ml and 500 ml,800 ml and 200 ml,600 ml and 400 ml
1 molar solution of H3PO4,3 N,1 N,2 N,4 N
The amount of water that is to be added to change the strength of 100 ml HCL solution from 0.5N to 0.2 N is,150 ml,250 ml,300 ml,500 ml
Which indicator is used for pH 3.1 to 4.5?,Methyo orange,Phenolphthalein,Litmus,None
Isotonic solutions have…....,Both,Same molar concentration,Same osmotic pressure,None
Amount of H2SO4 present in 5000 cc of 1.5 N H2SO4 is:,36.74 gm,4.9 gm,49 gm,24.8 gm
What wil be the concentration of solution prepared by dissolving 50gm glucose in 200 gm water?,20% w/w,25% w/w,35% w/w,15%
The atomic weight of copper is 63.5. Its equivalent weight in the reaction 2CUSO4  + 4KI → 2CuI + 2K2SO4 + I2 is given by:,31.8,63.5,137,35
What is the normality of a solution containing 3.65 gm of HCL in 1 litre of solution?,0.1 N,1 N,0.5 N,2 N
How much water should be mixed with 10ml of 10N HCL to make it exactly decinormal?,990 ml,1000 ml,100 ml,1010 ml
The volume of water to be added to 50ml of a 4N HCL solution to obtain 1N solution is:,150 ml,200 ml,100 ml,50 ml
What is the value of pH of 0.0001 M NaOH?,10,12,11,13
18 M solution of sulphuric acid was diluted to 100 L. Find the normality of solution ( Initial volume = 1 litre ),0.36,0.09,0.18,1.8
