question,answer,wrong1,wrong2,wrong3
"In the reaction, the species which is oxidized is 

2MnO4– + H+  3C2O4 → ..... + CO2",C,Mn,H,O
"In the following reaction 

P + NaOH + H2O → PH3 + NaH2PO2",P is both oxidizing and reducing agent,P is oxidizing and NaOH is reducing agent,P is reducing and NaOH is oxidizing agent,P is oxidizing and H2O is reducing agent
Which of the following exists in only one oxidation state in most of its compound?,Potassium,Chlorine,Lead,Tin
"In the reaction which one is reduced 

Cr2O7 + H+  + I– → Cr(3+) + H2O +I2",Cr,H+,O,I–
"FeSo4 + KMnO4 + H2SO4 = Fe2(SO4)3 + K2SO4 + MnSO4 +H2O 

In the above redox reaction, which is the element that is reduced?",Mn,Fe,S,K
When ethyl alcohol is treated with acidified potassium dichromate it from acetaldehyde. It is an example of,Oxidation,Molecular rearrangement,Hydrolysis,Reduction
The strongest reducing agent is,H₂S,HNO₂,H3SO3,SnCl2
The oxidation number of Fe in K3[Fe(CN)6] is,+3,+2,+4,+1
Manganese exhibits maximum oxidation state in,KMnO4,K2MnO4,MnO2,MnO4
"In the given reaction, Zn + 2H+ → Zn(++) + H2 which of the following species is oxidised?",Zn,Zn++,H+,All of the above
In which of the following compounds does nitrogen have oxidation state –1 ?,NH2OH,NH3,N2,N2O
"In the reaction N2 + 3H2 → 2NH3, the formation of Ammonia is favoured by",Increase in pressure and decrease in temperature,Decrease in pressure and increase in temperature,Increase in pressure and increase in temperature,Remains same
A solution of SO2 in water reacts with H2S precipitating sulphur. Here SO2 acts as,An oxidizing agent,A catalyst,An acid,A reducing agent
Pick out the correct statement,Highest oxidation state of hallogen except Fluorine has oxidation state+7,NO is acidic oxide,Phenol is alcohol,CO2 is dried by passing through lime tower
Pick out the correct statement?,Cl2 bleaches by oxidation & SO2 by reduction,Sulphur is lab reducing agent,O2 has highest electronegativity,H2 is fire extinguishing gas
Which of the following act both as oxidising and reducing agent,H2SO3,H2S,H2SO4,HNO3
Which of the following statements is incorrect about bleaching?,Bleaching by SO2 is permanent,Bleaching by Cl2 is permanent,Bleaching of Cl2 is due to oxidation,Bleaching by SO2 is due to reduction
"Which one is oxidized in the following reaction ? 

2Cu2S + 302 → 2Cu20 + 2S02",S is oxidized,Cu is oxidized,Cu is reduced,S is reduced
Which of the following shows an oxidation reaction?,2NH3+ Na → 2NaNH2 + H2↑,KNO3 + H2SO4→ HNO3 + KHSO4,2NO2 + H2O → HNO2,AgNO3 + NaCl → AgCl + NaNO3
Which of the following can reduce acidified KMnO4 solution?,H2O2,PbS solution,Ozone,K2Cr2O7
In which of the following reaction oxygen is not reducing agent?,2Ca(s) + O2(g) → 2CaO(s),O3 + 02 → 02,H2O2+ O2 → H2O,None
What is the oxidation state of Cr in K2Cr2O7 ring,+6,+3,+2,–6
Which of the following is disproportionation reaction?,2H2O2 → 2H2O + O2,2Na+ Cl2 → 2NaCl,2H2 + O2 → 2H2O,N2 + 3H2 → 2NH3
Oxidation number of iron in K3[Fe(CN)6] is,+3,+6,+5,+2
Which of the following acts only as oxidising agent?,F2,H2O2,02,HCI
Highest oxidation state of oxygen is found in,OF2,P2O5,CL207,N2O
Oxidation state of K2Cr207 is,+6,+12,+3,+4
Both oxidising and reducing agent is,H2O2,Cl2,SO3,KCIO3
In the given rxn Fe2O3 + 2AI→ Al20 + Fe . Here Fe2O3 acts as,reducing,oxidising,both,none
"In the conversion, Br2 → BrO3– the oxidation state of bromine changes from",0 to +5,-1 to -1,0 to -1,0 to -5
What is the oxidation number of Mn in KMn04 ?,+7,+6,-7,+5
3Br2 + 6C03(2–) + 3H20H → 5Br– + Bro3– + 6HCO3–,Bromine is both reduced & oxidized,Bromine is oxidized & carbonate is reduced,Bromine is reduced & water is oxidized,Bromine is neither reduced nor oxidized
An explosion takes place when conc. H2SO4 is added to KMnO4.Which of the following is formed ?,Mn2O7,MnO2,MnSO4,Mn203
"Na + NH3 → NaNH2 + H2. In the given reaction,",Na is oxidized,Na is reduced,Na is both oxidized and reduced,Na remains unchanged
Oxidation no. of two Cl-atoms in bleaching powder CaOCl2 are,"+1 , -1","-1 , -1","-1 , +1","0 , -1"
Number of moles of K2Cr2O7 reduced by one mole of Sn(2+) ions is:,1/3,1/6,6,3
Which of the following is an example of redox reaction?,Production of nitrogen oxide from nitrogen and oxygen in the atmosphere,Reaction of NaOH and H2SO4,Production of lightening of ozone from oxygen in atmosphere,Evaporation of water
Oxygen has a positive oxidation state in:,F2O,H2O2,Cl20,NaOCI
Which one of the following is example of redox reaction?,Neutralization reaction,Purification of metal from its ore,Respiration,None
If a molecule is reduced it gains one or more electrons and it,Stores potential energy,Liberates potential energy,Keeps it's previous potential energy,Loses all potential energy
What is the oxidation state of central atom in oleum?,+6,+7,+5,+8
"In redox reaction, reducing agent:",Losses electrons and gets oxidized,Losses electrons and gets reduced,Gains electrons and gets reduced,Gains electrons and gets oxidized
Phosphorous is P4 + OH– → PH3 + H2PO2–,Both oxidised & reduced,Oxidised only,Reduced only,Neither oxidised nor reduced
The oxidation number of element in a compound on following rule is not correct in this respects?,Oxidation number of hydrogen is always +1,Algebric sum of all oxidation number in compound is 0,An element in free or uncombined state bears oxidation number 0,"In all compound, the oxidation number of florine is -1"
CuSO4 solution is immersed in iron vessel then,Cu is reduced,Cu is oxidised,Iron is oxidised,None
Which of the following contains at least two atoms in same oxidation states?,HCIO,HClO3,NaCN,KMnO4
"In a redox reaction, the reducing agent",Loses electrons and is oxidized,Gains electrons and is reduced,Gains electrons and is oxidized,Loses electrons and is reduced
In which of the following does oxygen have an oxidation number of -1?,H2O2,H2O,O2,F20
What is the oxidation number of chromium in the ionic compound Na2Cr2O7 ?,6,2,12,7
The oxidation state of oxygen is -1 in,H2O2,H2O,OF2,03
The oxidation number of chromium in Potassium dichromate is,+6,+4,+8,+12
S02 acts as,Both oxidising & reducing agent,Oxidising agent only,Reducing agent only,Neither oxidising nor reducing agent
