question,answer,wrong1,wrong2,wrong3
"In spontaneous reactions, the free energy of the system always",Decrease,Increases,Remain unaffecter,First increase then decrease
Hess's law deals with,Change in heat of reaction,Rate of reaction,Equilibrium of reaction,Influence of pressure on volume of a gas
Decrease in free energy of a reacting system indicates the reaction to be,Spontaneous reaction,A reversible reaction,An endothermic reaction,Primary reaction
The value of equilibrius constant for a reaction is 1 means the reaction,is one that yeilds 50% products,Proceeds to almost conpletion,Is not very favouravle to yeild producrs,DOes not occur
According to first law of thermodynamics,Energy can neither be created not be destroyed,Heat cannot be flown from colder body to hotter body,Efficiency of a heat engine can never be 100%,Entropy of universe is increasig day by day
Spontaneous reaction is impossible when,ΔS is negative and ΔH is positive,Both ΔH and ΔS are negative,Both ΔH and ΔS are positive,ΔH is negative ΔS is positive
"H,E,P and V are related as",H=E+PV,H=E+P-V,H=E-PV,H=P-EV
For endothermic reaction,ΔH is positive,Δ H is negative,ΔH = 0,None
Evaporation of water is,Endothermic change,A process in which no heat exchange occurs,A porcess accompained by chemical reaction,Exothermic change
"For a reaction to occur at all possible temperature, which of the following condition is required?",ΔH<0 ΔS>0,ΔH>0 ΔS<0,ΔH=0 ΔS>0,ΔH<0 ΔS<0
A reaction is not feasible when,ΔH = +ve ΔS=-ve,ΔH = +ve ΔS= +ve,Both ΔH and ΔS is negative,ΔH= -ve ΔS=+ve
"A vanderwaal's gas undergoes free expansion, its temperature",Falls,Rises,Same,Depends upon nature of gas
The enthalpy of heat of vapourization for water to steam at 100°C is 40.8KJ/mol. What us the change in entropy?,109 J/K/mol,891 J/K/mol,99 J/K/mol,119 J/K/mol
Entropy of reversible reaction at equilibrium is,Zero,Small positive,Small negative,None
"During condensation of water vapour, its entropy",Decreases,Increases,Remains constant,First increases and then decreases
The heat of combustion of carbon monoxide at constant volume is -833.2 KJ/mol. The heat of combustion at constant pressure at 25°C is (R= 8.31J/molK),-834.4 KJ/mol,-832 KJ/mol,+834.4 KJ/mol,± 834.4 KJ/mol
Gibb's free energy gives the measure of,useful work,Heat released,Heat absorbed,heat of combustion
"The heat of combustion of C, H2,and C6H6 are 72.11, -79 and -680 Kcal/mol. Find the heat of formation of C6H6",+10.3 kcal/mol,- 10.3 kcal/mol,+8.8 kcal/mol,-8.8 kcal/mol
Gibbs free energy (ΔG) is,Useful work,disorder,Heat,Energy
If γ=1.4 then Cp is,7R/2,5R/2,3R/2,5R/2
Which of the following isnot isothermal process?,Super heating of steam,Boiling of water,Melting of ice,Melthing of wax
"For the reaction to be spontaneous, which condition must be true?",ΔH <TΔS,ΔH = TΔS,ΔH > TΔS,ΔH = 0
"When strong acids reactus with strong base, then the heat of neutralization is",-13.7 Kcal,< -13.7  Kcal,> -13.7 Kcal,-57.55 Joule
"In thermodynamics, a process is said to be reversible when",The surrounding are always in equilibrium with system,Surrounding and system cahnge into each other,THere is no boundary between system and surrounding,The system change into surrounding spontaneously
Adsorption of gases on solid surface is generally exothermic because,free energy increases,enthalpy is positive,entropy decrease,entropy increases
In the enthalpy of vapourization for water is 186.5 KJ/mole. The entropy of its vapourization will be,0.5 kJ/Kmole,1.0 kJ/Kmole,1.5 kJ/Kmole,2.0 kJ/Kmole
In endothermic reactions the reactants,HAve less energy than the product,Have more energy than  the product,Have same energy as the product,Are at lower temperature than the products
The enthalpy change (ΔH) for the reaction N2 + 3H2 → 2 NH3(g) is -92.38 KJ at 289K. The internal energy cahnge ΔU at 298K is,-87.42 KJ,-92.38 KJ,-97.34 KJ,-89.9 KJ
"Which of the following statement is not correct for the reaction, 2H2(g) +O2 → 2H20(l) ; ΔH°298= -575KJ",Energeticall the reaction possible,The reaction is exothermic,The heat content of the product is samller than heat content of the reactants,The heat absorbed during the bond breaking process is larger than heat evolved during the bond formation process
How much energy is spent in dissociation two oxygen molecules?,4.5 * 10^5 J/mol,492 J/mol,4.2 * 10³ J/mol,4.1 * 10^4 J/mol
"Which one is correct for the reaction?
Fe2O3 + 3CO → 2Fe + 3CO2",ΔH = ΔE,ΔH =ΔE-RT,ΔH= ΔE +RT,ΔH= ΔE +2RT
Example of endothermic reaction is,Formation of supersaturated solution of common salt,Ice formation,Breakdown of glucose to ADP ar rest in liver,Oxygen intake by cells in closed circulatory system
The sum of internal energy and Pressure- Volume Energy of the system is,Enthalpy,First law of thermodynamics,Entropy,NOne of the above
Human beings,Obey both laws of thermodynamics,Decrease entropy of universe,Obey onlt the 2nd law of thermodynamics,Transfer energy from the environment only in the form of mass
For the reaction N2 + 3H2 ⇌ 2NH3 which is true,ΔE >ΔH,ΔE < ΔH,ΔE = ΔH,ΔE = RT
A normal egg is boiled then,ΔG = 0,ΔS = +ve,ΔS = -ve,ΔS = 0
Which of these is converted to useful work?,ΔG,ΔH,ΔE,ΔS
"If a gas, at constant temperature and pressure expands, then its:",Internal energy remains the same,Internalenergy decreases,Internal energy increases,Entropy increases and then decreases
Equivalent conductance increases on dilution because,dilution increases its degree of dissociation,No. of ions per gm equivalent becomes low,No of ions per unit volume increases,None
Which of the following does not affect the state of thermodynamic system?,ANy of temperature pressure or volume alone,Temperature and volume,Volume and pressure,Temperature and pressure
No heat exchange takes between system and surrounding in,Adiabatic,Isothermal,Isobaric,Isochoric
"For equilibrium reaction A+B to C+D , ΔG = -340kJ",Equilibrium constant is more than 1,Reaction is instantaneous,Change in entropy is -ve,The reaction is not feasible
"In a constant volume process, internal energy change is equal to",HEat content,Work done,Zero,Gibb's free energy
Intensive property is,Pressure,Volume,Mass,Enthalpy
"For reaction: N2(g) + 3H2(g) → 2NH3(g),  which is true for spontaneous reaction",It is spontaneous at low temperature,It is spontaneous at any temperature,It is spontaneous at high temperature,it cant be spontaneous at any temperature
The entropy for spontaneous process is always,Increases,Decreases,Keeps changing,Remain unchanged
"In adiabatic system, if work is done, the temperature must:",Decrease,Increase,Increase then decreased,Remain constant
A gas absorbed 150J of heat and does a work of 50J of expansion. What is the change in internal energy of the gas?,100J,10J,50J,150J
"In adiabatic system, if work is done the temperature mush",Decrease,Increase,Increase then decreased,Remain constant
Ethanol boils at 78.5°C. If 34.2 gm of sucrose (Mw=342) is dissolved in 200gm of ethanol ar what temperature will the solution boil? (Assume Kb=1.28c/m for the alcohol).,79.1°C,0.60°C,80.5°C,77.9°C
"In an adiabatic system, if work is done, the temperature mush..",Increase,Decrease,INcrease then decrease,Remain constant
A gas absorbs 150J of heat and does a work of 50J of expansion. What  is the cahnge in internal energy of the gas?,100,10,50,150
Evaporation of water is a spontaneous process although at,Is an endothermic reaction,Is as exothermoc reaction,is a photochemical reaction,process without heat loss or heat gain
Change is gibb's free energy is given by,ΔG = ΔH - TΔS,ΔG = ΔH +TΔS,ΔG = ΔH * TΔS,none of the above
When ΔG  of a system is zero then,The system is in equilibrium,The system is spontaneous in forward direction,The system is non-spontaneous in forward direction,none of these is true
For the reaction N2+3H2 ⇌ 2NH3. Δ H=?,ΔE- 2RT,ΔE+2RT,ΔE+RT,ΔE-3RT
The entropy for spontaneous process always,Increases,Decreases,Keeps changing,Remains unchanged
Which one is correct relation for Gibb's free energy change?,ΔG = ΔH - TΔS,ΔH = ΔG-TΔS,ΔG=ΔH+TΔS,ΔG= ΔE-SΔT
Heat involved in reaction C2H6 + (7/2)O2 → 2CO2 + 3H2) is,Heat of combustion,Heat of formation,HEat of neutralization,Heat of vapourzation
In the reaction N2+3H2 → 2NH3 at constant pressure and temperature the cahnge in enthalpy during this process is,ΔH<ΔE,ΔH=0,ΔH=ΔE,ΔH>ΔE
"Δ H and Δ S values of the reactants X Y and Zare
X : Δ H=10.5kJ ΔS=30J/K
Y : Δ H=1.08kJ ΔS=-100J/K
z : Δ H=-11.7kJ ΔS=-100J/K 
The reation will be spontaneous at 300K is",none of them,X only,Z only,Y only
"S+ 3/2O2 → SO3  ΔH = 2x
SO2+1/2O2→ SO3  ΔH=y
The heat of formation of SO2 is",2x-y,2x+y,x+y,2x-y/2
The enthalpy change (Δ H) for the reaction N2+3H2→ 2NH3(g) is -92.38 KJ at 298K. The internal change Δ U at 298K is,-87.42KJ,-92.38KJ,-97.34KJ,-89.9KJ
Heat of neutralisation of NAOH and HCl is -57.34KJ/mol then heat of ionisation of water is..........,+57.34KJ/mol,-57.34KJ/mol,-114.68 KJ/mol,+114.68 KJ/mol
In adiabatic process.,q=0,q=ΔE,PdV=0,q=w
15 gm octane is heated so as to increase the temperature of 50cm³ of water by 15 degree celcius. If the density of water is 1gm/cc and specific heat capacity of water is 4.18J/gm°C. What is the heat supplied by the gas?,3135J,3135KJ,1570KJ,31.35KJ
