question,answer,wrong1,wrong2,wrong3
Reproducing new plants by cells instead of seeds is known as,Tissue culture,Plant breeding,Organ transplant,Genetic engineering
in genetic engineering enzyme used is,Restriction endonuclease,Topoisomerase,Replicase,Ligase
Which among the following is preferred to obtain virus free plant,Shoot tip culture,Micropropagation,Root tip culture,Grafting
Mule is result of,Cross breeding,In breeding,Interspecific hybridization,Genetic engineering
What plant material is used to study mitosis,Root tips,Anther,Piece of stem,Piece of leaf
Biofertilizer are,Low cost input and do not pollute the environment,High cost input and do not pollute the environment,Low cost inpute but pollute the environment,High cost input and pollute the environment
Hybrids are often superior over the parent. This phenomenon is called,Heterosis,Emasculation,Interspecific hybridization,Insemination
Which of the following is bio fertilizer,Azolla,Tulsi,Spirogyra,Agaricus
Which of the following serves as biofertilizer,Azolla,Spirogyra,Tulsi,Agaricus
Chemical substance derived from living source that has the capacity to inhibit the growth or to destroy microbes is known as,Antibiotics,Vaccine,Toxins,Pollutant
Which one of the following is biofertilizer,Anabaena azollae,Vigna sinensis,Crorolaria juncea,Lens esculenta
Antibiotics are used as,Bacteriocide,Pesticide,Herbicide,Microbiocide
Cyanobacteria are particularly useful as biofertilizer in the field of,Rice,Wheat,Maize,Sugarcane
Small fox vaccine was discovered by,Jenner,Pasteur,Felmming,Hooke
Which one of the following is a biofertilizer,Azolla,Pteridium,Marsilea,Marchantia
Enzyme used in genetic engineering is,Restrictions endonuclease,Topoisomerase,Ligase,Replicase
What plant material is best suited for studying mitosis in laboratory,Root tips,Anther,Piece of cork,Shoot tips
Cyanobacteria are useful as biofertilizer in the field of,Rice,Wheat,Maize,Sugarcane
To obtain virus free plants which technology is preferred,Shoot tip culture,Micropropagation,Root tip culture,Grafting
The organism used in alcohol fermentation is,Saccharomyces,Agaricus,Nostoc,All of them
The undifferentiated mass of cells in tissue culture is called,Callus,Callose,Organ,Both a and b
Which one is bio fertilizer,Nostoc,Bacilli,Caccus,None
Which is correct oncogenes,Oncogenes occurs in normal cells and are triggered to cause cancer,Oncogenes occur in virus and cause cancer,Oncogenes occur in all normal cells,Oncogenes occur in cancerous cells only
In Order to obtain disease free plants through tissue culture techniques. The best method is,Meristem culture,Protoplast culture,Embryo rescue,Anther culture
Callus is,Undifferentiated mass of tissue,Fully developed tissue,A flower,A root
"In genetic engineering, the enzyme used is",Restriction endonucleas,Ligase,Topoisomerase,Replicase
Virus free culture of plant can be obtained from,Apical meristem of shoot,Root apex meristem,Pollen mother cell,Pollen grains
Fermentation is carried out by enzyme,Zyamase,Lipase,Invertase,Enlerokinase
Fermentation is carried about by,Zymase,Invertase,Amylase,Lipase
Meiosis occurs in,Pollen mother cell,Leaf tips,Shoot tips,Root tips
cybrid cross,Genome of one species and cytoplasm of different species,Genome and cytoplasm of different species,Genome of different species and cytoplasm of some species,Genome and cytoplasm of some species
Bt. Cotton is resistant to,Insects,Pesticides,Herbicides,DCMU
An animal is injected with antigens and the antibody produced is injected into human when needed. This is example of,Passive Immunity,Active immunity,Naturally acquired immunity,Artificial immunity
Human insulin is commercially produced by following genus,Escherichia,Bacillus thuringiensis,Mycobacterium,Salmonella
Datylography is the study of,Fingerprints,Impression cytology,Human race,Animal death rate
Culture media during tissue culture is best obtained from,Cocus nucifera,Cryza sativa,Zea mays,Triticum sativum
EDTA used in tissue culture  medium acts as,Buffer,Hormone,Vitamin,Nutrient
Embryo is stored in,Liquid N2,Liquid H2 tak,Liquid He,None
Penicillin discovery is due to the phenomenon of,Biological antagonism,Substrate competition,Competitive inhibition,Allosteric inhibition
Callus is,Undifferentiated Parenchymatous mass,Structure that form embryoid,Structure that form embryo,Found in sieve tube
Vaccine produced by recombinant DNA technology,2nd generation,1st generation,3rd Generation,4th generation
Azolla is mostly used as biofertilizer as it has,Cyanobacteria,Rhizobium,Fungal hyphae,Mycorhiza
Omega 3 fatty acid will be found,Salmon oil,Olive oil,Mustard oil,Sunflower oil
"In fermentation of alcohol, which enzyme is needed",Zymase,Lipase,Invertase,Amylase
Which of the following is called as genetic engineer a plant,Agrobacterium tumefaciens,E.coli,Bacillus polymyxa,Pseudomonas
Viral genome attached with bacterial genome is called as,Prophage,Bacteriophage,Virulent phage,Lysophage
VNTR's in the DNA molecules are highly useful in,DNA fingerprinting,Genetic engineering,Hybridoma technology,Autoradiography
A rich source of omega-3 fatty acid is,Salmon oil,Sunflower oil,Cod-liver oil,Olive oil
Azolla contains,Cyanobacteria,Rhizobium,Mycorrhiza,Humus
Polymerase chain reaction is used to,Make a many copies of DNA,Treat cancer,Micropropagation,Tissue culture
Who is regarded as the father of genetic engineering,Paul berg,Bateson,T.H morgan,Kar Ereky
Pieces of plant used in tissue culture is,Explant,Inplant,Stock,Scion
Pieces of plant use in tissue culture is called,Explant,Somaclone,Inoculant,Clone
Callus is,Unorganized parenchyamatous mass,Tissue that forms embryo,Somatic hybrid,Tissue that grows to form embryoid
Molecular scissors used in genetic engineering is,Restriction endonuclease,DNA polymerase,DNA ligase,Helicase
The undifferentiated mass of a cell is,Callus,Callose,Callase,Catkin
The substance obtained from living organism that inbits or kill the other organisms are,Antibiotics,Antigen,Antibody,Heptane
The enzyme used in genetic engineering for cutting DNA segment is,Restriction endonuclease,DNA polymerase,Ligase,ATPase
Which of the following is a biofertilizer,Anabaena,Azolla,Mucor,Moss
An undifferentiated mass of cell in a tissue culture is known as,Callus,Calyx,Corolla,Tissue
