question,answer,wrong1,wrong2,wrong3
"In Asteraceae, the fruit is:",Cypsela,Drupe,Berry,Carcerules
Coir is obtained from:,Fruit of Cocus nucifera,Seed of Cocus nucifera,Stem of Cocos nucifera,Leaves of Cocos nucifera
A coir of commerce is obtained from:,Mesocarp of Coconut,Endocarp of coconut,Stem of Jute,Leaves of Coconut
Fruit of Calotropis is:,Follicle,Nut,Berry,Siliqua
A false fruit is that of:,Apple,Mango,Cashewnut,Brinjal
Endocarp is stony in the fruit of:,Drupe,Berry,Pome,Pepo
Ediple part of Guava is:,Thalamus and pericarp,Mesocarp,Endocarp,None
A geocarpic fruit is:,Pea nut,Mango,Orange,Water melon
Fruit of Candytuft/Iberis is:,Silicula,Capsule,Follicle,Pome
Schizocarpic fruit has:,Trait of breaking up into single seeded parts,Fleshy pericarp,Origin from inflorescence,Origin from apocarpous pistil
Ediple part of Banana is:,Mesocarp and less developed Endocarp,Epicarp,Epicarp and mesocarp,Endocarp and less developes mesocarp
Fruits have fructose for:,Attracting animals for seed dispersal,Fruit ripening,Maturation of seeds,Nourishment of embryo
A dry indehiscent fruit is:,Caryopsis,Follicle,Capsule,Pod
Placenta and pericarp are both ediple portions in:,Tomato,Apple,Banana,Potato
A pineapple fruit develops from:,Cluster of flowers borne compactly on a common axis,Multilocular monocarpellary flower,Unilocular polycarpellary flower,Multipistillate syncarpous flower
Which one is a composite fruit?,Jack fruit,Pea,Strawberry,Calotropis
A single flower with multiple ovaries produces:,Aggregate fruit,Simple fruit,Composite fruit,False fruit
Fruit developing from spike inflorescence is:,Sorosis,Syconus,Balausta,Pepo
"Bracts, perianth and seeds are ediple parts of:",Artocarpus heterophyllus,Cocus nucifera,Mangifera indica,Argemone mexicana
Fruit developed from bicarpellary syncarpous ovary having a false septum is:,Siliqua,Achene,Capsule,Berry
"Barrie's, drupes and pomes are:",Simple succulent fruits,Aggregate fruits,Composite fruits,Simple dry fruits
An aggregate fruit is one  which develops from:,Multicarpellary apocarpous gynoecium,Multicarpellary syncarpous gynoecium,Complete inflorescence,Multicarpellary superior ovary
Nature of fruit developing from a flower depends upon the type of:,Gynoecium,Androecium,Pollination,Fertilization
Fruit of Castor (Ricinus) is:,Regma,Siliqua,Follicle,Lomentum
Juicy hair like structure observed in lemon fruit develops from:,Endocarp,Exocarp,Mesocarp,Mesocarp and endocarp
Fruit of almond is:,Drupe,Berry,Nut,Regma
Fruit developed from monocarpellary pistil is:,Legume,Capsule,Pome,Sorosis
Study of seeds is called:,Anthology,Seedology,Pomology,Spermology
Smallest and lightest seed are found in:,Orchids,Lodoiceamaldivica,Castor,Coconut
Dispersal of coconut fruit occurs by:,Water,Wind,Explosive mechanism,Animals
Censor mechanism id fruit dispersal is found in:,All,Papaver,Argemone,Aristolochia
Censor mechanism of fruit dispersal is found in:,All,Papaver,Argemone,Aristolochia
Dispersal of seed in cinchona takes place by:,Censor mechanism,Wind,Water,Animals
The seed in which dormancy can be broken by red light:,Lettuce,Pea,Gram,Castor
Proteinaceous part of maize endosperm is:,Aleurone layer,Apophysis,Peripheral layer,Scutellum
"After removal of covering in pea, the seed consists of:",Embryo,Cotyledons,Cotyledons + endosperm,Cotyledons+endosperm+pericarp
An albuminous seed showing hypogeal germination is:,Maize,Castor,Bean,Gram
Seed is:,Fertilized and developed ovule,Developed ovule,Developed ovary,Fertilized and developed ovary
"Which one is the reproductive unit having an embryo, reserve food and protective covering?",Seed,Spore,Fruit,Fruitlet
Caruncle develops from:,Outer integument,Cotyledon,Inner integument,Funiculus
The first process that occurs when the seed is placed in soil:,Imbibition,Photosynthesis,Respiration,Solubilization of food
Aleurone layer occurs in the peripheral region:,Coleoptile,Endosperm,Cotyledon,Coleorhiza
A dicot albuminous seed is:,Castor,Pea,Bean,Gram
A dicot exalbuminous seed is:,Pea,Castor,Rice,Wheat
A dicot exalbuminous seed is:,Pea,Castor,Rice,Wheat
"Seed of pea, bean and gram is:",Hypogeal and exalbuminous,Epigeal and exalbuminous,Hypogeal and albuminous,Epigeal and albuminous
Vivipary is the characteristics of:,Halophytes,Mesophytes,Xerophytes,Hygrohytes
The storage tissue of rice and other cereal grains is:,Endosperm,Embryo,Seed,Fruits
In legume food is stored in:,Cotyledons,Endosperm,Seed coat,Perisperm
Part of castor seed that yields oil is:,Endosperm,Caruncle,Nucellus,Cotyledons
Seed dispersal:,All,Avoids competition,Produce mixed population,Promotes cross pollination
"Cotton, Calotropis and Alstoniaseeds are dispersed by air as they have:",Hair,Pappus,Wings,Baloon like structure
Hair of cotton is:,Outgrowth of testa,Outgrowth of inner layer of perisperm,Constitute of aril,Formed from caruncle
