question,answer,wrong1,wrong2,wrong3
Bacteria having a tuft of flagella at one end are:,Cephalotrichous,Monotrichous,Amphitrichous,Lophotrichous
The process of Nitrogen fixation by Rhizobium leguminosarum in root nodules of legumes is known as:,Symbiotic nitrogen fixation,Abiotic Nitrogen fixation,Non-symbiotic nitrogen fixation,Autotrophic nitrogen fixation
Bacteria having tuft of flagella at both the poles are:,Lophotrichous,Amphitrichous,Atrichous,Peritrichous
E. Coli bacterium is:,Peritrichous,Monotrichous,Lophotrichous,Amphitrichous
The nitrifying bacteria that converts the ammonia to nitrates are:,Nitrosomonas and nitrobacter,Azotobacter,Rhizobium leguminosum,Thiobacillus
The bacteria having flagella distributed all over the cell wall is:,Peritrichous,Lophotrichous,Amphitrichous,Monotrichous
Bacteria which reduces the fertility of soil:,Pseudomonas,Nitrosomonas,Azotobacter,None
H2 donor in bacterial photosynthesis is:,H2S,H20,H202,H2SO4
Which bacteria are pathogenic?,Capsulated,Non-capsulated,Both a and b,None
The bacterium that causes botulism belongs to the genus:,Clostridium,Bacillus,Staphylococcus,Pseudomonas
Nitrifying bacteria are those which can convert:,Ammonia into nitrites,Atmospheric nitrogen into ammonia,Nitrites into nitrates,Nitrates into ammonia
The bacterium found in intestinal flora of human being is:,Escherichia coli,Clostridium,Rhizobium,None
