question,answer,wrong1,wrong2,wrong3
10. ONE OF THE FOLLOWING IS OHMIC CONDUCTOR,D. CuSO 4 SOLUTION,A. NEON GAS,B. JUNCTION DIOTE,C. DIODE VALVE
"11. TWO EQUAL RESISTANCE IN PARALLEL HAVE A VALUE 10 ohm, THE RESISTANCE OF EACH IS................. ohm?",A. 20,B. 40,C. 5,D. 15
12. THE RESISTANCE OF A CONDUCTOR IS 15 ohm AT 60º C AND 20 ohm AT 100ºC. THE RESISTANCE AT 40º C IS,B. 12.5 ohm,A. 1.5 )hm,C. 5.4 ohm,D. 17.5ohm
13. A GALVANOMETER OF INTERNAL RESISTANCE 10ohm NEEDS 10POWER -3 A FROM FULL SCALE DEFLECTION. THE SHUNT RESISTANCE REQUIRED FOR 1A ME  ASUREMENT IS,D. 0.01 ohm,A. 2 ohm,B. 1 ohm,C. 0.1 ohm
14. A GALVANOMETER CAN BE CONVERTED IN TO A VOLTMETER BY CONNECTING,D. A HIGH RESISTANCE IN SERIES,A. A LOW RESISTANCE IS SERIES,B. A BHIGH RESISTANCE IN PARALLEL,C. A LOW RESISTANCE IN PARALLEL
15. A BATTERY OF emf 12 V IS CONNECTED PARALLEL WITH A VOLTMETER. THE VOLTMETER READS 11V. THIS IS BECAUSE OF THE:,A. SMALL INTERNAL RESISTANCE OF BATTERY,B. HIGH ENTERNAL RESISTANCE RESISTANCE OF BATTERY,C. INTERNAL RESISTANCE OF BATTERY COMPARABLE WITH RESISTANCE OF VOLTMETER,D. INTERNAL RESISTANCE OF BATTERY EQUAL TO RESISTANCE  OF VOLTMETER
16. THE TERMINAL PD OF A CELL WHEN OPEN ckt IS:,C. 0,A. E,B. E/2,D. INFINITY
17. TO CONVERT GALVANOMETER IN TO AN AMMETER.,B. A LOWER RESISTANCE SHOULD BE CONNECTED IN PARALLEL TO THE GALVANOMETER,A. A HIGH RESISTANCE SHOULD BE CONNECTED IN PARALLEL TO THE GALVANOMETER,C. A LOWER RESISTANCE SHOULD BE CONNECTED IN SERIES WITH THE GALVANOMETER,D. A HIGH RESISTANCE SHOULD BE CONNECTER
18. IDEAL VOLTMETER HAS,D. INFINITY RESISTANCE,A. ZERO RESISTANCE,B. MAXIMUM RESISTANCE,C. MINIMUM RESISTANCE
19. A BATTERY OF emf E AND INTERNAL RESISTANCE R IS BEING CHANGED BY CURRENT I THEN THE TERMINAL POTENTIAL DIFFERENCE IS:,C. V=E+IR,A. V=E-IR,B. V=IR,D. V=E
"20. THE RADIUS OF A CONDUCTING WIRE IS DOUBLED, THEN ITS SPECIFIC RESISTANCE IS..................",C. CONSTANT,A. DOUBLE,B. BECOME 4 TIMES,D. BECOME ONE FOURTH
21. NEUTRAL TEMPERATURE OF A THERMOCOUPLE IS 320º C. THE COLD JUNCTION AT 10ºC. THE INVERSION TEMPERATURE IS,B. 630ºC,A. 320ºC,C. 640ºC,D. 650ºC
"22. DURING THE TEMPERATURE OF INVERSION, emf PRODUCED IN A THERMOCOUPLE IS:",D. MINIMUM,A. ZERO,B. MAXIMUM,C. NEGATIVE
23. THE PRODUCTION OF EMF BY MAINTAINING A DIFFERENCE OF TEMPERATURE BETWEEN THE TWO JUNCTIONS OF DISSIMILAR METALS IS CALLED,B. SEEBECK EFFECTS,A. JOULE EFFECT,C. PELTIER EFFECT,D. THOMOS EFFECT
24. AMOUNT OF ENERGY ABSORBED OR EVOLVED WHEN 1 A OF CURRENT PASSES FOR ONE SECOND THROUGH A JUNCTION OF TWO METALS IS CALLED:,A. PELTIER COEFFICIENT,B. THERMO emf,C. THOMSON COFFICIENT,D. THERMOELECTRIC POWER
25. THE NEUTRAL TEMPERATURE OF  A THERMOCOUPLE WITH ONE END AT 0ºC AND  OTHER AT T ºC IS GIVEN BY,B. -a/2b,A. -b/a,C. 2b/a,D. a/b
26. VOLTAGE IS 6V AND CURRENT IS 0.5A THEN POWER IS,D. 3W,A. 12W,B. 5W,C. 8W
27. THE RESISTOR OF RESISTANCE R AND 2R ARE CONNECTED IS SERIES IN AN ELECTRIC CIRCUIT. THE RATIO OF HEAT PRODUCTION IN 2R IS,A. 2:1,B. 4:1,C. 1:2,D. 1:4
28. THE MASS OF COPPER DEPOSITED IS 2 gm AT12V FOR 30 min IN VOLTMETER. WHAT MASS IS DISPITED AT 6 V FOR 45 MINUTES?,B. 1.5gm,A. 0.5gm,C. 3 gm,D. 4 gm
29. IN D.C CIRCUIT POWER DISSIPATED PER UNIT VOLUME IS PROPORTIONAL TO:,C. SQUARE OF ELECTRIC FIELD,A. RESISTANCE,B. CURRENT,D. ELECTRIC FIELD
29. IN D.C CIRCUIT POWER DISSIPATED PER UNIT VOLUME IS PROPORTIONAL TO:,C. SQUARE OF ELECTRIC FIELD,A. RESISTANCE,B. CURRENT,D. ELECTRIC FIELD
30. ELECTROLYSIS IS POSSIBLE IN,B. ONLY DC,A. ONLY AC,D. BOTH,D. DEPENDS ON VOLTAGE NOT AC OR DC
31. A BULB OF POWER 100W HAS A VOLTAGE SUPPLY OF 220V. WHAT IS THE RESISTANCE OF BULB?,A. 440,B. 264,C. 220,D. 115
32.IF THE STRENGTH OF THE CURRENT IS DECREASED BY 4% THE POWER OF THE BULB WILL CHANGE BY,A. 8%,B. 0.01%,C. 2%,D. NEARLY 4%
33. IF THE POWER OF A HEATER IS 1 W. 1A AMPERE OF CURRENT IS PASSED THROUGH IS. THEN FIND THE RESISTANCE,C. 1 ohm,A. 4.2 ohm,B. 4200 ohm,D. 0.1 ohm
34. FUSE WIRE SHOULD HAVE,"A. HIGH RESISTIVITY, LOW MELTING POINT",B. HIGH RESISTIVITY AND HIGH MELTING POINT,"C. LOW RESISTIVITY, AHIGH MELTING POINT",D. LOW RESISTIVITY AND METING POINT
"35. AN ELECTRON AND A PROTON ENTER A MAGNETIC FIELD PERPENDICULARLY, BOTH HAVE SAME KINETIC ENERGY. WHICH OF THE FOLLOWING STATEMENT IS TRUE?",A. TRAJECTORY OF PROTON IS LESS CURVED,B. TRAJECTORY OF ELECTRON IS LESS CURVED,C. BOTH TRAJECTORY EQUALLY CURVED,D. BOTH MOVE ON STRIGHT LINE PATH
36. VALUE OF MAGNETIC PERMEABLITY IS HIGHEST FOR,C. FERROMAGNETIC,A. PARAMEGNETIC,B. DIAMAGNETIC,D. SEMICONDUCTOR
36. VALUE OF MAGNETIC PERMEABLITY IS HIGHEST FOR,C. FERROMAGNETIC,A. PARAMEGNETIC,B. DIAMAGNETIC,D. SEMICONDUCTOR
37. WHICH IS CORRECT FOR SHOFT IRON,"B.HIGH RESISTIVITY, LOW COERCIVITY","A. HIGH RESISTIVITY, HIGH COERCIVITY","C. LOW RESISTIVITY, LOW COERCIVITY","D. HIGH COERCIVITY , LOW RESISTIVITY"
38. COFFICIENT OF SELF INDUCTANCE INDEPENDENT OF,A. NO OF TURNS OF THE COIL,B. LENGTH OF WIRE,C. DIAMETER OF WIRE,D. RESISTANCE OF CONDUCTOR
"38. IF AREA REMAIN CONSTANT, THE NO OF TURNS OF SOLENOID SHOULD BE INCREASED BY.................TO INCREASE SELF INDUCTANCE BY 4 TIMES",A. 4 TIMES,B. TWO TIMES,C. HALF,D. 16 TIMES
39. IF THE RATIO OF CHARGE OF CURRENT IN A CIRCUIT IS UNITY WHAT IS THE INDUCED EMF?,A. EQUAL TO SELF INDUCTANCE,B. DOUBLE TO SELF INDUCTANCE,C. QUADRUPLE OF SELF INDUCTANCE,D. HALF OF SELF INDUCTANCE
40. A COIL OF AREA O.O4 m SQUARE HAVING 1000 TURNS SUSPENDED PERPENDICULAR TO MAGNETIC FIELD 5X10 POWER -5 wb/m SQUARE IS ROTATED THROUGH 180º IN 0.1 sec CALCULATED emf INDUCTION.,A. 40mV,B. 20mV,C. 20V,D. 2V
41. FREQUENCY OF AC IN NEPAL IS,A. 50Hz,A. 55Hz,B. 60Hz,D. 45Hz
42. POWER IS TRANSMITTED FROM A POWERHOUSE ON HIGH VOLTAGE AC BECAUSE,B. IT IS MORE ECONOMICAL DUE TO LESS POWER WASTAGE,A. THE RATE OF TRANSMISSION IS FASTER AT HIGH VOLTAGE,C. THE LIFE OF CURRENT CARRYING WIRE IS PROLONGED,D. A PRECAUTION AGAINST THE THEFT OF TRANSMISSION LINE
43. A CHARGE PARTICLE ENTERS IN A MAGNETIC IN A MAGNETIC FIELD PREPENDICULAR TO THE MAGNETIC LINES OF FORCE. THE PATH OF PARTICLES IS,B. CIRCULAR,A. STRIGHT LINE,C. ELLIPSE,D. SPIRAL
