question,answer,wrong1,wrong2,wrong3
The first phase of cellular respiration ni an animal cell is,Glycolysis,ETS,Anaerobic,Fermentation
"In glycolysis, glucose is converted into",Pyruvic acid,Citric acid,Acetyl CoA,PEP
Net gain of ATP in glycolysis from one molecule of glucose is,2,8,4,0
Kreb's cycle is,Aerobic,Anaerobic,Anabolic,Catabolic
Oxidative breakdown of pyruvic acid into CO2 and H2O takes place through,Kreb's cycle,EMP pathway,ETS,Glyoxylate cycle
Glycolysis is,Oxidative process,Reductive process,Physical process,Biological process
Connecting link between glycolysis and Kreb's cycle is,Acetyl CoA,OAA,Cytochrome,Pyruvic acid
Starting product of Kreb's cycle is,Citric acid,Pyruvic acid,OAA,TCA
"In absence of O2, the end product of glycolysis in RBC is",Lactate,Pyruvate,Ethanol,CO2 + H2O
Amphibolic pathway of aerobic respiration is,Kreb's cycle,EMP pathway,Glycolysis,All the above
Largest amount of phosphate bond energy is produced in respiration during,Kreb's cycle,Anaerobic respiration,Fermentation by yeast,Glycolysis
Total gain of ATP in glycolysis is,10,2,4,6
Enzymes of glycolysis are found in,Cytosol,Matrix of mitochondrion,Chloroplast,Anywhere in cell
In Kreb's cycle decarboxylation occurs,Twice,Once,Thrice,Does not occur
Importance of Kreb's cycle is,Production of ATP,Production of amino acids,Production of vitamins and amino acids,To accelerate glycolysis
Number of CO2 molecules evolved in glycolysis is,0,2,3,1
Oxidation decarboxylation of pyruvic acid produces,Acetyl CoA,Citric acid,Coenzyme A,Formic acid
Acetaldehyde is intermediate product in,Lactic acid fermentation,Ethyl alcohol fermentation,Acetic acid fermentation,Glycolysis
A single turn of Kreb's cycle produces.... ATP molecules,12,11,8,17
The products of anaerobic respiration are,Ethanol and CO2,Ethanol and lactic acid,Aceticacid + Ethanol,Lactic acid and glycogen
Zymosis is also called,Fermentation,Action of zymogens,Pasteurization,Synapsis
In anaerobic respiration there is loss of how many molecules of ATP,6,3,12,1
Complete oxidation of 1 molecule of glucose yields energy sufficient to form/ Net production of ATP from complete oxidation of 1 molecule of glucose is,38 ATP,30 ATP,40 ATP,36 ATP
Kreb's cycle occurs in,Matrix of mitochondrion,Cytosole and oxysomes,Inner membrane of mitochondrion,Outer membrane of mitochondrion
One turn of Kreb's cycle produces,"1 FADH2, 3NADH and 1 ATP","1 FADH2, 1NADH and 1 ATP","1 FADH2, 2NADH and 1 ATP","2 FADH2, 2NADH and 2 ATP"
Which one releases CO2?,Alcoholic fermentation,Glycolysis,ETS,Lactic acid fermentation
Oxidation of onemolecule of Acetyl CoA in mitchondrioni can produce how many ATP through Kreb's cycle?,12,22,24,11
Anaerobic respiration after glycolysis is called,Fermentation,Oxidative phosphorylation,Kreb's cycle,Decarboxylation
More energy is stored in per unit weight of,Fat,Carbohydrate,Protein,Glucose
The arom within cytochrome molecule tha actually accepts and releases electron is,Iron,Carbon,Magnesium,Zinc
"In anaerobic respiration, value of RQ will be",Infinity,1,2,0
Anaerobic respiration in animal produces,Lactic acid and H2O,CO2 and H2O,Ethanol and CO2,Glucose and O2
Efficiency of respiration in aerobes is,45%,50%,10%,100%
RQ is,,,,
Which enzyme convert glucose into alcohol?,Zymase,Lipase,Diatase,Invertase
"When production of CO2 ismore than intake of O2, the respiratory substrate is",Organic acid,Sucrose,Glucose,Fat/protein
ETC is also called,Oxidative phosphorylation,Photooxidation,Cyclic phosphorylation,Noncyclic phosphorylation
Which can readily respire without oxygen?,Saccharomyces,Anabaena,Mushrom,Fish
RQ is measured by,Ganong;s respirometer,Auxanometer,Ganong's potometer,Darwin's potometer
Which of the following is more efficient?,Malate-aspartate shuttle,Glycerol-phosphate shuttle,Both are equally efficient,None of these
Lactic acid is formed by the process of,Fermentation,Glycolysis,HMP pathway,Kreb's cycle
Ganong's respirometer is used to demonstrate rate of respiration and,Evolution of CO2 inaerobic respiration,Evolution of O2 in photosynthesis,Evolution of CO2 in fermentation,Evolution of heat in aerobic respiration
Which of the following steps in cellular respiration make direct use of oxygen?,Electron transport,Glycolysis,Kreb's cycle,All of these
Inhibition of respiration by increasing O2 concentration is,Pasteur effect,Warburg effect,Blackman effect,Calvin effect
"On oxidation, one molecule of NADH + H+ produces",3 ATP,2 ATP,38 ATP,36 ATP
The rate of respiration increases,In high temperature,Where no light is present,In winter,In rainy season
"In prokaryotic cells, the enzymes involved in the oxidation of metabolites are associated with",Plasma membrane,Nucleoid,Endoplasmic reticulum,Ribosomes
Cytochromes are found in,Entire inner mitochondrial membrane,Cristae only,Matrix of mitochondria,Oxysomes
Last electron receptor in aerobic respiration is,O2,CO2,H2,NADH
Cytochromes are component of ETC and act as,Electron acceptor,O2 acceptor,H2 acceptor,All of these
An energy funding pathway which is resistant to cyanide is,HMP pathway,ED pathway,Kreb' cycle,Glycolysis
Sequence of cytochrome is,"Cyt b,c,a,a3","Cyt a,b,c,a3","Cyt b,a,a3,c","Cyt b,c,a3,a"
Cytochrome oxidase is related with,Cyt a3,Cyt a,Cyt c1,Cyt c
In fermentation,Energy is liberated,Energy is consumed,Energy is stored,Energy is neither liberated nor consumed
Hexose monophosphate shunt occurs in,Cytoplasm,Mitochondria,Both a and b,None of these
Injury leads to........... in respiration,Increase,Decrease,Remain constant,Increase or decrease
"In hexose monophosphate shunt, the number of CO2 molecules evolved is",More than glycolysis,Same as in glycolysis,Less than glycolysis,Much lesser than glycolysis
Mitochondria supply most of the biologica lenergy by,Oxidizing substrate of TCA cycle,Breaking down of sugar,Reducing NADP,Bresking down of protein
How many oxygen molecules are used in glycolysis of one molecule of glucose?,0,1/2,1,2
"When respiratory substrate is fat, respiration is called",Floating respiration,Protoplasmic respiration,Cellular respiration,Dark respiration
The rate of respiration on placing the leave in a sugary solution,Increases rapidly,Increases steadily,Remains unchanged,Decreases rapidly
"The overallgoal of glycolysis, Kreb's cycle and electron transport ssytem is the formation of",ATP in small stepwise units,Sugars,Nucleic acids,ATP in one large oxidation reaction
Cellular respiration is absent in,RBC,Mitochondria,Golgi bodies,Blue green algae
Most of the reactions of glycolysis require the presence of,Mg++,Mn++,K+,Ca++
Each reaction in cellular respiration requires,Enzyme,ATP,FAD,NAD
The universal hydrogen acceptor is,NAD,FAD,ATP,CoA
