question,answer,wrong1,wrong2,wrong3
Carbon dioxide is fixed in,Dark reaction,Light reaction,Aerobic respiration,Anaerobic respiration
Calvin discovered,Dark reactions of photosynthesis,Light reactions of photoynthesis,EMP,Krebs cycle
Te first carbon dioxide acceptor in C4 plants is,Phosphoenol pyruvate,"Ribulose 1,5-biphosphate",Oxaloacetic acid,Phosphoglyceric acid
"In C4 plants, chloroplasts are also found in",Bundle sheath cells,Spongy parenchyma,Epidermal cells,Guard cells
How many turns of Calvin cycle are required to produce one molecule of glucose?,6,2,4,8
The first stable product of C3 cycle is,Phosphoglyceric acid,Phosphoenol pyruvate,"Ribulose 1,5-biphosphate",Oxaloacetic acid
C4 pathway of CO2 fixation was discovered by,Hatch and Slack,Blackman,Emerson and Arnold,Arnon
Release of CO2 in photorespiration occurs in,Mitocholdria,Chloroplast,Peroxisome,Ribosome
Which one is most efficient converter of sunlight?,Sugarcane,Rice,Wheat,Papaya
The first product of CO2 fixation in C4 plants is,Oxalo-acetate,Phosphoglyceric acid,Malic acid,Phosphoenol pyruvate
The first reaction in photorespiration is,Oxygenation,Reduction,Phosphorylation,Solarization
Photorespiration is characteristic of,C3 plants,C4 plants,CAM plants,All the above
Which one is a C4 plant?,Maize,Papaya,Pea,Potato
Which one is a C4 plant?,All the above,Maize,Sugarcane,Sorghum
Enzyme required in early CO2 fixation in C4 cycle is,PEP carboxylase,RuBP carboxylase,RuBP oxygenase,PGA dehydrogenase
The C4 plants are different from the C3 plants with reference to the,The substance that accepts CO2 in carbon assimilation,Types of end product of photosynthesis,The number of NADPH that are consumed in preparing sugar,Types of pigments involved in photosynthesis
The C4 plants are different from the C3 plants with reference to the,All the above,First product,Substrate which accepts CO2,Number of ATP molecule consumed
In C4 pathway initial CO2 fixation occurs in chloroplasts of,Mesophyll cell,Guard cell,Bundle sheath cell,All of the above
Number of Cell organelles involved in photorespiration is,Three,One,Two,Four
Photorespiration occurs in,All the above,Mitochondria,Peroxisomes,Chloroplast
Which of the following have high compensation point?,C3 plants,C2 plants,C4 plants,Alpine herbs
"In C4 plants, Calvin cycle operates in",Stroma of bundle sheath chloroplasts,grana of bundle sheath chloroplasts,Grana of mesophyll chloroplasts,Stroma of mesopyll chloroplasts
First stable compound of photorespiration is,Glycolate,Phosphoglyceric acid,Serine,Glycine
Which one results in energy wastage?,Photorespiration,Photosynthesis,Dark respiration,Glycolysis
The first reaction in photorespiration is,Oxygenation,Reduction,Photophorylation,Solarization
Rate of photosynthesis is independent of,Duration of light,Intensity of light,Quality of light,Temperature
Limiting factor for photosynthesis in normal condition is,CO2,Ligt,O2,Chlorophyll
Quants required for assimiltion of one molecule of CO2 or liberation of the molecule of oxygen are,8,16,4,2
C4 plants have higher net photosynthetic rate as they have,No photorespiration,PEP as CO2 acceptor,Kraz anatomy,Photosynthesis even at low light intensity
Red drop occurs in wavelength of,780 nm,492 nm,535 nm,586 nm
The law of limiting factors for photosynthesis was given by,Blackman,R. Hill,Calvin,Krebs
The number of light quats required for evolution of onemolecule of oxygen is called,Quantum yield,Oxygen yield,Photosynthetic yield,Organic yield
Moll's experiment shows,Co2 is essential for photosynthesis,Unequal transpiration from two surfaces of leaf,Relation between transpiration and absorption,Chlorophyll is essential for photosynthesis
Red drop is,Drop in photosynthetic yield,Drop in oxygen yield,Drop in quantum yield,Drop in organic yield
At compensation point,Rate of photosynthesis is equal to rate of respiration,Rate of photosynthesis is greater than rate of respiration,Rate of photosynthesis is less than rate of respiration,Process of photosynthesos stops
Food is translocated to different part of plant through,Phloem,Xylem,Pith,Cortex
Food is translocated to different part of plant through,Sieve tube,Tracheids,Xylem vessels,Latex ducts
RUBISCO content of chloroplast is,16%,20%,5%,11%
Factor which is not normally limiting factor in photosynthesis is,Water,Light,Chlorophyll,CO2
Factor which is not normally limiting factor in photosynthesis is,Chlorophyll,O2,CO2,Light
At high oxygen concerntration the rate of photosynthesis decreases due to,Warburg effect,Pasteur effect,Emerson effect,Richmond Lang effect
