question,answer,wrong1,wrong2,wrong3
Root pressure develops due to ?,Active absorption,Passive absorption,Increase in transpiration,Low osmotic pressure in soil
A column of water within xylem vessels of tall trees does not break under its weight because of ?,Tensile strength of water,Liginification of xylem vessels,Positive root pressure,Dissolve sugars in water
In a ring girdled plant ?,The root dies first,The shoot and root die together,Neither root nor shoot will die,The shoot dies first
Transpiration and root pressure cause water to rise in plants by ?,"Pulling and Pushing it, respectively",Pushing it upward,"Pushing and Pulling it, respectively",Pulling it upward
Which one give a valid and recent explanation for stomatal movement ?,Potassium influx and efflux,Starch hydrolysis,Guard cell photosynthesis,Transpiration
"In land plants, guard cells differ from other epidermal cells in having ?",Chloroplasts,Cytoskeleton,Mitochondria,Endoplasmic reticulum
Guttation is result of ?,Root pressure,Diffusion,Transpiration,Osmosis
The translocation of organic solutes in sieve tube members is supported by ?,P-proteins,Cytoplasmic steaming,Root transpiration and transpiration pull,Mass flow involving a carrier and ATP
Stomata of plant open due to ?,Influx of K^+ions,Efflux of K^+ions,Influx of H6+ions,Influx of Ca^++ions
Main function of lenticel is ?,Gaseous exchange,Transpiration,Guttation,Bleeding
Opening and closing of stomata is due to the ?,Change in turgor pressure of guard cells,Hormonal changes,Gaseous exchange,Respiration
Passive absorption of minerals depend on ?,Temperature,Temperature and metabolic inhibitor,Metabolic inhibitor,Humidity
Glycolate induces the opening of stomata in ?,Low Co2 concentration,Presence of oxygen,High Co2,Co2 absent
Loading of phelom is related to ?,Increase of sugar in phelom,Elongation of phelom cell,Sepration of phelom parenchyma,Strengthening of phelom fiber
"In soil, water avaliable for plants is ?",Capillary water,Gravitational water,Chemically bound water,Hygroscopic water
The water potential and osmotic potential of pure water are ?,0 and 0,100 and 200,0 and 100,100 and 0
"The movement of water, from one cell of cortex to adjacent one in roots, is due to ?",Water potential gradient,Accumulation of inorganic salts in the cells,Accumulation of organic compounds in the cells,Chemical potential gradient
Water movement between cells is due to ?,D.P.D,T.P,W.P,Incipent plasmolysis
Minerals absorbed by root move to the leaf through ?,Xylem,Phloem,Sieve tubes,None
Water potential is eual to ?,Ψs+Ψp,Ψs+O.P,Ψs=T.P,Ψp+Ψw
Which is essential for growth of root tip ?,Ca,Zn,Fe,Mn
In which of the following all 3 are macronutrients ?,"Nitrogen,Nickel,Phosphorus","Molybdenum, Magnesium,Manganese","Boron,Zinc,Manganese","Iron,Copper,molybedenum"
"During biological nitrogen fixation,inactivation of nitrogenase by oxygen poisoning by oxygen poisoning is prevented by ?",Leghemoglobin,Carotene,Cytochromes,Xanthophyll
Deficiency symptoms of nitrogen and potassium are visible first in ?,Senescent leaves,Young leaves,Roots,Buds
Which of the following element is constituent of biotin ?,Sulphur,Magnesium,Calcium,Phosphorus
Best defined function of manganese is ?,Photolysis of water,Calcium cycle,Nitrogen fixation,Water absorption
Which one of the following helps in absorption of phosphorus form soil by plants ?,Glomus,Rhizobium,Frankia,Anabaena
Which one of the following is not a micronutient ?,Magnesium,Molybdenum,Zinc,Boron
Sulphur is an important nutrient for optimum growth and productivity in ?,Oilseeds crops,Pulse crops,Cereals,Fibre crops
Some leaves are removed from sream cuttings planted for vegetative proaogation.This is done ?,To reduce water loss,To increase water uptake,Because it helps in rooting of cuttings,Because the cuttings need less found
Soil formed after leaching and rich in Al and Fe is ?,Lateral,Alluvial,Pedsoil,None of these
Which of the events is more rapid ?,Suction of water and minerals due to transpiration pull.,Cyclosis of cell cytoplasm,Sugar transport in phelom,Distribution of hormones from one part to other
"Root cap has no function in water absorption,because ?",It has no root hair,Its vascular system is not directly connected,Its cells are loosely placed,It has cells without chloroplast
In process of osmosis ?,Only cell membrane acts as a single layer.,Both protoplasm and cell wall acts as a single layer.,Only protoplast acts as a single layer.,None of the above
Which plant is used for demonstrating plasmolysis in the laboratory ?,Tradescantia,Tropeolum,Inpatiensebalsemia,All of above
Which one of the following has more imbibition power ?,Protein,Cellulose,Hemicellulose,Fat
Which of the following would be in Insiginficant amount in Xylem sap ?,Sugar,Nitrates,Phosphates,Water
Bordered pits relating with water uptake located in ?,Treachery elements,cortex,Endodermis,Vessel elements (Xylem duct)
Most of the water flow in root takes place via tje apoplast because ?,Cortical cells are loosely arranged,Cortical cells are living cells,Cortical cells are thin walled cells,all of the above
