question,answer,wrong1,wrong2,wrong3
The least number of carbon atoms in alkane forming stuctural isomers is,4,1,2,3
The property by which a substance has the same molecular formula but different structure is,Isomerism,Isomorphism,Polymorphism,Allotropism
The no. of dichlorinated isomers that can be formed by halogenations of CH3CH2CH3 is,5,2,3,4
1-Bromobutane and 2-Bromobutane are isomers,Positional,Functional,Chain,Optical
The compound n-butyl alcohol and isobutyl alcohol are,Chain isomers,Position isomers,Metamers,Tautomers
n-propyl alcohol and isopropyl alcohols are examples of,Position isomerism,Chain isomerism,Tautomerism,Geometrical isomerism
The number of isomeric aldehydes and ketones with formula C5H10O are,7,6,5,8
Tautomerism is also called,All of the above,Desmotropism,Allelotropism,Kryptotropism
The type of isomerism shown by nitromethane is,Tautomerism,Metamerism,Optical isomerism,Position isomerism
Which of the following class of compounds cannot show metamerism ?,Nitriles,Ethers,Ketones,2° Amines
HCN and HNC are,Tautomers,Positional isomers,Metamers,Chain isomers
Cyanides and isocyanides are isomers of the type,Functional isomers,Position isomers,Tautomers,None of these
The total number of possible isomeric trimethylbenzene is,3,2,4,6
,4,6,8,7
"Of the five isomeric hexanes, the isomer which can give two monochlorinated compounds is","2,3-Dimethylbutane",n-Hexane,"2,2-Dimethylbutane",2-Methylpentane
Only two isomeric monochloro derivatives are possible for,n-Butane,"2,4-Dimethylpentane",Benzene,Neopentane
The total number of isomeric carbocations possible for the formula \(C4H9^{+}\) is,4,3,2,5
"Including cyclic structures, how many structural isomers are possible for the formula C4H8 ?",5,3,2,4
The total number of structural isomers possible for structure C3H6 are,2,1,3,4
The compound n-butyl alcohol and isobutyl alcohol are,Chain isomers,Position isomers,Metamers,Tautomers
One among the following pairs of compound is not a pair of isomers,(CH3)2CHCH2CH3 ; CH3CH2CH(CH3)2,(CH3)2CHOC2H5 ; CH3(CH2)2OC2H5,CH3CH3CO2H ; CH3COOCH3,CH3CH2NO2 ; CH2(NH2)COOH
The number of isomeric aldehydes and ketones with formula C5H10O are,7,6,5,8
Which of the following is not an isomer of butanal ?,2-Butanol,2-Butanone,2-Methylpropanal,But-2-en-1-ol
Monocarboxylic acids are isomeric with,Esters,Aldehydes,Ketones,Alcohols
Which of the following is not an isomer of CH3CH2CH2CH2OH ?,CH3CH(CHO)CH3,(CH3CH2)2O,CH3OCH2CH2CH3,CH3CH(OH)CH2CH3
Which of the following isomerism is shown by ethyl acetoacetate ?,Keto-enol isomerism,Enantiomerism,Geometrical isomerism,Diastereoisomerism
Which of the following statement is incorrect ?,Homologues cannot be isomers but isomers can be homologues,Isomers cannot be homologues,The number of paired and unpaired electrons in various resonating forms is equal,Tautomers differ in atomic as well as electronic arrangements
Which of the following contains secondary butyl and tertiary butyl group ?,,,,
Geometrical Isomerism is exhibited by,All of the above,> C=C <,> C=N –,– N=N –
Which of the following will show geometrical isomerism ?,"1,2-Dibromobut-1-ene",1-Butene,Propene,Isopropylene
Which of the following molecule can exhibit conformational isomers ?,All,CH3OH,H2O2,NH2–NH2
Which of the following is the correct order of stability of different conformations of butane ?,Staggered > Gauche > Partially eclipsed > Fully eclipsed,Gauche > Staggered > Partially eclipsed > Fully eclipsed,Staggered > Fully eclipsed > Partially eclipsed > Gauche,None
An alkane forms isomers if the least number of carbon atoms is,2,1,3,4
Which among the following is likely to show geometrical isomerism ?,CH3CH = N - OH,CH3CH = CH2,CH3C(Cl) = C(CH3)2,CH2 = CH – CH = CCl2
The E-isomer from amongst the following is,,,,
One amang the following will not show geometrical isomerism,,,,CH3CH=CHCH2CH3
Geometrical isomerism is caused by,Restricted rotation about C = C,Different groups attached to the same functional group,Swing of H atoms between two polyvalent atoms,Presence of an asymmetric cacbon atom
The lowest alkene which can exhibit geometrical isomerism vane,Propene,Ethene,1-Butene,2-Butene
,Boiling points,Chlorinated products,Brominated products,Reaction with H2/Ni
"The number of geometrical isomers in case of 

CH3 - CH = CH - CH = CH - C2H5 is",4,3,2,5
,Only (i) and (iii),Only (i),Only (iii),Both (i) and (iv)
,both A and B are correct,trans form,Z isomer,Neither A nor B is correct
,2,3,4,1
Geometrical Isomerism is possible in,Acetophenone-oxime,Acetone-oxime,Isobutene,Benzophenone-oxime
The cis-2-butene and trans-2-butene can be distinguished on the basis of,Their addition product with bromine,Their optical properties,Their reduction products,The products of ozonolysis
The number of isomers for the compound with molecular formula C2BrClFI is,6,3,4,5
,a trans-isomer,a cis-isomer,a racemic mixture,None
Which of the following compounds exhibit geometrical isomerism ?,"2,3-Dimethyl-2-butene",2-Methyl-1-pentene,2-Methyl-2-pentene,2-Hexene
Geometrical isomerism will be exhibited by,2-Pentene,1-Pentene,3-Methyl-1-butene,All of these compounds
Which one of the following can exhibit cis–trans isomerism ?,CICH=CHCI,CH3CH(Cl)COOH,H - C ≡ C - Cl,CI2CH-CH2CI
Which of the following exhibit geometrical Isomerism ?,CH3CH = CBrI,CH2 = CBrI,CH3CH = CCl2,(CH3)2C = CClBr
Which of the following has zero dipole moment ?,trans-2-butene,cis-2-butene,1-butene,2-methyl-1-propene
The most stable conformation of n-butane is,Staggered-anti,Skew boat,Eclipsed,Gauche
Which of the following compounds will exhibit geometrical isomerism ?,2-Butene,2-Butyne,2-Butanol,Butanal
cis and trans 2-butene are,Geometrical isomers,Conformational isomers,Optical isomers,Position isomers
Which of the following will exhibit geometrical isomerism ?,1-Phenyl-2-butene,3-Phenyl-1-butene,2-Phenyl-1-butene,"1,1-Diphenyl-1-propene"
Which of the following will show geometrical isomerism ?,"1,2-Dibromobut-1-ene",1-Butene,Propene,Isopropylene
Which of the following does not show geometrical isomerism?,"1,2-Dichloro-1-pentene","1,3-Dichloro-1-pentene","1,1-Dichloro-1-pentene","1,4-Dichloro-2-pentene"
The prefixes syn and anti are used to denote,Geometrical isomers,Structural isomers,Conformational isomers,Optical isomers
Geometrical isomers differ in,Spatial arrangements of atoms,Position of functional group,Position of atoms,Length of carbon atom chain
The geometrical isomerism is shown by,,,,
,"(2E, 4E)-2, 4-Hexadiene","(2Z, 4Z)-2, 4-Hexadiene","(2Z, 4E)-2, 4-Hexadiene","(4E, 4Z)-2, 4-Hexadiene"
Which of the following compounds will exhibit geometrical isomerism ?,1-Phenyl-2-butene,3-Phenyl-1-butene,2-Phenyl-1-butene,"1, 1-Diphenyl-1-propene"
Optical activity is measured by,Polarimeter,Photometer,Optometry,Bolometer
Which is the chiral molecule?,CHBrClI,CH3CI,CH2CI2,CHBr3
Which of the following will show optical isomersim?,2-Chloro-2-butanol,"3,3-Dichloropentane",2-Chloro-2-propanol,All of the above
"How many optically active stereoisomerism possible for butane-2,3-diol?",2,1,3,4
In the reacion CH3CHO + HCN → CH3CH(OH)CN . Chiral center is produced. This product would be,racemic mixture,meso compound,laevorotatory,dextrorotatory
Which of the following compounds exhibits stereoisomerism ?,2-Methylbutanoic acid,2-Methylbut-l-ene,3-Methylbut-3-yne,3-Methylbutanoic acid
Which shows chirality ?,3-Methylhexane,2-Methylhexane,n-Hexane,None of these
The property by virtue of which a compound can turn the plane polarised light is known as,Optical activity,Photolysis,Phosphorescence,Polarization
Rotation of plane polarised light can be measured by,Polarimeter,Manometer,Galvanometer,Viscometer
Which can exist in optically active form ?,2-Butanol,1-Butanol,3-Pentanol,4-Heptanol
Optically active isomers but not mirror images are called,Diastereomers,Enantiomers,Mesomers,Tautomers
The lowest alkene which is capable of exhibiting enantiomerism must have,6 C atoms,5 C atoms,7 C atoms,4 C atoms
"In which of the following compounds, one of the structural isomer is also capable of showing enantiomerism",C3H6Br2,C6H14,C3H8,C5H12
Which of the following statement is correct ?,The compounds containing one chiral carbon are always optically active,The presence of chiral carbon is the ultimate condition for enantiomerism,Functional isomerism is a kind of stereoisomerism,All the statements are wrong
,Diastereomers,Enantiomers,Mesomers,Position isomers
One among the following will show optical activity,,,,
A compound has 3 chiral carbon atoms. The number of possible optical isomers it can have is,8,3,2,4
"The instrument which can be used to measure optical activity i.e., specific rotation is",Polarimeter,Photometer,Lactometer,Refractometer
Which of the following compound could be optically active ?,Secondary butyl amine,4-Chloro-1-butanol,Tertiary butyl alcohol,n - Butyl alcohol
A compound whose molecule is super- imposable on its mirror image inspite of containing chiral carbon atoms is called,Meso compound,A threo isomer,Enantiomer,Diastereomer
The optical inactivity of meso-tartaric acid is because of,Internal compensation,Absence of chirality,External compensation,Presence of asymmetrical carbon atoms
Racemic mixture is optically inactive due to,External compensation,Presence of plane of symmetry,Internal compensation,None of these
How many chiral carbons are present in glucose molecule CHO(CHOH)4CH2OH ?,4,3,2,1
The process of separation of racemic modification into d and l enantiomers is called,Resolution,Dehydration,Revolution,Dehydrohalogenation
Which of the following can exist in enantiomeric forms?,,,,
d and l tartaric acids are,Enantiomers,Diasteremers,Achiral molecules,Tautomers
"If a compound has n asymmetric carbon atoms , then maximum number of optical isomers are given by the formula",\(2^{n}\),\((1/2)^{n}\),2√n,√(2n)
Which of the following compound has chiral structure ?,"2,3-Dimethylpentane",Isoamyl alcohol,Isopropyl bromide,2-Methylpentane
The number of possible racemic form in Glucose are,8,4,12,16
The process of converting d form l or vice versa is known as,Walden inversion,Resolution,Racemisation,None
Equimolar mixtures of d and l form of different compounds is,May or may not be optically active,Optically inactive,Optically active,None
"The number of optically active isomers of tartaric acid 

HOOC–CH(OH)–CH(OH)–COOH are",2,3,4,5
,2 geometrical and 2 optical isomers,4 geometrical and 4 optical isomers,2 geometrical and 4 optical isomers,Two geometrical isomers only
Which of the following statement is wrong ?,A sample of sec-butyl chloride is optically inactive due to the absence of chiral carbon atom,"Enantiomers are similar chemically, but their rates of reaction with other optically active substances are usually different",Diastereomers are optical isomers but not mirror images,Diastereomers differ in their physical properties
Which of the following compounds exhibit enantiomerism ?,3-Hydroxybutanoic acid,3-Hydroxypropanoic acid,4-Hydroxybutanoic acid,None of these
A racemic mixture contains equal .... of dextrorotatory and laevorotatory isomers,All of the above are correct,No. of molecules,Masses,No. of moles
Which of the following compounds is not chiral ?,DCH2CD2CH2CI,CH3CH2CHDCI,CH3CHDCH2CI,CH3CHCICH2D
Stereoisomers that are optical isoiners but not mirror image of each other are called as,Diastereomers,Enantiomers,Optical antipodes,Syn. compounds
Which of the following is an optically active compounds ?,2-Chlorobutane,1-Butanol,1-Propanol,4-Hydroxyheplane
A molecule is said to be chiral if it,Cannot be superimposed on its mirror image,Contains a plane of symmetry,Exists as cis and trans isomers,Fulfil all the above requirements
Which of the following molecule having molecular formula C4H6O2 will be optically active ?,CH2=CH-CH(OH)CHO,CH3COCH2CH3,CH3CH2CH2CHO,CH2=CH-CH2-COOH
The number of optical isomers of the compound CH3CHBrCHBrCOOH is,4,0,1,3
Which one of the following compounds will not exhibit optical isomerism?,CH3CH(OH)CH3,CH3CH(OH)Br,,
Which of the following compound is not chiral ?,DCH2CH2CH2CI,CH3CHDCH2CI,CH3CHCICH2D,CH3CH2CHDCI
Which is the chiral molecule ?,CHClBrI,CH3CI,CH2Cl2,CHBr3
Which of the following molecule contains asymmetric carbon atom ?,CH3CHCICOOH,CH3CH2COOH,CICH2CH2COOH,CI2CHCOOH
An organic compound will show optical isomerism if,Four groups attached to C atom are different,Three groups attached to C atom are different,Two groups attached to C atom are different,All the groups attached to C atom are same
"What is the order of stability for

I: 1-butene

II: cis-2-butene

III: trans-2-butene",III>I>II,I<II<III,I>II>III,I>II<III
The compound without a chiral atom is,,,,
How many carbon atoms in the molecules HOOC-(CHOH)2-COOH are asymmetrical,2,1,3,None
,3,1,4,7
"A compound with molecular formula C7H8 shows optical isomerism, the compound will be","2,3-Dimethylpentane","2,2-Dimethylpentane",2-Methyl heptane,None of these
A similarity between optical and geometrical isomerism is that,Both are included in stereoisomerism,Each forms equal number of isomers for a given compound,"If in a compound, one is present then so is the other",Thy have no similarity
A chiral compound is,"2,3,4-Trimethylhexane",n-Hexane,Methane,n-Butane
,"2S , 3S","2S , 3R","2R , 3S","2R , 3R"
,50% D and 50% L Isomer,D-isomer,L-isomer,20% D and 80% L Isomer
Which of the following compounds is not chiral ?,1-Chloropentane,3-Chloro-2-methylpentane,1-Chloro-2-methylpentane,2-Chloropentane
,"R , R","R , S","S , R","S , S"
The number of possible enantiomeric pairs that can be produced during monochlorination of 2-methylbutane is,2,3,4,1
