question,answer,wrong1,wrong2,wrong3
The product formed by the reaction of an aldehyde with a primary amine is,schiff's base,carboxylic acid,aromatic acid,keton
Schiff's base is formed when aniline is heated with,benzaldehyde,benzyl chloride,benzyl alcohol,acetone
When aniline reacts with oil of bitter almonds (C6H5CHO) condensation takes plac and benzal derivative is formed. This is known as,Schiff's base,Benedict's reagent,Million's base,Schiff's reagent
Reaction of primaryamines withaldehyde yields,Aldimines(Schiff's base),Amides,Nitiles,Nito compounds
,a,b,c,d
Decomposition of benzene diazonium by using Cu2Cl2/HCl to form chlorobenzene is,Sandmeyer's reaction,Raschig's reaction,"Cannizarro""s reaction","Kolbe""s reaction"
Aniline when treated with HNO2 and HCl at O°C gives,A diazo compound,Phenol,Nitobenzene,None of these
M-Bromoaniline is formed by,"Nitration,Bromination,Reduction","Reduction,Nitration,Bromination","Bromination,Reduction,Nitration","Nitration,Reduction,Bromination"
,A,B,C,D
Which of the following compound gives dye test?,Aniline,Methyl amine,Diphenyl amine,Ethyl amine
,D,A,B,C
The product obtained when phenol reacts with benzene diazonium chloride is,p-hydroxyazobenzene,Phenyl hydroxylamine,p-aminoazobenzene,phenylhydrazine
"The indicator that is obtained by coupling the diazonium salt of sulphanilic acid with N,N-dimethylaniline is",methyl orange,Phenanthroline,methyl red,phenolphthalein
,B,A,C,D
"The indicator that is obtained by coupling the diazonium salt of sulphanilic acid with N,N-dimethylamine is",methyl orange,Methyl red,phenanthroline,Phenolpthalein
Boiling points of the following compounds follow the order,CH3CH3<CH3NH2<CH3OH<HCOOH,CH3NH2<CH3OH<CH3CH3<HCOOH,CH3OH<CH3CH3<CH3NH2<HCOOH,HCOOH<CH3NH2<CH3OH<CH3CH3
"The correct order of the increasing basicity of methyl amine, ammonia and aniline is",aniline<ammonia<methyl amine,methyl amine<aniline<ammonia,aniline<methyl amine<ammonia,ammonia<aniline <methyl amine
,2,1,3,4
,3,1,2,4
Hinsberg reagent is used to distinguosh between,Bith a and b,1° and 2° amines,2° and 3° amines,None
The amine which will not liberate nitrogen on reaction with HONO is,Trimethyl amine,sec-Butyl amine,tert-Butyl amine,iso-propyl amine
The compound which on reaction with aqueous nitrous acid at low temperature produces an oily nitrosoamine is,diethyl amine,methyl amine,ethyl amine,triethyl amine
,Schotten-Baumann reaction,Perkin's reaction,Acetylation reaction,Friedel-Craft's reaction
Method by which aniline cannot be prepared is,potassium salt of phthalimide treated with chlorobenzene followed by hydrolysis with aqueous NaOH solution,degradation of benzamide with bromine in alkaline solution,reduction of nitrobenzene with H2/Pd in rthanol,hydrolysis of phenylisocyanide with acidic solution
"Which product is formed, when acetonitrile is hydrolysed partially with cold concentrated HCl?",Acetamide,Methyl cyanide,Acetic anhydride,Acetic acid
Aniline on  treatment with conc.HNO3+ conc.H2SO4 mixed yields,a black tarry matter,o-and p-nitroanilines,m-nitroaniline,both b and c
Which one of the following order is wrong with respect to the property indicated,)Aniline > cyclohexylamine > benzamide (basic strength),Benzoic acid > phenol > cyclohexanol (acid strength),Formic acid > acetic acid > propanoic acid (acid strength),Fluroacetic acid > chloroacetic acid > bromoacetic acid ( acid strength)
,b,a,c,d
"Methyl isocynate, which killed thousand of people in Bhopal is prepared by the reacrion of",(CH3)2NH + COCl2,C2H5OH + COCl2,CH3NH2 + CHCl3,CHCl3+(O)
,CH3CH2OH,H2O,HI,CuCN/KCN
