question,answer,wrong1,wrong2,wrong3
Alkene and alkyne can be distinguished from each other by,Ammonical cuprous chloride,Alkaline KMnO4,\(Br_{2} in CCl_{4}\),Acidic KMnO4
Acetylene contains,3σ and 2π bonds,4σ and 1π bond,2σ and 4π bond,σ bonds only
In green house effect methane causes,Absorption of heat,Reflection of heat,Destroy green house,None
Successive alkanes differ by,\(CH_{2}\),\(CH_{4}\),\(CH_{5}\),\(C_{2}H_{4}\)
The shape of methane molecule is,tetrahedral,linear,trigonal planar,square planar
Pure methane can be produced by,Soda-lime decarboxylation,Wurtz reaction,Kolbe's electrolytic method,Reduction with \(H_{2}\)
Both methane and ethane may be obtained in one step reaction from,\(CH_{3}I\),\(C_{2}H_{4}\),\(CH_{3}OH\),\(C_{2}H_{5}OH\)
During the preparation of ethane by Kolbe's electrolytic method using inert electrodes the pH of the electrolyte,increases progressively as the reaction proceeds,decreases progressively as the reaction proceeds,remains constant throughout the reaction,may decrease if the concentration of the electrolyte is not very high
Which of the following methods is most appropriate for the manufacture of methane ?,Liquefaction of natural gas,By reduction of \(CH_{2}Cl_{2}\),Wurtz reaction,None of the above
Which of the following liberates methane gas on treatment with water ?,Aluminium carbide,Silicon carbide,Calcium carbide,Iron carbide
Soda lime is used extensively in decarboxylation reaction to obtain alkanes. Soda lime is,NaOH and CaO,NaOH,CaO,\(Na_{2}CO_{3}\)
Which one of the following cannot be prepared by Wurtz reaction ?,\(CH_{4}\),\(C_{2}H_{6}\),\(C_{3}H_{8}\),\(C_{4}H_{10}\)
Methyl bromide when heated with zinc in closed tube produces,Ethane,Methane,Ethylene,Methanol
Wurtz reaction using bromoethane yields,n-butane,2-bromobutane,iso-butane,ethane
"Amongst the following hydrocarbons, the one having lowest boiling point is",Neopentane,n-Hexane,n-pentane,Isopentane
Photochemical chlorination of alkane is initiated by a process of,Homolysis,Pyrolysis,Substitution,Peroxidation
Halogenation of alkanes is an example of,free-radical substitution,electrophilic substitution,nucleophilic substitution,oxidation
"Carbon black, which is used in making printer's ink is obtained by the decomposition of",methane,acetylene,benzene,carbon tetrachloride
Marsh gas mainly contains,\(CH_{4}\),\(C_{2}H_{2}\),H₂S,CO
Household gaseous fuel (LPG) mainly contains,\(C_{4}H_{10}\),\(CH_{4}\),\(C_{2}H_{2}\),\(C_{2}H_{4}\)
General formula for alkenes is,\(C_{n}H_{2n}\),\(C_{n}H_{2n+2}\),\(C_{2n}H_{2n}\),\(C_{n}H_{2n-2}\)
Which one of the following has the smallest heat of hydrogenation per mole?,trans-2-Butene,1-Butene,cis-2-Butene,"1,3-Butadiene"
Ethylene is formed by the dehydration of,C₂H₂OH,\(CH_{3}CHO\),Propyl alcohol,Ethyl acetate
Ethyl bromide on treatment with aqueous KOH gives,Ethyl alcohol,Ethane,Ethylene,None of these
Bromoethane on treatment with alcoholic KOH gives,Ethylene,Ethyl alcohol,Butane,Methane
Chlorobutane on reaction with alcoholic potash gives,1-butene,1-butanol,2-butene,2-butanol
Alcoholic solution of KOH is used for,Dehydrohalogenation,,Dehydrogenation,Dehydration
"When ethyl alcohol is heated with conc. H2SO4 at 443 K, ethylene is formed by",Intramolecular dehydration,Intramolecular hydration,Intermolecular hydration,Intermolecular dehydration
Ethylene readily undergoes,Addition,Substitution,Elimination,Rearrangement
"1,3-Butadiene when treated with Br₂ gives","1,4-dibromo-2-butene","1,3-dibromo-1-butene","3,4-dibromo-2-butene","2,3-dibromo-2-butene"
"The reaction 

CH2=CHCH3 + HBr→ CH3CHBrCH3 

is a type of",Electrophilic addition reaction,Nucleophilic addition reaction,Free radical addition reaction,Electrophilic substitution reaction
CH3-CH=CH2 + HBr →The product formed is,\(CH_{3} - CHBr - CH_{3} \),\(CH_{3} - CH_{2} - CH_{2} - Br\),\(BrCH_{2}-CH=CH_{2}\),\(CH_{2} = C = CH_{2}\)
The product formed when 1-butene is subjected to HBr in the presence of peroxide is,1-bromobutane,2-bromobutane,1.1-dibromobutane,"1,2-dibromobutane"
To the compound \(CH_{3}-CH=CH_{2}\) hydrogen bromide is added in the presence of peroxides the resultant compound formed is,\(C_{2}H_{5}CH_{2}Br\),\(CH_{3}-CHBr-CH_{3}\),\(CH_{2}=CH-CH_{2}Br\),None of these
The addition of HBr is easiest with,\([CH_{3}]_{2}C=CH_{2}\),\(CH_{2}=CHCl\),CICH=CHCI,\(CH_{3}CH=CH_{2}\)
"Arrange the following compounds in increasing order of reactivity towards the addition of HBr : RCH=CHR , \(CH_{2}=CH_{2}\) , \(R_{2}C=CHR\) , \(R_{2}C=CR_{2}\).",\(CH_{2}=CH_{2}<RCH=CHR<R_{2}=CHR<R_{2}C=CR_{2}\),\(R_{2}C=CHR<RCH=CHR<CH_{2}=CH_{2}<R_{2}C=CR_{2}\),\(RCH=CHR<R_{2}C=CR_{2}<R_{2}C=CHR<CH_{2}=CH_{2}\),\(R_{2}C=CR_{2}<R_{2}C=CHR<RCH=CHR<CH_{2}=CH_{2}\)
"When HCI is passed through propene in presence of benzoyl peroxide, it gives",2-chloropropane,n-propyl chloride,allyl Chloride,no reaction
Position of double bond in alkenes can be identified by,Ozonolysis,Bromine water,Ammonical silver nitrate solution,None of the above
"Ozonolysis of 1, 3-butadiene gives",Only aldehydes,Mixture of an aldehyde and a ketone,Mixture of an aldehyde and an acid,Only ketones
The presence of unsaturation in an organic compound can be tested with,Baeyer's reagent,Schiffs reagent,Tollen's reagent,Fehling solution
Baeyer's reagent is used in the laboratory for,detection of doubled bonds,detection of glucose,reduction,oxidation
Baeyer's reagent is,Alkaline permanganate solution,Acidified permanganate solution,Neutral permanganate solution,Aqueous bromine solution
Ethylene reacts with alkaline KMnO4 to form,Glycol,Oxalic acid,HCHO,Ethyl alcohol
,propanol,propylene,propyne,propane
General formula of alkynes is,\(C_{n}H_{2n-2}\),\(C_{n}H_{2n}\),\(C_{n}H_{2n+2}\),\(C_{2n}H_{2n}\)
Which one of the following will react wit sodium metal ?,Ethyne,Ether,Ethene,Ethane
When acetylene is passed through dil. H2S04 presence of HgSO4 the compound formed is,Acetaldehyde,\(C_{2}H_{5}OH\),Acetone,Acetic acid
"When 2-pentyne is treated with dil.\(H_{2}SO_{4}\) and \(HgSO_{4}\) , the product formed is",2-pentanone,1-pentanol,2-pentanol,3-pentanone
Propyne and propene can be distinguished by,\(AgNO_{3}\) in ammonia,conc. \(H_{2}SO_{4}\),\(Br_{2} in CCl_{4}\),dil.\(KMnO_{4}\)
Which of the following reagents can be used to distinguish between 1-butyne and 2-butyne?,Ammonical cuprous chloride,Baeyer's reagent,"dil. \(H_{2}SO_{4}, HgSO_{4}\)",Bromine in \(CCl_{4}\)
Acetylene reacts with ammonical silver nitrate to form,Silver acetylide,Silver mirror,Metallic silver,Silver acetate
"In its reaction with silver nitrate, acetylene shows",acidic property,oxidising property,reducing property,basic property
Alk. \(KMnO_{4}\) will oxidise acetylene to,Oxalic acid,Ethylene glycol,Ethyl alcohol,Acetic acid
"When acetylene reacts with arsenic trichloride in the presence of anhydrous aluminium chloride, it produces",Both (a) and (b),β-Chlorovinyldichloroarsine,Lewisite,Nitrobenzene
Propyne on polymerization gives,Mesitylene,Benzene,Ethylbenzene,Propylbenzene
Which of the following is hydrocarbon ?,Benzene,Urea,Ammonium cyanate,Phenol
Coal tar is main source of,Aromatic compounds,Aliphatic compounds,Cycloalkanes,Heterocyclic compounds
Which is not obtained by fractionation of coal tar ?,Vegetable oil,Light cil,Heavy oil,Middle oil
The number of sigma and pi-bonds in a molecule of benzene is,12σ and 3π,6σ and 9π,9σ and 3π,6σ and 6π
Heating a mixture of sodium benzoate or benzoic acid and soda lime gives,Benzene,Toluene,Phenol,Sod. benzoate
Most common reactions of benzene and its derivatives are,Electrophilic substitution reactions,Electrophilic addition reactions,Nucleophilic addition reactions,Nucleophilic substitution reactions
Nitration of benzene by nitric acid and sulphuric acid is,Electrophilic substitution,Electrophilic addition,Nucleophilic substitution,Free radical substitution
Benzene is converted to toluene by,Friedel-Craft reaction,Grignard reaction,Wurtz reaction,Perkin reaction
Benzene reacts with \(Cl_{2}\) in sunlight to give a final product,\(C_{6}H_{6}Cl_{6}\),\(C_{6}Cl_{6}\),\(C_{6}H_{5}Cl\),\(CCl_{4}\)
Gammexene is,Benzene hexachloride,D.D.T.,Chloral,Hexachloroethane
The reaction of benzene with chlorine in presence of \(FeCl_{3}\) gives,chlorobenzene,benzene hexachloride,benzyl chloride,benzoyl chloride
Attacking species in nitration of benzene is,\(NO_{2}{^+}\),\(NO_{2}{^–}\),\(NO_{3}{^–}\),\(HNO_{3}\)
"In Friedel-Craft alkylation besides \(AlCl_{3}\), the other reactants are",\(C_{6}H_{6}+CH_{3}Cl\),\(C_{6}H_{6}+NH_{3}\),\(C_{6}H_{6}+CH_{4}\),\(C_{6}H_{6}+CH_{3}COCl\)
"In Friedel-Craft's reaction, electrophilic reagent is",\(RC^{+}O\),\(AlCl_{3}\),\(RC^{+}OCl\),None of these
The compound that is most reactive towards electrophilic nitration is,Toluene,Benzene,Benzoic acid,Nitrobenzene
Which of the following is not a m-directive group ?,\(–NH_{2}\),\(–SO_{3}H\),\(–NO_{2}\),–CN
Nitration of toluene takes place at,Both o-and p-positions,o-position,m-position,p-position
Petroleum consists mainly of,Aliphatic hydrocarbons,Aromatic hydrocarbons,Aliphatic alcohols,None of the above
Petroleum is a mixture of mainly,alkanes,alkenes,alkynes,alkyl halides
The first product obtained during fractional distillation of petroleum is,petroleum ether,kerosene,diesel,heavy oil
Natural gas is composed primarily of,methane,n-butane,n-octane,mixture of octanes
The process in which higher hydrocarbons are broken down into lower hydrocarbons by controlled pyrolysis is called,Cracking,Hydrolysis,Oxidation,Reduction
Fischer-Tropsch process is used in manufacture of,synthetic petrol,benzene,ethanol,ethanoic acid
Which of the following has highest knocking ?,Straight chain paraffins,Aromatic hydrocarbons,Olefins,Branched chain paraffins
Which of the following has highest knocking ?,Straight chain paraffins,Aromatic hydrocarbons,Olefins,Branched chain paraffins
The octane number has 0 value for,n-heptane,iso-octane,n-octane,TEL
Lead tetraethyl is used as,Petroleum additive,Fire extinguisher,Pain killer,Mosquito repellent
Which of the following substances is used as an antiknock compound ?,TEL,Lead acetate,Ethyl acetate,All of these
The attacking species in aromatic sulphonation is,\(SO_{3}\),\(H_{2}SO_{4}\),\(HSO_{4}{^–}\),\(SO_{2}{^+}\)
The reactive species in nitration of benzene is,\(NO_{2}{^+}\),\(NO_{3}{^–}\),\(NO_{2}{^–}\),\(HNO_{3}\)
"In chlorination of benzene, the real chlorinating agent is",\(Cl^{+}\),\(Cl_{2}\),\(Cl^{-}\),HCl
Benzene reacts with n-propyl chloride in the presence of anhydrous \(AlCl_{3}\) to give predominantly,isopropylbenzene,n-propylbenzene,3-propyl-1-chlorobenzene,No reaction
n–Butylbenzene on oxidation will give,benzoic acid,butanoic acid,benzyl alcohol,benzaldehyde
Toluene can be oxidised to benzoic acid by,Any of these,acidic \(KMnO_{4}\),acidic\(K_{2}Cr_{2}O_{7}\),None of these two
,\(C_{6}H_{6}Cl_{6}\),\(C_{5}H_{5}Cl\),\(o-C_{6}H_{4}Cl_{2}\),\(p-C_{6}H_{4}Cl_{2}\)
Constituent of light oil is,benzene,phenol,aniline,anthracene
Benzene is obtained by fractional distillation of,light oil,heavy oil,middle oil,anthracene cil
,2 > 1 > 3 > 4,1 > 2 > 3 > 4,4>3>2>1,2 > 3 > 1 > 4
Which of the following yields both alkane and alkene ?,Kolbe's reaction,Williamson's synthesis,Wurtz reaction,Sandmeyer reaction
Complete combustion of \(CH_{4}\) gives,\(CO_{2} + H_{2}O\),\(CO + H_{2}\),\(CO + N_{2}\),\(CO + N_{2}O\)
Which of the compounds with molecular formula \(C_{5}H_{10}\) yields acetone on ozonolysis ?,2-Methyl-2-butene,2-Methyl-1-butene,3-Methyl-1-butene,Cyclopentene
Natural gas mainly consists of,methane,butane,propane,ethane + octane
Presence of a nitro group in a benzene ring?,deactivates the ring towards electrophilic substitution,activates the ring towards electrophilic substitution,renders the ring basic,deactivates the ring towards nucleophilic substitution
Reduction of 2- butyne with Na in liquid \(NH_{3}\) gives predominantly,trans-2-butene,n-butane,cis-2-butene,no reaction
Propene reacts with HI in the presence of peroxide to give,2-iodopropane,1-iodopropane,"1,2-di-lodopropane",None
When 2-butyne is treated with dil \(H_{2}SO_{4}/HgSO_{4}\) the product is:,Butanone,1-Butanol,2-Butanol,Butanoic acid
,\(CH_{3}COOH + HOOCCH_{2}CH_{3}\),\(CH_{3}CHO + CH_{3}CH_{2}CHO\),\(CH_{3}COOH + CH_{3}COCH_{3}\),\(CH_{3}COOH + CO_{2}\)
Beryllium carbide on hydrolysis yields,methane,ethene,ethyne,acetic acid
Methyl magnesium bromide reacts with ethyl alcohol to form.,methane,ethane,propane,butane
Which is produced from salt ?,Alkyne,Alkene,Alkane,All
