question,answer,wrong1,wrong2,wrong3
Which reagent can produce salicyle acid from sodium phenoxide under suitable condition ?,\(CO_2\) / dil. HCl,\(K_2Cr_2O_7/H^+\),\(CHCl_3/KOH\),\(CCl_4/KOH\)
,o-Hydroxybenzoic acid,o-Hydroxybenzaldehyde,Resorcinol,Quinol
Amongst the following phenols which is most acidic,p-nitrophenol,Phenol,o-nitrophenol,m-nitrophenol
,Benzenediol,Benzoquinone,Benzene sulphuric acid,Diphenylether
An organic compound with molecular formula \(C_7H_8O\) dissolves in NaOH and gives characteristic colour with \(FeCl_3\) . On treatment with \(Br_2\) It gives tribromo product \(C_7H_7OBr_3\) . The compound is,m-Cresol,p-Hydroxybenzene,2-Methoxy-2-phenylpropane,p-Cresol
"The hybrid state of carbon, to which phenolic group is attached in phenol is",sp²,sp,sp³,dsp²
The intestinal antiseptic salol is correctly represented as,,,,
Which of the following represents aromatic alcohol ?,2-Phenylethanol,Phenol,Cresol,Quinol
Which of the following is phloroglucinol?,,,,
An aromatic compound has molecular formula \(C_7H_8O\) . The number of phenolic Isomers for this compound is,3,4,5,6
Styphinic acid is,"2,4,6-Trinitroresorcinol","2,4,6-Trinitrophenol","2,4-Dinitroresorcinol",Phloroglucinol
,"2,4,6-Tribromophenol",o-Bromophenol,p-Bromophenol,m-Bromophenol
Which of the following is more stronger acid than Phenol ?,p-Nitrophenol,Ethanol,Phenylethanol,p-Cresol
"Which one of the following when dissolved in water, gives a solution with pll less than seven at 298K ?",\(C_{6}H_{5}OH\),\(CH_{3}COCH_{3}\),\(C_{6}H_{5}NH_{2}\),\(C_{2}H_{5}OH\)
,Z only,X only,X and Y,"X, Y, Z and W"
Between p-Nitrophenol and p-Cresol solubility in base is,Higher for p-Nitrophenol,Almost nil in both cases,Higher for p-Cresol,Equal in both
The well known antipyretic 2-Acetoxy benzoic acid is obtained when,Salicyclic acid is treated with acetic anhydride in the presence of few drops of conc. \(H_2SO_4\),Salicyclic acid is treated with phenol in the presence of \(POCl_3\),Phenol is treated with methyl alcohol in the presence of \(H_2SO_4\),None of the above
Compound that fails to give effervescence with \(NaHCO_3\) is,o-Cresol,\(C_6H_5N^+H_3Cl^-\),Picric acid,\(CH_3COOH\)
If there be a compound of the formula \(CH_3C(OH)_3\) which one of the following compounds would be obtained from it without reaction with any reagent,\(CH_3COOH\),\(CH_3OH\),\(CH_3COCH_3\),\(CH_3CHO\)
Phenyl acetate on heating with anhy. \(AlCl_3\) gives,o and p-Hydroxyacetophenone,m-Hydroxyacetophenone,Acetophenone only,None of these
,IV > III > I > II,III > IV > I > II,I > IV > III > II,II > I > III > IV
,Salicylic acid,Aspirin,Salicylaldehyde,Benzoic acid
"If phenyl magnesium bromide and acetaldehyde are the reactants, the product formed after hydrolysis would be",1-Phenylethanol,Benzyl alcohol,2-Phenylethanol,Acetone
Phenol on exposure to air produces a red coloured product due to the formation of,o- and p-benzoquinones,p-benzoquinone,o-benzoquinone,Phenoquinone
The reaction between phenols and benzenediazonium chloride in slightly alkaline medium at 273-278 K to give azo dyes is called,Coupling reaction,Reimer-Tiemann reaction,Cannizzaro's reaction,Kolbe's reaction
p-Phenolsulphonic acid is obtained as the major product when phenol is treated with,Conc. \(H_2SO_4\) at 373K,Dil \(H_2SO_4\) at 373K,Conc \(H_2SO_4\) at 293K,Dil \(H_2SO_4\) at 293K
"When o-phenolsulphonic acid is heated to 373K, it gives",p-Phenolsulphonic acid,Phenol,Benzene sulphonic acid,Benzene
Which of the following reagents can not be used to distinguish between phenol and benzyl alcohol?,\(NaHCO_3\),\(FeCl_3\),\(Br_2\) water,NaOH
,Acetylation,Reimer Tiemann Reaction,Schotten Baumann Reaction,Benzoylation
Phenol on treatment with conc. \(HNO_3\) gives,Picric acid,Styphinic acid,Both,None
Salol is prepared from,Salicylic acid and phenol,Salicylic acid and methyl alcohol,Both,None
Salol can be used as,Antiseptic,Antipyretic,Both,None
Phenol is heated with \(CCl_4\) and alkaline KOH when salicylic acid is produced. The reaction is known as,Riemer-Tiemann's reaction,Friedel-craft reaction,Rosenmud's reaction,Tischenko reaction
The strongest acid among the following aromatic compound is,Para-nitrophenol,Ortho-nitrophenol,Para-chlorophenol,Meta-nitrophenol
Benzyl alcohol is obtained from Benzaldehyde by,Cannizzaro's reaction,Fittig's reaction,Kolbe's reaction,Wurtz's reaction
In order to get Bakelite from phenol which of the following reagent is required?,\(HCHO/H^+\)or \(OH^-\),HCHO,\(CHCl_3/NaOH\),\(CCl_4/NaOH\)
Phenol is more readily soluble in,NaOH sol,dil. HCI,Both NaOH and HCI,Sodium bicarbonate solution
Aspirin is also known as,Both a and b,2-Acetoxy benzoic acid,Acetyl salicyclic acid,Acetyl salicylate
Carbolic acid is,aqueous solution of phenol,phenyl benzoate,phenyl acetate,salol
Which of the following compound is known as oil of winter green?,Methyl salicylate,Phenyl benzoate,Phenyl salicylate,Phenyl acetate
Which of the following is most acidic?,m-chlorophenol,Phenol,Benzyl alcohol,Cyclohexanol
Picric acid is,"2,4,6-Trinitrophenol","2, 4, 6-Trinitrotoluene","2,4,6-Tribromoethanol","1,3,5-Trinitrobenzene"
Phenol is treated with bromine water and shaken well to get white precipitate. The white precipitate is,"2,4,6-Tribromophenol",1-Bromophenol,"2,4-Dibromophenol","Mixture of o, p-bromophenol"
Organic acid without a carboxylic acid group is,picric acid,ascorbic acid,vinegar,Oxalic acid
Which is more acidic?,P-nitrophenol,o-cresol,Phenol,m-cresol
The compound used to manufacture phenol is,Cumene,Glycerol,Crown ether,Lactic acid.
Neutral \(FeCl_3\) gives purple colour with,both,only phenol,only salicylic acid,none
Phenol can be distinguished from ethanol by the following reagents except,Na,\(NaOH/I_2\),Neutral \(FeCl_3\),\(Br_2/H_2O\)
Reimer-Tiemann reaction involves,Carbene intermediate,Carbonium ion intermediate,Carbanion intermediate,Free radical intermediate
"With oxalic acid, glycerol at 503K (250°C) gives",Allyl alcohol,Formic acid,Glyceraldehyde,Phenol
Chemical name of salol is,Phenyl salicylate,Acetylsalicyclic acid,Sodium salicylate,Methyl salicylate
Phenol on reduction with \(H_2\) in presence of nickel catalyst gives,Cyclohexanol,Benzene,Toluene,Cyclohexane
Dows reaction involves,Nucleophilic substitution,Electrophilic addition,Nucleophilic addition,Electrophilic substitution
Carbolic acid is,Phenol,Phenyl benzoate,Phenyl acetate,Salol
Aspirin is an acetylation product of,o-Hydroxybenzoic acid,p-Dihydroxybenzene,o- Dihydroxybenzene,m-Hydroxybenzoic acid
What happens when 2-Hydroxy benzoic acid is distilled with zinc dust? It gives,Benzoic acid,Phenol,Benzaldehyde,A polymeric compound
Which statement is incorrect?,Phenol liberates CO₂ from \(NaHCO_3\) solution,Phenol is a weak acid,Phenol is an aromatic compound,Phenol is soluble in NaOH
