question,answer,wrong1,wrong2,wrong3
IUPAC name of CH₂=CH-CH₂-Cl is,3-Chloro-1-propene,Allyl chloride,1-Chloro-3-propene,Vinyl chloride
The IUPAC name of given compound CHO-COOH is,Both (b) and (c),Oxalic acid,Formyl methanoic acid,2-oxoethanoic acid
"The correct IUPAC name of

CH3CH2CONHCH3 is",N-Methylpropanamide,N-Ethylethanamide,N-Methylethanamide,N-Ethylmethanamide
IUPAC name of D.D.T. is,"1,1,1-Trichloro 2,2 bis (p-chlorophenyl) ethane",Dichlorodiphenyl trichloro ethane,Dichlorodiphenyl trichloro benzene,Dichlorodiphenyl tirchloro propane
The formula of Freon-12 is,CCl2F2,CH2F2,CH2F2,CClF3
IUPAC name of mesitylene is,"1, 3, 5-Trimethylbenzene","1,2,3-Trimethylbenzene","1,2,4-Trimethylbenzene","1,4-Dimethylbenzene"
Which of the following groups is always taken as a substituent in the nomenclature?,-NO2,-NH2,-CN,-CHO
Conjugated double bond is present in:,"Buta-1,3-diene","Buta-1,2-diene","Penta-1,2-diene",β-butylene
"The IUPAC name of

CH3-CH2-NH-CH3 is",N-Methyl ethanamine,Methyl ethyl amine,1-Methyl amino ethane,N-Ethyl methanamine
H-CO-CN in IUPAC is called,2-oxo ethanenitrile,Cyano methanal,Cyano ethanal,Formonitrile
The IUPAC name for Isobutyl group is,2-Methylpropyl,2-Methylethyl,"1,1-Dimethylethyl",1-Methylpropyl
The IUPAC name of tert-butyl group is,"1,1-Dimethyl ethyl",2-Methyl propyl,2-Methyl ethyl,2-Methyl-2-propyl
Systematic name of urea (NH2CONH2) is,1-Aminomethanamide,Diaminoketone,1-Aminoethanamide,Aminoacetamide
3-Phenylprop-2-enoic acid is IUPAC name of,Cinnamic acid,Mendallic acid,Pyruvic acid,Succinic acid
Which among the following is the correct IUPAC name of isoamylene?,3-Methylbut-1-ene,1-Pentene,2-Methylbut-2-ene,2-Methylbut-I-ene
The common name of (CH3)3CC2H5 is,Neohexane,Isohexane,Trimethylpropane,None is correct
The family to which methoxyethene belongs is,Unsaturated ether,Hydrocarbon,Ketone,Ester
The correct IUPAC name of acetonitrile is,Ethanenitrile,Cyanomethane,2-Ketopropanenitrile,Methanenitrile
"The correct IUPAC name of

CH3CH2CH(CH3)CH(C2H5)2 is",3-Ethyl-4-methylhexane,4-Ethyl-3-methylhexane,3-Methyl-4-ethylhexane,2-Isopentylbutane
"The IUPAC name of 

CH3OCH2CH2CH2OCH2CH3 is",1-Ethoxy 3- Methoxy propane,3-Ethoxy-1-methoxypropane,Ethoxy prpanoxymethane,"2,5 Dioxyhexane"
"IUPAC name of the following compound is

(CH2=CH)2CH-CH=CH2 is","3-Vinylpenta-1,4-diene","3,3-Divinyl-1-propene",Triethenylmethane,Trivinylethane
IUPAC name of CH3CH(OH)COOH is,2-Hydroxypropanoic acid,Lactic acid,α-Hydroxypropionic acid,Carboxypropanol
"A student named the compound as 1, 4-butadiene",He committed an error in position of double bond,The name is correct,He committed an error in the selection of carbon chain,Unpredictable
"Which of the following structure represents 2,2,3-trimethylhexane?",CH3C(CH3)2CH(CH3)CH2CH2CH3,CH3C(CH3)2CH2CH(CH3)2,CH3CH(CH3)CH2CH(CH3)CH2CH3,CH3C(CH3)2CH2C(CH3)2CH3
The correct IUPAC name of (C2H5)4C is,"3,3-Diethylpentane",Tetraethyl methane,2-Ethylpentane,None of the above
The IUPAC name of the compound CH3CONH(Br) is,N-Bromoethanamide,1-Bromoacetamide,Ethanoyl bromide,None of these
The IUPAC name of the hydrocarbon CH≡C-CH=CH-CH=CH2 is,"Hexa-1,3-dien-3-yne","Hexa-3,5-dien-5-ye","Hexa-1,2-dien-1-yne","Hexa-3,5-dien-1-ye"
"The IUPAC name of 

(C2H5)2NCH2CH(CI)COOH is","2-Chloro-3-(N,N-diethylamino) propanoic acid",2-Chloro-4-ethylpentanoic acid,2-Chloro-2-oxodiethylamine,2-Chloro-2-carboxy-N-ethylethane
"The common and IUPAC names for the group, (CH3)2CHCH2 respectively are","Isobutyl, 2-methylpropyl","Isobutyl, 1-methylpropyl","tert-Butyl, 1, 1-dimethylethyl","sec-Butyl, 2-methylpropyl"
"The principal functional group in the compound, BrCH2CH(OH)CH2COCH2NO2 is",>C=O,-Br,-OH,-NO2
The secondary suffix and the secondary prefix for the functional group COCl respectively are,"Oyl chloride, chlorocarbonyl","Chlorocarbonyl, oyl chloride","Oyl chloride, yl chloride","yl chloride, oyl chloride"
"The correct decreasing order of priority for the -CONH2 , CN and -COOR is","-COOR , -CONH2 , -CN","-CONH2 , -COOR , -CN","-CN , -COOR , -CONH2","-CN , -CONH2 , -COOR"
The systematic name for HCON(CH3)2 is,"N,N-Dimethylformamide",N. N-Dimethylaminomethanol,"2,3-Dimethylbutene","1,2-Dimethylcyclobutane"
"The IUPAC name of

(CH3)2CH-CH2-CH2Br is",1-Bromo-3-methylbutane,1-Bromopentane,2-Methyl-4-bromopentane,2-Methyl-3-bromopropane
"The IUPAC name of

(CH3)3C-CH=CH2 is","3,3-Dimethylbut-1-ene","2,2-Dimethylbut-2-ene","2,2-Dimethylpent-3-ene",Hex-1-ene
"The IUPAC name of

CH3-C≡C-CH(CH3)2 is",4-Methyl-pent-2-yne,"4,4-Dimethyl-but-2-yne",Isopropylmethylacetylene,2-Methylpent-2-ye
"Which of the following represents the systematic name of the compound 

CH₂=CH-CH2CI?",3-Chloroprop-1-ene,Allyl chloride,1-Chloroprop-3-ene,Vinyl chloride
"The IUPAC name of the compound having the molecular formula 

Cl3C-CH3CHO is","3,3,3-Trichloropropanal",Chloral,"1, 1, 1-Trichloropropanal","2, 2, 2-Trichloropropanal"
The IUPAC name of CH3OC2H5 is,Methoxyethane,Methyl ethyl ether,Ethyl methyl ether,Ethoxymethane
CH3CH2CH2CH(CH=CH2)CH2CH2CH3 is,3-Propylhex-I-ene,4-Ethenylheptane,4-Ethenylhexane,3-Ethyenylheptane
The IUPAC name of tert-butyl chloride is,2-Chloro-2-methylpropane,4-Chlorobutane,2-Chlorobutane,1-Chloro-3-methylpropane
The IUPAC name of acraldehyde is,Prop-2-en-1-al,Propenylaldehyde,But-2-en-1-al,Propenal
"The IUPAC name of

CH3CH=CHCOOC2H5 is",Ethyl but-2-enoate,Ethyl but-1-enoate,Ethyl prop-2-enoate,None of these
The structural formula of 2-methyl-2-butene is,CH3CH=C(CH3)-CH3,CH3-CH(CH3)-CH=CH2,CH3-CH2-C(CH3)=CH2,CH3CH=CH-CH3
IUPAC name of CH2=CH-CN is,2-Propenenitrile,Ethenenitrile,Vinyl cyanide,Cyanoethene
"The IUPAC name of the following 

CH3C(CH3)2CH2CH=CH2 is","4,4-Dimethyl-1-pentene","2,2-Dimethyl-4-pentene","1, 1, 1-Trimethyl-3-butene","4,4,4-Trimethyl-1-butene"
IUPAC nomenclature of the given organic compound (CH3)2C(CH2CH3)CH2CH(Cl)CH3 will be,"2-Chloro-4,4-dimethylhexane","5-Chloro-3, 3-dimethylhexane",4-Chloro-2-ethyl-2-methylpentane,2-Chloro-4-ethyl-4-methylpentane
The IUPAC name of the following compound CH3-C(CH3)2-CH=C(CH3)2 is,"2, 4, 4-Trimethylpent-2-ene","1, 3, 3-Tetramethylbut-1-ene","1, 3, 3-Trimethylpent-2-ene","2,2,4-Trimethylbut-4-ene"
The IUPAC name of CH3COCH(CH3)2 is,3-Methyl-2-butanone,Isopropyl methyl ketone,2-Methyl-3-butanone,4-Methylisopropyl ketone
The correct IUPAC name of phenetole is,Ethoxybenzene,Methoxybenzene,Diphenyl ether,Benzoxybenzene
The compound which has one isopropyl group is,2-Methylpentane,"2, 2, 3, 3-Tetramethylpentane","2,2-Dimethylpentane","2, 2, 3-Trimethylpentane"
,2,3,1,4
,6,2,4,8
,2,3,1,4
,1-Chloro-4 methylpentan-2-ol,"4,4-Diethyl-1-chloro butanol",1-Chloro-4-hydro-2-butanol,1-Methyl-4-chloro-4-hexanol
,3-Hydroxy butanal,2-Hydroxy butanal,1-Oxo-3-hydroxy butane,Aidol
,3-Methylpent-2-ene,2-Ethylbutene,2-Ethylbut-2-ene,2-Ethylpent-2-ene
,"3,4,4-Trimethyloctane","3,4,4-Trimethylheptane",2-Butyl-2-methyl-3-ethylbutane,"2-Ethyl-3, 3-dimethylheptane"
,"3,3-Dimethyl-1-butene","3, 3, 3-Trimethyl-l-propene","1,1,1-Trimethyl-3-propanone","1,1-Dimethyl-3-butene"
,4-Hydroxy-2-methylpentanal,4-Hydroxy-1-methylpentanal,3-Hydroxy-2-methylpentanal,3-Hydroxy-3-methylpentanal
,2-Methylbutanoic acid,2-Ethylpropanoic acid,Ethylmethylacetic acid,None of the above
,3-Methyl-2-butenoic acid,2-Methyl-2-butenoic acid,3-Methyl-3-butenoic acid,2-Methyl-3-butenoic acid
,"Ethane-1,2-dial",Formyl methanal,Formyl methanoate,Oxomethanal
,"Propane-1,2,3-tricarbonitrile","1,2,3-Tricarbonitrile propane","Propane-1, 1, 1-tricarbylamine",3-Cyano pentane dinitrile
,2-oxo ethanenitrile,Cyano methanal,Cyano ethanal,Formonitrile
,2-Chloropropanoylchloride,"1,2-dichloropropanone","1,2-dichloropropanal",Chloroformyl chloroethane
,Methyl propanoate,Methoxy propanone,Methoxy propanal,Methyl ethanoate
,"3,4-Dimethylhex-3-ene","1,2-Diethylbutane",2-Ethyl-3-methylpentane,None is correct
,N-Ethylmethanamide,N-Formylaminoethane,N-Ethylformylamine,Ethylaminomethanal
,Ethanoic anhydride,Methyl ethanoate,Aceto ethanoate,Ethanoyl ethanoate
,Methanetricarboxylic acid,Tricarboxymethane,Propanetrioic acid,Tributanoic acid
,3-Chloro-2-iodo-4-oxopentanoic acid,2-lodo-3-chloro-1-oxopentanoic acid,4-Oxo-3-chloro-2-iodopentanoic acid,"4-Carboxy-4, 3-chloro-2-butanone"
,4-Ethylpent-4-en-2-amine,2-Amino-4-ethylpent-4-ene,2-Ethylpentan-4-amine,4-Amino-2-ethylpent-1-ene
,sec-Butylbenzene,2-Cyclohexylbutane,3-Cyclohexylbutane,3-Phenylbutane
,"2-Hydroxypropane-1,2,3-carboxylic acid","1.2.3-Tricarboxy-2, 1-propane","3-Carboxy-3-hydroxy-1,5-pentanedioic acid","3-Hydroxy-3-carboxy-1, 5-pentanedioic acid"
,"2,3-Dioxopropanoic acid",3-Aldo-2-oxopropanoic acid,"1-Hydroxypropane-1, 2, 3-trione",2-Aldo-2-ketomethanoic acid
,N. N-Diethylethanamine,Triethylamine,Ethyltriamine,None of the above
,Propanoic anhydride,Propionic anhydride,Dipropanoic anhydride,Ethoxypropanoic acid
,3-Methoxypropanal,2-Formylmethoxyethane,Methoxypropanal,2-Methoxypropanal
,6-Chloro-4-ethyl-5-methyl hept-5-en-1-yne,6-Chloro-4-ethyl-5-methyl hept-1-yn-5-ene,2-Chloro-4-ethyl-3-methyl hept-2-en-6-yne,2-Chloro-4-ethyl-3-methyl hept-6-yn-2-ene
,"3,4,4-Trimethyloctane",2-Butyl-2-methyl-3-ethylbutane,"2-Ethyl-3, 3-dimethylheptane","3,4,4-Trimethylheptane"
,3-Methylbut-2-enoic acid,2-Methylbut-2-enoic acid,3-Methylbut-3-enoic acid,2-Methylbut-3-enoic acid
,3-Aminoprop-2-enal,1-Aminoprop-2-enal,1-Amino-2-formylethene,3-Amino-1-oxoprop-2-ene
,4-Hydroxy-2-methylpent-2-en-1-al,4-Hydroxy-1-methylpentanal,2-Hydroxy-4-methylpent-3-en-5-al,2-Hydroxy-3-methylpent-2-en-5-al
,2-Ethyl-3-methylbut-1-ene,2-Isopropylbut-1-ene,2-Methyl-3-ethyl-3-butane,2-(1-Methylethyl)but-1-ene
,"2,3-Dimethylhexane",2-Isopropyl pentane,Isononane,"2,4-Dimethylhexane"
,3-Aminohept-5-enoic acid,5-Aminohept-2-enoic acid,β-Amino-δ-heptanoic acid,5-aminohex-2-enecarboxylic acid
,"4-Butylhexa-2, 5-dien-1-al",5-Vinyloct-3-en-1-al,5-Vinyloct-5-en-8-al,"3-Butylhexa-1,4-dien-8-al"
,1-Hydroxy-4-methylpentan-3-one,2-Methyl-5-hydroxypentan-3-one,4-Methyl-3-oxopentan-1-ol,Hexan-1-ol-3-one
,"2-Methylpentane-2,4-diol","1,1-Dimethylbutane-1,3-diol","1,3,3-Trimethylpropane-1, 3-dial","1,3,3-Trimethyl-1, 3-propanediol"
,"2-Methylpentane-2,4-diol","1,1-Dimethylbutane-1,3-diol","1,3,3-Trimethylpropane-1, 3-dial","1,3,3-Trimethyl-1, 3-propanediol"
,2-Amino-3-hydroxypropanoic acid.,1-Hydroxy-2-aminopropan-3-oic acid,1-Amino-2-hydroxypropanoic acid,3-Hydroxy-2-aminopropanoic acid
,3-Ethylhex-2-ene,3-Propylpent-3-ene,3-Propylpent-2-ene,4-Ethylhex-4-ene
,2-Hydroxy-4-oxopentanal,5-Oxo-4-hydroxy-2-pentanone,4-Hydroxy-5-al-2-pentanone,1-Al-4-oxo-2-pentanol
,"Ethane-1,2-dial",Formylmethanal,"1,2-Ethanedione",Formyl methanoate
,"6, 6-Dibromoheptan-2-ol","2,2-Dibromoheptan-6-ol","6,6-Dibromoheptan-2-al",None of these
,3-Methyl-3-pentanol,2-Ethyl-2-butanol,3-Ethyl-3-methyl-2-pentanol,"1,1-Dimethylethanol"
,"2,3-Dibromo-1,4-dichloro-2-butene","1,4-Dichloro-2, 3-dibromo-2-butene",Dichlorodibromobutene,Dichlorodibromobutane
,"2-Bromo-3-ethyl-1, 4-pentadiene","4-Bromo-3-ethyl-1, 4-pentadiene","2-Bromo-3-ethyl-1, 5-pentadiene",None of the above
,3-Methylpentanoyl chloride,3-Methylbutanoyl chloride,1-Chloro-3-ethylbutanone,1-Chloro-3-methylpentanone
