question,answer,wrong1,wrong2,wrong3
Gabriel's phthalimide synthesis is used for the preparation of,Primary aliphatic amines,Primary aromatic amines,Secondary amines,Tertiary amines
Hoffmann's reagent is,Diethyl oxalate,Dimethyl oxalate,Benzene sulphonyl chloride,None of the above
Hinsberg's reagent is,Benzene sulphonyl chloride,Diethyl oxalate,Benzoyl chloride,None of the above
"Primary, secondary and tertiary amines may be separated by using",Both,Benzene sulphonyl chloride,Diethyl oxalate,None of the above
Boiling points of the following compounds follow the order,\(CH_3CH_3< CH_3NH_2 <CH_3OH < HCOOH\),\(CH_3NH_2<CH_3OH<CH_3CH_3<HCOOH\),\(CH_3OH<CH_3CH_3< CH_3NH<HCOOH\),\(HCOOH<CH_3NH_2<CH_3OH<CH_3CH_3\)
"Amongst the following, the most basic compound is",Benzylamine,Aniline,Acetanilide,p-Nitroaniline
Which is the strongest base ?,\((CH_3)_2NH\),\(CH_3NH_2\),\((C_6H_5)_2NH\),\(C_6H_5NH_2\)
"The correct order of the increasing basicity of methyl amine, ammonia and aniline is",aniline < ammonia < methyl amine,methyl amine < aniline < ammonia,aniline < methyl amine < ammonia,ammonia < aniline < methyl amine
Gas evolved during the reaction of sodium metal on ethylamine is,\(H_2\),\(N_2\),\(C_2H_2\),\(CO_2\)
The action of nitrous acid on ethyl amine gives,Ethyl alcohol,Ethane,Ethyl nitrite,Nitroethane
Carbylamine reaction is given by,\(RNH_2\),\(C_6H_5NHCH_3\),\((CH_3)_2NH\),\((CH_3)_3N\)
"\(C_2H_5NH_2+ CHCl_3+3KOH→X+Y+3H₂O;\)

Compounds X and Y are",\(C_2H_5NC\) and KCI,\(CH_3CN\) and KCI,\(CH_3CONH_2\) and KCI,\(CH_3NC\) and \(K_2CO_3\)
Phenyl isocyanides are prepared from which of the following reactions?,Carbylamine reaction,Rosenmund's reaction,Reimer-Tiemann reaction,Wurtz reaction
Reaction of primary amines with aldehyde yields,Aldimines (Schiff's base),Amides,Nitriles,Nitro compounds
The compound which on reaction with aqueous nitrous acid at low temperature produces an oily nitrosamine is,diethyl amine,methyl amine,ethyl amine,triethylamine
Which of the following compound gives dye test ?,Aniline,Methyl amine,Diphenyl amine,Ethyl amine
"Primary, secondary and tertiary amines can be distinguished by",Hinsberg reagent,Grignard reagent,Fehling solution,Tollen's reagent
Schiff's base is formed when aniline is heated with,benzaldehyde,benzyl chloride,benzyl alcohol,acetone
Aniline on treatment with bromine la presence of \(CS_2\) at low temperature gives,a mixture of (a) and (b),o-bromaaniline,p-bromoaniline,"2, 4, 6-tribromoaniline"
Bromine water reacts with aniline to give,tribromoaniline,o-bromoaniline,p-bromoaniline,m-bromoaniline
Aniline on treatment with conc.\(HNO_3\) + conc.\(H_2SO_4\) mixture yields,a black tarry matter,o- and p-nitroanilines,m-nitroaniline,both (b) and (c)
"Towards electrophilic substitution, the most reactive is",aniline,nitrobenzene,aniline hydrochloride,N-acetylaniline
Primary amines on heating with \(CS_2\) followed by treatment with excess of mercury (II) chloride yields isothiocyanate. The reaction is called,Hoffmann mustard oil reaction,Hoffmann rearrangement,Hoffmann reaction,Hoffmann bromamide reaction.
Aniline when treated with \(HNO_3\) and HCl at 0°C gives,A diazo compound,Phenol,Nitrobenzene,None of these
Benzene diazonium chloride when reacts with hypohosphorous acid \((H_3PO_2)\) produces,Benzene,Phenol,Phenyl phosphite,Phenyl phosphate
The product obtained when phenol reacts with benzene diazonium chloride is,p-hydroxyazobenzene,Phenyl hydroxylamine,p-aminoazobenzene,Phenylhydrazine
"The indicator that is obtained by coupling the diazonium salt of sulphanilic acid with N, N-dimethylaniline is",methyl orange,phenanthroline,methyl red,phenolphthalein
,Ethyl amine,Ethyl amide,Methyl amine,Acetamide
An isonitrile on reduction gives,2° amine,3° amine,1° amine,quaternary ammonium salts
Ethyl chloride on heating with AgCN forms a compound X; the functional isomer of X is,\(C_2H_5NC\),\(C_2H_5NC\),\(C_2H_5NH_2\),None of these
Which of the following would undergo Hoffmann's reaction to give a primary amine?,\(RCONH_2\),RCOCl,\(RCONHCH_3\),RCOOR
Mixture of aniline and chlorobenzene can be separated by using,dil. HCl,ether,NaOH solution,alcohol
Isocyanide is prepared by,Carbylamine reaction,Friedel-Craft reaction,Wurtz reaction,Williamson synthesis
Which one of the following on reduction with lithium aluminium hydride yields a secondary amine?,Methyl isocyanide,Methyl cyanide,Nitrocthane,Acetamide
Which on reduction does not give primary amine?,\(C_2H_5NC\),\(CH_3CN\),\(CH_3CONH_2\),All of these
Which of the following is the strongest base in aq. solution?,Dimethylamine,Methylamine,Trimethylamine,Aniline
Which of the following is more basic than aniline ?,Benzylamine,Triphenylamine,p-Nitroaniline,Diphenylamine
Hinsberg reagent is used to distinguish between,Both (a) and (b),1° and 2° amines,2° and 3° amines,None of these
The amine which will not liberate nitrogen on reaction with HONO is,Trimethyl amine,sec-Butyl amine,ter-Butyl amine,iso-Propyl amine
