question,answer,wrong1,wrong2,wrong3
The most reactive compound towards formation of cyanohydrin is,p-nitorbenzaldehyde,Benzaldehyde,Phenylacetaldehyde,p-hydroxybenzaldehyde
Fehling's test is positive for,acetaldehyde,benzaldehyde,ether,alcohol
Which does not react with Fehling solution,\(C_6H_5CHO\),\(CH_3CHO\),HCOOH,\(C_6H_{12}O_6\)
Which of the following gives silver mirror with Tollen's reagent?,\(CH_3CHO\),\(CH_3COOH\),\(CH_3COCH_3\),\(CH_3COCl\)
\(C_2H_5CHO\) and \((CH_3)_2CO\) can be distinguished by testing with,Fehling solution,phenylhydrazine,phenylhydroxylamine,Sodium bisulphite
Aldehydes may be distinguished from ketones by,Fehling solution,\(AgNO_3\),\(CH_3COOH\),Conc. \(H_2SO_4\)
From which of the following tertiary butyl alcohol is obtained by the action of methyl magnesium iodide?,\(CH_3COCH_3\),HCHO,\(CH_3CHO\),CO₂
Acetone is easily oxidised with,Acidic dichromate solution,Tollen's reagent,Fehling solution,Benedict solution
Aldehydes and ketones can be reduced to corresponding alkane by,Both,Clemmensen reduction,Wolf-Kishner reduction,None of the above
Clemmensen reduction of ketone is carried out in presence of,Zn-Hg with HCI,H₂ with Pd as catalyst,glycol with KOH,\(LiAlH_4\) in ether
Treatment of ketone with Grignard reagents followed by hydrolysis gives,ter-alcohol,sec-alcohol,pri-alcohol,aldehyde
Which of the following will undergo aldol condensation?,\(CH_3CH_2COCH_3\),\(C_6H_5COC_6H_5\),\((CH_3)_3CCOCH_3\),HCHO
"When acetone is heated with conc. \(H_2SO_4\), we get",mesitylene,benzene,phorone,mesityl oxide
Cannizzaro reaction is an example of,Disproportionation,Oxidation reaction,Reduction reaction,None of these
Aromatic aldehydes undergo disproportionation in presence of sodium or potassium hydroxide to give corresponding alcohol and acid. The reaction is known as,Cannizzaro reaction,Wurtz reaction,Friedel-Craft reaction,Claisen reaction
Conversion of acetaldehyde into ethyl acetate in presence of aluminium ethoxide is called,Tischenko reaction,Aldol condensation,Cope reaction,Benzoin condensation
"Benzaldehyde, when heated with conc. KOH solution, gives",a mixture of \(C_6H_5COONa\) and \(C_6H_5CH₂OH\),\(C_6H_5CH₂OH\),\(C_6H_5 COOH\),\(C_6H_5COONa\)
A mixture of benzaldehyde and formaldehyde on heating with aqueous NaOH solution gives,benzyl alcohol and sodium formate,sodium benzoate and methyl alcohol,sodium benzoate and sodium formate,benzyl alcohol and methyl alcohol
Which of the following undergoes Cannizzaro's reaction ?,Benzaldehyde,Propanal,Butanal,None of these
"To, distinguish between formaldehyde and acetaldehyde, we require",Caustic soda solution,Tollen's reagent,Fehling's solution,Schiffs reagent
Which of the following react with NaOH to produce an acid and an alcohol?,HCHO,\(CH_3COOH\),\(CH_3CH_2COOH\),\(C_6H_5COOH\)
"If formaldehyde and KOH are treated together, we get",Methanol,Methane,Acetylene,Ethyl acetate
"Formaldehyde when treated with KOH gives methanol and potassium formate, the reaction is known as",Cannizzaro's reaction,Perkin's reaction,Claisen's reaction,Knoevenagel's reaction
Which of the following does not give iodoform test?,\(CH_3OH\),\(CH_3CH₂OH\),\(CH_3CHO\),\(PhCOCH_3\)
Which does not give haloform with halogen in presence of alkali?,Benzaldehyde,Acetaldehyde,Ethanol,Chloral
\(C_2H_5OH\) can be distinguished from \(CH_3OH\) by,Iodoform test,The action of HCI,The action of \(NH_3\),Determining their solubilities in water
A compound that gives positive iodoform test is,Ethanol,3-Pentanol,Methanal,Pentanal
Product formed when benzaldehyde is refluxed with alcoholic KCN solution is,benzoin,phenyl cyanide,phenyl isocyanide,benzoic acid
Benzaldehyde reacts with ammonia to form,Hydrobenzamide,Benzaldehyde ammonia,Urotropine,Ammonium chloride
Which reagent is used in the Rosenmund reduction ?,"\(H_2,Pd-BaSO_4\)",\(NH_2NH_2;\)KOH/glycol,\(LiAlH_4\),Zn-Hg/HCI
Aldehydes can be oxidised by,All of these,Fehling solution,Tollen's reagent,Benedict solution
The product formed in aldol condensation is,a beta-hydroxy aldehyde or a beta-hydroxy ketone,"an alpha, beta-unsaturated ester",a beta-hydroxy acid,an alpha-hydroxy aldehyde or ketone
"When a mixture of calcium benzoate and calcium acetate is dry distilled, the resulting compound is",acetophenone,benzaldehyde,benzophenone,acetaldehyde
Acetone reacts with Grignard reagent to form,3° alcohol,2° alcohol,ether,no reaction
Which of the following reagents converts both acetaldehyde and acetone to alkanes?,Zn-Hg/conc. HCI,\(Ni/H_2\),\(LiAlH_4\),\(I_2/NaOH\)
Which of the reagent is used to convert 2-butanone into propanoic acid?,\(NaOH/I_2/H^+\),Tollen's reagent,Fehling solution,"NaOH,\(NaI/H^+\)"
Aldol condensation of acetaldehyde leads to the formation of which of the following intermediate,a carbanion ion,a carbonium ion,acetate ion,a free redical
A typical compound which undergoes Cannizzaro's as well as aldol condensation is,\((CH_3)_2CHCHO\),\(C_6H_5CHO\),\(CH_3CH_2CHO\),HCHO
An organic compound A on treatment with acidified \(K_2Cr_2O_7\) gives compound B which reacts with \(I_2\) and sodium carbonate to form tri-iodomethane. The compound A is,\(CH_{3}CH(OH) CH_{3}\),\(CH_{3}OH\),\(CH_{3}COCH_ 3\),\(CH_{3}CHO\)
"If formaldehyde, and KOH are treated together we get",Methanol,Methane,Acetylene,Ethylacetate
A mixture of benzaldehyde and formaldehyde on treating with aqueous NaOH gives,Benzyl alcohol and sodium formate,Sodium benzoate and methyl alcohol,Sodium benzonate and sodium formate,Benzyl alcohol and methyl alcohol
Which of the following forces explain the b.pt. of aldehydes and ketones?,Dipole-dipole attraction,Hydrogen bonding,Vanderwall force,None
Benzaldehyde can be prepared by oxidation of toluene by.,\(CrO_2Cl_2\),Acidic \(KMnO_4\),\(K_2Cr_2O_7\),All
Benzophenone can be converted into benzene using,fused alkali,anhyduous \(AlCl_3\),Na-Hg in water,acidified dichromate
