question,answer,wrong1,wrong2,wrong3
Sulphonation of benzoic acid produces mainly,m-Sulphobenzoic acid,o-Sulphobenzoic acid,p-Sulphobenzoic acid,o- and p-Sulphobenzoic acids
Which one is strongest acid?,\(CHF_2COOH\),CH₂FCOOH,CH₂CICOOH,\(CHCl_2COOH\)
Acidity follows the order,\(HCOOH>C_6H_5COOH>CH_3COOH\),\(HCOOH>CH_3COOH>C_6H_5COOH\),\(C_{2}H_{5}COOH > CH_{3}COOH > HCOOH\),\(C_{6}H_{5}COOH > HCOOH > CH_{3}COOH\)
Which is correct order of acid strength?,RCOOH > HOH > ROH > CH≡CH,RCOOH > CH≡CH > HOH > ROH,RCOOH > ROH > HOH > CH≡CH,RCOOH > HOH > CH≡CH > ROH
The reaction of HCOOH with conc. \(H_2SO_4\) gives,CO,\(CO_2\),Oxalic acid,Acetic acid
Which one of the following is a strong reducing agent ?,Methanoic acid,Ethanoic acid,Benzoic acid,Chloroacetic acid
Which of the following will reduce Tollen's reagent ?,HCOOH,\(CH_{3}COOH\),COOH - COOH,\(CH_{3}COOC_{2}H_{5}\)
Glacial acetic acid is,pure acetic acid at 0 °C,pure acetic acid at 100 °C,acetic acid mixed with methanol,pure acetic acid above 16.6 °C
Vinegar contains,7-8% acetic acid,10-20% acetic acid,10% acetic acid,100% acetic acid
Formaldehyde and formic acid can be distinguished using,Sodium carbonate,Tollen's reagent,Fehling solution,Ferric chloride
Formic and acetic acids can be distinguished by,ammonical \(AgNO_3\),litmus,\(NaHCO_3\),caustic soda
The acid present in tomatoes is,citric acid,lactic acid,oxalic acid,tartaric acid
"When sucrose is heated with conc. \(HNO_3\), the product is",oxalic acid,sucrose nitrate,formic acid,citric acid
COOH - COOH on treatment with conc. \(H_2SO_4\) gives,\(H_2O\) + CO + \(CO_2\),CO + \(H_2O_2\),HCOOH + \(CO_2\),HCOOH + CO + \(O_2\)
What makes a lemon sour?,Citric acid,Oxalic acid,Tartaric acid,Hydrochloric acid
Baking powder consists of a,tartarate,oxalate,citrate,none of these
Which one is used as a food preservative ?,Sodium benzoate,Sodium acetate,Sodium propionate,Sodium oxalate
,Acetonitrile,Acid anhydride,\(CH_{3}CH_{2}OH\),Ammonium acetate
"Acetyl chloride is reduced with \(LiAlH_4\), the product formed is",ethyl alcohol,methyl alcohol,acetaldehyde,acetone
Sodium acetate and acetyl chloride react to give,Acetic anhydride,Acetic acid,Acetone,Sodium formate
In the preparation of an ester the commonly used dehydrating agent is,concentrated sulphuric acid,phosphorus pentoxide,anhydrous calcium carbide,anhydrous aluminium chloride
Hydrolytic reaction of fats with caustic soda is known as,Saponification,Acetylation,Carboxylation,Esterification
Saponificaton of ethyl benzoate with caustic soda as alkali gives,sodium benzoate and ethanol,benzyl alcohol and ethanoic acid,benzoic acid and sodium ethoxide,sodium benzoxide and ethanoic acid
Which one of the following compounds will react with \(NaHCO_3\) solution to give sodium salt and carbon dioxide ?,Acetic acid,n-Hexanol,Phenol,Both (a) and (c)
Acetamide is,Amphoteric,Neutral,Basic,Acidic
Which produces \(NH_3\) on reaction with caustic soda?,Acetamide,Ethyl amine,Dimethyl amine,Aniline
"Amides on treatmemt with Br₂ and KOH are converted into amines, the reaction is known as",Hofmann's bromamide reaction,Hofmann's methylation,Gabriel phthalimide reaction,H.V.Z. reaction
"On heating acetamide in presence of \(P_2O_5\) , which of the following is formed?",Acetonitrile,Ammonium acetate,Ammonia,Methyl amine
The order of decreasing ease of reaction with ammonia is,"anhydrides, esters, ethers","anhydrides, ethers, esters","ethers, anhydrides, esters","esters, ethers, anhydrides"
"On heating urea, \(NH_3\) gas is evolved along with formation of other substance, the other substance is",biuret,carbonic acid,cyanic acid,semicarbazide
The acid showing salt like character in aqueous solution is,α-aminoacetic acid,acetic acid,benzoic acid,formic acid
"To distinguish between salicylic acid and phenol, one can use",\(NaHCO_3\) solution,neutral \(FeCl_3\),5% NaOH solution,bromine water
Which of the following compounds does not evolve \(CO_2\) when treated with \(NaHCO_3\) solution?,Phenol,Salicylic acid,Benzoic acid,4-Nitrobenzoic acid
What is formed when acetic acid is heated with chlorine in presence of red phosphorus ?,α-Chloroacetic acid,Acetyl chloride,Trichloroacetic acid,Chloral
The compound formed as a result of oxidation of ethyl benzene by \(KMnO_4\) is,benzoic acid,benzyl alcohol,benzophenone,acetophenone
"When \(CH_3COOH\) reacts with \(CH_3MgX\), the compound formed is",a hydrocarbon,\(CH_3COX\),acetone,an alcohol
\(CH_3COCl\) does not react with,diethyl ether,phenol,ethanol,aniline
Acetamide and ethyl amine are distinguished by reacting with,aq NaOH and heat,\(Br_2\) water,acidic \(KMnO_4\),aq. HCI and heat
Which one of the following is not the method for preparation of an amide?,Acid + \(NH_3\),Ester + \(NH_3\),Acid halide + \(NH_3\),Acid anhydride + \(NH_3\)
Hydrolysis of an ester gives a carboxylic acid which on Kolbe's electrolysis yields ethane. The ester is,methyl ethanoate,ethyl methanoate,methyl methanoate,methyl propanoate
An acyl chloride is formed by reacting \(PCl_5\) with,Acid,Ester,Amide,All
An aqueous solution of urea is,neutral,basic,acidic,both (a) and (b)
Acetic anhydride is obtained from acetyl chloride by reaction of,\(CH_3COONa\),\(P_2O_5\),\(H_2SO_4\),\(CH_3COOH\)
Which of the following derivatives of acid on hydrolysis will give brown precipitate with Nessler's reagent?,None,Acid chloride,Acid anhydride,Esters
Diazomethane reacts with carboxylic acids to yield,Ester,Ether,Imines,Amines
"When sucrose is heated with conc. \(HNO_3\), the product is",Oxalic acid,Charcoal,Sucrose nitrate,Formic acid
,Trans-esterification,Claisen-Schmidt reaction,Schmidt reaction,Esterification
