question,answer,wrong1,wrong2,wrong3
The reaction of benzene with Haloalkane in presence of anhydrous \(AlCl_{3}\) is,Fridel craft's reaction,Wurtz's reaction,Frankland reaction,Riemer Tiemann's reaction
Which of the following compound is used in tear gas?,Benzoyl chloride,Benzyl chloride,Chloroform,Chloro benzene
Among the following compounds the one with the highest percentage of chlorine is,pyrene,chloral,PVC,gammexene
The order of reactivity of alkyl halides towards a \(S_{N} 2\) reaction is,RI > RBr > RCl > RF,RF > RBr > RI > RCl,RF > RCI > RBr > RI,RI > RCl > RBr > RF
Which of the following possesses highest melting point ?,p-Dichlorobenzene,Chlorobenzene,o-Dichlorobenzene,m-Dichlorobenzene
Which of the following will have the maximum dipole moment?,\(CH_{3}Cl\),\(CH_{3}F\),\(CH_{3}Br\),\(CH_{3}I\)
The order of reactivities of methyl halides in the formation of Grignard reagent is,\(CH_{3}I > CH_{3}Br > CH_{3}Cl\),\(CH_{3}Br > CH_{3}Cl > CH_{3}I\),\(CH_{3}Br > CH_{3}I > CH_{3}Cl\),\(CH_{3}Cl > CH_{3}Br > CH_{3}I\)
1-Chlorobutane when treated with alcoholic potash gives,1-Butene,1-Butanol,2-Butene,2-Butanol
,\(C_{2}H_{5}CN and C_{2}H_{5}COOH\),\(C_{2}H_{6} and C_{2}H_{5}CN\),\(C_{2}H_{5}CN and C_{2}H_{6}\),\(C_{2}H_{5}CN and C_{2}H_{5}CH_{2}NH_{2}\)
Most reactive halide towards \(S_{N} ^ 1\) reaction is,Allyl chloride,n-Butyl chloride,sec-Butyl chloride,tert-Butyl chloride
Which of the following alkyl halides is used as a methylating agent?,\(CH_{3}I\),\(C_{2}H_{5}Cl\),\(C_{2}H_{5}Br\),\(C_{2}H_{5}I\)
The reactivity order of halides for dehydrohalogenation is,R - I > R - Br > R - Cl > R - F,R - F > R - Cl > R - Br > R - I,R - I > R - Cl > R - Br > R - F,R - F > R - I > R - Br > R - CI
The order of reactivity of alkyl halides towards elimination reaction is,3⁰ > 2⁰ > 1⁰,2⁰ > 1⁰ > 3⁰,3⁰ > 1⁰ > 2⁰,1⁰ > 2⁰ > 3⁰
Which is not an organometallic compound?,\(C_{2}H_{5}ONa\),\(C_{3}H_{7}MgI\),\((C_{2}H_{5})_{ 3} Al\),TEL
Formaldehyde gives an addition product with methyl magnesium iodide which on aqueous hydrolysis gives,Ethyl alcohol,Isopropyl alcohol,Methyl alcohol,Propyl alcohol
\(CO_{2}\) on reaction with ethyl magnesium bromide gives,Propanoic acid,Ethane,Acetic acid,None of these
Chlorobenzene is prepared commercially by,Raschig's process,Dow's process,Deacon's process,Etard's process
The reaction of \(C_{6}H_{5}  N_{2} ^ +C l^ -\) with CuCl gives,\(C_{6}H_{5}Cl\),\(C_{6}H_{6}\),\(C_{6}H_{5} - C_{6}H_{5}\),\(C_{6}H_{4}Cl_{2}\)
Chlorobenzene on heating with aq. \(NH_{3}\) under pressure in the presence of cuprous chloride gives,aniline,benzamide,nitrobenzene,chloroaminobenzene
The industrial preparation of chloroform employs acetone and,calcium hypochlorite,sodium chloride,chlorine gas,phosgene
\(CHCl_{3}\) on oxidation by air in presence of light gives,phosgene,formic acid,chloropicrin,\(CCl_{4}\)
\(AgNO_{3}\) does not give precipitate with chloroform because,\(CHCl_{3}\) does not ionise in water,\(CHCl_{3}\) is insoluble in water,\(CHCl_{3}\) is an organic compound,\(AgNO_{3}\) is insoluble in \(CHCl_{3}\)
"When ethylamine is heated with chloroform and alcoholic KOH, a compound with offensive smell is obtained. This compound is",An isocyanide,A secondary amine,A cyanide,An acid
\(C_{2}H_{5}NC\) is known as,Both,ethyl isocyanide,Ethyl carbylamine,None of these
Chloroform on warming with Ag powder gives,\(C_{2}H_{2}\),\(C_{6}H_{6}\),\(C_{2}H_{4}\),None of these
When chloroform is treated with conc. \(HNO_{3}\) it gives,\(CCl_{3}NO_{2}\),\(CHCl_{2}NO_{2}\),\(CHCl_{2}HNO_{2}\),None of these
Chloropicrin is,\(CCl_{3}NO_{2}\),\(C_{2}H_{5}C (NO)_5 SH\),\(CCl_{3}CHO\),\(CCl_{3}NO_{3}\)
Chloropicrin is used as,Insecticide,Anaesthetic,Hypnotic,All of these
The final product formed by the hydrolysis of chloroform by aq. KOH is,HCOOK,HCOOH,\(CH_{3}OH \),None of these
When chloroform reacts with acetone the product is,Chloretone,Ethylidene chloride,Mesitylene,Chloral
,Reimer-Tiemann reaction,Gattermann aldehyde synthesis,Duff reaction,Perkin reaction
Which of the following is an anaesthetic?,\(CHCl_{3}\),\(C_{2}H_{4}\),\(CH_{3}Cl\),\(C_{2}H_{5}OH\)
Which of the following is known as freon?,CCl₂F₂,\(CHCI_{3}\),\(CH_{2}F_{2}\),\(CF_{4}\)
Which of the following is mainly responsible for depletion of ozone layer?,Chlorofluorocarbons,Methane,Carbon dioxide,Water
Which of the following compounds is used as a refrigerant?,CCl₂F₂,Acetone,\(CCl_{4}\),\(CF_{4}\)
Ethyl alcohol gives ethyl chloride with the help of,SOCI₂,NaCl,\(Cl_{2}\),KCI
Carbon tetrachloride reacts with \(C_{6}H_{5}OH\) and NaOH to form,Salicylic acid,Salicylaldehyde,Both,None of these.
What happens when \(CCl_{4}\) is treated with \(AgNO_{3}\),Nothing will happen,\(NO_{2}\) will be evolved,a white ppt. of AgCl will be formed,\(CCl_{4}\) will dissolve in \(AgNO_{3}\)
Which of the following compounds is used as fire extinguisher?,\(CCl_{4}\),\(C_{2}H_{5}OC_{2}H_{5}\),\(CH_{2}Cl_{2}\),\(CHCI_{3}\)
\(CCl_{4}\) is used as fire extinguishers because,it gives incombustible vapour,it has high melting point,of its covalent bond,of its low boiling point
The pesticide DDT slowly changes to,"p, p - dichlorodiphenyldichloroethene",\(CCl_{3}CHO\) and chlorobenzene,"p, p - dichlorodiphenylethene","p, p - dichlorodiphenyldichloroethane"
In which of the following p-electrons of the halogen are not involved in delocalisation ?,Alkyl chloride,Chlorobenzene,Bromobenzene,Vinyl chloride
Aryl halides are less reactive towards nucleophilic substiution reaction as compared to alkyl halides due to,resonance stabilisation,the formation of less stable carbonium ion,longer carbon-halogen bond,inductive effect
The formula for freon-12 is,\(CCl_{2}F_{2}\),\(CClF_{3}\),\(CH_{2}Cl_{2}\),\(CH_{2}F_{2}\)
Which of the following gives positive iodoform test upon reaction with \(I_{2}\) and NaOH?,\(PhCHOHCH_{3}\),\(CH_{3}CH_{2}CHOHCH_{2}CH_{3}\),\(C_{6}H_{5}CH_{2}CH_{2}OH\),\((CH 3 )_2 CHCH_{2}OH\)
Which is liquid at room temperature?,\(CH_{3}I\),\(CH_{3}F\),\(CH_{3}Cl\),\(CH_{3}Br\)
"When an alkyl halide is heated with dry Ag₂O, it produces",ether,ester,ketone,an alcohol
Allyl chloride on dehydrochlorination gives,propadiene,propylene,acetone,propyne
An organic compound which produces a bluish green coloured flame on heating in presence of copper is,chlorobenzene,benzaldehyde,aniline,benzoic acid
Ethylene oxide when treated with Grignard reagent yields,primary alcohol,tertiary alcohol,cyclopropyl alcohol,secondary alcohol
The compound added to prevent chloroform to form phosgene gas is,\(C_{2}H_{5}OH\),\(CH_{3}COOH\),\(CH_{3}OH\),\(CH_{3}COCH_{3}\)
Acetone is mixed with bleaching powder to give,chloroform,acetaldehyde,ethanol,phosgene
Which of the following gives trichloromethane on distilling with bleaching powder?,Ethanol,Methanal,Phenol,Methanol
Which reagent can convert butan-2-one to propanoic acid?,\(NaOH/I^2/H^{+}\),Tollen's reagent,Fehling solution,\(NaOH/NaI/H^+\)
Which of the following is formed when the product of oxidation of chloroform is treated with ethyl alcohol?,Diethyl carbonate,Ethyl chloride,Chloral hydrate,Chloral
Teflon polymer is formed by polymerisatio of,\(F_{2}C = CF_{2}\),\(Cl_{2}C = CH_{2}\),\(CH_2=CHCN\),\(CH_2=CHCl\)
Which of the following is the most reactive in Grignard reagent,n-butyl iodide,Isobutyl iodide,Sec-butyl iodide,Cannot be said
\(SN^1\) reaction of alkyl halides leads to,recemisation,retention of configuration,inversion of configuration,None
A sample of chloroform being used as anesthetic is tested by,\(AgNO_3\) solution after boiling with alc.KOH solution,Fehling solution,Ammonical \(Cu_{2}Cl_{2}\),\(AgNO_3\) solution
At higher temperature iodoform reaction is given by,\(CH_{3}COOC_{2}H_{5}\),\(CH_{3}COOCH_{3}\),\(C_{6}H_{5}COOCH_{3}\),\(CH_{3}COOC_{6}H_{5}\)
C - Cl bond is difficult to cleave in \(CH_{2} = CH - Cl\) due to.,Resonance,Electromeric effect,Inductive effect,Hyperconjugation
\(CCl_4\) is used in fire extinguishers under the name of,Pyrene,phosgene,Phosphine,None
\(SN ^ 2\) mechanism proceeds through the formation of,Transition state,Carbonium ion,Free radical,Carbanion
Both Methane and Ethane can be prepared in single step by the use of,\(CH_{3}Br\),\(C_{2}H_{4}\),\(CH_{3}OH\),\(CH_{3}CHO\)
How many monochlorobutanes will be possible on chlorination of n-butane ?,2,1,3,5
Isopropyl chloride undergoes hydrolysis by,\(S_{N} ^ 1 and S_{N} ^ 2\) mechanism,\(SN ^ 1\) mechanism,\(SN ^ 2\) mechanism,Neither \(S_{N} ^ 1 nor S_{N} ^ 2\) mechanism
"In \(S_{N} ^ 1\) (substitution, nucleophilic , unimolecular) reaction, the racemization takes place, it is due to",Both (a) and (b),Inversion of configuration,Retention of configuration,Conversion of configuration
Vinyl chloride undergoes,Both a and b,Only addition reactions,Only elimination reaction,None
Tertiary alkyl halides are practically inert to substitution by \(S_{N} ^ 2\) mechanism because of,Steric hindrance,Insolubility,Instability,Inductive effect
Which of the following undergoes nucleophilic substitution exclusively by \(S_{N} ^ 1\) mechanism ?,Benzyl chloride,Ethyl chloride,Chlorobenzene,Isopropyl chloride
Isoamyl halide is,1° halide,2° halide,3° halide,None
Which of the following react fastest with Lucas reagent,Trimethyl carbinol,Carbinol,Methyl carbinol,Dimethyl carbinol
Which of the following is most reactive for halogenation?,Isobutane,n-butane,Neopentane,Cannot be said
Which of the following react fastest in \(S_{N}^2\) ?,Tertiary butyl iodide,n-butyl iodide,Isobutyl iodide,Sec-butyl iodide
