question,answer,wrong1,wrong2,wrong3
Rectified spirit is a mixture of,95.87% ethyl alcohol 4.13% water,95% ethyl alcohol + 5% water,94% ethyl alcohol +4.53% water,94.4% ethyl alcohol +5.43% water
Alcohols of low molecular weight are,Scluble in water,Soluble in water on heating,Insoluble in water,Insoluble in all solvents
Which of the following can work as a dehydrating agent for alcohols ?,All,\(H_2SO_4\),\(Al_2O_3\),\(P_2O_5\)
Alcohols react with Grignard reagent to form,Alkanes,Alkenes,Alkynes,All
23 g of Na will react will ethanol to give,1/2 mole of \(H_2\),One mole of oxygen,One mole of \(H_2\),None of these
Which of the following statements is correct regarding ease of dehydration,Tertiary > Primary,Primary > Secondary,Secondary > Tertiary,None
Primary and secondary alcohols on action of red hot copper give,Aldehydes and ketones respectively,Ketones and aldehydes respectively,Only aldehydes,Only Ketones.
"When vapours of an alcohol are passed over but reduced copper , alcohol is converted into alkene, the alcohol is",Tertiary,Primary,Secondary,None of these
,\(CH_3CH_2OH\),\(CH_2=CH_2\),\(CH_3-CH_2-O-CH_2-CH_3\),None
Which is used as an antifreeze?,Glycol,Ethyl alcohol,Water,Methanol
Proof sprit (by volume) is a mixture of,57.1% Ethyl Alcohol +42.9% Water,67.1% Ethyl Alcohol + 32.9% Water,95.87% Ethyl Alcohol + 4.13% Water,None of the above..
Baeyer's reagent is,Alkaline \(KMnO_4\),Ammonical \(AgNO_3\),Ammonical \(CuSO_4\),\(CaSO_4/Ca(OH)_2\)
The reaction between alcohol and carboxylic acids is called,Esterification,Hydrolysis,Saponification,Hydrogenation
Alcoholic beverages are made of,Ethanol,Acetic acid,Formic acid,None of these
Which of the following reagent will convert glycerol to acrolein ?,All of the above,\(P_2O_5\),Conc. \(H_2SO_4\),\(KHSO_4\)
Which of the following is highly acidic,Water,Ethyne,Ethene,Methanol
Which of the following compound does not react with metallic sodium?,\(CH_3-O-CH_3\),\(CH_3CH(OH)CH_3\),\(CH _3COOH\),\(C_2H_5OH\)
Grignard reagent on reaction with a ketone forms,Tertiary alcohol,Secondary alcohol,Primary alcohol,Carboxylic acid
Which of the following does not give yellow ppt. with \(I_2/NaOH\) ?,HCHO,\(C_2H_5OH\),\(CH_3CHO\),\(CH_3COCH_3\)
The order of reactivity of halogen acids for reaction with \(C_2H_5OH\) is,HI> HBr>HCl,HCI> HBr>HI,HBr>HI>HCI,HBr>HCI > HI
Which of the following reagent will convert Propanoic acid to Propan-1-ol?,\(LiAlH_4\),\(KMnO_4\),\(MnO_2\),\(Cr_2O_3\)
Isopropyl alcohol on oxidation gives,Acetone,Ether,Ethylene,Acetaldehyde
Which one has highest boiling point ?,Butan-2-ol,Ethane,Butane,Pentane
Proof spirit contains about,50% alcohol by weight,40% alcohol by weight,25% alcohol by weight,10% alcohol by weight
Conversion of ethyl alcohol into acetaldehyde is an example of,Oxidation,Reduction,Molecular rearrangement,Hydrolysis
What is the product obtained when chlorine reacts with ethyl alcohol in the presence of NaOH ?,\(CHCl_3\),\(CH_3Cl\),\(C_2H_5Cl\),\(CCl_3CHO\)
"The correct order of boiling point for primary (1⁰), secondary (2⁰) and tertiary (3⁰) alcohols is",1⁰>2⁰>3⁰,3⁰>2⁰>1⁰,2⁰>1⁰>3⁰,2⁰>3⁰>1⁰
Which of the following has maximum hydrogen bonding ?,Ethyl alcohol,Ethyl amine,Ammonia,Diethyl ether
Absolute alcohol (100% alcohol) is prepared by distilling rectified spirit over,\(Mg(OC_2H_5)_2\),Na,\(CaCl_2\),Mg
Order of esterification of alcohols is:,P>S>T,T>S>P,S>T>P,None of these
The most suitable reagent for the conversion of \(RCH_2OH→RCHO\) is,PCC (pyridine chloro chromate),\(KMnO_4\),\(K_2Cr_2O_7\),\(CrO_3\)
Isopropyl alcohol is obtained by reacting which of the following alkenes with concentrated \(H_2SO_4\) followed by boiling with H₂O?,Propylene,Ethylene,2-Methyl propene,Isoprene
Lucas test is done for,alcohols,alkyl halides,acids,aldehydes
Ethanol can be converted into ethyl chloride by reacting with,\(SOCl_2\),\(Cl_2\),HCl,None
An alcohol ROH reacts with R'MgX to give,R'H,RH,both,none
Alcohols react with organic acids to give,Esters and water,Esters and inorganic acids,Esters and HCI,None
The alcohol which does not give a stable compound on dehydration is,Methyl alcohol,Ethyl alcohol,n-propyl alcohol,n-Butyl alcohol
n-propyl alcohol and isopropyl alcohol can be chemically distinguished by which reagent,Oxidation with \(K_2Cr_2O_7\),\(PCl_3\),Reduction,Ozonolysis
Which of the following gives ketone on oxidation,\(CH_{3}CHOHCH_{3}\),\((CH_{3}) _3 COH\),\(CH_{3}CH_{2}CH_{2}OH\),\((CH_ 3 )_ 2 CHCH_{2}OH\)
Victor mayer's test is not given by,\((CH_{3}) _3 COH\),\(C_{2}H_{5}OH\),\((CH_{3})_ 2 CHOH\),\(CH_3CH_2CH₂OH\)
Lucas reagent is,Conc. HCl and anhydrous \(ZnCl_2\),Conc. \(HNO_3\) and hydrous \(ZnCl_2\),Conc. HCl and hydrous \(ZnCl_2\),Conc. \(HNO_3\) and anhydrous \(ZnCl_2\)
Maximum number of active hydrogens are present in,Glycerol,Acetic acid,Methane,Methanol
What is formed when a primary alcohol undergoes catalytic dehydrogenation,Aldehyde,Ketone,Alkene,Acid
Glycerol on heating with potassium bisulphate yields,Acrolein,Acetone,Glyceraldehyde,Propanol
Glycerol is a,Trihydric alcohol,Primary alcohol,Monohydric alcohol,Secondary alcohol
Ethyl alcohol exhibits acidic character on reacting it with,Sodium metal,Acetic acid,Hydrogen chloride,Acidic \(K_2Cr_2O_7\)
