question,answer,wrong1,wrong2,wrong3
An alpha particle of mass 6.65 *10^-27 kg travels at right angle magnetic field of 0.2 T with a speed of 6*10^5 m/s . The accleration the particle will be,5.77 * 10^12 m/s²,5.77 * 10^11 m/s²,7.55 * 10^12 m/s²,7.55 * 10^11 m/s²
Two straight parallel conductors carrying current in opposite directions,repel each other,attract each other,do not experience any force,cancer each other's force
One meter wire carrying 2A is placed in magnetic fileds 2 tesla force action on wire is,4 N,1 N,2 N,3 N
"An electron travelling with a velocity 2*10^-5 T normal to velocity of electron, the radius of path of electron in magnetic filed is",0.2cm,0.5cm,0.3 cm,2m
An electron passing in direction east perpendicular to vertical magnetic field acting downwards. The deflection of the electron is towards,south,east,west,north
A positively charged particles moving due east enters a region of uniform magnetic field directed vertically upwards. The particle will:,move in a circular orbit with its speed unchanged,move in a circular orbit with its speed uncreased,move in a circular orbit with its speed changed,continue to move due east
When a rod of length 2m carrying current 10A is placed perpendicular to magnetic flux density of strength of 0.15 T. What is the force experienced by it,3 N,2 N,0.3 N,1 N
A current is flowing through a circular wire in clockwise direction. What will be the direction of magnetic lines of force,perpendicular to the plane of the coil away from the reader,parallel to the plane of the coil,perpendicular to the plane of the coil towards the reader,at any angle
"When a charged particle enters in strong magnetic field, its kinetic energy",remains  constant,increases,decreases,first increases and becomes constant
A long solenoid is formed by winding 20 turn cm. The current necessary to produce a magnetic field of 20 millitesla inside the solenoid will be approximately,8.0A,1.0A,2.0A,4.0A
A charged particle of mass m and charge q is moving with a velocity v in a magnetic field B. The work done by the magnetic field in moving the particle is given by,zero,Bqv,1/2 mv²,Bqv²
An electric current is flowing in a circular coil of radius 'a' at what distance from the centre on the axis of the coil will the magnetic field be 1/8 th of its value at the centre,(3)^1/2 a,(2)^1/2 a,a,2a
A long wire carries a current of 0.5A. The flux density at a distance of 0.01m is,10^-5,2*10^-5,5*10^-5,10^-7
An electron is moving in circular path in a magnetic field intensity B then its time period is independent of,speed,mass,magnetic field,charge
"Suppose we double the current flowing the number of turns and the length of the coil of a long solenoid. If the original value of the magnetic field induction is B, then what is the value of the new magnetic field induction?",2B,B/2,3B,8B
A coil of area 50 cm² is perpendicular to a uniform field of flux density 10^-3 Wm². Then the flux passing through the coil is;,5*10^6 weber,5*10^-5 weber,6*10^6 weber,6*10^-6 weber
A magnetic needle is kept in a non-uniform magnetic field. It experiences,A force and a torque,A force but not a torque,A torque but not  a force,neither a force nor a torque
An electron enters in magnetic field with velocity 2*10^-6 ms^-1 perpendicular to the field of 2*10^-5 T. What is the radius of the path of electron?,0.57 m,7.5m,2.4m,0.24m
Energy stored in magnetic field of 2.5*10^-3 T is,2.48J,0.48J,3.48J,4.48J
If the rectangular coil is set with plane of symmetry along z- axis in a parallel magnetic field then torque experienced by coil is,zero,BINA,BAN,BIL
"When an electron beam is shot horizontally in an electric field and perpendicular to a magnetic field , the beam follows",parabolic paths in electric and circular in magnetic field,circular paths in both fields,circular paths in electric and parabolic in magnetic fields,parabolic paths in both fields
A wire of length l carries a steady current. It is about first to form  a circular plane loop of one turn. The magnetic at the center of the loop of one turn. The magnetic field at the center of the loop is B. The same length is now bent more sharply to give a double loop of smaller radius. The magnetic field at the center caused by the same is:,4B,B,B/4,B/2
A charged particle enters a magnetic field at right angles to the magnetic field. The field exist for a length equal to 1.5 times the radius of the circular path of the particle. The particle will be deviated from its path by,180°,90°,sin^-1 (2/3),30°
"An electron enters a region where magnetic (B) and electric (E) fields are mutually perpendicular, Then",It can go undeflected also,It will always move in the direction of B,It will always move in the direction of E,It always possesses circular motion
An electric charge q moves with a constant velocity v parallel to the lines of force of a uniform magnetic field B. The force experienced by the charge is,zero,q v B,q v /B,B v/q
Two thin long parallel wires separated by a distance 'b' are carrying a current 'i' ampere each.  The magnetic of the force per unit length exerted by one wire on the other is:,µ0i²/2¶b,µ0i²/b²,µ0i/2¶b,µ0i/2¶b
A charge of 2 coulombs moving with velocity 0.5m/s at an angle of 30° with the field of 4T experienes forces of :,2N,1N,4N,1/2N
If a wire carrying current 'I' is bent to two arms making right angle between them then the magnetic field intensity 'B' at the distance 'a' from both arms is:,(µ0I) / [(2)^1/2 2¶a],(µ0I)/(4¶a),(µ0I)/2a,(µ0I)/ 2(a+a^1/2)
"A solenoid of length 20cm and diameter 2cm has 4250 turns. If a current of 2A is flowing through it, what is the magnetic field at the center of the solenoid?",5.3*10^-2 Web/m²,2.3*10^-2 Web/m²,6.3*10² Web/m²,10.3*10² Web/m²
An electron is moving with a velocity v and enters a uniform electric field perpendicularly. Its trajectory within the field will be,parabolic,circular,hyperbolic,elliptic
A charged particle enters in a magnetic field perpendicular to the magnetic lines of force. The path of particles is,circular,straight lines,ellipse,spiral
The net force on a magnetic dipole in a uniform magnetic field,zero,towards north pole,towards south pole,not enough information given
Magnetic field invariably contain:,energy,a ferromagnetic material,inductance,electric current
Magnetic field do not interact with,moving electric charge,stationary electric charge,stationary permanent magnet,moving permanent magnet
"An electron of mass = 9*10^-31 kg, charge = 1.6*10^-19 C moving with a velocity of 10^6 m/s enters a region where magnetic field exits. It is described on a circle of radius 0.1m , the strength of magnetic field must be",5.6 *10^-5 T,1.8 *10^-4 T,14.4 * 10^-1 T,1.4*10^-6 T
A particle is projected in a plane perpendicular to uniform magnetic field. The area bounded by the path described by the particle is proportional to,the velocity,the momentum,the kinetic energy,none of the above
An electron is moving in a region where both electric and magnetic fields are present. It will gain energy from,electric,magnetic,both fields,neither fields
A straight wire lies along X-axis from x= -a/2 to x= +a/2 and carries a steady current I. The magnetic field due to the wire at a point x=+a will be,equal to zero,∝ a,∝ a²,∝ 1/a
"Two circular coils are made of two identical wires of same length. If the number of turns of two coils is 4 and 2 , then the ratio of magnetic induction at centres coil will be",4:1,2:1,1:2,1:1
"A proton moving in a perpendicular magnetic field B possesses energy E. If the magnetic field increases to 4B and the particle is constrained to move in the path of same radius, the kinetic energy of proton must be",increased to 16 times,increased to 4 times,reduced to half,unchanged
"If two streams of protons move parallel to each other in the same direction, the these",repel each other,donot interact at all,attract each other,deflect perpendicular to the plane of streams
A wire having length l and carrying current I is bent in circular form. Then find the dipole moment of circular coil,Il²/4¶,IL²/2¶,4¶²L²J,¶L²J
"A uniform electric field and a uniform magnetic field are produced, pointed in the same direction. An electron is projected with its velocity pointed in same direction . The electron velocity will",decrease,increase,not change,change in direction
"A strong magnetic field is applied on a stationary electron, then the electron",remains stationary,moves in direction of field,moves in an opposite direction of field,starts opening
Two particles X and Y having equal charges after being accelerated through the same p.d enter a region of uniform magnetic field and describe circular paths of radii R1 and R2 respectively. The ratio of mass of X to that of Y is,(R1/R2)²,(R1/R2)^1/2,R2/R1,R1/R2
If proton and α-particle moving with same energy enter normally in a uniform magnetic field then the ratio of their radii and time period will be,1:1 and 1:2,1:2 and 1:1,1:2 and 2:1,2:1 and 2:1
An electron accelerated through a potential of V volt enter normally in a uniform magnetic field and experiencess force F. If potential is doubled then force experienced by the electron will be,(2)^1/2 F,F / (2)^1/2,F,None
"Three charged particles H+, He+ and O++ moving with same energy enter normally in uniform magnetic field then",H+ deflects most,H+ and He+ deflect equally,He+ deflects least,All deflect equally
An electron and a proton having same kinetic energy enter a magnetic field perpendicularly. Which of the following is true?,Trajectory of proton is less curved,Trajectory of electron is less curved,Both the trajectories are equally curved,both move on straight line path
Two circular coils having their current to radius ratio 1:1 are kept normal to each other with their common centres. Then the magnetic field at their common centre is,µ0 / (2)^1/2,µ0 (2)^1/2,µ0,2µ0
Two circular coils P and Q are made of same wire but radius of Q is twice that of P. Then find the ratio of p.d. across them so that magnetic field at their centres is equal,1:4,1:2,2:1,4:1
A square carrying current I and having side length l. Find the magnetic field at the centre,(2*(2)^1/2 * µ0*I)/¶l,((2)^1/2 * µ0*I)/¶l,(µ0*I)/¶l,(4µ0*I)/¶l
Ratio of magnetic field induction at the centre of a current carrying coil of radius r and at a distance 3R on its axis is,10(10)^1/2,(10)^1/2,2(10)^1/2,20(10)^1/2
"A long, straight, solid metal wire of radius 2mm carries a current uniformly distributed over its circular cross section. The magnetic field induction at a distance 2mm from its axis is B. Then the magnetic field induction at distance 1mm from the axis wil be",B/2,B,2B,3B
"Two straight long wires are set parallel to each other with a distance of 2r between them. If each wire carries a current I in the same direction, the strength of magnetic field at a distance r between the two wires is",zero,4I/r,2I/r,I/r
If a long copper rod carries a direct current the magnetic field associated with the current will be,both inside and outside the rod,only inside the rod,only outside the rod,neither inside nor outside the rod
"At the midpoint along the length of a long solenoid, the magnetic field is equal to B. If the length of solenoid is doubled and the current is reduced to half, the magnetic field at the new mid- point will nearest to",B/2,2B,B,B/4
"The frequency of charged particle, moving at right angle to the magnetic field is independent of",both a and b,the radius of circular trajectory,the speed of particle,the magnetic induction B
An electric field of 1500 volt/meter and magnetic field of 0.40 Weber/m² act on a moving electron to produce no force. What is the electron speed?,3750 m/s,600m/s,1/600 m/s,1/3750 m/s
"A proton and α-particle enter a uniform magnetic field perpendicular with the same speed. If proton takes 20µ second to make 5 revolutions, then the periodic time for the α- particle would be",8µ sec,5µ sec,10µ sec,16µ sec
A circular loop area 0.02m² carrying a current of 10A is held with its plane perpendicular to a magnetic field induction 0.2T. The torque acting on the loop is,zero,0.01Nm,0.001Nm,0.8 Nm
"Through two parallel wires A and B, 10A and 2A of current are passed respectively in opposite directions. If the wire A is infinitely long and the length of the wire B is 2m, then force on the conductor B, which is situated at 10cm distance from A, will be",8*10^-5 N,8*10^-7 N,4*10^-7 N,4*10^-5 N
"Two identical co-axial circular loops carry a current I each circulating in the same direction. If the loops approach each other, then current in each loop",increases,remains the same,decreases,becomes zero
"Two parallel long wires A and B carry I1 and I2 (<I1) . When I1 and I2 are in the same direction, the magnetic field at a point midway between the wires is 10µT, If I2 is reversed, the field becomes 30µT. The ratio of I1/I2 is",2,1,3,4
An electron of charge e moves with a constant speed v along a circle of radius r. Its magnetic moment coil be,evr/2,evr,¶r²ev,2¶rev
A current carrying rectangular coil is placed in a uniform magnetic field. In which orientation the coil will not tend to rotate?,The magnetic field is perpedicular to the plane of the coil,The magnetic field is parallel to the plane of the coil,The magnetic field is at 45° with the plane of coil,Always in any orientations
The magnetic moment of a circular coil carrying current is,inversly proportional to the length of the wire in the coil,directly proportional to the length of the wire in the coil,directly proportional to the square of the length of the wire in the coil,inversly proportional to the square of the length of the wire in the coil
"Force per unit length at one end of each of the two parallel wires, carrying current I each, kept distance r apart is",µ0I²/4¶r,(µ0/4¶) *(2I²/r),(µ0/4¶) *((2I)²/r),(µ0/4¶) * (I²/4r)
Two wires of same length are shaped into a square and a circle. If they carry same current ratio of the magnetic moments is,¶:4,¶:2,2:¶,4:¶
A wire is wound in the form of a solenoid of length l and a diameter d. When strong current is passed through the solenoid there is tendency to,decrease l and increase d,keep both l and d constant,decrease both l and d,increase both l and d
An electron moves in a circular orbit with a uniform speed v. It producess a magnetic field B at the centre of the circle. The radius of the circle is proportional to,(v/B)^1/2,v/B,B/v,B/v²
A helium nucleus makes a full rotation in a circle of radius 0.8 metre in 2 secc. The value of the magnetic field induction B in tesla at the centre of the circle will be,10^-19 µ0,2 *10^-19 µ0,10^-19 / µ0,2*10^-20/ µ0
An electron moving upwards vertically enters a uniform magnetic field directed towards north. The force on the electron will be towards,east,north,west,south
"The mass of a proton is 1847 times that of electron. If an electron and a proton are injected in a uniform electric field at right angle to the direction of the field, with the same kinetic energy then",both the trajectories will be equally curved,the trajectory of the proton will be less curved than that of electron,the trajectory of the electron will be less curved than that of proton,both the trajectories will be straight
When the magnetic field is applied across the north and the positive charge is deflected toward the east then current flowing is:,downward,east,west,upward
An electron enters in a magnetic field of 10^-3 T normally with velocity 10^6 m/s. The radius of electron is,5.7mm,11.4cm,11.4mm,5.7cm
Find the magnetic field at point Oshowin in figure,,,,
An apha particle is accelerated to p.d of 10^6 volt. Its K.E.  will be,2MeV,1MeV,5Mev,8MeV
A long solenoid has 200 turns per cm and carries a current of 2.5 amp. The magnetic field at its center is,6.28x10^-2 Wb/m^2,3.14 x 10^-12 Wb/m^2,9.42x 10^-2 Wb/m^2,12.56x 10^-2 Wb/m^2
"A  uniform wire is bent in the form of a circle of radius R. A current I enters ar A and leaves at C as shown in figure. If the length ABC is half of the length ADC, the magnetic field at the centre O will be",Zero,,,
A particle of charge q and mass m moves in a circular orbit of radiusr with angulr speed w. The ratio of the magnitude of its magnetic moment to that of its angular momentum depends on,q and m,w and q,wq and m,w and m
"Through two parallel wires A and B, 10A and 2A of current are passed respectively in oppopsite direction. If the length of wire A is infinitely long and the length of wire B is 2m, then force on the conductor B which is situated at 10 cm distance from A will be",8 x 10^-5 N,8 x 10^-3 N,4pi  x 10^-3 N,9 x 10^-5 N
