question,answer,wrong1,wrong2,wrong3
"If the radius of a copper wire carrying a current is doubled, the drift velocity of electrons will",remain same,increase four times,decrease four times,increase first and decrease later
"A cell of emf 1.5V having a certain internal resistance is connected to a load of 2Ω. For maximum power transfer, the internal resistance of the cell in ohms should be",2,4,0.5,1
"If a copper wire is stretched to make 0.1% thinner, then the percentage increase in resistance would be nearly",0.4%,0.1%,0.2%,0.025%
"In a Wheatstone's bridge, the battery and galvanometer are interchanged, the condition for balance",is not disturbed,is disturbed,depends on the internal resistance of the bridge,depend on the value of the resistance of bridge
"When a potential difference is applied across a conductor, only the electron drift and current flowing is I. If the positive ions had also drifted, then the current would have been",>I,zero,I,<I
"Out of 3 equal resistances, how many different combinations are possible?",4,2,3,6
An external resistance R is connected to a cell of emf. E and internal resistance r. The current in external circuit is maximum when,R=0,R<r,R>r,R=r
A 1000 watt heating unit is designed to operate on a 120V line. The line voltage drops to 110V. The percentage of heat output drops by,16%,9%,27%,30%
"A constant voltage is applied between the two ends of a uniform metallic wire, some heat is developed in it. The heat developed is doubled if",both length and radius of wire are doubled,both length and radius of wire are halved,radius of wire is doubled,length of wire is doubled
Two wires of same dimensions but resistivities ρ1 and ρ2 are connected in series. The equivalent resistivity of the combination is,(ρ1+ρ2)/2,(ρ1ρ2)^1/2,(ρ1+ρ2),none of the above
1 kg piece of copper is drawn into a wire 1mm thick and another piece into a wire 2mm thick. Compare the resistance of these wires,16:1,2:1,4:1,8:1
Two unequal resistance are connected in series with a cell. Which of the following statements is true?,potential drop across larger resistor is more,potential drop across smaller resistor is more,potential drop across each resistor is same,"Any one of the above can be true, depending on the e.m.f of the cell"
"Four wires each of same length, diameter and material are connected to each other to form a square. If the resitance of each wire is R, then equivalent resistance across the opposite corners is",R,R/2,R/4,none of the above
"A primary cell of e.m.f 2 volt , when short circuited gives a current of 4A, its internal resistance in ohm will be",0.5,2,5,8
A battery is connected to an external circuit. The potential drop within the battery is proportional to,the current in the circuit,the e.m.f of the battery,the equivalent resistance of the circuit,the power dissipated in the circuit
The e.m.f of a generator is 6 volt and internal resistance is 0.5kohm. The reading of a voltmeter having an internal resistance is 2.5kohm is,5V,10^-3V,10V,1V
A copper wire of resistance R is cut into ten parts of equal length. Two pieces are joined in series and then five such combinations are joined in parallel. The new combination will have a resistance,R/25,R,R/4,R/5
"When a current of 2A flows in a battery from negative to positive terminal, the p.d across it is 12V. If a current of 3A flowing in the opposite direction produces p.d of 15V, the e.m.f of the battery is",13.2V,12.6V,13.5V,14.0V
A cell supplies a current I1 through a resistance R1 and a current I2 through a resistance R2. The internal resistance of the cell is,(I2-R2-I1R1) / (I1-I2),R2-R1,{(I1+I2) / (I1-I2)}R1R2,(I1-R2-I2-R1) /(I1-I2)
Five cells each of internal resistance 0.2Ω and e.m.f 2V. are connected in series with a resistance of 4Ω. The current through the external resistance is:,2A,4A,1A,0.5A
A battery is made by connecting 6cells each having capacity 5Ah at 1.5 volt. The battery will have capacity equal to,5Ah at 9V,20Ah at 9V,30Ah at1.5V,5Ah aat 1.5V
"Two identical cells send the same current in 3Ω resistance, whether connected in series or in parallel.The internal resistance of the cell should be",3Ω,1Ω,1/2Ω,3.5Ω
"There similar cells, each of emf 2V and internal resistance r send the same current through an external resistance of 2Ω, when connected in series or in parallel. The strength of current flowing through the external reistance is",0.75A,1A,1.5A,zero
"A battery of internal resistance r no lead resistance, has an e.m.f across the terminals of the battery when a loan reistance R (=r) is connected to its terminals",(E/2) volt,2E volt,E volt,(E/4) volt
"A,B,C and D are four resistance of 2,2,2 and 3Ω respectively. They are used to form a Wheatstone bridge. The reistance D is short circuited with a resistance R in order to get the bridge balanced. The value of R will be",6Ω,4Ω,8Ω,3Ω
"To get a maximum current through a reistance of 2.5Ω one can use m rows of cells, each row having n cells. The internal resistance of each cell is 0.5Ω. What are the values of m and n if the total number of cells is 20?","m=2,n=10","m=4,n=5","m=5 , n=4","n=2 ,m=10"
Two identical cells connected in series send 1A current through a 5Ω reistor. When they are connected in parallel they send 0.8A current through the same reistor. What is the internal reistance of the cell?,2.5Ω,0.5Ω,1.0Ω,1.5Ω
Two square metal plates of same thickness and material are connected in series. The side of B is twice that of A. Then the ratio of their resistance is,1:1,1:2,2:1,1:16
A current of 1mA flow  through a copper wire. How many electrons will pass a point in each second?,6.25*10^15,6.25*10^16,6.25*10^19,6.25 *10^21
A current through a wire depends on its time as I=10 +4t. The charge crossing through the section of the wire in 10 seconds is,300C,4C,50C,400C
A potential difference 'V' is applied across a conductor having lenght 'l' and thickness is doubled then Vd will become/ remains,remains constant,half,quarter,double
What is the total momentum of electrons in the wire having 100m length and carrying 10A current,5.68*10^-9 kgms^-1,5.68*10^-8 kgms^-1,5.68*10^-7 kgms^-1,5.68*10^-6 kgms^-1
A 10m long wire of resistance 20Ω is connected in series with a battery of emf 6 volts and a resistance of 10Ω. The potential gradient along the wire in volt meter is,0.4,1,0.2,1.2
A cell can be balanced against 110cm and 100cm of potentiometer wire respectively when in open circuit and when short circuited through a resistance of 10Ω. Find the internal reistance of the cell,1Ω,6Ω,3Ω,0.5Ω
The length of a potentiometer wire is 5meters. An electron in this wire experinces a force of 4.8*10^-19N.The emf of the main cell used in potentiometer is,15V,1.5V,3V,5V
"If the resistance of ammeter (Ra) is connected across the series and voltmeter of (Rv) across the parallel, then to measure the value of R:",R is much less than Rv,R is much less than Ra,R is much less then Ra,R is much less then Rv
The radius of a conductor is doubled resistance will be,decrease four times,doubled,halved,remains same
"The wire has resistance 32Ω.When its length is doubled, then percentage increase in reistance will be",100%,200%,300%,400%
The resistance of wire 4Ω. When it is bend through 180° and twisted together then new resistance will be,1Ω,2Ω,4Ω,8Ω
"A cylindrical piece of a soft, electrically conducting material has reistance R.If it is rolled out so that its length is doubled but its volume stays constant. What is its new resistance?",4R,R/2,2R,R
The resistance of 20 cm length of wire is 5ohms. When the wire is stretched to 40cm length. The new resistance becomes:,20 ohm,10ohm,40 ohm,2.54 ohm
In D.C. circuit power dissipated per unit volume is proportional to:,Square of electric field,Current,Resistance,Electric field
When the battery of voltage 'E' of internal resistance 'r' is connected in a circuit of resistance 'R' then 'i' current flows which is correct for voltage in circuit is:,E-ir,E+iR,E+iR,E-iR
One of the following is ohm conductor?,CuSo4 solution,Neon gas,Junction diode,Diode valve
'n' number of identical cell in series grouping all in same order have a total emf of 15V when any one cell is reversed the emf becomes 12V. The number 'n' will be:,10,15,12,8
What is the potential drop across an electric hot plate which draws 5A when it is hot resistance is 24 ohm?,120V,140V,130V,150V
"5 resistance each of resistanc r are so connected that three of them are in parallel in series with this parallel combination, the net resistance will be:",(7/3)r,5r,r/5,0.6r
"In the circuit, Find V1:",(R1/R1+R2) Vo,R2/(R1+R2)Vo,Vo,R1+R2/RoVo
Three resistances of 4ohm each are connected as shown in figure. If the point D divides the reistance into two equals halves the resistance between A and D will be:,3,12,6,1/3
Find out the equivalent resistance in the given figure between points A and B:,R/3,3R,2R/3,R
Find out the equivalent resistance of:,118.75 ohm,11.5 ohm,26.25 ohm,None
Resistance of 6 ohm each are connected in manner shown in figure with the current 0.5A. The potential difference Vp-VQ is:,3.0V,3.6 V,6.0 V,7.2 V
Find the value of current flow in the circuit where the cell has negligible internal resistance,1.5A,3A,6A,4.5A
The resistance R from the following graph is,2 ohm,1 ohm,3 ohm,4 ohm
The resstance of a conductor is 15Ω at 60C and 20Ω at 100C. The resistance at 40Cis,12.5Ω,1.5Ω,4.5Ω,7.5Ω
The terminal potential difference of a circuit having a cell of enf 6 volt with its internal resistance 2 ohm and external resistance 8 ohm will be,4.8V,2.8V,3.8V,1.8V
,10,15,12,8
In the circuit find V1,R1/R1+R2 Vo,R2/R1+R2 Vo,Vo,R1+R2/Ro Vo
Find the equivalent resistance of,118.75 ohm,11.5 ohm,26.25 ohm,None
