question,answer,wrong1,wrong2,wrong3
Which of the following is not correct for total internal reflection to occur,The lights should pass from rarer medium to denser medium,The light should pass from dancer to Rarer medium,The angle of incidence must be greater than the critical angle,Both a and B
When light passes into glass slab from air then,Its wavelength decrease,Its wavelength increases,Its frequency increases,Its frequency decreases
Star twinkle due to,Refraction,Scattering,Diffraction,Dispersion
Object is placed at 2F then the size of image formed by convex lens is,Same size,Highly magnified,Magnified,Diminished
"If  in the planoconvex lens , radius of curvature of convex lens is 10 cm and focal length is 30 cm then reflective index of material of lens will be",1.33,1.5,1.66,3
The combined focal length of two thin lenses is 24 cm the focal length of one converging lens is 8 cm what is the focal length of other,Diverging lens of focal length -12 cm,Converging lens of focal length 12 cm,Converging lens of focal length -12 cm,Diverging lens of focal length 12 cm
"A convex lens is inserted between screen and object . The size of image obtained from screen is either six or 2/3 ,calculate the size of object",2,1/4,1/2,4
If the combined focal length of convex and  concave lens is 40D . The power of convex lens is 50D then focal length of other lens,-10 cm,-1 cm,-100cm,100 cm
If d/4 of diameter is blackened then what is the intensity of image formed by the lens?,151/16,1/16,1/4,141/16
"If lens behaves as converging in air and diverging in water, then refractive index is",Between 1 to 1.33,Less than 1.33,More than 1.33,1.33
The power of combined convex and concave lenses +4D .If power of convex lens is foodie then focal length of concave lens is,-100 cm,100 cm,-1cm,40 cm
The power of convex lens whose focal length is 20 cm,+5.0D,+0.5 D,-0.5 D,-5.0 D
Two thin lenses of focal length f1 and f2 are placed at a distance d between them .For the power of combination to be zero the separation d is,f1+f2,f1-f2,f1/f2,(f1/f2)
The equivalent focal length of a pair of thin lenses of focal length f1 and f2 when come in contact is,f1f2/f1+f2,f1+f2,f1-f2,f1+f2/f1f2
"A plano convex lens is Silvered at the plane surface. If the radius of curvature of convex part is R and refractive index is n , then find the radius of curvature of convex mirror so formed",R/n-1,R/n,R^2/n,R(n+1/n-1)
The distance between an object and a diverging lens is p  times the focal length of the lens. The lateral  magnification  m produced by the lens will be,(1+p)^-1,P,P^-1,1+p
The focal length of lens in air is 30 cm. Find the focal length of the lens in water (given uw=1.33 and ug = 1.5),120 cm,20 cm,90 cm,60 cm
How will the image formed by a concave lens affected in the upper half of the lens is wrapped in the black paper,Brightness of image reduced,No effect,Upper half of the image be absent,Size of image reduced to half
"If P & Q are the distance of object and image from the principal focus of an equi convex lens , the newtons formula for its focal length may be",(Pq)^1/2,pq,P/q,q/p
A biconvex lens of 8 cm and 6 cm radius of curvature of refractive index 1.5 then focal length,6.9 cm,10 cm,12 cm,8 cm
"A glass of reflective index 1.5 thickness 10 cm ,then what is the optical path in lens?",15 cm,10 cm,5 cm,20 cm
The focal length of two lenses in contact having  power -3.75 D and +2D is,-40 cm,+80 cm,+40 cm,-80 cm
Focal length of a convex lens will be maximum for,Red light,Yellow light,Blue light,Green light
"If in a planoconvex lens radius of curvature of convex surface is 10 cm and the focal length is 30 cm , then the refractive index of the material of the lens will be",1.33,1.5,1.66,3
The focal length of convex lens is Maxximum for,Red,Blue,Yellow,Green
Two lenses of power +12 Dand -2 D are placed in contact the focal length of the combination is,10 cm,12.5 cm,16.6 cm,8.33 cm
Focal length of a convex lens will be maximum for,Red light,Yellow  light,Blue light,Green light
When a convex lens having focal length 12 cm is immersed in water it's focal length becomes,48 cm,12 cm,24 cm,36 cm
How will be the image formed by a convex lens if the upper half of the lens is wrapped in a black paper,Brightness of the image  will be reduced,No effect,Upper half of the image  will be absent,Size of the image is reduced to half
"An object is kept at 90 cm from convex lens produce a magnified image on a screen, if the object is moved 30 cm towards the lens produces a small image , then the focal length of the lens is",20 cm,25 cm,30 cm,10 cm
A lens  of focal length 15 cm and refractive index 1.2 is dipped inside water of reflective index 1.3 then the focal length of lens inside water is,Negative and greater than 15 cm,Positive and greater than 15 cm,Positive and smaller than 15 cm,Negative any smaller than 15 cm
"A convex lens with the focal length f1 and a concave lens with the focal length - f2 is combined together ,what is the power of combination of the lens?",f2-f1/f1f2,f1f2/f1-f2,f1-f2/f1f2,f1+f2/f1f2
Effective power in diopter if lens of focal length +10cm and -20 cm is,+5,-5,+3,-2
If we put the object at the focus of convex lens that refracted  rays are,Parallel,Converging,Diverging,Both  convergent and diverging
A compound lens is obtained by joining two lenses each of focal length f1 and f2.  The power of lenses thus  formed is,f1+f2/f1*f2,f1/f2,f1*f2/f1+f2,f1/f2
Air bubble inside water behave as,Divergent,Convergent,Plane mirror,Glass slab
The power of convex lens p1= 6D and power of concave lens is P2 i=-4D then focal length of the combination is,Convex lens of 50 cm,Concave lens of 50 m,Concave lens of 50 cm,Convex lens of 50 m
"If m=2, R = 40 cm for a convex lens then find the position of object i.e object distance u is",10 cm,20 cm,30 cm,40 cm
"Two thin lenses of focal length +60 cm and -20 cm are placed in contact,  then focal length of the combination is",-30 cm,+15 cm,+30 cm,-15 cm
"Distance of distinct Vision is 25 cm , the focal length of the convex lens is  5 cm . It can act as a Magnifier of magnifying power",6,Less than 5,5,More than 6
"A body of size 1 m is on the axis of convex lens at its Focus , then size of its image will be",0.5 m,0.67 m,0.476 m,1 m
A plane convex lens fits exactly into a planoconcave lens. Their plane surfaces are parallel to each other. If the lenses are made of different materials of refractive index u1  and u2 and R be the radius of curvature of Curved  surface of the lenses .Then focal length of the combination is,R/u1+u2,2R/u2-u1,R/2(u1-u2),R/2-(u1-u2)
"A planoconvex lens is made of reflective index 1.5 ,if the radius of curvature of Curved surface is 20 cm then focal length of the lens is",40 cm,10 cm,20 cm,30 cm
An eye specialist prescribes spectacles having a combination of convex lens of focal length 40 cm in contact with a concave lens of focal length 25 cm the power of this combination in diopter is,-1.5,+1.5,+6.67,-6.67
Two lenses of power -1.5 and +2.5 diopters are placed in contact . The focal length of the combination is,100 cm,-100 cm,33 cm,75 cm
The graph drawn with the object distance along the abscissa and image distance on the ordinate for a convex lens will be,Rectangular hyper bola,Circle,Parabola,Straight line
A lens made up of  refractive index 11.52 has a focal length of  10 cm in air and 50 cm whwn immersed  in  liquid. The refractive index of liquid must be,1.38,1.30,1.52,1.67
A power of combination of convex lens of focal length  40 cm and concave lens of focal length 25 cm is,-1.5D,4.5D,-4.5 D,1.5 D
A lens behave  as  converging in air and diverging in water .The refractive index of lens material is,more than air and less than water,equal to air,equal to  water,more than water
"Object is placed  at a distance of 40 cm from screen and a convex lens is placed exactly between them. for the image to be obtained on screen , focal length of lens should be",10 cm,less than 40 cm,between 20 and 40 cm,more than 40 cm
Two thin lens of focal length  10 cm and 20 cm are placed in contact . Its combined focal length,6.66 cm,40 cm,30 cm,10 cm
power of lens is measured in,diopter,calorie,gram,centimeter
A convex lens of focal length  10 cm and concave lens of focal length  20 cm are combined. The power of resulting  lens will be,5,4,0.2,1
A  convex lens of focal length 0.5 m and concave lens of focal length 1 m are combined together . The power of resulting lens will be,1D,-1D,0.5D,-0.5 D
Which colour of light deviates max when light is passed through prism ?,voilet,red,blue,green
A small angle prism deviates a narrow beam of light by 5° . The refractive index is 1.5. find the angle of prism.,10°,5°,15°,20°
The prism having refractive index 1.52 and angle 10°has deviation produced by prism,5.2,0.52,6,10
If the refractive index of prism of  angle 60° is 1.5 then for maximum deviation the angle of emergence is,27.9°,41.8°,90°,60°
"In a right angled isosceles prism,when the light falls from flat face and for total internal reflection to takes place in second face , the minimum refractive index of the Prism is",1.41√2,1.34,1.55,1.66
Red and  blue colour combines to give,Magenta,Yellow,Voilet,Black
"If the refractive index of crown glass for red , yellow ,boiler colours are 1.5140, 1.5170 and 1.5318 respectively and for flint glass they are 1.6434, 1.6434 and 1.6852 respectively, then  the dispersive power of crown and flint glass  are respectively",0.034 and 0.064,0.064 and 0.034,1.3 and 0.064,0.34 and 1.0
If there would be no atmosphere on earth then sky will look,Black,Blue,White,Red
Limiting angle of prism is....the critical angle.,Twice,Equal,Indefinite,Half
The deviation by a prism doesn't depend on,Size of the prism,Angle of prism,Material of prism,The angle of incidence
Just before the time of sunset sun appears to be higher in the sky and reddish in colour  due to,Scattering of light,Refraction of light,Total internal reflection disoero,Dispersion
A small angle prism deviates a narrow beam of light by 3° . The refractive index is 1.67 and the angle of prism is degree is,1.9,1.7,1.8,2.0
Colour of sky is due to,Scattering of light,Reflection,Refraction,Polarization
"An impure spectrum of green, blue ,orange and yellow is observed in a screen when light passes through a transparent prism. The refractive index of the prism with respect to the colours will be maximum for",Blue,Green,Orange,Yellow
The deviation produced by a prism is maximum for,Indigo,Red,Blue,Green
"In the sun's spectrum, there are several visible and invisible spectrum. If blue and green lights are passed through a transparent prism, then deviation of green light will be",Smaller than that of blue light,Equal so that they will form achromatic condition,Greater than that of blue light,Can't be predicted
If there weres no atmosphere then colour of the sky would have been,Black,Red,White,Blue
Refracting angle of a prism is A and minimum deviation is (180-2A) °. The refractive index of prism is,Cot (A/2),Sin(A/2),Cos (A/2),Tan ( A/2)
The refracting  angle of prism is A and it produces deviation of (pi-2A). The refractive index of the prism is,Cot (A/2),Tan (A/2(,Sin (A/2),Cos (A/2)
In a right angled glass prism  light is normally incident through smaller face. The deviation is,90°,45°,30°,60°
Angle of deviation when passing through prism is greatest for light,Violet,Red,Blue,Yellow
A prism divides white colour into 7 different colours. Which of the following colour is more deviated.,Violet,Red,Green,Blue
The sun looks red during setting and rising in horizon due to,Scattering,Reflection,Dispersion,Diffraction
To an astronaut the colour of the sky appears to be,Black,Red,Yellow,Dusty
Visibility is less in fog  due to,Scattering,Light absorption,Total internal reflection,Polarization
The angle of incidence of light is 15° is incident in a prism having angle of prism 60°. If the  angle of deviation is 55° then angle of emergence wil be,100°,45°,55°,95°
"During rainbow formation, which takes place",Dispersion and total internal reflection,Scattering and focusing,Rarefaction,Depression and diffraction
What is tha angle of incidence of prism of 60° and which has refractive index √2 for which it gives minimum deviation?,45°,60°,90°,30°
The colour of light is due to,Wavelength,Velocity,Frequency,All
Dispersion for medium of wavelength lambda  is D. Then dispersion for wavelength 2 lambda will be,D/4,D/2,D/8,D
White light is passed through prism of angle 5°. If refractive indices for red and blue colours are 1.641 and 1.659 respectively. What is the angle of dispersion between them?,0.09°,0.9°,2°,5°
A thin prism P1 with angle 4°and made up of glass of refrative index 1.54 is combined with another thin Prism P2 made from glass of refractive index 1.72 to produce dispersion without deviation. What is the angle of second prism?,3°,5.33°,4°,2.6°
The angle of prism is 6° and it's refractive index for yellow light is 1.5. If yellow light passes through it the deviation wil be,3°,2°,4°,6°
The power produced by a prism of small angle A.,Depends on material of prism only,Depends on A only,Depends both on material and A,Depends neither on material nor on A
The principle of which of the following is based on deviation without dispersion?,Direct vision spectroscope,Chromatic doublet,Achoromatic doublet,Spectrometer
Which happens to the dispersive power of a prism when it is immersed in water,Remain constant,Increases,Decrease,Depends on angle of prism
The angle of deviation produced  by a small angle prism of angle A and refractive index u is equal to,A(u-1),U(A-1),A(u+1),U( A+1)
Which wavelength of light falls under visible wavelength?,640nm,900°,640A°,9000A°
In an equatorial prism .If angle of incidence equals to angle of emergence and the angle of incidence is 3/4 th of angle of prism. Then find the angle of deviation produced.,30°,60°,90°,120°
"Had there been no atmosphere on the earth, what would be the colour of the  sky?",black,Blue,Red,White
A person cannot see object clearly beyond 100 cm. The power of lens to correct the vision,-1D,-2D,5D,-5D
An old man cannot read newspaper near than 100 cm from his eyes. Which lens is used to correct this defect,Bifocal lens,Concave lens,Convex lens,Cylindrical lens
A person cannot see object far than 40cm. He should wear spectacle of power,-2.5D,+2.5D,1.25 D,6.25 D
The lens used in reflecting telescope is,Concave mirror,Convex mirror,Plano convex lens,Prism
The magnifying power  of an astronomical telescope is 5. The power of its eye piece is 10D. What is the power of its objective?,2D,4D,-2D,1D
An object is placed at distance u from the simple microscope do focal length f. The angular magnification obtained depends on,On f  but not on u,On u but not on f,On f as well as u,Neither on f nor on u
Chromatic aberration in the formation of images by lens arise because,The focal length varies with wavelength,Of non chromatin rays,Radio of curvature of two sides are not the same,Of the detect in grinding
The shutter of camera is opened for 20s at a distance of 2m from the lamp of illuminance of 20 cd .If the  distance is made 4m from the lamp of illuminance  40 cd. What is the time of shutter opening?,40s,20s,60s,80s
"An achromatic doublet is constructed by lenses of crown glass and flint glass of dispersive powers 0.02 and 0.03. If the focal length of the crown glass is 20cm, then focal length of the doublet becomes",-60cm,-30cm,12 cm,-12cm
The magnification of compound microscope increase when focal length of eye piece is,Small,Large,Same as object,As great as infinity
A person suffering from myopia is suggested to wear ......lens,Concave,Convex,Plano convex,None
The eye is least strained while viewing an object placed at,The far point,25cm,About 1m,The near point
"If an aged person sees only between 50- 200 cm, he is suffering from",Presbyopia,Myopia,Astigmatism,Hypermetropia
Find the magnifying power of a telescope with focal length of eye piece 25cm and that of object lens 100cm,4,40,44,20
Calculate the focal length of lens of dispersive power 0.031 which should be placed in contact with a convex lens of focal length 60cm and dispersive power 0.062 to make the combination achromatic,-30 cm,30cm,120 cm,-120 cm
Eye piece of Galilean telescope consists of,Concave lens,Convex lens,Plano concave lens,Cylindrical lens
A person can see object at a distance only nearer than 2m. This defect is,Myopia,Hypermetropic,Presbyopia,Astigmatism
In order to reduce spherical aberration in optical instrument one should use,Plano-concave lens,Concave lens,Convex lens,Plano convex lens
A person can see no nearer than 1m then the Focal length of lens to be used is,33.33 cm,66.66 cm,25 cm,10 cm
A simple microscope has focal length 10cm. What is its magnification,2.5,10,5,3.5
Resolving power of the human eye is nearly,1/3420,342,1/342,3420
Myopic eye of person having far point 75 cm can be cured by using,Concave lens of focal length 75 cm,Convex lens of focal length 50 cm,Concave lens of focal length 25cm,Convex lens of focal length 37.5  cm
A short sighted person wearing a glass of focal length of 60cm. Then what is the power of lens?,-1.65D,-1.25D,-1.35D,-1.75D
An achromatic lens forms an image of a white object. The colour of image seen will be,White,Black,Green,Yellow
An astronomical telescope has magnifying power 10. The Focal length of eye piece is 20 cm. The focal length of objective is,200 cm,2 cm,1/200 cm,0.5 cm
A person can't see object lying beyond 50 cm. Then the focal length of lens required to correct his defect and enable to see to infinity is,-50 cm,50 cm,100 cm,75 cm
A person can't see object lying behind 50 cm.what is the focal length of lens to be used to correct defect of vision?,-50 cm,50 cm,100 cm,-100 cm
The far point of defective eye is 1.5 m. The lens needed to correct this defect is a,Diverging lens of focallength 1.5 m,Converging lens of focal length 1.5 m,Covering lens of focal length 0.3 m,Diverging lens of focal length 0.3 m
An old man cannot see the object nearer than 15o cm. If he wishes to see objects up to 50 cm he should put,Converging lens of f= 75 cm,Diverging lens of f= 150 cm,Diverging lens of f=30 cm,Converging lens of f=150 cm
A person cannot see an object beyond  100 cm. The lens to be used to remove this defect will be of the power,-1D,-2D,2D,1D
A long sighted person has a minimum distance of distinct vision of 50 cm. He wants to reduce it to 25 cm . He should use a,Convex lens of focal length 50 cm,Concave lens of focal length 50 cm,Convex  lens of focal length 25 cm,Concave lens of focal length 25 cm
Chromatic aberration is due to,Dispersion,Deviation,Interference,Diffraction
The magnification of astronomical telescope having power 20D and 0.5 Di is,10,40,20,5
What is the magnification of simple microscope?,(1+D/f),(1-D/f),(1-f/D),(1+f/D)
Human eye can detect wavelength of,4000A°-5000A°,2000A°-3000A°,1000A°- 2000A°,3000A°-4000A°
A housefly is seating in an objective lens of telescope then,Intensity decrease,Intensity increase,Housefly is seen large,Housefly is seen small
Hypermetropia can be corrected by,Convex mirror,Concave lens,Concave mirror,Convex mirror
If F number of the camera is 4.5 .then it means,The ratio of aperture of camera to focal length is 4.5,The focal length of the camera is 4.5,Radius of curvature of lens is 4.5,All
Our eyes is most sensitive to,Yellow- green,Green,Yellow,Red
A microscope is focused on a dot. When slab of refractive index is 3/2 and thickness 3 cm is kept above dot. How should the position of microscope is changed to mark the dot again?,1 cm upward,2 cm upward,1 cm downward,2 cm downward
"A person use a concave lens for his eyes. If he remove his concave lens, the image is formed",Infront of retina,At retina,Behind retina,At conjunctive
"Focal length of lens simple microscope is 15 cm, then the angular magnification of image when it is formed at least distance of distinct vision is?",2.67,2.25,1.67,2.89
"A traveling microscope is focused on a mark. A glass slab of thickness 18cm and refractive index 1.5 is placed on mark. To get the mark again in focus, the microscope had to be displaced",6 cm upward,3 cm upward,3 cm downward,6 cm downward
A hypermetropic person has minimum distance of distinct vision of 4o cm. Then the lens used to correct defect is,1.5 D,-1.5D,0.5 D,1 D
f number of an optical instrument is defined as,Ratio of focal length to diameter of the aperture,Product of focal length and diameter of aperture,Ratio of diameter to focal length of the aperture,None
