question,answer,wrong1,wrong2,wrong3
In a resonance tube the air columns for the first and second resonance differ by 3.15 cm. The wavelength of the sound waves in the tube is,63cm,31.5cm,126cm,252cm
"The string has mass 0.01 kg and has length 1m. If the tension is 1000 N, the velocity of transverse wave in the string is",316ms-1,340 ms-1,336 ms-1,366 ms-1
"If frequency is increased by 50% what will the % change in tension,",125%,50%,100%,80%
An open organ pipe and a close organ pipe resonate with same tuning fork. The ratio of the lengths of open pipe to close pipe remains in the ratio.,2:1,1:2,1:4,4:1
One open organ pipe of 1 = 27 cm and closed organ pipe of length 21 cm sound in unison in their Ist overtone. Calculate the end correction for both pipes.,1.5cm,0.6cm,0.9cm,1.2cm
"In a transverse vibration of string with fundamental frequency 256Hz, the length is made half, tension increased to 4 times and width is doubled. Then the fundamental frequency of vibration becomes.",1024Hz,256Hz,128Hz,626Hz
Node has,minimum displacement and maximum strain,maximum displacement and minimum strain,minimum displacement and minimum strain,maximum displacement and maximum strain
The frequency of sonometer wire is doubled when its,tension is quadrupled,length is doubled,mass per unit length is doubled,none
An open organ pipe and a closed organ pipe are resonated by same tuning fork. Then the ratio of their lengths is,2:1,1:2,1:4,4:1
"When a long steel pipe is tapped at one end, a listener hears two sounds","more intense first, less intense later.","of the same intensity, at the same time","of the same intensity, at the same time","less intense first, more intense later"
"ln the order to increase the frequency of transverse oscillations of a stretched string by 50%, its tension must be increased by",125%,150%,1005,50%
if tension & mass per unit length of a string of frequency Fare doubled its new frequency is,F,0.7F,1.4F,2F
The frequency in closed organ pipe are related as,1:3:5:.....,1:2:3:............,1:2:4:......,1:4:9:..........
A pipe closed at one end with length L has a fundamental frequency of (velocity of sound is Denoted by V),V/4L,4L/V,V/2L,2V/L
Lowest fundamental frequency in flute by,When all holes are covered by fingers,By removing finger from first hole,By removing finger from middle hole,When all holes are opened
If the length of closed pipe is 10 cm. Find the length of open organ pipe when fundamental frequency of closed organ pipe resonates with the first overtone of open organ pipe?,40cm,10cm,20cm,80cm
"In a resonance tube, oil is kept instead of water, what the change in frequency?",remain constant,increase,decrease,depends on density
.The closed organ pipe and open organ pipe have the first overtone identical in frequency their length are in ratio.,3:4,1:2,2:3,4:5
If the diff. in resonating lengths is 31.5 cm in resonance column. The wavelength produced is,63,31.5,49,101.5
If 20 vibrations is produced in 40m wire then the wavelength of the wave is,2cm,0.5cm,3cm,4cm
A sonometer wire of 50cm length produces 800 cycles per second) The length of sonometer wire required to produce 1000 cycles per second is,40cm,60cm,50cm,37.5cm
A string of length 0.4 m and mass 10-2 kg is tightly clamped at its ends. The tension in the string is 1.6 N. Identical wave pulses are produced at one end at equal intervals of time At. The value of At which allows constructive interference between successive pulses is,0.1 s,0.05 s,0.2 s,0.4 s
The frequency of a sonometer wire is 100 Hz. When the weights producing the tensions are completely immersed in water the frequency becomes 80 Hz and on immersing the weights in a certain liquid the frequency becomes 60 Hz. The specific gravity of the liquid is,1.77,1.42,1.82,1.21
"A string fixed at both ends is vibrating in the lowest mode of vibration for which a point at quarter of its length from one end is a point of max. displacement. The frequency of vibration in ﻿
this mode is 100 Hz. What will be the frequency emitted when it vibrates in the next mode such that this point is again a point of max. displacement?",300Hz,400Hz,200Hz,600Hz
"A long glass tube is held vertically in water. A tuning fork is struk and held over the tube. Strong resonances are observed at two successive lengths 0.16 m and 0.50 m above the surface of water. If the velocity of sound is 340 m/s, then the frequency of the tuning fork is",500Hz,128Hz,256Hz,384Hz
A piano wire having a diameter of 0.9 mm is replaced by another wire of same material but with a diameter of 0.93 mm. If the tension of the wire is kept constant. then the percentage change in the frequency of the fundamental one is,-3.2%,+3%,+3.2%,-3%
An open Organ pipe consists of,Longitudinal stationary waves,Longitudinal traveling waves,Transverse stationary waves,Transverse travelling waves
Closed and open pipes have their first overtone identical in frequency their lengths are in ratio.,3:4,1:2,2:3,4:5
The velocity of sound is 330 ms-1.The length of closed organ pipe having fundamental frequency 16.5Hz is,500cm,350cm,240cm,380cm
Node in the longitudinal stationary wave has,Maximum pressure,Minimum pressure,Minimum pressure variation,Maximum pressure variation
Maximum wavelength association with string L is,2L,L,4L,L/2
"A tube closed at one end has length of 1m. The air column in the pipe can resonates for the sound of
frequency (v = 332 m/s):",249Hz,80Hz,166Hz,332Hz
A tuning fork of frequency 480 Hz is used to vibrate a sonometer wire having natural frequency 240 Hz. The wire will vibrate with a frequency of,480Hz,240Hz,720Hz,1440Hz
A closed organ pipe emits harmonic in the ratio,1:3:5...,1:2:3....,1:5:9....,unrelated
Energy is not carried by,Stationary wave,,Transverse wave,Electromagnetic wave
if both observer and source is moving with same locity with half velocity of sound in same direction then change in frequency is,0%,105,50%,100%
A person driving towards the rock horned the car with frequency 10.Quality of tones depend upon 600 Hz & the sound is reflected from rock. The apparent frequency heard by the [velocity of sound 330 m/s]?,720Hz,555.5 Hz,550Hz,610%
Stationary observer heard twice the original frequency of the source moving towards the observer. What is the velocity of source? Given the velocity of sound 332 m/s,166 m/s,99 m/s,272 m/s,332 m/s
"Two waves each of loudness 'L' superimpose to produce beats. The maximum loudness of the
beats will be:",4L,L,2L,6L
A source & listener is moving in the same direction with a velocity equal to half the velocity of sound [2013] what is the change in frequency?,0%,100%,25%,50%
"A radar sends a signal of frequency 78 x 109/s in towards aeroplane moving with certain velocity at 103/s is reflected
frequency difference of 2.7 x from aeroplane. Find the velocity of aeroplane.",1.87 x 10² km/hr,2.87×10²km/hr,0.87×10² km/hr,3.74×10² km/hr
A car is traveling with a velocity equal to one-tenth of the velocity of sound. When it is approaching towards a siren of frequency 1000 Hz. The velocity of the car i,34 ms-1,17 ms-1,51 ms-1,68 ms-1
"When air space in musical instrument is increased,
what will increase?",loudness,pitch,quakity,timber
"What is the loudness of the sound wave whose intensity is 10-9 Wm-2 ? Given I, = 10-12 Wm2",30 dB,10 dB,20 dB,100 dB
Quality of tones depend upon,overtones,loudness,pitch,is inversly proportional to frequency
The quality of a musical sound depends on:,Number of overtones,Distance from source,Fundamental frequency,Intensity of sound
The normal intensity of sound in normal conversation is:,10-6 w/m2,10-4 w/m2,10-8 w/m2,10-7 w/m2
.Timber of music depends upon,no. of overtones,pitch,intensity,no. of scales
The match number of a launched rocket is:,Greater than 1,Equal to 1,Less than 1,infinity
Sound energy is converted in to electrical energy is,microphone,loudspeaker,sonometer,radio
The velocity (c) of light when an observer moves towards the source with a velocity v is,c,c-v,c+v,√ 1-v²/c²
A car travels at a speed of 20 m/s towards a high wall. The driver sounds a horn of frequency 124 Hz. If the velocity of sound in air is 330 m/s the frequency of the reflected sound heard by the driver will be,140 Hz,109 Hz,149 Hz,280 Hz
If two source and observer are moving with same speed in opposite direction the apparent frequency heard by the observer is,f<f,f=f,f>f,f≤f
A whistle giving out 450 Hz approaches a stationary observer at a speed of 33 ms1. The frequency heard by the observer in Hz is,200dB,60dB,120dB,160dB
The intensity of threshold of hearing is 10-12 Wm-2. The intensity level of sound of intensity 10-4 Wm-2,80db,60db,40db,1000db
Quality of two sounds is different because,Different overtones are present in them,Their frequencies are different,Their intensities are different,Their amplitudes are different
The loudness in normal talk is,65 dB,20 dB,120 dB,none
The quality of sound depends upon the:,Number of overtones,Frequency,Pitch,Square of the amplitude
Threshold of pain is,120 dB,60 dB,160 dB,200 dB
Intensity of normal conversation ranges from,60-65 dB,20-25 dB,40-45 dB,50-55 dB
The voice of women is shriller beca,The pitch of their organ,They have more energy,The amplitude of vibration of their organs is more,They have control over their tongue
"A source & observer are moving in same direction with same velocity then the frequency is,",remain constant,increases,decreases,none
Two trains moving towards each other with velocity 60 km/hr and 45 km/hr. the frequency produced by 60 km/hr is 500 Hz. Then the frequency heard by passenger of train moving the 45 km/hr is (Speed of sound = 340 m/s),545 Hz,450 Hz,525 Hz,600 Hz
"The driver of a car travelling with speed of 45 km/hr towards a person is also travelling by car towards source with same speed, The frequency of sound heard by person is:",540 Hz,500 Hz,600 Hz,640 Hz
Which can produce maximum Pitch sound?,mosquito,lion,Man,woman
The loudness of sound is 40 dB. What is the intensity level of sound?,10^-8,10^-7,10^-6,10^-12
A window whose area is 2m2 opens on a street where the street noise result in an intensity level at the window of 60 dB. How much 'acoustic power' enters the window via sound waves.,2μw,4.5 μw,6μω,8.5μw
A source of frequency 240 Hz is moving towards an observer with a velocity of 20 m/s. The observer is now moving towards the source will a velocity of 43.The change in frequency of a source due to the 20 m/s. Apparent frequency heard by observer if velocity of sound is 340 m/s is:,270 Hz,268 Hz,360Hz,240Hz
A man in a car  moving at 40 m/s is approaching a ing a siren emitting a sound frequency 510 Hz. The apparent frequency heard by the man is (take velocity of sound = m/s),570 Hz,540 Hz,500 Hz,480 Hz
Which of the following is not correct?,light wave can't be poloarized,measuring unit of loudness is decibel,sound wave can show reflection and interference,measuring unit of loudness is bel.
A listener is moving towards a stationary source of sound the listener hears a frequency,higher than the source frequency,lower than the source frequency,same as that of the source,half the frequency of the source
The frequency of a RADAR is 780 MHz. The frequency of the reflected wave from an aeroplane of sound. The listener hears a sound of frequency is increased by 2.6 KHz. The aeroplane is,0.5 km/sec,0.25 km/sec,1 km/sec,2 km/sec
.Doppler effect is shown by,both,light wave,sound wave,none
Doppler effect of light is used in:,Ultrasonography and measurement of speed of sun rotation,Electrocardiograph and star distance measurement,Measurements of star distances and speed of sun rotation,Electrocardiograph and ultrasonography
The ratio of change in wavelength of the light coming from a receding body to the original wavelength is 0.04%. With what velocity is the body receding?,1.2×10^5ms-1,400ms-1,2×10^6ms-1,2.2×10^5ms-1
"The change in frequency of a source due to the relative motion between observer and source is
called",Doppler's effect,Resonance,Damped vibration,Sound effect
A source emitting frequency of 450 Hz is moving towards a stationary observer with velocity 33m/sec. Then the observed frequency is,500 Hz,400 Hz,480 Hz,530 Hz
Pitch depends upon,Frequency,Periodicity & regularity,No. of overtone,Regularity
A sound having intensity of 10-6 has loudness of,60 dB,30dB,90 dB,120 dB
A listener is moving away from a stationary source of sound . The listner hears a sound of frequency,Lower than the source frequency,Higher than the source frequency,Same as that of the source frequency,Either [a] or [c]
A sound wave has intensity 10-9 W/m2. The intensity level in dB is equal to,30,90,0,12
A source of sound is moving away from a stationary observer with a speed equal to the speed of sound. The apparent frequency heartily the observes will be,n/2,n²,2n,none
The quality of sound depends upon,no. of overtones,Frequency,pitch,square of amplitude
Quality of sound depends upon....................,no. of overtones,frequency,loudness,amplitude
