question,answer,wrong1,wrong2,wrong3
Setae in pheretima Posthuma are absent in the,Clitellar region,Typhlosolar region,Pre-clitellar region,Genital region
Grinding of food in Earthworm is done by,Gizzard,Pharynx,Stomach,Intestine
Ovary in pheretima Posthuma lie attached to the septum between the,12th & 13th segment,8th & 9th segment,10th & 11th segment,17th & 18th segment
Cocoon in pheretima in the product of :,Clitellar glands,Prostate glands,Albumen glands,Pharyngeal glands
"In pheretima, which of the following is not a part of the male reproductive system?",Spermathecae,Seminal vesicle,Spermiducal funnel,Vasa efferentia
The function of typhlosole in earthworms is :,Absorption,Secretion,Excretion,Respiration
The excretory organ of earthworms is :,Nephridium,Green gland,Flame cell,Organ of Bojanus
Ciltellum in Earthworms is concerned with :,Cocoon formation,Excretion,Copulation,Fragmentation
Chloragogen cells are associated with,Excretion,Respiration,Fat storage,Digestion
The mouth of the earthworm is in the segment :,Peristomium,Prostomium,Clitellum,Gizzard
Nephrostomes are absent in :,Integumentary Nephridia,Septal Nephridia,Pharyngeal Nephridia,All of these
The clitellar segments in leech are,"9,10 and 11","14,15 and 16",Clitellum absent,"11,12 and 13"
"In the 15th segment of pheretima, which types of nephridia is/are found?",Septal and Integumentary,Septal and pharyngeal nephridia,Integumentary and pharyngeal nephridia,Septal nephridia only
which of the following is exo-nephridia in Earthworms,Integumentary Nephridia,Setpal Nephridia,Pharyngeal Nephridia,Protonephridia
Setae are found in all segments except,"1st, last, and clitellar","1st,2nd and last",1st and second,"1st,2nd,last and clitellar"
Subpharyngeal nerves in earthworms are,Three pairs,One pair,Two pairs,Four pairs
Earthworms have four pairs of hearts in the followings segments,"7,9,12,13","7,9,10","7,8,10,12","7,8,11,13"
Nephridia are not found in pheretima Posthuma in :,Only the first 2 or 3 segments,"The 1st,2nd and last segments",The first and last segments only,"The 14th,15th and 16th segments"
"In earthworms, copulation takes place at :",Night during the rainy season,Daytime during the rainy season,Night during the winter season,None of the above
"in earthworms, setae are formed by :",Chitin,Cuticle,Keratin,Calcium phosphate
Clitellum of earthworm is present on :,"14,15 & 16 segments","12,13 & 14 segments","13,14 & 15 segments","10,11 and 12 segments"
Clitellum is present in earthworms in_segments,"14th,15th and 15th","13th,14th and 15th","15th,16th and 17th","12th,13th and 14th"
The earthworms die due to difficulty in respiring when their skin is dry. it is,Asphyxia,Asthma,Dehydration,Asphsia
The excretory organ of earthworm is :,Nephridia,Nephrostome,Malphighian tubule,Nephrons
Dorsal pores of earthworms are meant for the passage of :,Coelomic fluid,Blood,Waste materials,Gametes
Haemoglobin is dissolved form in the plasma of :,Earthworm,Ascairs,Tapeworm,Insect
"In earthworms, excretion takes place through",Nephridia,Malphrigian tubules,Flame cells,Fat body
A projection in the alimentary canal of earthworms that increases absorptive surface area is,Typhosole,Villi,Gizzard,Stomach
Earthworm fertilization takes place in,Ootheca,Soil,Oviduct,Coon
Chloragogen cells of earthworm are homologous to,Liver,Kidney,Stomach,Lungs
Septa in earthworms are absent in,1-4,8-12,17-21,14-16
Fertilization in earthworms occurs in,Cocoon,Ovary,Ampulla of the fallopian tube,Soil
Intestinal caeca secretes,Amylatic ferment,Somatostatin,Proteolytic ferment,Insulin
Earthworms respire by,Moist skin,Citellum,Typhlosole,Ctenedia
The calciferous glands in earthworms are found in,Stomach,Buccal,Gizzard,Intestine
The gizzard is present in,8th seg,10th seg,9th seg,6th seg
Which of the following is detritivorous?,Pheretima,Taenia solium,Taenia saginata,Roundworm
The heart of a crocodile is,4-chambered,3-chambered,Incomplete 4-chambered,Incomplete 3-chambered
A frog has,Ear but no pinna,Eye but no eyelid,Teeth but no jaw,Hand but no finger
Respiration in frogs during hibernation occurs through,Skin Only,Skin+lungs,Skin+lungs+B.cavity,Buccal cavity
An innominate vein in a frog is formed by a union of,Internal jugular and subscapular,Lingual and mandibular,Musculocutaneous and brachial,Only scapular
The lowering of the buccal cavity of the frog is due to the contraction of :,Sternohyal muscle,Petrohyal muscle,Tergosternal muscle,Mentomeckelain muscle
Metamorphosis in frogs is accelerated by,Iodine,Phosphorus,Potassium,Calcium
Respiratory muscles present in frogs are :,Sternohyal and Petrohyal muscles,External and internal costal muscles,Diaphragm,Phrenic muscle
Which of the following is not found in frog,Thyroid,Cricoid,Arytenoid,None
In tadpole of frog..............present,3 pairs of external gills,1 pair of external gills,1 pair of internal gills,3 pairs of internal gills
A typical vertebrate frog is,Procoelous,Acoelous,Amphicoelous,Urostyle
The excretory product of tadpoles is,Ammonia,Urea,Uric acid,Guanine
Bidder's canal in frogs is found in relation to :,Testis,Kidney,Ovary,Liver
"In frogs, deoxygenated blood passes to the right auricle through",Sinus venosus,Truncus arteriosus,Vena cava,Pulmonary vein
The stomach of a frog lacks,Fundic part,Cardiac part,Pyloric part,Cardiac and Fundic part
The vasa efferentia in frog open into:,Bidder's canal,Cloaca,Glomerulus,Collecting duct
The type of dentition in frogs is:,Homodunt,Heterodont,Pleurodunt,Thecodont
"During hibernation and aestivation, the respiration in frogs is",Cutaneous,Pulmonary,Branchial,Buccopharyngeal
The structure and function of the kidneys of frogs suggest they are:,Mesonephrous type,Nephrius type,Pronephrous type,Metanephros type
Which vertebrate of the frog is amphicoelous?,Eighth,Seventh,Ninth,Tenth
The liver of a frog consists of :,Three lobes,Single lobe,Two lobes,Four lobes
"In frogs, blood flows to the right auricle from",Sinus venous,Vena cava,Pulmonary artery,All
The dentition of a frog is:,Homodont,Heterodont,Thecodont,Biodont
The hindbrain of frog consists of:,Medulla oblongata and cerebellum,Optic lobe,Optic lobe and medulla oblongata,Diencephalons and medulla oblongata
Which is  not involved in the respiration of frogs?,Diaphragm,Lungs,Skin,Buccal cavity
How many teeth are found in the lower jaw of a frog?,No.,2,3,4
The Tadpole of the frog is:,Herbivorous,Carnivorous,Insectivorous,Omnivorous
Brachial and musculocutaneous veins in frogs unite to form:,Subclavian vein,Innominate vein,External jugular vein,Postcaval vein
The portal system of a Rabbit differs from that of a frog in that rabbit has:,No renal portal system,No hepatic portal system,Haas inferior vena cava,Absence of dorsal aorta
RBC frog is:,"Elliptical, nucleated, biconvex","Elliptical, non-nucleated, biconcave","Oval,non-nucleated, biconvex","Oval, nucleated, biconcave"
The green color of bile in frogs is due to:,Biliverdin,Bilirubin,Mucus,Inorganic salts
When a normal frog's heart is injected with a physiological concentration of adrenaline. it shows:,Sustained increased rate,Systolic arrest,First increased than normal vein,Decreased vein
The typical vertebra of a frog is:,Pro-coelous,Amphicoelous,Acoelous,None
In frogs Bidder's Canal's are found in the,Kidney,Testes,Ovary,Pancreas
Chordae tendinae in the frog is found in,Ventricles of heart,Ventricles of brain,Right auricles,Sinus venous
The major function of bile in the case of frogs is:,Emulsification of fats for digestion,Regulate the process of digestion,Digest fats by enzymatic activity,Remove waste product
"During hibernation, frogs respire with the help of:",Moist skin,External gills and lungs,Gills and buccopharyngeal cavity,External gills
An innominate vein in a frog collects blood from,Brain and eye,Forelimbs,Jaws and tongue,Muscle of the trunk
Vasa efferentia in frog's testis open into the,Bidder's canal,Transverse collecting tubules,Urinogenital duct,Seminal vesicle
The anterior abdominal vein in Rana tigerina is formed,Two pelvic veins,Two sciatic veins,Pelvic and sciatic veins,Renal portal and femoral veins
"In frog, inspiration is the effect of",Contraction of sternohyoid muscles,Relaxation of petrohyoid muscles,Enlarging the entire body,Enlarging of lungs only
Inspiration in frogs is brought about by the contraction of,Sternohyoid muscles,Skeletal muscles,Long muscles,Petrohyoid muscles
The cavum aortic in a frog's heart is a,Right chamber of the truncus arteriosus,Left chamber of the truncus arteriosus,Left arterial chamber,Right arterial chamber
"During hibernation, frog respires by:",Moist skin,Buccal cavity,Pulmonary sac,Buccopharyngeal cavity
Frog bile juice helps in:,Emulsification of fat,Fat digestion,Protein digestion,Absorption
"In frogs, food first mixes in the intestine with:",Bile + Pancreatic Juice,Pancreatic juice,Mucus,Succus entericus
The innominate vein in a frog is formed by the union of:,Internal jugular and subscapular,Brachial and musculocutaneous,Lingular and mandibular,Right and left pelvic veins
The Muscularis mucosa layer in the frog's stomach wall is the:,Outer longitudinal and inner circular smooth muscles,Outer circular and inner longitudinal smooth muscles,Inner submucosa and outer muscular striped muscles,Inner longitudinal and outer serosa striped muscles
The role of interstitial cells in the testis of a frog is to:,Control of male sex characteristics,Produce the sperm,Help in the maturation of sperms,Help in urine formation
Chordae tendineae in the heart of a frog is found in:,Ventricle,Auricle,Truncus arteriosus,Sinus venous
Frog's blood leaves the heart through,Truncus arteriosus,Sinus venous,Systemic artery,Carotid artery
An innominate vein is formed of,Internal jugular and subscapular,Right and left pelvic,Mandibular and lingual,Brachial and musculocutaneous
The spiral valve is present in,Conus arteriosus,Bulbous arteries,In between the right and left auricle,Auricle and ventricle
which own is present in frogs but absent in mammals?,Mucous glands,Stratum germination,Malphigian layer,Sebaceous gland
The only acoelous vertebra in the frog is the,IX vertebra,VII vertebra,VIIi vertebra,X vertebra
The phalangeal formula for frog's foot is,"2,2,3,4,3","0,2,2,3,3","2,2,3,3,4","2,3,3,3,3"
What is the name of the muscles involved in the respiration of frogs?,Petrophyal and sternohyoid muscle,Internal and external intercostal muscles,False and true vocal cords,Lingual and orbital muscle
The eighth vertebrae of a frog are known as,Amphicoelous,Acoelus,Procoelus,Opisthocoelus
The venous system of a frog differs from that of a mammal in the presence of:,Renal portal system,Hepatic portal system,Three vena cava,Hepatic vein
The venous system of a frog differs from that of a mammal in the presence of:,Renal portal system,Hepatic portal system,Three vena cava,Hepatic vein
Combining makes innominate veins in frog,Internal jugular and subscapular,Lingual mandibular,Brachial and musculocutaneous,Hepatic portal and anterior abdominal
Which of the following vertebra is amphicoelous in frogs?,Eighth vertebrae,Ninth vertebrae,Typical Vertebrae,Axis
Blood from the back side of the frog is collected by,Dorsolumbar,Illiac,Femoral,Sciatic
The dermis of a frog is distinguishable into:,Stratum spongiosum and stratum compactum,Stratum compactum and stratum lucidum,Stratum spongiosum and stratum granulanum,Stratum germinativum and stratum campactum
Eight vertebrae of a frog is,Amphicoelus,Procoelus,Acoeleus,Amphiplastan
Frog reproduction involves:,Sperm and egg released in the water,The clasping in which the male inseminates the female,Nest building by the male who then gets the female to lay an egg in the nest,A male and female paring which is permanent association
Which of the following is longest in the frog?,Small intestine,Large intestine,Oesophagus,Stomach
The urostyle of the frog is supposed to be made of smaller bones. Urostyle is,Tenth vertebra,Ninth vertebra,Eight vertebra,Sacral vertebra
Tadpole of frog feeds upon,Aquatic plants,Insects,Floating organisms,Fishes
In frogs which of the following is common in digestion and respiration,Pharynx,Larynx,Oesophagus,Trachea
The longest part of the alimentary canal in frogs is:,Intestine,Stomach,Large intestine,Oesophagus
An anterior abdominal vein in frogs is formed by the pelvic vein which is:,Ventral femoral,Dorsal femoral,Ventral sciatic,Dorsal sciatic
Osmosternum is absent in:,Toad,Frog,Frog and Toad,None of the above
The Illeum of the pelvic girdle in frogs articulates with the transverse process of,9th vertebra,7th vertebra,8th vertebra,Urostyle
What is the correctly matched,Male frog differs from a female frog in having swelling in the finger of the hind limb,Female cockroach differs from male cockroach in having anal cerci,Female Ascaris differs from male Ascaris in having a straight tail,Presence of clasper on the pelvic fin of the shark
What happens when the thyroid gland is removed from the tadpole of a frog?,It will remain a tadpole throughout the life,Metamorphosis is accelerated,It will die immediately,No changed observed
The second cervical vertebra of a frog is,Typical vertebra,Atlas,Axis,Urostyle
The rectum in a frog opens into,Cloaca,Urinary bladder,Anus,Aldosterone
The metamorphosis in a frog's tadpole is delayed by,Thiourea,Thyroxin,Cortisone,Aldosterone
"In frog vasa, efferent opens into:",Bidder's canal,Urinogenital duct,Testis,Urinary bladder
Dicondylic skull and cranial nerves are characteristics of,Frog and rabbit,Frog and bird,Rabbit and reptile,Bird and reptiles
Bidder's canal of frog is present in,Kidney,Testes,Urinary bladder,Liver
"The chamber where the rectum, ureter, and urinary bladder open in frogs is",Cloaca,Caecum,Ampulla,Pancreas
The kidney of frog and rabbit is,Meso and metanephric,Meso and mesonephric,Pronephric and mesonephric,Mesonerphic and pronephric
The function of the iris in frogs is to,Control pupil,Close plica semilunaris,Contract lens,Unknown
The first spinal nerve in frogs is,Hypoglossal,Optic,Olfactory,Facial
The bone to which the frog tongue is attached is:,Hyoid apparatus,Quadratojugal,Palatine,Pterygoid
Which of the following doesn't have an open circulatory system?,Frog's tadpole,Prawn,Chelifer,Cockroach
Which of the following activity doesn't support the escaping predators?,Shrinking body of the frog,Bitting of snake,Secreting of ink gland in water,Color change by lizard
Larva respire through,Pair of gills,Spiracles,Air float containing blister,Pair of spiracles
"In the frog heart, which helps in ventricular contraction",Smooth and collagen,Elastin and endothelium,Elastin and collagen,Endothelium and smooth
When iodine is added to the thyroid in tadpoles will be,Hasten the metamorphosis,No change,Slowdown the metamorphosis,Died
Xiphisternum is a part of,Sternum,Clavicle,Pectoral girdle,Humerus
Exoskeleton is absent in:,Frog,Scoliodon,Rabbit,Fowl
The heart of a frog is,3-chambered,2-chambered,1-chambered,4-chambered
Which of the following is tetrapod?,Toad,Spider,Cobra,Prawn
The third eyelid possessed by the frog is,Nictitating membrane,Brown spot,Vestigial organ,Plica-semilunaris
Tuft of Cilia on the dorsal side of oral groove of paramecium:,Penniculus,Quadrulus,Kinetin,Caudal Tauft
"During conjugation in Paramecium, which of the following is not degenerated?",Micronucleus,Macronucleus,Cytopyge,Oral groove
Trichocyst in Paramedium helps in:,Defence,Offence,Fear or Fight,Feeding
Trichocyst in Paramecium helps in:,Defence,Offence,Fear or flight,Feeding
Cilia in Paramecium arises from:,Kinetosome,Pellicle,Cell membrane,Cytosome
Contractile vacuole in Paramecium serves for:,Osmoregulation,Locomotion,Water regulation,Water storage
How many daughter Paramecia are formed by conjugation?,8,2,4,16
In Paramecium the oral groove leads ventrally and posteriorly as a tubular structure and is called:,Vestibule,Blepharoblast,Water tube,Radial canal
How many daughter paramecia are formed in a process of conjugation at a time?,8,2,4,16
Syngamy occurs during the formation of:,Zygote,Spores,Gametes,Bud
Defensive organ of Paramecium is:,Trichocyst,Nematocyst,Cytopyge,Arthropoda
Common in Paramecium and Plasmodium is:,Reproduction by fission,Mode of nutrition,Locomotory organs,Habit
Total number of Paramcia formed after conjugation?,8,2,4,16
Paramecium moves by:,Cilia,Flagella,Pseudopodia,None
The process of reconstitution of macronucleus in Paramecium without any change in micronucleus is:,Hemixis,Cytogamy,Endomixis,Autogamy
The generic name of Paramecium caudatum is given by:,John Hill,Rosenhoff,Forde,Charles Leveran
The osmoregulatory funcion in Paramecium is controlled by:,Contractile vacuoles,Trichocyst,Food vacuole,Macronucleus
Nuclear dimorphism is well distinct in:,Paramecium,Euglena,Trypanosoma,Monocystis
The common character among the Paramecium and Plasmodium is the:,Unicellular condition,Uninucleate condition,Asexual mode of reproduction,Mode of nutrition
The common feature between Paramecium and Plasmodium is:,Unicellular structure,Number of nucleus,Asexual mode of reproduction,Mode of nutrition
Which of the following is heterokaryotic organism?,Paramecium,Plasmodium,Amoeba,None
Which organism exhibits nuclear dimorphism?,Paramecium,Amoeba,Euglena,Plasmodium
Which of the following is true about conjugation in Paramecium?,Micronucleus gives rise to male and female portion,Macronucleus forms micronucleus,Crossing of macronuclei takes place,Macronuclei breaks and gets transferred
Defense action in Paramecium is shown by:,Trichocysts,Cilia,Nematocysts,Trochophores
Macronucleus of Paramecium controls:,Metabolism and osmoregulation,Reproduction and osmoregulation,Metabolism and reproduction,Locomotion and reproduction
Cyclosis in Paramecium associated with:,Digestion,Locomotion,Respiration,Reproduction
Protozoan group with two nuclei macro and micronucleus is:,Ciliata,Flagellata,Sarcoda,Sporozoa
Mode of nutrition in Paramecium is:,Holozoic,Saprophytic,Holophytic,Saprozoic
"Protozoan group with two nuclei, macronucleus and micronucleus is:",Ciliata,Flagellata,Sarcodina,Sporozoa
Nuclear dimorphism is shown by:,Paramecium,Plasmodium,Amoeba,Trypanosoma
Organ of defense in Paramecium are:,Trichocysts,Oocysts,Sporocysts,Nematocysts
Heterokaryotic condition is found in:,Paramecium,Plasmodium,Hydra,Sponge
Sexual cycle of plasmodium occurs in:,FAM only,Man only,Partly man and Partly FAM,None
Longest incubation period is of:,P.malariae,P.falciparum,P.vivax,P.ovale
Haemozoin is end product of:,Post-erythrocytic cycle,Pre-erythrocytic cycle,Exo-erythrocytic cycle,Sporogony
Signet ring stage is found in:,Erythrocytic cycle,Post eryhrocytic cycle,Pre-erythrocytic cycle,Gametogeny cycle
Person suffering from Sickle cell anemia is:,Less prone to malaria,Less prone to Typhoid,Less prone to AIDS,More prone to malaria
Which is associated with exflagellation?,Microgamete,Macrogamete,Both,None
In which organ haemozoin is stored?,Spleen,Liver,Lungs,Kidney
Infective stage of P.vivax is:,Sporozoite,Gametocyte,Trophozoite,Nucelus
Sexual phase in mosquito occurs in:,Gut of mosquito,RBC of man,Liver cell of man,Salivary glands of mosquito
Sporozoites are found in:,Erythrocytes of blood cells,Erythrocytes of pancreas,Erythrocytes of spleen and liver,Erythrocytes of liver and pancreas
Which of the following in Plasmodium causes chills and fever?,Haemozoin,Haematin,Ookinete,Oocyst
Which stage of Plasmodium vivax escapes the digestion in the gut of mosquito?,Gametocytes,Sporocytes,Trophozoites,Merozoites
"Motile, elongated zygote of Plasmodium is found in:",Gut of mosquito,RBC of human,Liver of human,Salivary glands of mosquito
Mature gametocytes of Plasmodium are found in:,Stomach of female anopheles,Human stomach,Human blood,Blood of female anopheles
The most dangerous species of Plasmodium is:,Ovale,Malariae,Falciparum,Vivax
Infective stage of Plasmodium is:,Sporozoites,Trophozoites,Cryptozoites,Merozoites
Pre-patent period in malaria is between:,Inoculation and first release of merozoites,Inoculation and first fever,Liver cycle and RBCs cycle,Inoculation in mosquito and sporozoite formation
Sporogony in Plasmodium takes place in:,Stomach wall of mosquito,RBC of man,Liver of man,Saliva gland of mosquito
Sporogony in Plasmodium takes place in:,Stomach wall of mosquito,RBC of man,Liver of man,Salivary gland of mosquito
Benign tertian malaria is due to:,P.vivax,P.falciparum,P.malaria,P.ovale
The pecularity with malarial parasite is that:,Its sexual stage passes passes in secondary host and asexual in primary host,Its asexual stage passes in secondary host and sexual in primary host,Both sexual and asexual stages pass in the primary host whole the secondary host only helps in dispersal,None
Malignant tertian malaria is caused by:,P.falciparum,P.vivax,P.ovale,P.malariae
Which  of the following is true:,Mosquito - Zygote - Sporogony - Sporozoites,Mosquito - Zygote - Gametogony - Sporozoites,Man- Zygote - Schizogony - Sporozoites,Man - Zygote - Gametogony - Gametes
Which of the following forms of Plasmodium is found in the wall of the stomach of the mosquito?,Oocyst,Ookinete,Sporoblast,Sporozoite
Sporozoite us formed from:,Sporoblast,Cryptomerozoite,Merozoite,Metacryptomerozoite
Signet-ring stage in Plasmodium life cycle is formed in:,Erythrocytic cycle,Pre-erythrocytic cycle,Exo-erhythrocytic cycle,Post-erythrocytic cycle
Multiple fission is shown by:,Plasmodium,Paramecium,Hydra,Obelia
All stage in the life cycle of malarial parasite are haploid except:,Ookinete,Gametocyte,Schizont,Sporozoite
Which stages of plasmodium is infective to man:,Sporozoite,Merozoite,Cyst,Trophozoite
Which form of Plasmodium escapes during digestion in alimentary canal of mosquito:,Gametocyte,Sporozoite,Trophozoite,Merozoite
The common feature of Plasmodium and Paramecium is the:,Reproduction by fission,Mode of nutrition,Locomotory organ,Habit
Stage of Plasmodium infective to man and injected to human body by mosquito is:,Sporozoite,Trophozoite,Merozoite,Cyst
Plasmodium vivax has sexual phase of reproduction in:,Stomach wall of female Anopheles,Human liver cells,Human red blood cells,Salivary gland of Female Anopheles
Schizont stage of plasmodium is present in:,Human RBC and Liver,Human  RBC,Stomach wall of mosquito,Saliva of mosquito
Which of the following organism causes most severe form of malaria?,Plasmodium falciparum,Plasmodium vivax,Plasmodium ovale,Plasmodium malariae
Stage of Plasmodium infected by mosquito to man is:,Sporozoite,Oocyte,Merozoite,Ookinete
Infective stage of Plasmodium is:,Sporozoite,Merozoite,Trophozoite,Ookinete
The infective stage of Plasmodium is:,Sporozoites,Crytomerozoites,Trophozytes,Merozoites
Causative agent of malaria is due to:,Protozoa,Bacteria,Virus,Helminthes
The stage of Plasmodium that is transmitted from gut of mosquito and is infected to man:,Sporozoite,Oocyst,Merozoite,Sporoblast
Causative agent  of malaria is:,Protozoa,Bacteria,Virus,Helminth
"In the life cycle of malaria parasite, sexual cycle do not occur in man because of:",High temperature,Low temperature,Rapidly changing temperature,Slowly changing temperature
Malaria is caused by:,Protozoa,Bacteria,Fungi,Algae
Infective stage of Plasmodium is:,Sporozoite,Cryptozoite,Trophozoite,Merozoite
Who discovered that Plasmodium can transmit malaria?,Roland Ross,Louis Pasteur,Darwin,John Stones
During gastrulation embryo of vertebrate is differentiated into:,"Ectoderm, Endosperm and Mesoderm",Ectoderm and Endoderm,Ectoderm and Mesoderm,Endoderm and Mesoderm
Cleavage is:,Division of cells,Reorganization of cells,Reorientation of cells,Differentiation of cells
Development of frog is a complex and lengthy process which is completed in four phasesm Which one of the following is the correct sequence of development phase?,Cleavage - Blastulation - Gastrulation - Neurulation,Cleavage - Neurulation- Blastulation - Gastrulation,Balstulation - Gastrulation - Neurulation - Cleavage,Gastrulation - Cleavage - Blastulation - Neurulation
Development of frog is lengthy and complex process that occurs in 4 stages. The correct sequence of development of frog:,Cleavage - Blastulation - Gastrulation - Neurulation,Blastulation - Cleavage - Gastrulation - Neurulation,Neurulation - Gastrulation - Blastulation - Cleavage,Gastrulation - Cleavage - Blastulation - Neurulation
Yolk present at one end the condition is called:,Telolecithal,Mesolecithal,Alecithal,Centrolecithal
Gastrulation is:,Reorganization of cells,Reorientation of cells,Differentiation of cells,Division of cells
Which of the following has 16 called stage?,Morula,Blastula,Blastomere,Gastrula
"In frog, jelly around the eggs is deposited:",In the oviduct,In water after fertilization,In water during fertilization,In the ovary
The mammalian egg is:,Alecithal,Microlecithal,Telolecithal,Mesolecithal
Gastro intestinal tract is derived from:,Endoderm,Ectoderm,Mesoderm,Ecto-mesoderm
A stage during embryonic development with fluid filled space and with several layers of cells:,Blastula,Blastocoel,Gastrula,Morula
Which of the following is the outer cell layer of an early embryo?,Ectoderm,Endoplasm,Endoderm,Mesoderm
Which of the following is true about Mesoderm?,It forms pouches lining the coelom,It forms CNS,It has no contribution to alimentary canal,It does not form blood vessels
Which of the following present in embryonic stage also persists in some of the chordates?,Pharyngeal gill slits,Notochord,Anal tail,All
"In gastrula, epiboly is characterized by:",Micromeres spread over megameres,Rapid multiplication of megameres,Rapid multiplication of micromeres,Megameres spread over micromeres
The cavity that appears during embrygenesis of frog is called:,Archenteron,Mesenteron,Blastocoel,Coelenteron
The egg of frog is:,Telolecithal,Centrolecithal,Alecithal,Isolecithal
Yolk plug is formed during:,Gastrulation,Cleavage,Blastulation,Neurulation
Archenteron is present in:,Gastrula,Morula,Blastula,Neurula
Nervous system of frog develop from:,Ectodermal,Mesodermal,Endodermal,Meso-endodermal
In Morula is composed of:,Micro and macromeres,Blastomeres,Micromeres,Macromeres
Vertebral column of the vertebrates is originated from:,Mesodermal plate,Neural tube,Notochord,Ectodermal plate
In frog coleom is derived from:,Mesoderm,Ectoderm,Endodern,Neuroectoderm
Type of cleavage in frog's zygote is:,Holoblastic and unequal,Holoblastic and equal,Meroblastic,Diploblastic
Vegetal hemisphere of frog's consists of:,Yolk,Gray crescent,Seminal vesicle,Melanin
The origin of frog's brain is:,Ectodermal,Endodermal,Mesodermal,Endo-mesodermal
Archenteron in frog's embryo is developed due to:,Emboly,Epiboly,Cleavage division,Neurulation
At which one of the following stage the germinal layers in frog's embryo are developed:,Gastrula stages,After completing the cleavages,Blastula stages,After coleom formation
Archenteron in frog gastrula is formed by the process is called:,Emboly,Epiboly,Migration of central micromeres,Formation of yolk plug
Skeletal and muscles originate from:,Mesoderm only,Ectoderm and Mesoderm,Ectoderm,Endoderm
Blastopore in the vertebrate develop into:,Anus,Body cavity,Mouth,Mouth and anus
Archenteron is found in which of the following stage ...,Gastrula,Morula,Blastula,Neurula
Which cavity is formed during gastrulation?,Archenteron,Mesoderm,Blastocoel,Morula
