question,answer,wrong1,wrong2,wrong3
lf a wire of resistance R is stretched n times then resistance becomes,n²R,n2/R,R/4,nR
lf Al and Si are cooled from room temperature then resistance of,Si increases & Al decreases,Si decreases,both decreases,Si decreases & Al increases
"There are 8 equal resistors (R) in a circuit. Four groups of parallel combination of two resistors are connected in series, the total resistance of the",2R,R/2,4R,8R
Series combination of 2 and 3 resistors are connected in parallel to the series combination of 10 and 2 resistors. The whole combination is further connected to a battery of 10 V and internal resistance 10. The potential difference between the ends of 4 resistor will be,5.71 V,4.29V,286V,1.43V
The flow of 6.25 x 1012 electrons per second from a wire constitutes current equal to,μA,mA,1 A,1nA
"In order that Ohm's law is obeyed, which of the following is correct if v is drift velocity on electric field E?",V∝ E,V ∝E²,V∝ E½,V= constant
A wire of length 10cm is stretched to 20cm. The resistance of the stretched wire changes to,4 times that of original wire,2 times that of original wire,0.5 times that of original wire,0.25 times that of original wire
The resistance of a conductor is 15ohm at 60⁰ C and 20ohm at 100°C. The resistance at 40° C is,12.5 ohm,1.5 ohm,5.4 ohm,17.5  ohm
"If the radius of a conducting wire is doubled, its resistance will be",4 times smaller,unchanged,doubled,halved
37.A galvanometer has a resistance of 40ohm  and a full scale deflection is obtained when a current of 10 mA passes through it. The resistance of the shunt which must be used with the meter so that a full deflection is obtained for a current of 5 A is equal,0.08 ohm,0.04 ohm,0.4 ohm,1 ohm
The resistance of a conductor is 10 ohm  at 60° C and 15 ohm  at 100°C. The resistance at 0°C is,2.5 ohm,1.5 ohm,5.4 ohm,7.51 ohm
The terminal potential difference of a circuit having a cell of emf 6 volt with its internal resistance 2 ohm and external resistance 8ohm  will be,4.8v,2.8v,3.8v,1.8v
A wire of resistance 2 ohm  is stretched 1.5 times the resistance of stretched wire becomes,4.5 ohm,1.5 ohm,3.5 ohm,6 ohm
"A wire of resistance 202 is stretched 2 times, the resistance becomes",8 ohm,2 ohm,4 ohm,6 ohm
A galvanometer of internal resistance 10ohm needs. 10-3 A for full scale deflection. The shunt resistance,0.01 ohm,2 ohm,1 ohm,0.1 ohm
"The terminal potential difference of a circuit having 9 V cell, 20 internal resistance and 100 external resistance is",7.5V,9V,6V,5.5 V
Kirchoff's loop law is based on conservation of,energy,charge,mass,momentum
"If the radius of a copper wire carrying a current is doubled, the drift velocity of electrons will",remain same,increase four times,decrease four times,increase first and decrease later
Two resistors are joined in parallel whose resultant is 6/5  ohm. One of the resistance wire is broken and the effective resistance is 2ohm . The resistance of the wire that got broken was,3 ohm,3/5 ohm,6/15 ohm,2 ohm
"A wire has resistance 1.7 2 at 20°C. If the temperature coefficient of a resistance wire is 0.0093/°C, then its resistance at 100°C will be",2.96Ω,1.6Ω,22.6Ω,68 Ω
Three equal resistors each of resistance R are connected so as to form equilateral triangle. The equivalent resistance at any two corners is a.,2R/3,R/3,3R/2,3R
A galvanometer can be converted into a voltmeter by connecting,a high resistance in series,a low resistance is series,a high resistance in parallel,a low resistance in parallel
A galvanometer gives full scale deflection at 10 mA and its resistance is 50ohm . What resistance should be connected to it to convert it to a voltmeter of [2008 (BE)] 5V?,450 ohm in series,0.45 ohm in series,0.45 ohm  in parallel,450 ohm  in parallel
.A wire of resistance 16 ohm  is bent into circular form. Then equivalent resistance between two points of  any diameter is,4Ω,8Ω,32 Ω,16Ω
The p.d. of Galvanometer or resistance 100 ohm is 50 mV. Then what resistance need to be connected to convert it into ammeter of range 0-5 A,0.01 ohm in parallel,1000 ohm in series,1000 ohm  in parallel,0.01ohm  in series
"If two resistance of value 4.5 ohms & 5.5 ohms respectively are connected in a series & a third resistance of 10ohm  in parallel to the combination, what will be the resultant resistance?",5 ohms,2.5 ohms,7.5 ohms,10 ohms
The diameter of a nichrome wire is reduced to half. Now the resistance changes by:,16,2,4,8
A battery of emf 12V is connected parallel with a voltmeter. The Voltmeter reads 11V. This is because of the:,Small internal resistance of battery,high internal resistance of battery,internal resistance of battery comparable with resistance of voltmeter,internal resistance of battery equal to resistance of voltmeter
The relation between drift velocity & electric field to obey ohm's law accurately is:,Vd∝E,Vd∝E¹,Vd∝E-½,V∝E-¼
A plece of wire of resistance R is stretched uniformly so that length is doubled. The resistance of stretched wire will now be:,4R,2R,R/2,R/4
The current flowing through a resistance of 900OHM is desired to reduce by 90%. What shunt should be joined across it?,100 ohm,90 ohm,900 ohm,10 ohm
"When current (I) follows through a wire, I changes",show positive relation with V,opposite with voltage,doesnot change,none
A wire of resistance 100ohm  is stretched to double its length. Now its resistance is,400 ohm,200 ohm,250 ohm,50 ohm
"4 resistors connected in parallel has equivalent resistance 1ohm. If they are connected in series, equivalent resistance is",16 ohm,92 ohm,4 ohm,0.25 ohm
Which of the following has highest resistance?,voltmeter of range 10V,an ammeter measuring current 2A,moving coil galvanometer,a copper wire of length 10 cm and area of cross tection 1mm²
Four resistors of 4ohm are joined to form a square. A p.d. of 12V is connected between two points at the ends of a diagonal. The current in the circuit is,3A,1A,2A,4A
Flow of 6.25 x 102 electrons per second in a conductor contributes to a current,1µ A,1A,1mA,0.1A
"Three resisters R₁, R2, and R3, ohms are connected in a parallel combination. If R1<R2<R3, equivalent resistance will be",less than R1,equal to R2,less than R₂,greater than R3
"If a copper wire is stretched to make it 0.1% longer, the percentage change in its resistance will be",0.2%,1.2%,32%,0.1%
Two resistors of resistance r1 & r2 (r1 < r₂) are connected in a parallel circuit. The equivalent resistance R is related as,R<r1,R> r1+r2,R>r2,r1<R<r2
A coil of resistance R and inductance L is connected to a battery of emf E volts. The final current in the coil is,E/R,E/√(R2+L2),E/L,E+R
"Silicon and silver both are cooled from 100°C to 0°C, their conductivity changes as","conductivity of silicon decreases and that of silver
increases",conductivity of silicon increases,conductivity of silicon increases,both a and b
Diameter of a Nichrome wire is reduced to half. Now the real resistance is:,16,2,4,8
Two 1 resistors are connected in parallel. The combination is again connected in series with a 20 resistor. The whole arrangement is then joined to a 10V battery. The current through any one of the 10 resistors is,2A,1A,3A,1⁄2 A
An electric cell has e.m.f 2V and internal resistance 0.12; the external resistance in the circuit is 3.90. The value of the potential difference between the two ends of the shunt will be:,1.95V,2.95V,3.45,Neither thermal nor drift velocity
The current flowing in a conductor is contributed by,Drift velocity of electrons,Thermal velocity of electrons,Both thermal and drift velocity,neither thermal nor drift
"If the length of a wire is doubled then its
conductance becomes:",Half,Remains same,Two times,Four times
"Out of 5, 3 resistance where connected in parallel and 2 where is series. Find the equivalent  resistance.",7/3,3/7,6,4
A moving coil galvanometer can be converted into ammeter by connecting,. low resistance in parallel,high resistance in series,a low resistance in series,a high resistance in parallel
".If a wire is stretched 'n' times longer, then the new resistance will be",n²,1/n²,n,1/n
"Among 5 resistors each of having 10 resistance, 3 resistors are connected in parallel and 2 are in series then the effective resistance is,",70/3,3/7,5,3
Which of the following substance shows increase in Resistivity when temperature is increased?,pure metal,carbon,electrolyte,Germanium
The terminal p.d of a cell when open ckt is;,E,E/2,0,∞
.A Voltmeter has a resistance 100ohm and measures 10V. How can it be used to measure 50V?,400 ohm  in series,40 ohm in series,40 ohm in parallel,400 in parallel
The ratio of current and charge carriers in two conductors of same cross sectional area are 7/4 and 5/4 respectively then the ratio of drift velocity in two conductors will be,7/5,5/7,4/7,7/5
"An electric cable of copper has just one wire of radius 9mm. Its resistance is 5ohm. This single copper wire of cable is replaced by 6 different well insulated copper wires, each of radius 3mm. The total resistance of the cable now will be equal to",7.5 ohm,45 ohm,90 ohm,270 ohm
The sensitivity of wheat stone bridge will be increased when,R=P=Q=S,R=S,R=P,P=S
6 cells of emf 6 v was connected in parallel combination. What was equivalent emf?,6 v,4 v,2 v,8 v
The resistance of wire of length 'I' and diameter d is R. The wire is stretched to reduce its diameter to 1/3. The ratio of final resistance to original resistance will be,81:1,3:1,9:1,1:81
An ammeter shows a current flowing through it. Now if the equal resistance to ammeter is joined parallel then,The reading in ammeter will be exactly halved,The reading in ammeter will be exactly doubled,The reading in ammeter will be exactly one forth,The reading in ammeter will be exactly one eighth
"Ten identical cells each of & and internal resistance r are connected in series to form a closed circuit. An ideal voltmeter connected across three cells,will read:",3ɛ,10ɛ,13ɛ,7ɛ
A moving coil galvanometer has a resistance of 900 ohm. In order to send only 10% of the main current through this galvanometer the resistance of the required shunt is,100 ohm,0.9 ohm,405 ohm,90 ohm
Which of the following is likely to have largest resistance?,Voltmeter of range 10 v,Moving coil galvanometer,Ammeter of range 1 A,A copper wire of length
There are two wires A and B. The radius of B is one fourth of A. then ratio of resistance of B to A if both are of same matenal is,1:256,1:2,1:4,1:16
Potentiometer is a device based on the principle that potential difference across the potentiometer wire is:,directly proportional to the length of the wire,independent of the length of the wire,dependent on the voltage provided by the driving cell,dependent on the sensitivity of the galvanometer
To convert a galvanometer into an ammeter,a low resistance should be connected in parallel to the galvanometer,a high resistance should be connected in parallel to the galvanometer,a low resistance should be connected in series with the galvanometer,a high resistance should be connected
The resistance of a motor starter is 12. If the motor operates of 10V and current of 2.5 A flow in the motor. What is the terminal potential difference across the motor?,7.5 V,2.5 V,8.5 V,9V
The resistance of a conductor is said to be ab  ohm if one:,ab ampere of current flows through it with a potential difference of one ab volt,Stat ampere of current flows through it with a potential difference of one ab volt,Ampere of current flows through it with a potential difference of one volt,ab ampere of current flows through it with a potential difference of one ab volt
"A man is struck by lightening on the open near a tree, the amount of electric current flowing through his body will mainly determined by",Amount of potential difference at the point of entry and point of exit of electric current,Average drift velocity of all the tissues,"Average amount of free electrons on the body at
that time",Temperature of the surroundings
In order to quadruple the resistance of a wire of uniform cross section a fraction of its length was stretched uniformly till the final wire length was 1.5 times the initial length. Calculate the value of fraction:,1/4,1/2,1/8,1/16
"A potential difference is applied across a wire, then",electron moves faster from lower to higher potential with average velocity,electrons move from higher to lower potential b. electrons move from lower to higher potential with average velocity.,electrons move from higher to lower potential with constant vd,electrons move from lower to higher potential with constant vd
A Galvanometer of resistance 25 ohm is connected in series with a resistance of 3000 ohm and has a full deflection of 30 units. Now unknown resistance is then connected in place of 3000 ohm and deflection is now 20 units. What is the value of unknown resistance?,4513 ohm,6000 ohm,6725 ohm,5000 ohm
"An ammeter having resistance 10ohm allows current of 0.002 A to flow through it. For it to allow a current of 2A, we should:",Join a resistance of 0.01 ohm in parallel.,Join a resistance of 0.02 ohm in series,Join a resistance of 0.02 ohm in parallel,Join a resistance of 0.01ohm in series
Ideal voltmeter has,infinite resistance,Zero resistance,maximum resistance,Minimum resistance
A battery of emf E and internal resistance ris being charged by current I then the terminal potential difference is:,V=E+Ir,V= E- Ir,V=Ir,V=E
A galvanometer can be converted to ammeter by:,Joining low resistance in parallel,Joining low resistance in series,Joining high resistance in series,Joining high resistance in parallel
The radius of conductor is double resistance will be,Double,Halved,Remain same,Decrease four times
The radius of conductor is double resistance will be,Decrease four times,Double,Halved,Remain same
Net charge in the current carrying conductor is:,Zero,Positive,Negative,Constant
"When two resistances are connected in parallel, then resultant is 6/5 If one of the resistances is broken then resistance is 2 ohm . Then find the resistance of wire that breaks.",3 ohm,1/2 ohm,2 ohm,2/3 ohm
A galvanometer can be converted voltmeter by connecting,a high resistance in series,a low resistance in series,a low resistance in parallel,high resistance in parallel
"As the temperature of a metallic resistor is increased, the product of its resistivity and conductivity",remains constant,increase,decreases,may increase or decrease
Kirchoff's first law is based on,Conservation of charge,Conservation of momentum,Conservation of voltage,None
The resistance of a material at 20°C is 1.72 ohm . At 100°C its resistance become (given a = 0.00393 k1),2.62 ohm,1.58 ohm,22.6 ohm,15.8 ohm
"The radius of a conducting wire is doubled, then its specific resistance is........",constant,double,becomes 4 times becomes one fourth,becomes one forth
The circuit shows a bulb and a battery connected together by a conducting wire. Which of the following is true for the current in above circuit ?,current is constant through out the circuit and the bulb.,current at point A is greater than at point B.,current is more in bulb and less in other part of circuit,current is constant throughout circuit except bulb.
