question,answer,wrong1,wrong2,wrong3
The escape velocity of the planet is Ve If the mass of the planet is increased four times keeping the radius same. The escape velocity becomes,2Ve,\(4Ve\),\(2\sqrt{2}Ve\),\(\sqrt{2}Ve\)
The escape velocity from earth surface is 11 km/sec then what is the escape velocity from another planet of double radius having mean density same,22 km/sec,5.5 km/sec,11 km/sec,15.5 km/sec
"X of 10 kg, Y of 20 kg and acceleration due to gravity on the surface of moon(gm) is 1.6 m/s then gravitation field intensity of",X and Y on the surface of earth is same.,X on the surface of moon is equal to that of Y on the surface of earth.,X on the surface of moon is twice that of Y on the surface of moon.,All
The planet of mass and diameter is three times than the earth. Then find the acceleration due to gravity on planet is:,\(3.3 m/s^2\),\(9.8 m/s^2\),\(9.8  cm/s^2\),\(3.3 cm/s^2\)
A body is projected with a velocity equal to twice the escape velocity from the earth. The velocity of the body in free space will be,\(\sqrt{3}Ve\),Ve,1.5Ve,\(\sqrt{2}Ve\)
"At what height from earth, g becomes  g/2?",0.414r,R/2,0.7r,R
What will be the time period of satellite moving around the earth if the radius of revolution is increases by 1 and half time,\((\frac32)^{3/2}\),\((\frac23)^{2/3}\),\((\frac23)^{1/3}\),\((\frac32)^{2/3}\)
A satellite is moving round the earth in a circular orbit of radius 8000Km with a velocity of 800m/s. The acceleration due to gravity on the satellite is nearly,\(0.08m/s^2\),\(0.04m/s^2\),\(0.06m/s^2\),\(0.01m/s^2\)
Two planets have radii r1 and r2 and densities di and d2 respectively. The ratio of the acceleration due to gravity on them will be,\(r_1d_1:r_2d_2\),\(r_1d_2:r_2d_1\),\(r_1^2d_2:r_2^2d_1\),\(r_1d_1^2:r_2d_2^2\)
"The orbital velocity of an artificial satellite in a circular orbit just above the earth's surface is v. For a satellite orbiting at an altitude.of half the earth's radius, the orbital velocity is",\(\sqrt{2/3) }v\),(3/2) v,\(\sqrt{3/2) }v\),(2/3)v
g is the acceleration due to gravity at the equator. Its value at the pole is,greater than g,less than that at equator,lesser than g,none of the above.
"Let G be the gravitational constant and R be the radius of the earth. If the radius of the earth becomes half, the new value of the gravitational constant will be",G,G/2,2G,RGG
An astronaut feels weightlessness when,In any orbit,it is leaving earth,it is provided with escape velocity,in certain orbit
The satellite of mass M and 9M are orbiting a planet in a circular orbit radius R. Their time period of revolution will be in the ratio of,1:1,9:1,3:1,1:3
"The earth radius is 'R', acceleration due togravity at its surface is 'g'. If the body of has mass 'M' falls from height h = R/5 from earth surface, its potential energy decreases by",5/6 Mgh,Mgh,4/5 Mgh,6/7 Mgh
"A man has weight 80 kg on earth's surface. The height above ground where he will have weight 40 kg is, (radius of earth 'R'= 6400 km)",0.41 times of R,0.35 times of R,0.5 times of R,0.6 times of R
"If a planet had mass and radius half of the earth, the acceleration due to gravity of that planet is:",\(19.6 m/s^2 \),\(4.9 m/s^2 \),\(9.8 m/s^2 \),\(10 m/s^2 \)
A satellite is revolving around a planet of radius 'r' with speed 'Vo'. If the satellite is made to revolve in another planet of twice the mass than original and constant radius then ratio of initial to final velocity is,1:√2,1:1,1:2,√2:1
At what height above the earth's surface will the weight of a body be half as that on earth's surface?,2624 km,3200 km,3050 km,1600 km
The value of g will 1% of its value at the surface of earth at a height (Re = 6400 km),57600 km,6400 km,2560 km,64000 km
If the value of 'g' is same at depth 'd' inside earth and height 'h' above earth then,d = 2h,d = h,d=h/2,d = 3h
A mass 'M' is broken into two parts one of which has mass 'm'. To have maximum gravitational force of attraction between the broken masses,m = M/2,m = 2M,m = M/4,m = M/6
A body weighs,very slightly greater at night,very slightly less at night,exactly equal at day and night,zero at night
"If a body weighs xN on the surface of earth, its weight half way down to the centre of the earth, assuming earth to be of uniform density is",x/2 N,2xN,x/3N,\(2x^2N\)
The gravitational force between two identical steel balls each of radius R touching their surfaces is F. Then gravitational force between two identical steel balls each of radius 2R touching their surfaces is,16F,64F,F,F/4
The gravitational force between two identical copper spheres each of radius R touch their surface is F. Then gravitational force between two copper spheres of radius R and 2R touching their surface is now,\(\frac{32}{9}F\),\(\frac{81}{16}F\),\(\frac{3}{8}F\),\(\frac{3F}{4}\)
"The gravitational force on a small particle lying on earth's surface is F. If a' concentric spherical cavity of radius R/2 is made inside earth, then force on the particle is",7F/8,F/2,F/8,17F/18
"In the above question, if the cavity of radius R/2  is made touching the particle then the force on the particle will",F/2,F/8,7F/8,17F/18
A small particle is held inside an isolated hollow sphere at distance x from centre of the sphere. The gravitational force on that particle by the sphere is,zero,directly proportional to x,inversely proportional to \(X^2\),inversely proportional to x
The gravitational potential at surface of an isolated soap bubble is Vo. Thus potential at its centre will be,Vo,3/2 Vo,infinite,Zero
The gravitational potential at the surface of earth (or mercury drop) is Vo. Then potential at its centre is,3/2 Vo,Vo,zero,infinite
A hollow sphere shrinks radially maintaining its shape. Then gravitational potential at its centre,decreases,increases,remains unchanged,increases and decrease alternatively
Two planets of equal density having radii R and 2R. Then ratio of acceleration due to gravity on their surface will be,1:2,1:1,2:1,4:1
"If earth shrinks so that its radius decreases by 50%, then the value of acceleration due to gravity at its surface",increases by 300%,decreases by 300%,increases by 100%,decreased by 100%
At what depth below earth surface  value of acceleration due to gravity becomes. g/4  (If R = radius of the earth),3R/4,2/3 R,R/2,R/4
The ratio of values of g at height R/2 to that at depth R/2 is R( (R = radius of earth),8:9,1:1,3:4,9:8
How fast the earth would rotates so that particles at its equator fly off?,\(1. 25 * 10^{-3} rad/s\),\(1. 25 * 10^{-5} rad/s\),\(1. 5 * 10^{-4} rad/s\),\(1. 25 * 10^{3} rad/s\)
If g be the acceleration due to gravity a earth's surface and R be radius of earth then escape velocity of a particle at height R will be:,\(\sqrt{gR}\),\(\sqrt{2gR}\),\(1/2*\sqrt{gR}\),\(\sqrt{gR} /2\)
The ratio of escape velocity of a particle at height R to orbital velocity of i satellite in orbit close to earth is,1:1,√2:1,2:1,1:√2
Two planets of equal densities have radi R and 2R. Then ratio of escape velocities of particles from their surface is,1:2,1:1,1:√2,√2:1
"In a missile launched with velocity less than escape velocity, the sum of its KE and PE is always",negative,positive,zero,arbitary
Two satellites of masses m and 9m are orbiting a planet in a circular orbit of radius R. Their time periods of revolution will be in the ratio of,1:1,9:1,3:1,1:3
A satellite with kinetic energy E is revolving round the earth in a circular orbit. The minimum additional K.E. required for it to escape into outer space is,E,√2E,2E,E/2
By what percentage is escape speed greater than the speed of satellite close to earth surface,41.4%,50%,100%,75%
The maximum height reached by a rocket fired with 90% of escape velocity. from surface of earth is,81R/19,90R,19R/81,81R/100
A body is projected vertically from the earth's surface with the K.E. equal to half the minimum value needed for it to escape. The height through which it rises above the earth is,R,R/2,2R,\(R^2/4\)
How much velocity should be given for a body if it is to be projected vertically upward from earth's surface to reach a height 10R?,\(\sqrt{\frac{20GM}{11R}}\),\(\sqrt{\frac{GM}{R^2}}\),\(\sqrt{\frac{2GM}{R}}\),\(\sqrt{\frac{21GM}{12R}}\)
"Mass of moon is 1/81 times that of earth and its radius is 1/4 times the earth's radius. If escape velocity on earth's surface is 11.2 km/s, its value at the surface of the moon is",2.5 km/s,0.14 km/s,0.5 km/s,11.2 x 9/2 km/s
Time taken by a radiowave to go and come back from a communication satellite to earth is nearly,1/4*s,1/3*s,1/2*s,1s
A Satellite of mass 'm' is at a distance 'r' from earth's surface. Another satellite of mass 2m is at a distance 2r from earth's surface. Their time periods are in the ratio of,1:2√2,1:2,1:16,1:2
"Earth's escape velocity for a satellite launched vertically is 11 km/s. If the. satellite is launched at 60° with vertical, the escape velocity would be",11 km/s,11√3 km/s,11/√3 km/s,11.2 km/s
"If the earth were to suddenly contract to half the present radius (without any external torque acting on it), what would be the time of rotation of earth?",6 hours,12 hours,18 hours,48 hours
. A body is projected vertically upwards  from the surface of a planet of radius R with a velocity equal to half the escape velocity for that planet. The maximum height attained by the body is,R/3,R/2,R/4,R/5
Two particles of equal masses (each of mass M) go round a circle of radius R under the action of their mutual  attraction. The speed of each particle is:,\(1/2 \sqrt{GM/R}\),GM/2R,\(\sqrt{2GM/R}\),\(1/2R*\sqrt{1/GM}\)
Which of the given is constant?,\(gR^2\),g,gR,\(g^2R\)
The acceleration due to gravity in the planet A is 9 times the acceleration due to gravity on earth. A man jumps to a height of 2m on the surface of planet A. What is the height of jump by the same person on earth?,18m,2/9 m,2/3 m,6m
Which one of the following statement is correct?,the value of g is more at the poles that at the equator,value of g is same at all places,the value of g is more at the equator than at the poles,the value of g is maximum at the center of the earth.
Escape velocity of a body projected from earth,\(\sqrt{2Gm/R}\),\(2\sqrt{Gm/R}\),\(\sqrt{Gm/R}\),\(\sqrt{Gm/2R}\)
Geostationary satellite of earth is:,Rotate around the polar axis,Rest in positional,It stays stationary in space,Its time period is less than that of the earth
If a body is projected with velocity V Tess than the escape velocity of earth then the total energy of the projected body is:,-ve,+ve,zero,may be vector
"A 5kg mass with a string 1m length moves in a vertical circle, with the velocity of 4m/s. The net tension in the string is 130N. Then, the position of body is.",at the bottom position,at the fop position,at mid way,can't be predicted
". At particular point, the acceleration due to gravity is always constant for same different mass due to:",inertial mass & gravitational mas constant,gravitation force is constant,gravitational force is directly proportional to inertial mass,All
Star that appear stationary form the earth,Pole star,Sirius,Orion,Ursa major
"At what depth, the value of 'g' is same to that of 'g' at a height 10 km?",20 km,10 km,40 km,80 km
The time period of a satellite orbiting in circular orbit around the Earth is Independent of:,the mass of the satellite.,both mass of the satellite and radius of its orbit,radius of its orbit,neither the mass of the satellite nor the radius of its orbit
"The gravitational force between two objects is F. If masses of both the objects are halved without altering the distance between them, the gravitational force would become,",F/4,F/2,F,2F
"The gravitational force between two masses, if their distance is doubled keeping mass same becomes",Reduced to quarter,Doubles,Quadruples,Halved
