question,answer,wrong1,wrong2,wrong3
Which of the following is not defined in vectors?,division,addition,subtraction,multiplication
if \(|\vec{a}.\vec{b}|=|\vec{a}*\vec{b}|\) then \(|\vec{a}+\vec{b}|=\),\(\sqrt{a^2+b^2+\sqrt{2}ab}\),a+b,a-b,\(\sqrt{a^2+b^2+2ab}\)
Which set of forces acting on a body never produces zero acceleration?,"7N,12N,20N","10N, 10N, 20N","6N, 8N, 10N","1N, 2N, 3N"
The unit vector along  \(\hat{i}+\hat{j}\) is,\((\hat{i}+\hat{j})/√2\),\(\vec{k}\),\(\hat{i}+\hat{j}\),\((\hat{i}+\hat{j)}/2\)
Two diagonals of a parallelogram are \((2\hat{i}+2\hat{j}) \) and \((2\hat{i}-2\hat{j}) cm\) then area of parallelogram will be,\(4cm^2\),\(8 cm^2\),\(4√2cm^2\),\(2cm^2\)
What is the projection of  \(\hat{i}+2\hat{j}+3\hat{k }\) on \(\hat{i}+\hat{j}+\hat{k}\),2√3,3√2,√3,4√2
"The length, breadth and height of a hall are 12m, 4m and 3m. What is the displacement of a fly which flies from one corner to another corner of the hall?",13 m,15 m,17 m,19 m
The forces \(\vec{F1}= (3\hat{i}+4\hat{j})N\) and \(\vec{F2}=(4\hat{i}+3\hat{j})\) are acting on a body. The resultant force on the body is,7√2N,5√2N,10N,14N
Let the angles between two non-zero vectors \(\vec{P}\) and \(\vec{Q}\) be 120° and its resultant be \(\vec{R}\). Then,\(\vec{R}\) must be less than |P-Q|,\(\vec{R}\) must be equal to |P-Q|,\(\vec{R}\) must be greater than |P-Q|,\(\vec{R}\) may be equal to |P-Q|
"If the two same vector V & V1, having same magnitude, then which of following is not true for the sum their magnitude?",4V,0,1/4V,2V
A physical quantity which has direction as well as magnitude is known as:,vector,weight,Scalar,force
The minimum number of non-unequal coplanar vector to give zero resultant is,4,2,3,5
